ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	FeH	eFeH1	eFeH2	Ref	MH	eMH1	eMH2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2	eTeff	elogg	eFeH	eL	elogL	eM	eR	percent_eL	percent_elogL	percent_eM	percent_eR	percent_eTeff	percent_elogg	percent_eFeH	logTeff	elogTeff1	elogTeff2	logM	elogM1	elogM2
ASAS_J085002+1752.5_A	1.326	0.001	0.001	1.571	0.011	0.011	6561.45	91.86	91.86	-0.01	0.27	0.27	NA	NA	NA	NA	4.168	0.014	0.014	0.0	4.12	0.59	0.52	0.0	MS	NA	18.076	0.012	0.086910821	True	True	Xiong23	EB	3	0.6148972160331346	0.05812369109576154	0.058594715265847364	91.86	0.014	0.27	0.5549999999999999	0.05835920318080445	0.001	0.011	13.470873786407765	9.49088752707244	0.07541478129713423	0.7001909611712285	1.399995427839883	0.33589251439539347	-2700.0	3.8169998237373464	0.006037935414832329	0.006123064920210197	0.12254352406875435	0.0003273987956811525	0.00032764579592763077
ASAS_J085002+1752.5_B	1.573	0.001	0.001	3.222	0.018	0.018	5727.96	103.1	103.1	-0.01	0.27	0.27	NA	NA	NA	NA	3.619	0.011	0.011	0.0	10.1	1.8	1.6	0.0	MS	NA	18.076	0.012	0.1782474	True	True	Xiong23	EB	3	1.0043213737826426	0.07122558760988817	0.07490244806834989	103.1	0.011	0.27	1.7000000000000002	0.07306401783911903	0.001	0.018	16.831683168316836	7.2749639454483725	0.06357279084551812	0.5586592178770949	1.7999427370302865	0.30395136778115495	-2700.0	3.757999976506515	0.007747533708021059	0.007888258964735773	0.19672872262328683	0.0002760053997588885	0.0002761809198977283
ASAS_J090232-5653.4_A	1.436	0.007	0.007	1.527	0.003	0.003	7030.72	98.43	98.43	-0.15	0.13	0.13	NA	NA	NA	NA	4.201	0.006	0.006	0.0	5.14	0.71	0.62	0.0	MS	NA	44.75	0.17	0.034122905	True	True	Xiong23	EB	3	0.7109631189952758	0.05619274708690469	0.055824684183893636	98.43	0.006	0.13	0.665	0.056008715635399164	0.007	0.003	12.937743190661479	7.877865129565369	0.4874651810584959	0.19646365422396858	1.3999988621364525	0.14282313734825042	-86.66666666666667	3.846999802404658	0.006037950123867208	0.006123080046944285	0.15715443990628153	0.002111891187212639	0.0021222111153112733
ASAS_J090232-5653.4_B	1.372	0.008	0.008	1.392	0.003	0.003	6683.44	100.25	100.25	-0.15	0.13	0.13	NA	NA	NA	NA	4.244	0.007	0.007	0.0	3.48	0.52	0.45	0.0	MS	NA	44.75	0.17	0.031106145	True	True	Xiong23	EB	3	0.541579243946581	0.06048074738138143	0.06013661544427601	100.25	0.007	0.13	0.485	0.06030868141282872	0.008	0.003	13.936781609195402	11.135707671023171	0.5830903790087464	0.21551724137931036	1.4999760602324552	0.16493873704052783	-86.66666666666667	3.825000053564479	0.006465939816619137	0.006563663950025944	0.13735411137073292	0.00252497503050364	0.00253974105027277
ASAS_J163903-2847.2_A	1.421	0.002	0.002	2.157	0.003	0.003	6637.43	33.19	33.19	-0.19	0.16	0.16	NA	NA	NA	NA	3.923	0.002	0.002	0.0	8.15	0.38	0.37	0.0	MS	NA	47.0	0.04	0.045893617	True	True	Xiong23	EB	3	0.9111576087399766	0.01979142242754639	0.02017801175028766	33.19	0.002	0.16	0.375	0.019984717088917026	0.002	0.003	4.601226993865031	2.1933326240400417	0.14074595355383532	0.13908205841446453	0.5000429383059407	0.05098139179199592	-84.21052631578948	3.8219999539352445	0.0021662473074068878	0.002177106670087081	0.15259407792746976	0.0006108221568145722	0.000611682469995739
ASAS_J163903-2847.2_B	1.141	0.001	0.001	1.224	0.002	0.002	6591.74	164.79	164.79	-0.19	0.16	0.16	NA	NA	NA	NA	4.32	0.003	0.003	0.0	2.55	0.66	0.53	0.0	MS	NA	47.0	0.04	0.026042553	True	True	Xiong23	EB	3	0.4065401804339551	0.09996485197091698	0.10118881098733146	164.79	0.003	0.16	0.595	0.10057683147912422	0.001	0.002	23.333333333333336	24.739702573006436	0.0876424189307625	0.16339869281045752	2.499946903245577	0.06944444444444443	-84.21052631578948	3.8190000690179176	0.0107236404197395	0.01099514779252786	0.05728564441821465	0.0003804594916145612	0.0003807930817420063
ASAS_J171750-1915.3_A	1.357	0.001	0.001	1.676	0.003	0.003	6531.31	58.78	58.78	0.04	0.12	0.12	NA	NA	NA	NA	4.122	0.003	0.003	0.0	4.61	0.4	0.37	0.0	MS	F	12.564	0.009	0.133397007	True	True	Xiong23	EB	3	0.6637009253896482	0.0361368004775976	0.036335068796915504	58.78	0.003	0.12	0.385	0.03623593463725655	0.001	0.003	8.351409978308025	5.459678185017297	0.07369196757553427	0.17899761336515513	0.8999725935532075	0.07278020378457059	300.0	3.8150002974637567	0.0038910482738754304	0.003926225409104589	0.13257984765973707	0.000319922284745755	0.00032015812869248816
ASAS_J171750-1915.3_B	1.345	0.001	0.001	1.648	0.003	0.003	6501.3	58.51	58.51	0.04	0.12	0.12	NA	NA	NA	NA	4.133	0.003	0.003	0.0	4.38	0.38	0.35	0.0	MS	F	12.564	0.009	0.131168418	True	True	Xiong23	EB	3	0.6414741105040995	0.03613284221639357	0.036169064362990055	58.51	0.003	0.12	0.365	0.03615095328969181	0.001	0.003	8.333333333333334	5.635605973448055	0.07434944237918216	0.1820388349514563	0.8999738513835694	0.07258649891120252	300.0	3.8130002068545044	0.0038910536878393742	0.00392623092140143	0.12872228433842678	0.00032277554953122345	0.00032301562062031497
ASAS_J231922-0852.2_A	1.136	0.001	0.001	1.64	0.004	0.004	6266.14	18.8	18.8	-0.39	0.07	0.07	NA	NA	NA	NA	4.064	0.005	0.005	0.0	3.74	0.11	0.11	0.0	MS	NA	18.04	0.015	0.090909091	True	True	Xiong23	EB	3	0.5728716022004802	0.012589127308020531	0.01296497716436762	18.8	0.005	0.07	0.11	0.012777052236194075	0.001	0.004	2.941176470588235	2.2303518252808527	0.08802816901408451	0.24390243902439027	0.30002521488508077	0.12303149606299213	-17.94871794871795	3.7970000937930917	0.0013010421997208255	0.0013049515247218757	0.05537833137500003	0.00038213331273467127	0.0003824698458584977
ASAS_J231922-0852.2_B	1.006	0.001	0.001	1.11	0.01	0.01	6237.35	43.66	43.66	-0.39	0.07	0.07	NA	NA	NA	NA	4.35	0.018	0.018	0.0	1.68	0.13	0.12	0.0	MS	NA	18.04	0.015	0.061529933	True	True	Xiong23	EB	3	0.22530928172586284	0.032369293143321654	0.032184683371401235	43.66	0.018	0.07	0.125	0.032276988257361444	0.001	0.01	7.440476190476191	14.325636303183167	0.09940357852882704	0.9009009009009008	0.6999767529479667	0.41379310344827586	-17.94871794871795	3.795000114550389	0.003029370294754141	0.0030506498322599995	0.0025979807199085947	0.00043148983370936735	0.0004319189634008685
ASASSN-V_J010440.99+051109.8_A	0.811	0.002	0.002	0.737	0.071	0.071	5212.25	31.08	31.08	-0.074	0.029	0.029	NA	NA	NA	NA	4.658	0.051	0.051	0.0	0.36	0.2	0.13	0.0	MS	NA	19.16652998	NA	0.038452448	True	True	Xiong23	EB	3	-0.44369749923271273	0.1918855262389132	0.19457466474969443	31.08	0.051	0.029	0.165	0.1932300954943038	0.002	0.071	45.833333333333336	43.54996271749494	0.2466091245376079	9.633649932157395	0.5962875917310183	1.0948905109489049	-39.18918918918919	3.717025238010736	0.0025819537996780717	0.0025973958006875186	-0.09097914578884395	0.001069691382912144	0.0010723325988837157
ASASSN-V_J010440.99+051109.8_B	0.847	0.002	0.002	1.082	0.059	0.059	4881.07	55.75	55.75	-0.074	0.029	0.029	NA	NA	NA	NA	4.297	0.068	0.068	0.0	0.6	0.19	0.14	0.0	MS	NA	19.16652998	NA	0.056452577	True	True	Xiong23	EB	3	-0.2218487496163564	0.11947584090679784	0.11539341870206957	55.75	0.068	0.029	0.165	0.1174346298044337	0.002	0.059	27.5	52.93454662580416	0.2361275088547816	5.4528650646950085	1.1421675984978703	1.5824994181987435	-39.18918918918919	3.688515035969519	0.004932256850204819	0.004988916294694334	-0.0721165896692931	0.0010242799132457597	0.001026701381014572
ASASSN-V_J064057.24+213910.5_A	1.657	0.023	0.023	1.681	0.058	0.058	8477.5	7.25	7.25	-0.604	0.01	0.01	NA	NA	NA	NA	4.05	0.02	0.02	0.0	13.15	2.26	1.93	0.0	MS	NA	10.91523409	NA	0.154004943	True	True	Xiong23	EB	3	1.1189257528257768	0.06887688589264251	0.06893289590563412	7.25	0.02	0.01	2.0949999999999998	0.06890489089913832	0.023	0.058	15.931558935361213	6.158128966566668	1.388050694025347	3.4503271861986917	0.08552049542907697	0.4938271604938272	-1.6556291390728477	3.9282677984501237	0.0003712520668588404	0.00037156969932450323	0.21932250841933676	0.005986773306526083	0.006070456222940057
ASASSN-V_J064057.24+213910.5_B	1.775	0.023	0.023	0.933	0.089	0.089	8718.72	416.29	416.29	-0.604	0.01	0.01	NA	NA	NA	NA	4.747	0.184	0.184	0.0	4.54	3.91	2.1	0.0	MS	NA	10.91523409	NA	0.085476866	True	True	Xiong23	EB	3	0.6570558528571039	0.2698008560925884	0.26966602651837446	416.29	0.184	0.01	3.005	0.26973344130548144	0.023	0.089	66.18942731277534	41.05182841497995	1.295774647887324	9.539121114683816	4.774668758716876	3.8761322940804717	-1.6556291390728477	3.940452730604516	0.02025629650193217	0.02124750797117736	0.24919835739111287	0.005591330006097045	0.005664255559050951
ASASSN-V_J172607.12+564531.5_A	1.069	0.04	0.04	1.272	0.241	0.241	5845.57	42.64	42.64	-0.114	0.041	0.041	NA	NA	NA	NA	4.366	0.07	0.07	0.0	1.7	2.38	0.99	0.0	MS	NA	14.40911851	NA	0.088277433	True	True	Xiong23	EB	3	0.2304489213782739	0.38021124171160603	0.37919057265919864	42.64	0.07	0.041	1.685	0.37970090718540234	0.04	0.241	99.11764705882354	164.7657558622878	3.7418147801683816	18.946540880503143	0.7294412692004373	1.6032982134677054	-35.96491228070176	3.766826865503869	0.003156424992496909	0.0031795337463509377	0.028977705208777998	0.015953840940382064	0.016562330446345107
ASASSN-V_J172607.12+564531.5_B	1.017	0.04	0.04	1.452	0.246	0.246	6131.13	282.37	282.37	-0.114	0.041	0.041	NA	NA	NA	NA	4.121	0.199	0.199	0.0	2.69	3.85	1.58	0.0	MS	NA	14.40911851	NA	0.100769523	True	True	Xiong23	EB	3	0.42975228000240795	0.38582546832185927	0.3844293012157506	282.37	0.199	0.041	2.715	0.3851273847688049	0.04	0.246	100.92936802973978	89.61613531559321	3.9331366764995086	16.94214876033058	4.605513176200798	4.828925018199466	-35.96491228070176	3.78754052468768	0.019554574386938306	0.02047672394568556	0.0073209529227445565	0.016754034384681687	0.01742638920397154
BN_Scl_A	1.407	0.001	0.001	1.834	0.003	0.003	6309.57	18.93	18.93	-0.23	0.06	0.06	NA	NA	NA	NA	4.059	0.003	0.003	0.0	4.81	0.13	0.13	0.0	MS	F7	13.8252	0.0063	0.132656309	True	True	Xiong23	EB	3	0.6821450763738317	0.011581872549815131	0.011899223299707717	18.93	0.003	0.06	0.13	0.011740547924761424	0.001	0.003	2.702702702702703	1.7211218451025403	0.07107320540156362	0.16357688113413302	0.3000204451333451	0.07390983000739097	-26.08695652173913	3.799999762890647	0.0013010215469155817	0.0013049307476173944	0.1482940974347457	0.0003085573713476897	0.0003087767509405148
BN_Scl_B	1.244	0.001	0.001	1.38	0.004	0.004	6237.35	31.19	31.19	-0.23	0.06	0.06	NA	NA	NA	NA	4.256	0.006	0.006	0.0	2.6	0.13	0.12	0.0	MS	F8	13.8252	0.0063	0.099817724	True	True	Xiong23	EB	3	0.414973347970818	0.02118929906993805	0.020521667144601685	31.19	0.006	0.06	0.125	0.020855483107269868	0.001	0.004	4.8076923076923075	5.02574037808724	0.08038585209003216	0.2898550724637682	0.500052105461454	0.14097744360902253	-26.08695652173913	3.795000114550389	0.0021662869217666803	0.0021771466826194796	0.0948203803547999	0.00034897107695520957	0.0003492517131550993
Cl*_NGC_2632_KP_401228_A	0.983	0.029	0.029	1.315	0.197	0.197	6366.84	11.14	11.14	-0.09	0.009	0.009	NA	NA	NA	NA	4.162	0.016	0.016	0.0	2.56	2.55	1.28	0.0	MS	NA	12.30985467	NA	0.106824982	True	True	Xiong23	EB	3	0.4082399653118496	0.3001809348228631	0.3010299956639812	11.14	0.016	0.009	1.915	0.30060546524342213	0.029	0.197	74.8046875	73.63450195617013	2.9501525940996953	14.980988593155894	0.17496905843401123	0.3844305622296973	-10.0	3.8039239360912314	0.0007592169619528022	0.0007605465205591244	-0.007446482167864384	0.012626994671644697	0.01300514312804052
DS_And_A	1.655	0.013	0.013	2.086	0.006	0.006	7063.18	63.57	63.57	-0.03	0.02	0.02	NA	NA	NA	NA	4.018	0.013	0.013	0.0	9.77	0.84	0.78	0.0	MS	NA	36.67167013	NA	0.056883147	True	True	Xiong23	EB	3	0.989894563718773	0.0358208201825676	0.036134871985544215	63.57	0.013	0.02	0.81	0.03597784608405591	0.013	0.006	8.290685772773797	3.634512947408926	0.7854984894259819	0.28763183125599234	0.9000195379418335	0.3235440517670483	-66.66666666666667	3.8490002740708817	0.0038912503322476866	0.003926431137541542	0.21879799811173756	0.0033980481899823223	0.003424845328315551
DS_And_B	1.087	0.017	0.017	1.255	0.006	0.006	5970.35	59.7	59.7	-0.03	0.02	0.02	NA	NA	NA	NA	4.277	0.025	0.025	0.0	1.8	0.18	0.16	0.0	MS	NA	36.67167013	NA	0.034222603	True	True	Xiong23	EB	3	0.25527250510330607	0.04139268515822503	0.040428657055608164	59.7	0.025	0.02	0.16999999999999998	0.040910671106916596	0.017	0.006	9.444444444444445	16.026273997021526	1.5639374425023	0.47808764940239046	0.9999413769711993	0.5845218611176057	-66.66666666666667	3.77599979153358	0.004321121706748254	0.004364548234264465	0.03622954408629453	0.006739529306885518	0.006845766401084863
EPIC210822691_A	1.09	0.004	0.004	1.25	0.004	0.004	5956.62	53.61	53.61	0.0	0.05	0.05	NA	NA	NA	NA	4.286	0.021	0.021	0.0	1.77	0.16	0.14	0.0	MS	NA	21.51646759	NA	0.058095038	True	True	Xiong23	EB	3	0.24797326636180664	0.037584042645967125	0.03578566195784885	53.61	0.021	0.05	0.15000000000000002	0.03668485230190799	0.004	0.004	8.474576271186441	14.793873888156464	0.3669724770642202	0.32	0.9000070509785751	0.489967335510966	inf	3.774999895353657	0.003891196585780854	0.003926376414837396	0.037426497940623665	0.0015908240567883355	0.0015966726877954945
EPIC210822691_B	0.96	0.009	0.009	0.94	0.004	0.004	5559.04	66.71	66.71	0.0	0.05	0.05	NA	NA	NA	NA	4.473	0.033	0.033	0.0	0.76	0.091	0.081	0.0	MS	NA	21.51646759	NA	0.043687468	True	True	Xiong23	EB	3	-0.11918640771920865	0.04911596780379651	0.04894381800028964	66.71	0.033	0.05	0.086	0.04902989290204308	0.009	0.004	11.31578947368421	41.13715132479925	0.9374999999999999	0.4255319148936171	1.200027342850564	0.7377598926894703	inf	3.7449997990100976	0.005180629844170781	0.0052431756031690036	-0.017728766960431602	0.004052544011196917	0.004090716102154484
EPIC211391083_A	1.594	0.013	0.013	1.432	0.228	0.228	5529.74	45.16	45.16	0.03	0.13	0.13	NA	NA	NA	NA	4.21	0.1	0.1	0.0	1.73	1.88	0.9	0.0	MS	NA	70.27746546	NA	0.020376375	True	True	Xiong23	EB	3	0.2380461031287954	0.3194610987768626	0.3189680107527215	45.16	0.1	0.13	1.39	0.31921455476479205	0.013	0.228	80.34682080924856	134.0977863401865	0.8155583437892095	15.921787709497208	0.8166749250416837	2.375296912114014	433.33333333333337	3.7427047119159393	0.003532369698842519	0.00356133627983235	0.20248831706009357	0.003527559703250971	0.003556447127884471
EPIC211396167_A	0.746	0.011	0.011	0.661	0.083	0.083	4697.68	43.23	43.23	-0.224	0.17	0.17	NA	NA	NA	NA	4.13	0.2	0.2	0.0	0.19	0.15	0.08	0.0	MS	NA	13.03572926	NA	0.050706791	True	True	Xiong23	EB	3	-0.721246399047171	0.2527253160894261	0.23736091579460394	43.23	0.2	0.17	0.11499999999999999	0.24504311594201503	0.011	0.083	60.526315789473685	33.9749517315772	1.4745308310991956	12.556732223903177	0.9202414809012107	4.842615012106537	-75.89285714285714	3.671883429860175	0.003978281022086527	0.004015060563700601	-0.1272611725273312	0.00635705202740397	0.006451488388473897
EPIC211396167_B	0.756	0.011	0.011	0.873	0.173	0.173	4658.78	123.6	123.6	-0.224	0.17	0.17	NA	NA	NA	NA	4.434	0.26	0.26	0.0	0.32	0.51	0.2	0.0	MS	NA	13.03572926	NA	0.066969786	True	True	Xiong23	EB	3	-0.494850021680094	0.4139281140561679	0.4259687322722812	123.6	0.26	0.17	0.355	0.41994842316422454	0.011	0.173	110.9375	84.86377786514656	1.455026455026455	19.816723940435278	2.6530550916763618	5.863779882724402	-75.89285714285714	3.668272202390285	0.0113718790813091	0.011677673628043284	-0.12147820449879346	0.006273568447774422	0.006365522752913716
EPIC211563123_A	1.148	0.009	0.009	2.081	0.105	0.105	5971.97	10.79	10.79	-0.234	0.01	0.01	NA	NA	NA	NA	3.8	0.04	0.04	0.0	4.97	1.3	1.03	0.0	MS	NA	37.21705321	NA	0.055915228	True	True	Xiong23	EB	3	0.696356388733332	0.10091115209738433	0.10086016690775801	10.79	0.04	0.01	1.165	0.10088565950257117	0.009	0.105	23.440643863179076	14.487647580297432	0.7839721254355401	5.045651129264777	0.18067739791057222	1.0526315789473684	-4.273504273504273	3.776117617394049	0.000783963959404943	0.0007853816866147945	0.05994188806195468	0.003391470889794794	0.0034181639828543137
EPIC211563123_B	1.157	0.009	0.009	2.15	0.161	0.161	5665.94	84.29	84.29	-0.234	0.01	0.01	NA	NA	NA	NA	3.836	0.078	0.078	0.0	4.3	1.93	1.33	0.0	MS	NA	37.21705321	NA	0.057769216	True	True	Xiong23	EB	3	0.6334684555795865	0.16101959107958308	0.1607120062623742	84.29	0.078	0.01	1.63	0.16086579867097864	0.009	0.161	37.906976744186046	25.394445019964863	0.7778738115816767	7.488372093023257	1.4876613589272036	2.0333680917622523	-4.273504273504273	3.7532719712068534	0.006413244914627025	0.006509370841105699	0.06333335895174956	0.0033651914712456987	0.003391470889794794
EPIC211770390_A	0.825	0.03	0.03	2.156	0.322	0.322	5840.19	128.78	128.78	0.034	0.067	0.067	NA	NA	NA	NA	3.972	0.107	0.107	0.0	4.88	5.1	2.49	0.0	MS	NA	19.31968792	NA	0.111596006	True	True	Xiong23	EB	3	0.6884198220027106	0.31071071928466054	0.31002192105457294	128.78	0.107	0.067	3.795	0.31036632016961674	0.03	0.322	77.76639344262296	45.08387327760512	3.6363636363636367	14.935064935064936	2.2050652461649367	2.6938569989929504	197.05882352941177	3.7664269763263194	0.00947241980991853	0.00968363872392164	-0.08354605145007493	0.015512166178247563	0.016086819893454812
EPIC211770390_B	0.859	0.03	0.03	1.998	0.332	0.332	5343.71	240.28	240.28	0.034	0.067	0.067	NA	NA	NA	NA	3.77	0.153	0.153	0.0	2.94	4.08	1.71	0.0	MS	NA	19.31968792	NA	0.10341782	True	True	Xiong23	EB	3	0.46834733041215726	0.37798978171764797	0.3784422189727593	240.28	0.153	0.067	2.895	0.37821600034520364	0.03	0.332	98.46938775510205	80.75545130413452	3.492433061699651	16.616616616616618	4.496501494280191	4.058355437665782	197.05882352941177	3.727842881200801	0.019101750665609263	0.01998071895133746	-0.0660068361687577	0.0149085971389714	0.01543863328096877
EPIC211902535_A	1.922	0.064	0.064	2.097	0.252	0.252	5808.92	21.47	21.47	0.1	0.02	0.02	NA	NA	NA	NA	3.935	0.035	0.035	0.0	4.52	3.35	1.92	0.0	MS	NA	31.41212834	NA	0.066757654	True	True	Xiong23	EB	3	0.6551384348113821	0.24083629754768243	0.2401650868405642	21.47	0.035	0.02	2.635	0.24050069219412332	0.064	0.252	58.296460176991154	36.70990426067198	3.329864724245578	12.017167381974248	0.36960398834895297	0.889453621346887	20.0	3.764095395447171	0.0016022106296813554	0.0016081434415324836	0.28375338333252653	0.014225860826835857	0.01470767367490361
EPIC219394517_A	1.078	0.001	0.001	1.055	0.005	0.005	5929.25	41.5	41.5	0.07	0.03	0.03	NA	NA	NA	NA	4.425	0.009	0.009	0.0	1.2	0.1	0.1	0.0	MS	G0	18.954	0.012	0.055661074	True	True	Xiong23	EB	3	0.07918124604762482	0.03476210625921197	0.03778856088939983	41.5	0.009	0.03	0.1	0.0362753335743059	0.001	0.005	8.333333333333334	45.81303703213704	0.09276437847866419	0.47393364928909953	0.6999198886874394	0.20338983050847456	42.857142857142854	3.77299976225785	0.0030291250529743685	0.003050401133149361	0.03261876085071993	0.00040268383219072695	0.00040305755273827015
EPIC219394517_B	1.066	0.001	0.001	1.042	0.005	0.005	5874.89	41.12	41.12	0.07	0.03	0.03	NA	NA	NA	NA	4.43	0.01	0.01	0.0	1.2	0.1	0.1	0.0	MS	G1	18.954	0.012	0.054975203	True	True	Xiong23	EB	3	0.07918124604762482	0.03476210625921197	0.03778856088939983	41.12	0.01	0.03	0.1	0.0362753335743059	0.001	0.005	8.333333333333334	45.81303703213704	0.09380863039399624	0.4798464491362764	0.6999279986518896	0.22573363431151244	42.857142857142854	3.768999739396498	0.003029160029294875	0.0030504366025354557	0.027757204690553483	0.00040721473391638896	0.0004075969157968859
EPIC219511354_A	0.912	0.006	0.006	0.92	0.007	0.007	5035.01	65.46	65.46	0.07	0.03	0.03	NA	NA	NA	NA	4.47	0.016	0.016	0.0	0.491	0.065	0.057	0.0	MS	K	6.979	0.052	0.131824044	True	True	Xiong23	EB	3	-0.3089185078770315	0.05399329945908904	0.05359176261045778	65.46	0.016	0.03	0.061	0.05379253103477341	0.006	0.007	12.423625254582484	17.413178447756238	0.6578947368421052	0.7608695652173914	1.300096722747323	0.3579418344519016	42.857142857142854	3.702000337439886	0.005609860030916014	0.00568327292485149	-0.04000516167158381	0.002847842872826259	0.0028666406516031084
EPIC219511354_B	0.822	0.007	0.007	0.851	0.007	0.007	4688.13	56.26	56.26	0.07	0.03	0.03	NA	NA	NA	NA	4.494	0.017	0.017	0.0	0.316	0.039	0.035	0.0	MS	K	6.979	0.052	0.12193724	True	True	Xiong23	EB	3	-0.5003129173815962	0.05054127043669027	0.05098076271332386	56.26	0.017	0.03	0.037000000000000005	0.05076101657500706	0.007	0.007	11.708860759493673	10.145853687061784	0.8515815085158153	0.8225616921269097	1.2000520463383055	0.3782821539830886	42.857142857142854	3.6709996459920857	0.005180735857848617	0.005243284192164133	-0.08512818245994963	0.0036827130102231598	0.0037142088000737816
EPIC219568666_A	1.121	0.006	0.006	1.178	0.003	0.003	6137.62	42.96	42.96	0.07	0.03	0.03	NA	NA	NA	NA	4.346	0.005	0.005	0.0	1.77	0.12	0.11	0.0	MS	F8	27.086	0.089	0.043491102	True	True	Xiong23	EB	3	0.24797326636180664	0.028488537811437536	0.02786517832175156	42.96	0.005	0.03	0.11499999999999999	0.02817685806659455	0.006	0.003	6.497175141242938	11.362861198707993	0.5352363960749331	0.2546689303904924	0.6999455815120519	0.11504832029452369	42.857142857142854	3.787999996345421	0.0030292358599197655	0.003050513502175889	0.04960561259497315	0.0023183034511333953	0.0023307452107936694
EPIC219568666_B	0.733	0.002	0.002	0.64	0.007	0.007	4497.8	44.98	44.98	0.07	0.03	0.03	NA	NA	NA	NA	4.69	0.022	0.022	0.0	0.151	0.017	0.015	0.0	MS	NA	27.086	0.089	0.023628443	True	True	Xiong23	EB	3	-0.8210230527068306	0.04633233443269347	0.04543803892295184	44.98	0.022	0.03	0.016	0.045885186677822654	0.002	0.007	10.596026490066226	5.588781767642675	0.2728512960436562	1.09375	1.0000444661834675	0.4690831556503197	42.857142857142854	3.653000140110842	0.004321564984759885	0.0043650004673234655	-0.13489602535887207	0.0011833644430669643	0.0011865976832674818
EPIC220398184_A	0.444	0.011	0.011	0.517	0.026	0.026	3631.17	89.92	89.92	-0.498	0.107	0.107	NA	NA	NA	NA	4.656	0.149	0.149	0.0	0.04	0.02	0.01	0.0	MS	NA	7.803052742	NA	0.06625612	True	True	Xiong23	EB	3	-1.3979400086720375	0.17609125905568113	0.12493873660830013	89.92	0.149	0.107	0.015	0.15051499783199063	0.011	0.026	37.5	10.766913951834828	2.477477477477477	5.029013539651838	2.4763368280746976	3.2001718213058417	-21.4859437751004	3.5600465816955005	0.01062359249982725	0.010889994167006645	-0.3526170298853802	0.01062842654249263	0.01089507376125437
EPIC220398184_B	0.433	0.011	0.011	0.488	0.041	0.041	3637.21	19.92	19.92	-0.498	0.107	0.107	NA	NA	NA	NA	4.687	0.11	0.11	0.0	0.04	0.02	0.01	0.0	MS	NA	7.803052742	NA	0.062539626	True	True	Xiong23	EB	3	-1.3979400086720375	0.17609125905568113	0.12493873660830013	19.92	0.11	0.107	0.015	0.15051499783199063	0.011	0.041	37.5	10.766913951834828	2.5404157043879905	8.401639344262296	0.5476725292188244	2.3469170044804777	-21.4859437751004	3.5607683764488027	0.0023720220295682104	0.002385048679424351	-0.36351210364663455	0.01089507376125437	0.011175445391691574
G250-29_A	0.35	0.005	0.005	0.355	0.017	0.017	3448.0	109.0	109.0	-0.14	0.1	0.1	NA	NA	NA	NA	4.88	0.04	0.04	1.0	0.0161	0.004	0.0032	0.0	MS	M	992.9989812	NA	0.000357503	True	True	Xiong23	EB	3	-1.7931741239681502	0.09637018138863906	0.09623616573260074	109.0	0.04	0.1	0.0036	0.0963031735606199	0.005	0.017	22.360248447204967	5.370542228632472	1.4285714285714286	4.788732394366198	3.1612529002320184	0.819672131147541	-71.42857142857142	3.5375672571526753	0.013516608033104838	0.013950838098304441	-0.4559319556497244	0.006160308704818429	0.0062489492770015365
G250-29_B	0.187	0.004	0.004	0.231	0.011	0.011	3279.0	109.0	109.0	-0.14	0.1	0.1	NA	NA	NA	NA	4.98	0.04	0.04	1.0	0.0056	0.0014	0.0011	0.0	MS	M	992.9989812	NA	0.000232629	True	True	Xiong23	EB	3	-2.2518119729937998	0.09691001300805668	0.09497551323085673	109.0	0.04	0.1	0.00125	0.09594276311945671	0.004	0.011	22.321428571428573	4.2606915794972045	2.1390374331550803	4.761904761904761	3.3241842025007626	0.8032128514056224	-71.42857142857142	3.515741416669365	0.01420198498930425	0.01468215445161336	-0.7281583934635011	0.009191760711228625	0.009390516806069504
GJ_1081_A	0.325	0.01	0.01	0.343	0.015	0.015	3390.0	109.0	109.0	-0.12	0.1	0.1	NA	NA	NA	NA	4.88	0.04	0.04	1.0	0.014	0.0031	0.0025	0.0	MS	M	867.5897227	NA	0.000395348	True	True	Xiong23	EB	3	-1.853871964321762	0.08686807471391589	0.08543019532462637	109.0	0.04	0.1	0.0028	0.08614913501927113	0.01	0.015	19.999999999999996	4.646984078578951	3.0769230769230766	4.373177842565597	3.215339233038348	0.819672131147541	-83.33333333333334	3.530199698203082	0.013744244279824347	0.014193467817034566	-0.4881166390211256	0.013161446057970871	0.013572807189273839
GJ_1081_B	0.205	0.007	0.007	0.237	0.011	0.011	3168.0	109.0	109.0	-0.12	0.1	0.1	NA	NA	NA	NA	5.0	0.04	0.04	1.0	0.0051	0.0012	0.001	0.0	MS	M	867.5897227	NA	0.000273171	True	True	Xiong23	EB	3	-2.2924298239020637	0.09177037335564542	0.09478631937820081	109.0	0.04	0.1	0.0010999999999999998	0.09327834636692311	0.007	0.011	21.568627450980387	4.068972816282298	3.414634146341464	4.641350210970463	3.4406565656565657	0.8	-83.33333333333334	3.500785172917456	0.014691268464920082	0.015205695932777097	-0.6882461389442457	0.014581999872997131	0.015088670794223269
