ID,Teff,logg,FeH,logL,eTeff,elogg,eFeH,elogL,M,logR,eM,elogR
EPIC248437933,0.7501340569975525,-0.06597020144283283,-1.9332437676876655,-0.3708918342981076,0.2717105948395001,0.09194334831397405,0.039705427014084936,0.08772350626403169,-1.3583612497739503,-0.4525460923384568,0.2092639917991376,0.0381333109127334
EPIC213660659,-0.6435943768004844,-0.9610657394406389,-0.5634065357017348,0.42003386435881107,0.26817541436170944,0.08112648380644769,0.04008000651421781,0.07200016522844035,-1.0313862625877985,0.4945148472335095,0.23978165726984518,0.040206679560264996
EPIC245970491,0.08219627929056882,-0.447264675333137,-1.1368877504051693,-0.18849800069341555,0.2692562523859605,0.08653491606021087,0.04008000651421781,0.09883282138334241,-0.8700786022426293,0.06077332970526908,0.21362365829495297,0.03507924329421263
KIC9292180,-0.43089563974516276,0.050851935238452176,1.260795629945375,0.0400514266859628,0.2276652766932803,0.010546442894838198,0.21725611007706855,0.06604498326200683,0.6453414717027918,0.12377714744891198,0.23367812417570366,0.03989481142016458
KIC9304549,-0.20713648421332284,0.288282111178656,1.0607701768744189,-0.20167188886288387,0.21976572911756462,0.010276021282150041,0.21725611007706855,0.02258925502043188,0.44610471284403014,-0.14708577565785938,0.225830724483236,0.03987343351350145
KIC5613099,0.14720871434229363,1.4316246896241922,1.6424921405807764,-1.618691873066368,0.23519141023578968,0.010546442894838198,0.21725611007706855,0.07893149711453079,-0.31204129077826287,-1.4258865289583533,0.1961849923116915,0.0398378698576551
KIC10023978,-2.2930356886676573,-2.926760442070866,-0.15623861905729783,2.5639643268737817,0.20649164913996892,0.010276021282150041,0.21725611007706855,0.0602329085251589,-0.662122510392237,2.6849466754737605,0.18877355926880537,0.04117878033493838
KIC6210539,-2.2198260266841663,-2.6027953500704517,-0.9038993013225199,2.3001667769180685,0.25258724483062134,0.011628129345590835,0.21725611007706855,0.06986931813313049,-0.3817959547113088,2.4407158360597694,0.1996727255083438,0.041169455165222475
KIC7610636,0.05830304051794989,-0.01134503567982474,0.6123985152153653,0.21781696360114658,0.27139942307534665,0.011628129345590835,0.21725611007706855,0.06904284172168129,0.651880971446515,0.18608776613698472,0.23324215752612212,0.0398393166567695
KIC4367337,1.3786445721505327,0.6771483902242278,-0.7218536642579417,-0.33521810704828864,0.2636944715451046,0.011087286120214517,0.21725611007706855,0.06639338561697929,0.41297124747583314,-0.5341448100902711,0.22277895793616523,0.0397086157658918
KIC7207371,-0.2060614725458972,-0.1489896365380975,0.48092111066872556,0.16069376691729326,0.2702365802198268,0.012439394183655311,0.21725611007706855,0.138487796937267,-0.015583969062817673,0.18601555594365085,0.22539475783365448,0.042994819437443446
KIC8391175,0.7040568690409291,0.6163035273693921,0.2591700465900625,-0.21255477871104703,0.2579465251100183,0.010816864507526358,0.21725611007706855,0.06638702930415445,1.32850121159706,-0.306630508491739,0.25504049000519896,0.039338052544150855
EPIC206218497,1.0762139169804894,1.0914343008624874,-1.2488870209448992,-1.501604270953323,0.2692562523859605,0.08112648380644769,0.034086734512091786,0.05655942993888852,-1.301685585328351,-1.4935866549340258,0.14386899436190712,0.025984672492667518
KIC4636731,-1.3539945894356005,-1.0005472948931093,0.3183536076110571,0.8209066159212989,0.20901403463751433,0.010276021282150041,0.21725611007706855,0.05949006036937639,-0.12195983156071252,0.9811472933255418,0.20490432530332223,0.04001672587749341
KIC8480097,0.43007352604285076,1.57738193886311,1.0809974698815943,-1.7750393679858838,0.23771432166859316,0.010546442894838198,0.21725611007706855,0.08572300856605972,-0.509098216389117,-1.613958722650557,0.18833759261922386,0.03981018433312776
EPIC210366266,-0.044028182638309994,-0.08760393045788557,0.1737659205597666,0.03306270039274636,0.2663123437690175,0.059492754791394965,0.02771888300983288,0.09041886794621252,-0.16381262992054027,0.044704119461962476,0.27029932274055274,0.03967775445030487
KIC9228258,-1.1173442347940146,-2.1244195172250984,-1.159362520413142,1.8645635058749241,0.21994033962323292,0.010546442894838198,0.21725611007706855,0.06204076011136626,-0.9751465647917797,1.841240548178354,0.17220682658470698,0.04023414225637531
EPIC215144742,-0.028250124897200142,-0.05515333693530647,0.27902276009710497,-0.051914989952922735,0.26817541436170944,0.07030961929892132,0.03483589351235754,0.0860272926320347,-0.11149663197075582,-0.032071637741373706,0.3269749871861525,0.04552578247673356
KIC9344639,-2.7570141955021183,-2.598198182654753,-0.28996350060473486,2.17095757389566,0.1984238022816814,0.010276021282150041,0.21725611007706855,0.05843927459486972,-0.2435945267939614,2.467940228139178,0.20621222525206687,0.041247156834477695
KIC9635490,-1.723353661802403,-1.519756791254375,-0.1569877780575636,1.2700394514195443,0.2132273019896487,0.010546442894838198,0.21725611007706855,0.04504086121411145,-0.6551470439989322,1.3507197498316252,0.18484985942257154,0.04006678512746969
EPIC211406013,0.913173986989021,0.4640561594259592,-0.9237520148295623,-0.37664232627388666,0.2717105948395001,0.08923913218709247,0.040454586014350695,0.06137801601584473,-0.6913322759141997,-0.48841217407373416,0.23978165726984518,0.03808718569700705
