ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,eTeff,elogg,eFeH,eL,eM,eR,percent_eM,percent_eR,percent_eL
KIC9202077,1.444,0.091416629,0.167764716,1.981,0.055226805,0.070491134,6119.0,70.0,70.0,0.148,0.1,0.1,,,,,3.999,0.015,0.017492856,,5.599,0.476347427,0.476347427,,ms,F,,,,,,serenelli17,A,1,70.0,0.016246428,0.1,0.476347427,0.1295906725,0.0628589695,8.9744233033241,3.1730928571428567,8.50772328987319
KIC9204313,1.018,0.061854668,0.058600341,1.508,0.033837849,0.033015148,5853.0,57.0,57.0,-0.158,0.1,0.1,,,,,4.088,0.012206556,0.012206556,,2.117,0.182898403,0.182898403,,ms,G,,,,,,serenelli17,A,1,57.0,0.012206556,0.1,0.182898403,0.0602275045,0.0334264985,5.916257809430255,2.2166113063660475,8.63950888049126
KIC9225600,1.425,0.072917762,0.077794601,1.84,0.044102154,0.044102154,6262.0,56.0,56.0,0.219,0.1,0.1,,,,,4.061,0.012369317,0.012369317,,4.758,0.411033864,0.411033864,,ms,F,,,,,,serenelli17,A,1,56.0,0.012369317,0.1,0.411033864,0.07535618150000001,0.044102154,5.288153087719299,2.3968561956521737,8.63879495586381
KIC9266926,0.956,0.053535035,0.052697249,1.47,0.03671512,0.035846897,5971.0,63.0,63.0,-0.387,0.099,0.099,,,,,4.083,0.012083046,0.012083046,,2.318,0.198602337,0.198602337,,ms,G,,,,,,serenelli17,A,1,63.0,0.012083046,0.099,0.198602337,0.053116142000000005,0.0362810085,5.55608179916318,2.468095816326531,8.567831622088006
KIC9289275,1.349,0.06726812,0.065299311,1.767,0.026870058,0.026870058,6227.0,48.0,48.0,0.092,0.1,0.1,,,,,4.073,0.008485281,0.009219544,,4.012,0.34263304,0.34263304,,ms,F,,,,,,serenelli17,A,1,48.0,0.0088524125,0.1,0.34263304,0.0662837155,0.026870058,4.913544514455152,1.5206597623089981,8.540205383848456
KIC9292130,1.347,0.060876925,0.0595483,2.176,0.052697249,0.050219518,6176.0,52.0,52.0,0.049,0.1,0.1,,,,,3.891,0.0117047,0.0117047,,6.423,0.541940302,0.541940302,,ms,F,,,,,,serenelli17,A,1,52.0,0.0117047,0.1,0.541940302,0.0602126125,0.051458383499999996,4.470127134372681,2.3648154181985293,8.43749497119726
KIC9328372,1.464,0.070604532,0.069028979,1.781,0.070519501,0.065787537,6572.0,80.0,80.0,0.16,0.1,0.1,,,,,4.101,0.02433105,0.025317978,,6.039,0.521100979,0.521100979,,ms,F,,,,,,serenelli17,A,1,80.0,0.024824514,0.1,0.521100979,0.0698167555,0.068153519,4.76890406420765,3.8266995508141495,8.628928282828284
KIC9390670,1.37,0.071505245,0.069526973,1.711,0.06946222,0.064884513,6246.0,50.0,50.0,0.195,0.1,0.1,,,,,4.107,0.024186773,0.025179357,,4.782,0.397738991,0.397738991,,ms,F,,,,,,serenelli17,A,1,50.0,0.024683065,0.1,0.397738991,0.070516109,0.0671733665,5.147161240875912,3.925971157218001,8.31741930154747
KIC9394953,1.205,0.059033889,0.05375872,1.746,0.039357337,0.034985711,6018.0,65.0,65.0,0.076,0.1,0.1,,,,,4.034,0.014422205,0.013601471,,3.682,0.317461914,0.317461914,,ms,F,,,,,,serenelli17,A,1,65.0,0.014011838,0.1,0.317461914,0.0563963045,0.037171524,4.680191244813278,2.128953264604811,8.621996577946769
KIC9414417,1.399,0.073736016,0.075239617,1.917,0.036687873,0.038910153,6278.0,52.0,52.0,-0.049,0.072111026,0.072111026,,,,,4.018,0.009433981,0.01,,5.158,0.428564138,0.428564138,,ms,F,,,,,,serenelli17,A,1,52.0,0.0097169905,0.072111026,0.428564138,0.0744878165,0.037799013000000006,5.324361436740529,1.9717794992175277,8.308726987204341
KIC9446628,1.213,0.0718401,0.075742986,1.893,0.091923882,0.086406018,6298.0,59.0,59.0,-0.268,0.101,0.101,,,,,3.965,0.029274562,0.030265492,,5.317,0.439688713,0.439688713,,ms,F,,,,,,serenelli17,A,1,59.0,0.029770027,0.101,0.439688713,0.073791543,0.08916494999999999,6.083391838417147,4.710245641838352,8.269488677825843
KIC9451741,1.124,0.078517514,0.079208585,1.291,0.054644304,0.052201533,5835.0,68.0,68.0,0.206,0.1,0.1,,,,,4.266,0.019104973,0.020099751,,1.99,0.166780593,0.166780593,,ms,G,,,,,,serenelli17,A,1,68.0,0.019602361999999998,0.1,0.166780593,0.0788630495,0.0534229185,7.016285542704626,4.138103679318358,8.380934321608041
KIC9455860,1.385,0.072249567,0.065115282,1.678,0.051078371,0.048332184,6716.0,59.0,59.0,-0.051,0.1,0.1,,,,,4.129,0.018973666,0.019924859,,5.166,0.422130072,0.422130072,,ms,F,,,,,,serenelli17,A,1,59.0,0.0194492625,0.1,0.422130072,0.0686824245,0.0497052775,4.959019819494585,2.9621738676996423,8.171313821138211
KIC9457728,1.194,0.063411355,0.065946948,1.822,0.035383612,0.036124784,6390.0,49.0,49.0,-0.161,0.072111026,0.072111026,,,,,3.993,0.010630146,0.010630146,,5.208,0.437591644,0.437591644,,ms,F,,,,,,serenelli17,A,1,49.0,0.010630146,0.072111026,0.437591644,0.0646791515,0.035754198,5.417014363484088,1.9623599341383096,8.402297311827958
KIC9458636,1.204,0.116811814,0.060827625,1.735,0.06306346,0.056938563,6220.0,56.0,56.0,-0.059,0.1,0.1,,,,,4.043,0.016278821,0.018248288,,4.007,0.342379248,0.342379248,,ms,F,,,,,,serenelli17,A,1,56.0,0.0172635545,0.1,0.342379248,0.0888197195,0.0600010115,7.377053114617941,3.458271556195965,8.544528275517845
KIC9468847,1.17,0.057982756,0.057982756,1.796,0.052801515,0.051894123,6064.0,52.0,52.0,-0.109,0.1,0.1,,,,,3.998,0.017088007,0.017088007,,4.292,0.374219825,0.374219825,,ms,F,,,,,,serenelli17,A,1,52.0,0.017088007,0.1,0.374219825,0.057982756,0.052347819000000004,4.955791111111112,2.9146892538975506,8.719008038210625
KIC9512063,1.158,0.049929951,0.050774009,2.053,0.036069378,0.03748333,5977.0,58.0,58.0,-0.332,0.102,0.102,,,,,3.876,0.006708204,0.006708204,,4.637,0.403547098,0.403547098,,ms,G,,,,,,serenelli17,A,1,58.0,0.006708204,0.102,0.403547098,0.050351980000000005,0.036776354,4.348184801381693,1.7913470043838284,8.70276251886996
KIC9542776,1.385,0.084864598,0.080659779,2.475,0.153388396,0.13689412,6343.0,87.0,87.0,-0.157,0.101,0.101,,,,,3.791,0.035510562,0.03748333,,11.52,1.024578719,1.024578719,,ms,F,,,,,,serenelli17,A,1,87.0,0.036496946,0.101,1.024578719,0.0827621885,0.145141258,5.9756092779783385,5.864293252525251,8.893912491319444
KIC9579208,1.204,0.063513778,0.051662365,1.781,0.034132096,0.027658633,6422.0,56.0,56.0,-0.17,0.072111026,0.072111026,,,,,4.017,0.01118034,0.008602325,,4.92,0.408637299,0.408637299,,ms,F,,,,,,serenelli17,A,1,56.0,0.009891332499999999,0.072111026,0.408637299,0.057588071500000004,0.0308953645,4.7830624169435225,1.734720072992701,8.305636158536586
KIC9641837,1.304,0.058728187,0.056727418,2.193,0.046400431,0.04482187,6270.0,51.0,51.0,-0.161,0.1,0.1,,,,,3.871,0.01118034,0.01118034,,6.06,0.546385001,0.546385001,,ms,F,,,,,,serenelli17,A,1,51.0,0.01118034,0.1,0.546385001,0.0577278025,0.0456111505,4.426978719325153,2.0798518239854085,9.016254141914192
KIC9664694,1.252,0.052430907,0.05745433,2.293,0.057706152,0.059481089,6080.0,55.0,55.0,-0.272,0.1,0.1,,,,,3.813,0.012165525,0.012165525,,8.512,0.725162236,0.725162236,,ms,F,,,,,,serenelli17,A,1,55.0,0.012165525,0.1,0.725162236,0.0549426185,0.0585936205,4.388388059105432,2.5553257959005666,8.519293186090223
KIC9693187,0.986,0.053254108,0.050803543,1.423,0.028319605,0.027586228,5790.0,55.0,55.0,-0.164,0.1,0.1,,,,,4.125,0.008602325,0.008602325,,2.982,0.268050525,0.268050525,,ms,G,,,,,,serenelli17,A,1,55.0,0.008602325,0.1,0.268050525,0.0520288255,0.0279529165,5.27675715010142,1.9643651791988757,8.98895120724346
KIC9697131,1.436,0.058137767,0.063560994,1.922,0.028301943,0.03088689,6491.0,69.0,69.0,0.11,0.072111026,0.072111026,,,,,4.027,0.008544004,0.008544004,,5.503,0.44698172,0.44698172,,ms,F,,,,,,serenelli17,A,1,69.0,0.008544004,0.072111026,0.44698172,0.060849380499999994,0.029594416499999998,4.237422040389972,1.5397719302809572,8.122509903688897
KIC9700430,1.221,0.06726812,0.090917545,1.511,0.045177428,0.046957428,6111.0,90.0,90.0,0.024,0.1,0.1,,,,,4.164,0.015524175,0.016492423,,2.801,0.24181609,0.24181609,,ms,F,,,,,,serenelli17,A,1,90.0,0.016008299,0.1,0.24181609,0.0790928325,0.046067428,6.47770945945946,3.048803970880212,8.633205640842556
KIC9702369,1.281,0.050209561,0.048104054,1.379,0.018384776,0.018384776,6431.0,50.0,50.0,0.03,0.1,0.1,,,,,4.266,0.006708204,0.006708204,,2.29,0.201882888,0.201882888,,ms,F,,,,,,serenelli17,A,1,50.0,0.006708204,0.1,0.201882888,0.0491568075,0.018384776,3.8373776346604216,1.3331962291515589,8.815846637554586
KIC9702752,1.188,0.042201896,0.044654227,1.701,0.025,0.025806976,5770.0,62.0,62.0,0.265,0.1,0.1,,,,,4.051,0.009219544,0.009219544,,2.656,0.233806485,0.233806485,,ms,G,,,,,,serenelli17,A,1,62.0,0.009219544,0.1,0.233806485,0.043428061500000004,0.025403488000000002,3.6555607323232326,1.4934443268665492,8.80295500753012
KIC9754284,1.276,0.062801274,0.081215762,1.621,0.029832868,0.034669872,6182.0,54.0,54.0,0.025,0.1,0.1,,,,,4.123,0.012041595,0.013601471,,3.351,0.281864612,0.281864612,,ms,F,,,,,,serenelli17,A,1,54.0,0.012821533,0.1,0.281864612,0.072008518,0.03225137,5.643300783699059,1.9895971622455275,8.411358161742763
KIC9778067,1.189,0.065946948,0.067475922,1.998,0.065368188,0.064498062,6433.0,90.0,90.0,-0.529,0.102,0.102,,,,,3.911,0.018248288,0.019235384,,5.769,0.486377409,0.486377409,,ms,F,,,,,,serenelli17,A,1,90.0,0.018741836,0.102,0.486377409,0.066711435,0.064933125,5.610717830109335,3.2499061561561557,8.430878991159645
KIC9787965,1.31,0.084599054,0.083528438,2.062,0.0846286,0.078243211,6200.0,65.0,65.0,0.001,0.1,0.1,,,,,3.926,0.019104973,0.020099751,,7.654,0.783754292,0.783754292,,ms,F,,,,,,serenelli17,A,1,65.0,0.019602361999999998,0.1,0.783754292,0.084063746,0.08143590549999999,6.417079847328243,3.9493649612027157,10.2398
KIC9791157,1.186,0.049244289,0.05758472,1.952,0.037696154,0.039560081,5852.0,63.0,63.0,-0.047,0.1,0.1,,,,,3.929,0.011661904,0.011661904,,4.555,0.407819357,0.407819357,,ms,G,,,,,,serenelli17,A,1,63.0,0.011661904,0.1,0.407819357,0.0534145045,0.0386281175,4.503752487352445,1.9788994620901643,8.953224083424809
KIC9821513,1.291,0.068622154,0.096041658,1.775,0.056035703,0.059363288,6550.0,65.0,65.0,-0.307,0.101,0.101,,,,,4.048,0.014142136,0.013152946,,5.837,0.488221059,0.488221059,,ms,F,,,,,,serenelli17,A,1,65.0,0.013647541,0.101,0.488221059,0.08233190600000001,0.0576994955,6.377374593338498,3.250675802816902,8.364246342299127
KIC9880787,1.168,0.053712196,0.055470713,2.014,0.038910153,0.039812058,6074.0,56.0,56.0,-0.314,0.102,0.102,,,,,3.896,0.01029563,0.01029563,,5.216,0.446910122,0.446910122,,ms,F,,,,,,serenelli17,A,1,56.0,0.01029563,0.102,0.446910122,0.0545914545,0.0393611055,4.673925898972603,1.9543746524329695,8.568062154907976
KIC9962623,0.987,0.08475848,0.076321688,1.395,0.042154478,0.040311289,5913.0,166.0,166.0,-0.207,0.101,0.101,,,,,4.143,0.016155494,0.015231546,,2.079,0.180289342,0.180289342,,ms,G,,,,,,serenelli17,A,1,166.0,0.01569352,0.101,0.180289342,0.080540084,0.0412328835,8.160089564336372,2.9557622580645164,8.671926022126021
KIC9965715,1.245,0.073006849,0.073006849,1.3,0.037336309,0.037336309,7030.0,405.0,405.0,-0.404,0.1,0.1,,,,,4.304,0.015,0.01421267,,2.585,0.225418203,0.225418203,,ms,F,,,,,,serenelli17,A,1,405.0,0.014606335,0.1,0.225418203,0.073006849,0.037336309,5.864003935742971,2.872023769230769,8.720239961315281
KIC10514430,1.059,0.04,0.021,1.59,0.015,0.018,5784.0,98.0,98.0,-0.114,0.072111026,0.072111026,,,,,4.061,0.004,0.004,,2.634,0.151,0.124,,ms,G,,,,,,silva15,A,1,98.0,0.004,0.072111026,0.1375,0.0305,0.0165,2.8800755429650615,1.0377358490566038,5.220197418375096
KIC10586004,1.178,0.021,0.03,1.653,0.009,0.012,5770.0,83.0,83.0,0.256,0.072111026,0.072111026,,,,,4.071,0.005,0.005,,2.749,0.151,0.155,,ms,G,,,,,,silva15,A,1,83.0,0.005,0.072111026,0.153,0.025500000000000002,0.010499999999999999,2.1646859083191856,0.6352087114337567,5.565660240087304
KIC10666592,1.497,0.042,0.04,1.986,0.018,0.015,6350.0,80.0,80.0,0.203,0.072111026,0.072111026,,,,,4.017,0.007,0.009,,5.754,0.304,0.322,,ms,F,,,,,,silva15,A,1,80.0,0.008,0.072111026,0.313,0.041,0.0165,2.7388109552438213,0.8308157099697886,5.439694125825513
KIC11133306,1.059,0.04,0.03,1.189,0.012,0.012,5982.0,82.0,82.0,-0.025,0.072111026,0.072111026,,,,,4.314,0.004,0.007,,1.628,0.092,0.079,,ms,G,,,,,,silva15,A,1,82.0,0.0055,0.072111026,0.08549999999999999,0.035,0.012,3.305004721435317,1.009251471825063,5.2518427518427515
KIC11401755,1.059,0.03,0.021,1.632,0.015,0.021,5911.0,66.0,66.0,-0.179,0.072111026,0.072111026,,,,,4.039,0.004,0.004,,2.982,0.144,0.148,,ms,G,,,,,,silva15,A,1,66.0,0.004,0.072111026,0.146,0.025500000000000002,0.018000000000000002,2.4079320113314453,1.1029411764705885,4.896042924211938
KIC11853905,1.117,0.021,0.029,1.555,0.012,0.012,5781.0,76.0,76.0,0.177,0.072111026,0.072111026,,,,,4.102,0.005,0.004,,2.505,0.142,0.124,,ms,G,,,,,,silva15,A,1,76.0,0.0045000000000000005,0.072111026,0.133,0.025,0.012,2.2381378692927485,0.7717041800643086,5.309381237524951
KIC11904151,0.918,0.011,0.019,1.066,0.006,0.009,5647.0,74.0,74.0,-0.114,0.072111026,0.072111026,,,,,4.344,0.003,0.003,,1.063,0.032,0.034,,ms,G,,,,,,silva15,A,1,74.0,0.003,0.072111026,0.033,0.015,0.0075,1.6339869281045751,0.7035647279549718,3.10442144873001
KIC3425851,1.178,0.049,0.049,1.36,0.015,0.018,6343.0,85.0,85.0,-0.016,0.072111026,0.072111026,,,,,4.243,0.008,0.008,,2.728,0.162,0.157,,ms,F,,,,,,silva15,A,1,85.0,0.008,0.072111026,0.1595,0.049,0.0165,4.159592529711376,1.213235294117647,5.846774193548387
KIC4141376,1.019,0.021,0.03,1.039,0.009,0.009,6134.0,91.0,91.0,-0.269,0.072111026,0.072111026,,,,,4.412,0.003,0.004,,1.363,0.052,0.056,,ms,F,,,,,,silva15,A,1,91.0,0.0035,0.072111026,0.054,0.025500000000000002,0.009,2.502453385672228,0.8662175168431183,3.9618488628026416
KIC4143755,0.918,0.021,0.03,1.414,0.012,0.013,5622.0,106.0,106.0,-0.357,0.072111026,0.072111026,,,,,4.102,0.001,0.002,,1.997,0.029,0.038,,ms,G,,,,,,silva15,A,1,106.0,0.0015,0.072111026,0.0335,0.025500000000000002,0.0125,2.777777777777778,0.8840169731258841,1.6775162744116174
KIC4914423,1.099,0.019,0.03,1.45,0.009,0.009,5845.0,88.0,88.0,0.131,0.072111026,0.072111026,,,,,4.155,0.004,0.004,,2.256,0.115,0.119,,ms,G,,,,,,silva15,A,1,88.0,0.004,0.072111026,0.11699999999999999,0.0245,0.009,2.2292993630573252,0.6206896551724137,5.1861702127659575
KIC5094751,1.068,0.04,0.04,1.339,0.015,0.018,5952.0,75.0,75.0,-0.017,0.072111026,0.072111026,,,,,4.213,0.008,0.007,,2.04,0.124,0.112,,ms,G,,,,,,silva15,A,1,75.0,0.0075,0.072111026,0.118,0.04,0.0165,3.745318352059925,1.2322628827483197,5.784313725490195
KIC6196457,1.209,0.019,0.03,1.716,0.012,0.012,5871.0,94.0,94.0,0.19,0.072111026,0.072111026,,,,,4.049,0.004,0.005,,3.316,0.185,0.164,,ms,G,,,,,,silva15,A,1,94.0,0.0045000000000000005,0.072111026,0.1745,0.0245,0.012,2.0264681555004134,0.6993006993006993,5.262364294330519
KIC6521045,1.108,0.021,0.019,1.513,0.009,0.012,5825.0,75.0,75.0,0.102,0.072111026,0.072111026,,,,,4.125,0.004,0.004,,2.478,0.112,0.112,,ms,G,,,,,,silva15,A,1,75.0,0.004,0.072111026,0.112,0.02,0.010499999999999999,1.8050541516245486,0.6939854593522802,4.519774011299435
KIC7670943,1.239,0.04,0.051,1.417,0.015,0.021,6463.0,110.0,110.0,-0.071,0.072111026,0.072111026,,,,,4.228,0.008,0.008,,3.039,0.167,0.173,,ms,F,,,,,,silva15,A,1,110.0,0.008,0.072111026,0.16999999999999998,0.0455,0.018000000000000002,3.6723163841807906,1.2702893436838392,5.593945376768674
KIC8077137,1.117,0.04,0.049,1.632,0.018,0.009,6072.0,75.0,75.0,-0.032,0.072111026,0.072111026,,,,,4.056,0.013,0.01,,3.183,0.293,0.202,,ms,F,,,,,,silva15,A,1,75.0,0.0115,0.072111026,0.2475,0.0445,0.013499999999999998,3.9838854073410923,0.8272058823529411,7.775683317624883
KIC8292840,1.148,0.051,0.049,1.345,0.015,0.018,6239.0,94.0,94.0,-0.164,0.072111026,0.072111026,,,,,4.24,0.008,0.008,,2.636,0.148,0.142,,ms,F,,,,,,silva15,A,1,94.0,0.008,0.072111026,0.145,0.05,0.0165,4.355400696864112,1.2267657992565058,5.500758725341425
KIC8349582,1.068,0.021,0.019,1.417,0.012,0.009,5699.0,74.0,74.0,0.268,0.072111026,0.072111026,,,,,4.163,0.003,0.004,,1.891,0.09,0.094,,ms,G,,,,,,silva15,A,1,74.0,0.0035,0.072111026,0.092,0.02,0.010499999999999999,1.8726591760299625,0.741002117148906,4.865150713907985
KIC8478994,0.81,0.019,0.011,0.772,0.003,0.006,5417.0,75.0,75.0,-0.248,0.072111026,0.072111026,,,,,4.57,0.003,0.002,,0.467,0.023,0.025,,ms,G,,,,,,silva15,A,1,75.0,0.0025,0.072111026,0.024,0.015,0.0045000000000000005,1.8518518518518516,0.5829015544041452,5.139186295503212
KIC8494142,1.418,0.03,0.019,1.887,0.012,0.012,6144.0,106.0,106.0,0.058,0.072111026,0.072111026,,,,,4.038,0.005,0.005,,4.818,0.259,0.243,,ms,F,,,,,,silva15,A,1,106.0,0.005,0.072111026,0.251,0.0245,0.012,1.7277856135401977,0.6359300476947536,5.209630552096306
KIC8554498,1.197,0.021,0.029,1.794,0.015,0.015,5945.0,60.0,60.0,0.17,0.05,0.05,,,,,4.007,0.003,0.003,,3.684,0.13,0.182,,ms,G,,,,,,silva15,A,1,60.0,0.003,0.05,0.156,0.025,0.015,2.0885547201336676,0.8361204013377926,4.234527687296417
KIC8866102,1.228,0.042,0.04,1.357,0.012,0.015,6325.0,75.0,75.0,-0.005,0.072111026,0.072111026,,,,,4.262,0.007,0.008,,2.753,0.13,0.13,,ms,F,,,,,,silva15,A,1,75.0,0.0075,0.072111026,0.13,0.041,0.0135,3.338762214983714,0.9948415622697127,4.72212132219397
KIC10068307,1.469,0.0095,0.0209,2.0823,0.018,0.018,6132.0,77.0,77.0,-0.23,0.1,0.1,,,,,3.9666,0.0044,0.0044,,6.294,0.2,0.173,,ms,F,,,,,,silva17,A,1,77.0,0.0044,0.1,0.1865,0.015199999999999998,0.018,1.034717494894486,0.8644287566633049,2.9631394979345407
KIC10516096,1.0586,0.0494,0.0608,1.3986,0.024,0.021,5964.0,77.0,77.0,-0.11,0.1,0.1,,,,,4.169,0.011,0.0099,,2.217,0.189,0.146,,ms,G,,,,,,silva17,A,1,77.0,0.010450000000000001,0.1,0.16749999999999998,0.055099999999999996,0.0225,5.2049877196297,1.6087516087516087,7.5552548488949025
KIC12069424,1.0491,0.019,0.0209,1.2156,0.012,0.012,5825.0,50.0,50.0,0.1,0.03,0.03,,,,,4.2867,0.0066,0.0066,,1.531,0.072,0.07,,ms,G,,,,,,silva17,A,1,50.0,0.0066,0.03,0.07100000000000001,0.01995,0.012,1.9016299685444666,0.9871668311944718,4.637491835401699
KIC12069449,0.9883,0.0209,0.019,1.0957,0.009,0.009,5750.0,50.0,50.0,0.05,0.02,0.02,,,,,4.3527,0.0055,0.0066,,1.173,0.058,0.049,,ms,G,,,,,,silva17,A,1,50.0,0.00605,0.02,0.053500000000000006,0.01995,0.009,2.0186178285945564,0.821392716984576,4.560954816709293
KIC12258514,1.2581,0.0095,0.0095,1.6055,0.012,0.009,5964.0,77.0,77.0,0.0,0.1,0.1,,,,,4.1261,0.0033,0.0044,,3.162,0.104,0.09,,ms,G,,,,,,silva17,A,1,77.0,0.00385,0.1,0.097,0.0095,0.010499999999999999,0.7551069072410778,0.6540018685767672,3.067678684376977
KIC3456181,1.4975,0.0304,0.019,2.1483,0.027,0.027,6384.0,77.0,77.0,-0.15,0.1,0.1,,,,,3.949,0.0088,0.0077,,7.215,0.243,0.295,,ms,F,,,,,,silva17,A,1,77.0,0.00825,0.1,0.269,0.0247,0.027,1.6494156928213688,1.2568077084206117,3.7283437283437286
KIC5184732,1.1479,0.0399,0.0589,1.3206,0.015,0.021,5846.0,77.0,77.0,0.36,0.1,0.1,,,,,4.2548,0.0077,0.0099,,1.806,0.128,0.128,,ms,G,,,,,,silva17,A,1,77.0,0.0088,0.1,0.128,0.0494,0.018000000000000002,4.303510758776897,1.3630168105406635,7.0874861572536
KIC6106415,1.0681,0.0513,0.0399,1.2186,0.018,0.018,6037.0,77.0,77.0,-0.04,0.1,0.1,,,,,4.2955,0.0088,0.0088,,1.765,0.121,0.112,,ms,F,,,,,,silva17,A,1,77.0,0.0088,0.1,0.11649999999999999,0.0456,0.018,4.269263177605094,1.4771048744460857,6.60056657223796
KIC6225718,1.1593,0.0304,0.0304,1.2336,0.012,0.015,6313.0,76.0,76.0,-0.07,0.1,0.1,,,,,4.3186,0.0066,0.0055,,2.137,0.094,0.09,,ms,F,,,,,,silva17,A,1,76.0,0.00605,0.1,0.092,0.0304,0.0135,2.6222720607263006,1.0943579766536966,4.305100608329433
KIC7510397,1.3683,0.0209,0.0209,1.8574,0.018,0.018,6171.0,77.0,77.0,-0.21,0.1,0.1,,,,,4.0359,0.0044,0.0066,,4.924,0.178,0.14,,ms,F,,,,,,silva17,A,1,77.0,0.0055,0.1,0.159,0.0209,0.018,1.5274428122487758,0.969096586626467,3.2290820471161656
KIC7940546,1.3987,0.0304,0.0114,1.9414,0.027,0.009,6235.0,77.0,77.0,-0.2,0.1,0.1,,,,,4.0073,0.0011,0.0033,,6.189,0.023,0.257,,ms,F,,,,,,silva17,A,1,77.0,0.0022,0.1,0.14,0.020900000000000002,0.018,1.4942446557517697,0.9271659627073245,2.2620778801098727
KIC8006161,0.9788,0.0304,0.0304,0.9247,0.012,0.009,5488.0,77.0,77.0,0.34,0.1,0.1,,,,,4.4935,0.0066,0.0066,,0.688,0.047,0.049,,ms,G,,,,,,silva17,A,1,77.0,0.0066,0.1,0.048,0.0304,0.010499999999999999,3.1058438904781367,1.1355034065102194,6.976744186046512
KIC8379927,1.1194,0.0399,0.0399,1.1197,0.015,0.015,6067.0,120.0,120.0,-0.1,0.15,0.15,,,,,4.3879,0.0066,0.0077,,1.624,0.104,0.101,,ms,F,,,,,,silva17,A,1,120.0,0.00715,0.15,0.10250000000000001,0.0399,0.015,3.5644095050920135,1.3396445476466912,6.3115763546798025
KIC8760414,0.8115,0.031,0.0186,1.0196,0.0097,0.0121,5873.0,77.0,77.0,-0.92,0.1,0.1,,,,,4.3293,0.0047,0.0063,,1.208,0.052,0.052,,ms,G,,,,,,silva17,A,1,77.0,0.0055,0.1,0.052,0.0248,0.0109,3.0560690080098585,1.0690466849744997,4.304635761589404
*_16_Cyg_A,1.076,0.047,0.047,1.225,0.016,0.016,5849.0,39.0,39.0,0.08,0.01,0.01,,,,,4.28,0.01,0.01,0.0,1.58,0.01,0.01,0.0,ms,G,,,,,,Soubiran24,A/I,3,39.0,0.01,0.01,0.01,0.047,0.016,4.368029739776952,1.3061224489795917,0.6329113924050632
*_16_Cyg_B,1.028,0.043,0.043,1.113,0.014,0.014,5807.0,36.0,36.0,0.07,0.01,0.01,,,,,4.35,0.01,0.01,0.0,1.267,0.002,0.002,0.0,ms,G,,,,,,Soubiran24,A/I,3,36.0,0.01,0.01,0.002,0.043,0.014,4.182879377431906,1.257861635220126,0.1578531965272297
*_18_Sco,1.057,0.035,0.035,1.027,0.009,0.009,5824.0,30.0,30.0,0.03,0.01,0.01,,,,,4.44,0.05,0.05,0.0,1.094,0.011,0.011,0.0,ms,G,,,,,,Soubiran24,A/I,3,30.0,0.05,0.01,0.011,0.035,0.009,3.311258278145696,0.8763388510223953,1.0054844606946982
*_alf_Cen_A,1.111,0.026,0.026,1.217,0.005,0.005,5804.0,13.0,13.0,0.2,0.01,0.01,,,,,4.32,0.05,0.05,0.0,1.514,0.003,0.003,0.0,ms,G,,,,,,Soubiran24,A/I,3,13.0,0.05,0.01,0.003,0.026,0.005,2.34023402340234,0.4108463434675431,0.19815059445178335
*_alf_Cen_B,0.905,0.011,0.011,0.859,0.004,0.004,5207.0,12.0,12.0,0.24,0.01,0.01,,,,,4.53,0.05,0.05,0.0,0.488,0.002,0.002,0.0,ms,G,,,,,,Soubiran24,A/I,3,12.0,0.05,0.01,0.002,0.011,0.004,1.2154696132596683,0.4656577415599535,0.4098360655737705
*_bet_Vir,1.38,0.02,0.02,1.693,0.008,0.008,6093.0,13.0,13.0,0.13,0.01,0.01,,,,,4.1,0.05,0.05,0.0,3.555,0.015,0.015,0.0,ms,F,,,,,,Soubiran24,A/I,3,13.0,0.05,0.01,0.015,0.02,0.008,1.4492753623188408,0.47253396337861786,0.42194092827004215
*_mu._Ara,0.931,0.059,0.059,1.28,0.025,0.025,5974.0,61.0,61.0,0.29,0.01,0.01,,,,,4.25,0.06,0.06,0.0,1.879,0.019,0.019,0.0,ms,G,,,,,,Soubiran24,A/I,3,61.0,0.06,0.01,0.019,0.059,0.025,6.337271750805584,1.953125,1.0111761575306013
*_mu._Her,1.081,0.016,0.016,1.686,0.007,0.007,5665.0,16.0,16.0,0.25,0.01,0.01,,,,,4.02,0.01,0.01,0.0,2.635,0.02,0.02,0.0,ms,G,,,,,,Soubiran24,A/I,3,16.0,0.01,0.01,0.02,0.016,0.007,1.4801110083256246,0.41518386714116257,0.7590132827324478
*_tet_Cyg,1.26,0.038,0.038,1.484,0.014,0.014,6914.0,33.0,33.0,-0.03,0.03,0.03,,,,,4.24,0.03,0.03,0.0,4.531,0.018,0.018,0.0,ms,F,,,,,,Soubiran24,A/I,3,33.0,0.03,0.03,0.018,0.038,0.014,3.015873015873016,0.9433962264150945,0.39726329728536747
