ID,Seq,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,L,eL1,eL2,FeH,eFeH1,eFeH2,logg,elogg1,elogg2,rho,erho1,erho2,cutoff,class,type,pla,catalog,e_M,e_R,e_Teff,e_L,mode,logTeff,elogTeff1,elogTeff2,logL,elogL1,elogL2,eTeff,elogg,eFeH,elogL,eM,eR
KIC4349452,562,1.159,0.04,0.051,1.297,0.015,0.015,6270,79,79,2.406,0.126,0.128,-0.045,0.0721110255092798,0.0721110255092798,4.275,0.007,0.008,0.529081741353597,0.006391591506285,0.0071017683403167,3.6841312,ms,F,p,silva15,3.92579810181191,1.15651503469545,1.25996810207337,5.27847049044057,A,3.797267540830717,0.0054377862436356,0.0055067368178116,0.3812956230038259,0.0221680783414915,0.0237419032607443,79.0,0.0075,0.0721110255092798,0.0229549908011179,0.0455,0.015
KIC4450844,566,1.056,0.0464004310324807,0.0472016948848238,1.548,0.0254950975679639,0.0254950975679639,5968,59,59,2.81,0.241286059060407,0.241286059060407,-0.136,0.0721110255092798,0.0721110255092798,4.082,0.0072111025509279,0.0072111025509279,0.2847,0.0045789781611184,0.0045854242987972,3.8820922,ms,G,p,serenelli17,4.43191884078146,1.64697012712945,0.988605898123324,8.58669249325293,A,3.775828814464613,0.004272377003299,0.004314824484946,0.4487063199050799,0.0357766048949043,0.0389905771757868,59.0,0.0072111025509279,0.0721110255092798,0.037383591035345554,0.046801062958652245,0.0254950975679639
KIC4465324,568,1.079,0.0793788384898645,0.0590338885725818,1.388,0.0373363094051889,0.0326955654485436,5850,59,59,2.207,0.192897800358889,0.192897800358889,0.037,0.1,0.1,4.187,0.0120830459735946,0.0120830459735946,0.4036,0.0133407874205386,0.0131244774753131,3.9594412,ms,G,,serenelli17,6.41393545238398,2.52276206245434,1.00854700854701,8.74027187851785,A,3.767155866082181,0.0043581238974859,0.0044023011488065,0.343802333161655,0.036390414514436,0.0397208293998244,59.0,0.0120830459735946,0.1,0.0380556219571302,0.06920636353122316,0.03501593742686625
KIC4465529,569,1.322,0.054561891462815,0.0579827560572969,1.657,0.0306104557300279,0.0306104557300279,6345,49,49,4.239,0.367701157208098,0.367701157208098,0.025,0.1,0.1,4.12,0.010295630140987,0.010295630140987,0.2905,0.0082985055281056,0.008272235066776,3.6349687,ms,F,,serenelli17,4.25660542814341,1.84734192697815,0.772261623325453,8.67424291597307,A,3.802431626430724,0.0033410055049456,0.0033669070797155,0.627263416568221,0.0361266233412687,0.0394067188307746,49.0,0.010295630140987,0.1,0.03776667108602165,0.05627232376005595,0.0306104557300279
KIC4543171,571,1.315,0.0684105255059483,0.069656299069072,1.663,0.0438292140016222,0.0438292140016222,6129,59,59,3.486,0.296648102055351,0.296648102055351,0.137,0.1,0.1,4.114,0.0139283882771841,0.0148660687473185,0.2851,0.0132379065187816,0.0133563082099808,3.7765567,ms,F,,serenelli17,5.24968914733917,2.63555105241264,0.962636645456029,8.50969885414088,A,3.78738962135211,0.0041606836752201,0.0042009302768524,0.5423273827739744,0.0354685581899141,0.0386249428962949,59.0,0.0143972285122513,0.1,0.0370467505431045,0.06903341228751014,0.0438292140016222
KIC4571351,573,1.235,0.0743303437365925,0.0998098191562333,1.585,0.0689492567037528,0.0698927750200262,6000,59,59,2.923,0.255209864123749,0.255209864123749,0.143,0.101,0.101,4.125,0.0263058928759318,0.0282842712474619,0.3066,0.0310935595260498,0.0270755229681718,3.8611162,ms,F,,serenelli17,7.05020902400105,4.37987481778483,0.983333333333333,8.73109353827401,A,3.7781512503836434,0.0042497021128862,0.0042916980069565,0.4658288153574364,0.0363537558719003,0.0396771529374064,59.0,0.02729508206169685,0.101,0.03801545440465336,0.0870700814464129,0.0694210158618895
KIC4586099,576,1.253,0.118595952713404,0.0778331548891602,1.813,0.0516236379965612,0.0403608721412211,6383,58,58,5.663,0.482656291450163,0.482656291450163,-0.151,0.1,0.1,4.021,0.0138924439894498,0.0122065556157337,0.2112,0.0028731978699699,0.0028144990673297,3.6100597,ms,F,,serenelli17,7.83835225868174,2.5368039199609,0.908663637787874,8.5229788354258,A,3.805024844429805,0.0039284547261058,0.0039643145819496,0.7530465616265292,0.0355217061550999,0.03868798609471,58.0,0.013049499802591749,0.1,0.037104846124904944,0.0982145538012821,0.04599225506889115
KIC4638884,577,1.522,0.0508035431835221,0.0468614980554399,1.928,0.0269072480941474,0.0256124969497314,6662,57,57,6.055,0.488982163912133,0.488982163912133,0.008,0.099,0.099,4.05,0.0067082039324993,0.0067082039324993,0.2123,0.0035201355087553,0.0034604804579711,3.4271752,ms,F,,serenelli17,3.20844419313279,1.36202658308814,0.85559891924347,8.07567570457692,A,3.823604628355158,0.0037000127345767,0.0037318064046121,0.782114147479071,0.0337279594853727,0.036569553799026,57.0,0.0067082039324993,0.099,0.03514875664219935,0.048832520619481,0.026259872521939398
KIC4646780,579,1.43,0.15,0.1,1.92,0.08,0.07,6856,138,138,6.537,0.540582863111397,0.540582863111397,-0.12,0.15,0.15,4.029,0.019,0.019,0.2029,0.0125,0.0122,3.3000082,ms,F,,C14sdss,8.74125874125874,3.90625,2.01283547257876,8.26958640219362,A,3.836070808915142,0.0086548190580839,0.0088308094094964,0.815378484965918,0.0345064777453826,0.0374866483234279,138.0,0.019,0.15,0.03599656303440525,0.125,0.07500000000000001
KIC4739932,581,1.166,0.058591808301161,0.0630713881248859,1.805,0.0470106370941726,0.047927027865287,5876,111,111,4.034,0.323248423765954,0.323248423765954,0.008,0.1,0.1,3.991,0.0161554944214035,0.0161554944214035,0.1979,0.0103105307816814,0.0099581135763758,3.9423982,ms,G,,serenelli17,5.21711820008778,2.62985221494348,1.88904016337645,8.01309925051942,A,3.769081787118219,0.0081274710274659,0.0082824754875012,0.6057358938767466,0.033476427591043,0.0362740132768379,111.0,0.0161554944214035,0.1,0.03487522043394045,0.06083159821302345,0.0474688324797298
KIC4755204,582,1.19,0.102459748194108,0.0658634952003005,1.645,0.0438634243989226,0.0393573373083089,6073,70,70,2.924,0.263173003459093,0.263173003459093,-0.072,0.1,0.1,4.084,0.0120830459735946,0.0120830459735946,0.2693,0.0066135346827547,0.0065614054896797,3.8132647,ms,F,,serenelli17,7.07240518463901,2.52950643487026,1.1526428453812,9.00044471474326,A,3.7834032811225633,0.0049772341969998,0.0050349377666893,0.4659773682858228,0.0374282698375505,0.0409607300704553,70.0,0.0120830459735946,0.1,0.0391944999540029,0.08416162169720426,0.04161038085361575
KIC4756112,583,1.378,0.073,0.071505244562899,2.619,0.0904765162901402,0.0857962703152066,6182,60,60,11.38,1.04068423933855,1.04068423933855,-0.209,0.1,0.1,3.739,0.0194164878389476,0.0203960780543711,0.07641,0.0058137535207471,0.0056106934509024,3.7418152,ms,F,,serenelli17,5.24329624683959,3.36526893099173,0.970559689420899,9.14485271826496,A,3.791129000727286,0.0041947636020278,0.0042356754659702,1.0561422620590524,0.0380032591586239,0.0416504632626033,60.0,0.01990628294665935,0.1,0.0398268612106136,0.07225262228144949,0.0881363933026734
KIC4841753,584,1.314,0.0560357029044876,0.0536003731330296,2.149,0.0794040301244213,0.0746324326281812,5966,67,67,6.304,0.560000152692,0.560000152692,0.127,0.1,0.1,3.891,0.0223606797749979,0.0233452350598575,0.132,0.0112369519443664,0.0109104898606799,3.8834032,ms,G,,serenelli17,4.17184459807904,3.58391025483021,1.12303050620181,8.88325115310913,A,3.775683249026044,0.0048500762903604,0.004904852856896,0.799616204481499,0.0369610800201775,0.0404017847920484,67.0,0.0228529574174277,0.1,0.03868143240611295,0.054818038018758605,0.07701823137630125
KIC4842436,585,1.089,0.0604400529450463,0.06200806399171,1.57,0.0569209978830308,0.0540832691319598,5688,63,63,2.791,0.254711365146508,0.254711365146508,0.139,0.1,0.1,4.082,0.0237697286480094,0.0237697286480094,0.2807,0.0218564483848589,0.0206990612347517,4.0656322,ms,G,,serenelli17,5.62204393649019,3.53516773933091,1.10759493670886,9.12616858282007,A,3.75495958772171,0.004783779876015,0.0048370609383097,0.445759836488631,0.0379289074018556,0.0415611608628481,63.0,0.0237697286480094,0.1,0.03974503413235185,0.061224058468378154,0.055502133507495305
KIC4914423,587,1.099,0.019,0.03,1.45,0.009,0.009,5845,88,88,2.256,0.115,0.119,0.131,0.0721110255092798,0.0721110255092798,4.155,0.004,0.004,0.360059654854059,0.0035508841701583,0.0035508841701583,3.9627187,ms,G,p,silva15,2.22929936305733,0.620689655172414,1.50556030795552,5.18617021276596,A,3.766784515497859,0.0064898328395948,0.0065882860427248,0.3533390953113046,0.0215924586668835,0.0235345731472353,88.0,0.004,0.0721110255092798,0.0225635159070594,0.0245,0.009
KIC4914923,588,1.0586,0.0589,0.0494,1.3566,0.024,0.024,5805,77,77,1.885,0.153,0.142,0.08,0.1,0.1,4.1965,0.0099,0.0077,0.424092038917691,0.0064448547688374,0.0065137419217385,3.9889387,ms,G,,silva17,5.11524655204988,1.76912870411322,1.32644272179156,7.82493368700265,A,3.7638022240745928,0.0057227960964576,0.0057992147747936,0.2753113545418116,0.0338928251285958,0.0340139674318184,77.0,0.0088,0.1,0.033953396280207104,0.054150000000000004,0.024
KIC4931390,591,1.37,0.1,0.1,1.41,0.04,0.04,6557,51,51,3.532,0.310919874595679,0.310919874595679,-0.06,0.15,0.15,4.274,0.012,0.012,0.487,0.0134,0.0131,3.4960027,ms,F,,C14sdss,7.2992700729927,2.83687943262411,0.777794723196584,8.80294095684256,A,3.816705183666515,0.0033648506458106,0.0033911247206801,0.548020694905531,0.036640634553945,0.0400191667365233,51.0,0.012,0.15,0.03832990064523415,0.1,0.04
KIC4947253,592,1.173,0.0550726792520575,0.0568242905807015,2.006,0.0483321838943783,0.0483321838943783,5953,59,59,5.318,0.47408994136162,0.47408994136162,-0.196,0.1,0.1,3.901,0.013,0.013,0.145,0.0064690804601581,0.0062385524763361,3.8919247,ms,G,,serenelli17,4.769691808728,2.40938105156422,0.991096925919704,8.91481649796201,A,3.774735882551753,0.0042830893631173,0.0043257510378467,0.7257483329955482,0.0370869641047593,0.040552262397301,59.0,0.013,0.1,0.03881961325103015,0.0559484849163795,0.0483321838943783
KIC5021689,593,1.22,0.08,0.07,1.79,0.04,0.04,6168,84,84,4.306,0.358627328127141,0.358627328127141,-0.08,0.09,0.09,4.016,0.011,0.01,0.2114,0.0045,0.0046,3.7509922,ms,F,,C14bruntt,6.14754098360656,2.23463687150838,1.36186770428016,8.32854919013332,A,3.790144365042901,0.0058746043042487,0.0059551596619398,0.6340740254874684,0.0347429268173227,0.0377658953682144,84.0,0.010499999999999999,0.09,0.03625441109276855,0.07500000000000001,0.04
KIC5084157,595,1.102,0.0822982381342395,0.0735730929076656,1.378,0.0483011387029333,0.0456508488420533,5803,83,83,2.351,0.197037740566424,0.197037740566424,0.125,0.1,0.1,4.201,0.0111803398874989,0.0111803398874989,0.4201,0.0188341925497219,0.0173373155073097,3.9902497,ms,G,,serenelli17,7.07220195289951,3.40899809669763,1.43029467516802,8.38101831418223,A,3.7636525705645294,0.0061676871990616,0.0062565417715059,0.3712526291249393,0.0349532271907895,0.0380145395702811,83.0,0.0111803398874989,0.1,0.0364838833805353,0.07793566552095255,0.0469759937724933
KIC5094751,597,1.068,0.04,0.04,1.339,0.015,0.018,5952,75,75,2.04,0.124,0.112,-0.017,0.0721110255092798,0.0721110255092798,4.213,0.008,0.007,0.445991051771891,0.0056814146722533,0.0049712378382217,3.8925802,ms,G,p,silva15,3.74531835205993,1.23226288274832,1.26008064516129,5.7843137254902,A,3.7746629225378223,0.0054382689300891,0.0055072318234237,0.3096301674258988,0.025627089008633,0.0245231378590868,75.0,0.0075,0.0721110255092798,0.0250751134338599,0.04,0.0165
KIC5095850,599,1.43,0.25,0.11,2.27,0.17,0.09,6836,85,85,11.33,1.01207189132385,1.01207189132385,0.1,0.15,0.15,3.885,0.018,0.021,0.1224,0.0095,0.0104,3.3131182,ms,F,,C14sdss,12.5874125874126,5.72687224669604,1.24341720304272,8.93267335678601,A,3.834802054048699,0.0053667951920566,0.0054339460598789,1.0542299098633972,0.0371581619438889,0.0406374123111838,85.0,0.0195,0.15,0.038897787127536346,0.18,0.13
KIC5184732,602,1.1479,0.0399,0.0589,1.3206,0.015,0.021,5846,77,77,1.806,0.128,0.128,0.36,0.1,0.1,4.2548,0.0077,0.0099,0.497920602229955,0.0086243874724806,0.0086236772956466,3.9620632,ms,G,,silva17,4.3035107587769,1.36301681054066,1.31713992473486,7.0874861572536,A,3.7668588110214176,0.0056829216195257,0.0057582720632751,0.256717745977487,0.0297387237694959,0.0319257894848055,77.0,0.0088,0.1,0.0308322566271507,0.0494,0.018000000000000002
KIC5214711,603,1.255,0.0764852927038918,0.0707248188403477,1.868,0.0734098086089318,0.069778220097678,6194,54,54,5.291,0.438711511084827,0.438711511084827,-0.025,0.1,0.1,3.993,0.0237697286480094,0.0237697286480094,0.1918,0.0166594021801504,0.0147351308443461,3.7339492,ms,F,,serenelli17,5.86494468303743,3.83265601463088,0.871811430416532,8.29165585115909,A,3.791971201020768,0.0037698198484759,0.0038028298796,0.7235377615320568,0.0345949944147347,0.0375911479402846,54.0,0.0237697286480094,0.1,0.03609307117750965,0.07360505577211976,0.0715940143533049
KIC5253542,604,1.077,0.061400325732035,0.061400325732035,1.191,0.0264007575648882,0.0264007575648882,5770,96,96,1.463,0.123674067491704,0.123674067491704,0.203,0.1,0.1,4.318,0.013,0.013,0.6374,0.0220204083522536,0.0207702210869312,4.0118812,ms,G,,serenelli17,5.70105160000325,2.21668829260186,1.66377816291161,8.45345642458675,A,3.7611758131557314,0.0071662454888019,0.0072864816958979,0.1652443261253108,0.0352433975876917,0.0383580482433618,96.0,0.013,0.1,0.036800722915526746,0.061400325732035,0.0264007575648882
KIC5309966,606,1.34,0.08,0.13,1.64,0.05,0.06,6356,61,61,4.22,0.352765649687295,0.352765649687295,0.1,0.15,0.15,4.131,0.014,0.015,0.3023,0.0137,0.0133,3.6277582,ms,F,,C14sdss,7.83582089552239,3.35365853658537,0.959723096286973,8.35937558500699,A,3.803183888535342,0.0041481507558485,0.0041881540914605,0.6253124509616739,0.034866493770071,0.0379119603047483,61.0,0.014499999999999999,0.15,0.03638922703740965,0.10500000000000001,0.055
KIC5344612,607,1.298,0.0756637297521078,0.108784190027779,1.746,0.0608276253029822,0.0608276253029822,6359,84,84,4.715,0.390669340921946,0.390669340921946,-0.123,0.1,0.1,4.063,0.0203960780543711,0.0203960780543711,0.2412,0.0178691461463608,0.016041670237229,3.6257917,ms,F,,serenelli17,7.10508165561969,3.48382733694056,1.32096241547413,8.28567000894902,A,3.803388824983613,0.0056993063627328,0.0057750948305375,0.6734816970733472,0.0345709880398134,0.0375628022817721,84.0,0.0203960780543711,0.1,0.03606689516079275,0.0922239598899434,0.0608276253029822
KIC5353186,608,1.362,0.210582525390879,0.0877097486029917,2.187,0.104709120901667,0.0672681202353686,6166,55,55,7.67,0.655138125827586,0.655138125827586,0.073,0.1,0.1,3.893,0.0126491106406735,0.0126491106406735,0.13,0.005482622182861,0.005401681404896,3.7523032,ms,F,,serenelli17,10.9505240085855,3.93180706760485,0.891988323061953,8.54156617767388,A,3.79000352039049,0.0038566809521802,0.0038912366706629,0.884795363948981,0.0355960838494472,0.0387762399567067,55.0,0.0126491106406735,0.1,0.03718616190307695,0.14914613699693535,0.0859886205685178
KIC5371516,609,1.454,0.0700927956355002,0.127945300812496,2.049,0.0353553390593274,0.0586003412959344,6350,81,81,5.834,0.497365294201537,0.497365294201537,0.075,0.1,0.1,3.976,0.01,0.0143178210632764,0.169,0.0024311857189445,0.0024153417977586,3.6316912,ms,F,,serenelli17,6.81011335790907,2.29272036006007,1.2755905511811,8.52528786769861,A,3.802773725291976,0.0055047842907924,0.0055754554530165,0.7659664247857139,0.0355309464958765,0.0386989485486491,81.0,0.0121589105316382,0.1,0.0371149475222628,0.0990190482239981,0.0469778401776309
KIC5431016,612,1.336,0.175559106855782,0.0843148859929254,2.142,0.0813941029804985,0.0462276973253049,6601,62,62,8.646,0.79107460085969,0.79107460085969,-0.264,0.101,0.101,3.903,0.0192353840616713,0.0127279220613579,0.1363,0.0024150544507319,0.0028010221348643,3.4671607,ms,F,,serenelli17,9.72582308565523,2.97903362058365,0.93925162854113,9.14960213809496,A,3.819609732751585,0.0040600805165516,0.0040983953888207,0.936815231197633,0.0380221569984805,0.0416731664423357,62.0,0.0159816530615146,0.101,0.0398476617204081,0.1299369964243537,0.0638109001529017
KIC5450445,614,1.39,0.07,0.06,1.99,0.04,0.04,6112,84,84,5.484,0.465478938984048,0.465478938984048,0.05,0.09,0.09,3.985,0.009,0.009,0.1775,0.0041,0.004,3.7877002,ms,F,,C14bruntt,4.67625899280576,2.01005025125628,1.37434554973822,8.48794564157637,A,3.7861833455676335,0.0059280635195348,0.0060101019250393,0.7390974461174751,0.0353814853533951,0.0385216950424747,84.0,0.009,0.09,0.0369515901979349,0.065,0.04
KIC5468089,615,1.56,0.15,0.17,2.0,0.07,0.07,6728,429,429,5.431,0.462468950326639,0.462468950326639,0.0,0.15,0.15,4.03,0.018,0.025,0.1951,0.0089,0.0103,3.3839122,ms,F,,C14sdss,10.2564102564103,3.5,6.37633769322235,8.51535537335001,A,3.827885982789856,0.0268450344240864,0.0286143744399831,0.7348798027926275,0.0354911970054057,0.0386517946061802,429.0,0.0215,0.15,0.03707149580579295,0.16,0.07
KIC5512589,617,1.132,0.041146081222882,0.0447772263544762,1.658,0.0248394846967484,0.0256124969497314,5789,56,56,2.979,0.248201743034408,0.248201743034408,0.032,0.1,0.1,4.052,0.0078102496759066,0.0078102496759066,0.2484,0.0046999315952468,0.0047219365730598,3.9994267,ms,G,,serenelli17,3.79519909793985,1.52147109910977,0.967351874244256,8.33171342847963,A,3.762603549566804,0.0041809659310554,0.0042216077921284,0.4740705032150436,0.0347556122192207,0.0377808862400569,56.0,0.0078102496759066,0.1,0.036268249229638796,0.0429616537886791,0.0252259908232399
KIC5516982,620,1.263,0.0452769256906871,0.0444184646290256,1.472,0.0194164878389476,0.0194164878389476,6444,50,50,3.568,0.306744935856814,0.306744935856814,-0.065,0.1,0.1,4.203,0.0072111025509279,0.0072111025509279,0.3954,0.0044696551321103,0.0050578258174832,3.5700742,ms,F,,serenelli17,3.55088639428791,1.31905488036329,0.775915580384854,8.59711143096453,A,3.8091555317471806,0.0033567525428019,0.0033828998115112,0.5524248457040855,0.0358182736296549,0.0390400792139811,50.0,0.0072111025509279,0.1,0.037429176421818006,0.04484769515985635,0.0194164878389476
KIC5530375,622,1.404,0.0643506021727847,0.0618546683767685,2.753,0.0657419196555744,0.0648459713474939,6210,55,55,8.503,1.20824327316213,1.20824327316213,-0.226,0.1,0.1,3.706,0.012369316876853,0.012369316876853,0.0673,0.0029615745069135,0.0029292066434446,3.7234612,ms,F,,serenelli17,4.49448969193565,2.37173794048435,0.885668276972625,14.2096115860535,A,3.79309160017658,0.003829475153589,0.003863542909245,0.92957217907655,0.0577026545502235,0.0665613659113137,55.0,0.012369316876853,0.1,0.0621320102307686,0.0631026352747766,0.06529394550153414
KIC5543462,623,1.033,0.0612943716828878,0.058821764679411,1.298,0.057974132162543,0.053160135440008,6246,54,54,2.252,0.188741772329695,0.188741772329695,-0.372,0.102,0.102,4.224,0.0292745623366089,0.0302654919008431,0.4679,0.0594125392909611,0.0453650429846595,3.6998632,ms,F,,serenelli17,5.81394658094379,4.28098103245574,0.864553314121038,8.38107337165607,A,3.79560197989418,0.0037385695594021,0.0037710322193436,0.3525683861793086,0.034953447811996,0.0380148005551101,54.0,0.029770027118726,0.102,0.03648412418355305,0.0600580681811494,0.055567133801275495
KIC5636956,629,1.464,0.0724223722339996,0.127137720602503,2.055,0.0554616984954482,0.064621977685614,6369,60,60,7.338,0.637729562098162,0.637729562098162,0.094,0.1,0.1,3.975,0.0121655250605964,0.0131529464379659,0.1681,0.0069506593212442,0.0068850477122529,3.6192367,ms,F,,serenelli17,6.81557694113737,2.92174394601125,0.942063118228921,8.69078171297577,A,3.804071248885661,0.0040721768758298,0.004110721479678,0.8655777074199291,0.0361927122468017,0.0394853752686298,60.0,0.012659235749281149,0.1,0.037839043757715754,0.0997800464182513,0.0600418380905311
KIC5683538,631,1.22,0.0586003412959345,0.0610327780786685,2.302,0.101651364968701,0.093962758580195,6366,73,73,6.302,0.483941955862439,0.483941955862439,-0.557,0.102,0.102,3.798,0.027459060435492,0.0294278779391243,0.09954,0.0106766101361809,0.0101197432773762,3.6212032,ms,F,,serenelli17,4.90299669568045,4.24878634988913,1.14671693371034,7.67918051193968,A,3.803866634284984,0.0049517908071399,0.0050089025374986,0.7994783988379808,0.0321317417118401,0.0347003491454169,73.0,0.02844346918730815,0.102,0.0334160454286285,0.0598165596873015,0.097807061774448
KIC5686856,632,1.14,0.14,0.11,1.78,0.09,0.08,6125,55,55,2.777,0.0705307105203809,0.0705307105203809,0.0,0.2,0.15,3.996,0.012,0.012,0.2032,0.0105,0.0101,3.7791787,ms,F,,C14sdss,10.9649122807018,4.7752808988764,0.897959183673469,2.53981672741739,A,3.78710609303657,0.0038823820522457,0.0039174019613126,0.4435758797502576,0.0108925368771282,0.0111727762689405,55.0,0.012,0.175,0.011032656573034351,0.125,0.08499999999999999
KIC5773155,636,1.429,0.0778331548891602,0.0792085853932514,1.896,0.0521536192416212,0.0521536192416212,6317,55,55,5.469,0.458863499927987,0.458863499927987,0.138,0.1,0.1,4.036,0.0131529464379659,0.0131529464379659,0.2091,0.0098167469662816,0.0095756559044276,3.6533227,ms,F,,serenelli17,5.49481246614456,2.7507183144315,0.870666455596011,8.39026330093228,A,3.800510876894368,0.0037648902347262,0.0037978136134713,0.7379079233746387,0.0349902712743355,0.0380583650881324,55.0,0.0131529464379659,0.1,0.03652431818123395,0.0785208701412058,0.0521536192416212
KIC5773345,637,1.508,0.0448218696620299,0.0472016948848238,2.024,0.0183847763108502,0.0198494332412792,6214,61,61,5.275,0.432457782163645,0.432457782163645,0.255,0.1,0.1,4.003,0.0063245553203367,0.0063245553203367,0.1816,0.0016526938615484,0.0014767518545781,3.7208392,ms,F,,serenelli17,3.05117919585059,0.944520986959719,0.981654328934664,8.19825179457146,A,3.793371248918956,0.0042424812341201,0.004284333830927,0.7222224639697303,0.0342202437455555,0.0371490483331624,61.0,0.0063245553203367,0.1,0.03568464603935895,0.04601178227342685,0.0191171047760647
KIC5774694,638,1.06,0.05,0.06,1.0,0.03,0.03,5875,84,84,0.953,0.0616863833418763,0.0616863833418763,0.07,0.09,0.09,4.463,0.017,0.019,1.0618,0.0611,0.0614,3.9430537,ms,G,,C14bruntt,5.18867924528302,3.0,1.42978723404255,6.4728628900185,A,3.7690078709437738,0.0061655144810131,0.0062543060103998,-0.0209070993616736,0.0272389317287699,0.0290623593182835,84.0,0.018000000000000002,0.09,0.0281506455235267,0.055,0.03
KIC5866724,641,1.199,0.029,0.03,1.399,0.012,0.012,6169,50,50,2.577,0.103,0.095,0.131,0.0721110255092798,0.0721110255092798,4.224,0.005,0.007,0.437468929763511,0.0049712378382217,0.0056814146722533,3.7503367,ms,F,p,silva15,2.4603836530442,0.857755539671194,0.810504133571081,3.84167636786962,A,3.79021477024398,0.0035057865695438,0.0035343170473307,0.4111144185509047,0.017020375477884,0.0163126413881937,50.0,0.006,0.0721110255092798,0.01666650843303885,0.0295,0.012
KIC5939450,643,1.53,0.1,0.09,2.88,0.07,0.06,6282,84,84,11.37,0.90844011539364,0.90844011539364,-0.18,0.09,0.09,3.701,0.017,0.013,0.0639,0.0018,0.0017,3.6762652,ms,F,,C14bruntt,6.20915032679739,2.25694444444444,1.33715377268386,7.98979872817625,A,3.798097932062486,0.0057687022224981,0.005846360159222,1.0557604646877348,0.0333827317340611,0.0361640192799539,84.0,0.015,0.09,0.0347733755070075,0.095,0.065
KIC5950854,644,0.956,0.0492036584005702,0.0476340214552582,1.233,0.0214009345590327,0.0206155281280883,5913,61,61,1.875,0.157345852339323,0.157345852339323,-0.238,0.1,0.1,4.236,0.0086023252670426,0.0086023252670426,0.5096,0.0063772862567082,0.0064109471999073,3.9181447,ms,G,,serenelli17,5.06473221003287,1.70383060369509,1.03162523253847,8.39177879143054,A,3.771807878999106,0.0044573392690034,0.0045035615458326,0.2730012720637376,0.0349963434485288,0.0380655496367248,61.0,0.0086023252670426,0.1,0.0365309465426268,0.048418839927914195,0.0210082313435605
KIC5961597,646,1.465,0.0685930025585701,0.0776208734813001,1.923,0.0449444101084885,0.0449444101084885,6492,53,53,6.678,0.526709025362363,0.526709025362363,0.051,0.1,0.1,4.035,0.0126491106406735,0.0136014705087354,0.2054,0.0084384918676265,0.0082416046981155,3.5386102,ms,F,,serenelli17,4.99023467712867,2.33720281375395,0.816389402341343,7.88722709437501,A,3.8123785111541935,0.0035311397325803,0.0035600860620701,0.824646414718352,0.0329700310518817,0.0356801437683089,53.0,0.01312529057470445,0.1,0.034325087410095295,0.07310693801993509,0.0449444101084885
KIC6047087,649,1.096,0.0615873363606513,0.0607453701939498,1.315,0.0277308492477241,0.0268328157299975,6189,61,61,2.129,0.176385379791107,0.176385379791107,-0.188,0.1,0.1,4.239,0.0116619037896906,0.0116619037896906,0.4817,0.0135540879811222,0.0139027048087773,3.7372267,ms,F,,serenelli17,5.58087164938873,2.07466406759398,0.985619647762159,8.2848933673606,A,3.791620482692814,0.0042595346512612,0.0043017260682667,0.3281756614383225,0.0345678732013883,0.0375591246696889,61.0,0.0116619037896906,0.1,0.036063498935538604,0.06116635327730055,0.027281832488860798
KIC6049366,650,1.212,0.0672681202353686,0.0657951365983839,1.822,0.0866487160897379,0.0800562302385017,6220,62,62,4.637,0.392941597752257,0.392941597752257,-0.143,0.099,0.099,3.998,0.0294278779391243,0.0304138126514911,0.1992,0.02324625957009,0.0202833474554867,3.7169062,ms,F,,serenelli17,5.48940828522081,4.57477898815147,0.996784565916399,8.47404782730767,A,3.7937903846908183,0.0043075473716673,0.0043507001236395,0.6662370958958044,0.0353258466310626,0.0384557443235678,62.0,0.0299208452953077,0.099,0.0368907954773152,0.06653162841687625,0.0833524731641198
KIC6064910,651,1.4,0.15,0.13,2.37,0.1,0.09,6508,75,75,8.907,0.76773077848419,0.76773077848419,-0.26,0.2,0.15,3.836,0.015,0.015,0.1057,0.004,0.004,3.5281222,ms,F,,C14sdss,10.0,4.0084388185654,1.15242778119238,8.61940921167835,A,3.813447544264821,0.0049763108272573,0.0050339928644529,0.9497314523157072,0.0359074363059381,0.0391460384965682,75.0,0.015,0.175,0.037526737401253146,0.14,0.095
KIC6106415,653,1.0681,0.0513,0.0399,1.2186,0.018,0.018,6037,77,77,1.765,0.121,0.112,-0.04,0.1,0.1,4.2955,0.0088,0.0088,0.592842837866629,0.010651232156807,0.0115872452240608,3.8368627,ms,F,,silva17,4.26926317760509,1.47710487444609,1.27546794765612,6.60056657223796,A,3.780821175853473,0.0055042585365967,0.0055749161132365,0.2467447097238413,0.0287969786774681,0.0284718561523939,77.0,0.0088,0.1,0.028634417414931,0.0456,0.018
KIC6116048,654,1.059,0.0382753184180093,0.0399624824053762,1.239,0.0164012194668567,0.0164012194668567,6072,49,49,1.657,0.121907720037962,0.121907720037962,-0.253,0.099,0.099,4.276,0.0064031242374328,0.0064031242374328,0.5572,0.0051146195205508,0.005461329600015,3.8139202,ms,F,,serenelli17,3.69394715880007,1.32374652678424,0.806982872200264,7.3571345828583,A,3.783331762887424,0.0034906166117636,0.0035188997168433,0.2193225084193367,0.0308309114365026,0.033188020805674,49.0,0.0064031242374328,0.099,0.0320094661210883,0.03911890041169275,0.0164012194668567
