ID,Seq,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,L,eL1,eL2,FeH,eFeH1,eFeH2,logg,elogg1,elogg2,rho,erho1,erho2,cutoff,class,type,pla,catalog,e_M,e_R,e_Teff,e_L,mode,logTeff,elogTeff1,elogTeff2,logL,elogL1,elogL2,eTeff,elogg,eFeH,elogL,eM,eR
KIC8802782,824,1.44,0.155595629758679,0.0772334124585985,2.359,0.11610770861575,0.100319489631876,6089,68,68,8.073,0.665018024377498,0.665018024377498,0.254,0.1,0.1,3.851,0.0230867927612304,0.0240831891575846,0.1095,0.0098382328189568,0.0096305975411705,3.8027767,ms,F,,serenelli17,8.08434174365548,4.58726575344693,1.11676794219084,8.23755759169451,A,3.7845459740545215,0.004823179536959,0.0048773468473743,0.907034952483417,0.0343779837335308,0.0373350354911279,68.0,0.023584990959407498,0.1,0.03585650961232935,0.11641452110863874,0.108213599123813
KIC8866102,827,1.228,0.042,0.04,1.357,0.012,0.015,6325,75,75,2.753,0.13,0.13,-0.005,0.0721110255092798,0.0721110255092798,4.262,0.007,0.008,0.493572899652013,0.0071017683403167,0.0078119451743484,3.6480787,ms,F,p,silva15,3.33876221498371,0.994841562269713,1.18577075098814,4.72212132219397,A,3.801060529847856,0.0051194441360316,0.00518051250378,0.4398062113933302,0.0200384309948775,0.0210079208029766,75.0,0.0075,0.0721110255092798,0.02052317589892705,0.041,0.0135
KIC8915084,829,1.131,0.105118980208143,0.0742024258363566,1.501,0.0433820239269677,0.0372155881318568,5817,60,60,2.713,0.229036117736117,0.229036117736117,0.09,0.1,0.1,4.141,0.0152643375224737,0.014422205101856,0.3364,0.0101268447702135,0.0100400382469391,3.9810727,ms,G,,serenelli17,7.92755994891688,2.68479720382493,1.03145951521403,8.44217168212742,A,3.764699063798368,0.0044566269160308,0.0045028343432336,0.4334497937615961,0.0351982062537125,0.0383045170104883,60.0,0.014843271312164851,0.1,0.036751361632100396,0.0896607030222498,0.04029880602941225
KIC8938364,830,1.037,0.0487954915950234,0.0494974746830583,1.376,0.02343074902772,0.02343074902772,5965,62,62,1.866,0.164602038573962,0.164602038573962,-0.18,0.1,0.1,4.176,0.0078102496759066,0.0078102496759066,0.3973,0.0050949273792665,0.004994262584206,3.8840587,ms,G,,serenelli17,4.7392944203511,1.70281606306104,1.03939647946354,8.82111675101618,A,3.775610448006361,0.0044907434615506,0.004537664785166,0.2709116394104812,0.0367131784373309,0.0401057313024496,62.0,0.0078102496759066,0.1,0.03840945486989025,0.04914648313904085,0.02343074902772
KIC8940939,831,1.095,0.0863133825081603,0.0658027355054484,1.458,0.0563560112144215,0.0485489443757534,6343,58,58,5.227,0.440074512251665,0.440074512251665,-0.402,0.1,0.1,4.149,0.014142135623731,0.014142135623731,0.3518,0.0204276904225612,0.0205894544852456,3.6362797,ms,F,,serenelli17,6.94594146180862,3.59756363477966,0.91439381995901,8.41925602165037,A,3.802294711397464,0.0039531157983265,0.0039894293754874,0.7182525000977505,0.0351064228043755,0.0381958326976041,58.0,0.014142135623731,0.1,0.036651127750989804,0.07605805900680435,0.05245247779508745
KIC8950146,832,1.237,0.0546717477313466,0.0610327780786685,1.33,0.0322024843762092,0.0322024843762092,6374,60,60,2.588,0.214813087204816,0.214813087204816,-0.014,0.101,0.101,4.282,0.0143178210632764,0.0143178210632764,0.5263,0.023450999211121,0.0257546998429413,3.6159592,ms,F,,serenelli17,4.67681995998444,2.42123942678265,0.94132412927518,8.3003511284705,A,3.804412059137714,0.004068997428237,0.0041074815815154,0.4129642719966628,0.0346298646854308,0.0376323272901656,60.0,0.0143178210632764,0.101,0.0361310959877982,0.05785226290500755,0.0322024843762092
KIC8952800,833,1.293,0.0662193325245732,0.0632455532033676,2.014,0.0486004115208915,0.045453272709454,6122,55,55,5.939,0.50748463091393,0.50748463091393,0.03,0.1,0.1,3.941,0.010770329614269,0.010770329614269,0.1581,0.0056820793729056,0.0056222298956908,3.7811452,ms,F,,serenelli17,5.0063760915677,2.3349971258775,0.898399215942502,8.54495084886226,A,3.786893325261316,0.0038842760763779,0.0039193303172675,0.7737133252770216,0.035609626321273,0.0387923125173125,55.0,0.010770329614269,0.1,0.037200969419292754,0.0647324428639704,0.047026842115172746
KIC8956017,834,1.497,0.0746525284233562,0.0746525284233562,1.881,0.0771621668954417,0.0724499827467198,6605,86,86,5.943,0.482317728986627,0.482317728986627,0.128,0.1,0.1,4.063,0.0243310501211929,0.0253179778023443,0.2239,0.0205113511256572,0.019435872118328,3.4645387,ms,F,,serenelli17,4.98680884591558,3.97693114412976,1.30204390613172,8.11572823467318,A,3.819872821950546,0.0056182079288849,0.0056918409103592,0.7740057302582095,0.0338888779371625,0.0367588223474526,86.0,0.0248245139617686,0.1,0.035323850142307545,0.0746525284233562,0.07480607482108075
KIC8981766,835,1.38,0.11,0.09,1.82,0.05,0.05,6237,72,72,14.37,1.34284437137607,1.34284437137607,-0.18,0.25,0.25,4.059,0.014,0.015,0.2294,0.0093,0.009,3.7057627,ms,F,,C14sdss,7.2463768115942,2.74725274725275,1.15440115440115,9.34477641876182,A,3.794975744051132,0.0049847833548515,0.0050426631193811,1.1574567681342256,0.0387980409018369,0.0426071666688767,72.0,0.014499999999999999,0.25,0.0407026037853568,0.1,0.05
KIC9005973,836,1.122,0.0743034319530397,0.0691158447825099,1.452,0.0384837628097877,0.0375765884561119,6131,57,57,2.539,0.214719268567862,0.214719268567862,-0.128,0.1,0.1,4.164,0.0143178210632764,0.0152315462117278,0.3667,0.0159856368030804,0.0142177278072131,3.7752457,ms,F,,serenelli17,6.39123336611184,2.61915810144282,0.929701516881422,8.45684397667831,A,3.787531316127234,0.0040189889000958,0.0040565285449876,0.4046627008737222,0.0352569625975406,0.0383741190019453,57.0,0.0147746836375021,0.1,0.03681554079974295,0.0717096383677748,0.0380301756329498
KIC9025370,837,0.956,0.0405215991787096,0.0414849370253831,0.997,0.0148660687473185,0.0158113883008419,5659,73,73,1.574,0.141076619597965,0.141076619597965,-0.033,0.1,0.1,4.42,0.0076157731058639,0.0076157731058639,0.9631,0.0096590277461036,0.0086026699343866,4.0846417,ms,G,,serenelli17,4.28904478054878,1.5384883173601,1.28998056193674,8.9629364420562,A,3.752739693935328,0.005566487789979,0.0056387625703417,0.1970047280230457,0.0372787985279383,0.0407817590899157,73.0,0.0076157731058639,0.1,0.039030278808926996,0.04100326810204635,0.015338728524080199
KIC9049593,840,1.157,0.0892020179143947,0.0976217188949262,1.414,0.0528015151297763,0.0520096144957834,5788,59,59,2.614,0.217129480850223,0.217129480850223,0.202,0.1,0.1,4.197,0.019313207915828,0.019313207915828,0.4067,0.0247795419852749,0.0243676363441348,4.0000822,ms,G,,serenelli17,8.07362734698881,3.70619270245968,1.01935038009675,8.30640707154641,A,3.762528522447,0.004404571390284,0.0044497001973873,0.4173055832445255,0.0346541489015202,0.037661009510249,59.0,0.019313207915828,0.1,0.036157579205884596,0.09341186840466045,0.05240556481277985
KIC9073645,842,1.373,0.0777946013551069,0.0702922470831599,2.342,0.0876641317757725,0.0796492310069595,6438,64,64,8.356,0.740955343971847,0.740955343971847,-0.152,0.1,0.1,3.836,0.021377558326432,0.021377558326432,0.1067,0.0080795633700095,0.0078672381589729,3.5740072,ms,F,,serenelli17,5.39282040925953,3.57201884677054,0.994097545821684,8.8673449493998,A,3.808750972349595,0.0042959928105128,0.0043389132118809,0.921998431308271,0.0368976315003118,0.0403259768456979,64.0,0.021377558326432,0.1,0.038611804173004846,0.0740434242191334,0.083656681391366
KIC9093289,845,1.237,0.0558659108938537,0.0682422156732913,1.448,0.0326955654485436,0.0336154726279432,6285,57,57,3.143,0.279932795330638,0.279932795330638,-0.011,0.1,0.1,4.207,0.0143178210632764,0.0152315462117278,0.4056,0.0191918096072257,0.0161968532746333,3.6742987,ms,F,,serenelli17,5.01649662761297,2.28974578993394,0.906921241050119,8.90654773562323,A,3.798305282021977,0.0039209556690935,0.0039566781258937,0.49734438101758,0.0370539914175274,0.0405128386982128,57.0,0.0147746836375021,0.1,0.0387834150578701,0.062054063283572505,0.0331555190382434
KIC9098294,846,1.055,0.0399249295553543,0.0380788655293195,1.174,0.0161245154965971,0.0152643375224737,6020,51,51,1.46,0.123333430392102,0.123333430392102,-0.112,0.1,0.1,4.321,0.0067082039324993,0.0067082039324993,0.651,0.0054932803496635,0.0054857723248417,3.8480062,ms,F,,serenelli17,3.69686232628786,1.33683360387866,0.847176079734219,8.44749523233576,A,3.779596491257824,0.0036637416151243,0.00369491236615,0.1643528557844371,0.0352195257431373,0.038329769419146,51.0,0.0067082039324993,0.1,0.036774647581141656,0.039001897542336905,0.0156944265095354
KIC9116461,847,1.208,0.0511077293567225,0.0537121960079831,1.251,0.0295465734053883,0.0295465734053883,6470,47,47,2.402,0.193508830913632,0.193508830913632,-0.116,0.1,0.1,4.324,0.0120415945787923,0.0130384048104053,0.6161,0.0261437877133364,0.0284005921769248,3.5530312,ms,F,,serenelli17,4.3385730697312,2.36183640330842,0.726429675425039,8.05615449265747,A,3.810904280668701,0.003143440326899,0.0031663586546,0.3805730030668873,0.0336495077864073,0.0364773360469524,47.0,0.0125399996945988,0.1,0.035063421916679854,0.052409962682352804,0.0295465734053883
KIC9138680,849,1.416,0.0554436651025164,0.0554436651025164,2.477,0.0537121960079831,0.0528015151297763,5990,60,60,7.756,0.670259576550073,0.670259576550073,0.129,0.099,0.099,3.8,0.0126491106406735,0.0126491106406735,0.09307,0.0042331129207711,0.0040786180257533,3.8676712,ms,G,,serenelli17,3.91551307221161,2.15005472623657,1.0016694490818,8.64182022369873,A,3.777426822389312,0.0043285522631575,0.0043721290250489,0.8896378004066677,0.0359970333216058,0.0392525619110909,60.0,0.0126491106406735,0.099,0.03762479761634835,0.0554436651025164,0.0532568555688797
KIC9139151,850,1.184,0.0466154480832267,0.0466154480832267,1.161,0.0147648230602334,0.0147648230602334,6134,48,48,1.742,0.147621486789559,0.147621486789559,0.045,0.1,0.1,4.381,0.0067082039324993,0.0067082039324993,0.7565,0.0053781745973889,0.0056608290912197,3.7732792,ms,F,,serenelli17,3.93711554756982,1.27173325238875,0.78252363873492,8.47425297299418,A,3.7877437716464666,0.0033852290808193,0.0034118236243183,0.2410481506716444,0.0353266679662776,0.0384567177495456,48.0,0.0067082039324993,0.1,0.0368916928579116,0.0466154480832267,0.0147648230602334
KIC9139163,851,1.33,0.0484148737476408,0.0445982062419555,1.538,0.0184390889145858,0.0176918060129541,6405,44,44,3.512,0.31227663476093,0.31227663476093,0.076,0.099,0.099,4.187,0.0058309518948453,0.0058309518948453,0.3656,0.0023042293722631,0.0024789469538495,3.5956387,ms,F,,serenelli17,3.49673233043595,1.17460646708517,0.68696330991413,8.8917037232611,A,3.806519134080705,0.0029732428566369,0.0029937385041725,0.545554507234065,0.0369947928461434,0.0404420745839927,44.0,0.0058309518948453,0.099,0.03871843371506805,0.046506539994798146,0.01806544746376995
KIC9143749,852,1.151,0.0574282160614449,0.0624339651151519,1.708,0.046518813398452,0.0456179789118282,6075,76,76,3.896,0.337951413225325,0.337951413225325,-0.122,0.101,0.101,4.033,0.0148660687473185,0.0148660687473185,0.2307,0.0114946015154941,0.0113678566141555,3.8119537,ms,F,,serenelli17,5.2068714672718,2.69721288964521,1.25102880658436,8.67431758791903,A,3.7835462822703496,0.0053994447533982,0.0054674203328946,0.5906189482065779,0.0361269217523924,0.0394070739291431,76.0,0.0148660687473185,0.101,0.037766997840767744,0.0599310905882984,0.0460683961551401
KIC9163769,855,1.315,0.0616198020120156,0.0586941223633168,1.537,0.0380131556174964,0.0371214223865412,6438,100,100,3.949,0.322075476813396,0.322075476813396,0.049,0.1,0.1,4.183,0.0167630546142402,0.0167630546142402,0.3616,0.0205551034052373,0.0188347597807883,3.5740072,ms,F,,serenelli17,4.574673930621,2.44419577111378,1.55327741534638,8.15587431788797,A,3.808750972349595,0.006693943894755,0.0067987374953131,0.5964871337365442,0.0340501124441869,0.0369486157917967,100.0,0.0167630546142402,0.1,0.0354993641179918,0.060156962187666196,0.037567289002018805
KIC9202077,857,1.444,0.0914166286842826,0.167764716195033,1.981,0.0552268050859363,0.0704911341943084,6119,70,70,5.599,0.476347427377792,0.476347427377792,0.148,0.1,0.1,3.999,0.015,0.0174928556845359,0.1842,0.0057482450365307,0.0057577079641121,3.7831117,ms,F,,serenelli17,8.97442329914528,3.17309286421617,1.1439777741461,8.50772329662068,A,3.7866804531966487,0.0049400294961654,0.004996868689298,0.7481104674949838,0.0354606512327563,0.0386155652414403,70.0,0.01624642784226795,0.1,0.0370381082370983,0.1295906724396578,0.06285896964012234
KIC9204313,858,1.018,0.0618546683767685,0.0586003412959345,1.508,0.0338378486313773,0.0330151480384384,5853,57,57,2.117,0.18289840254076,0.18289840254076,-0.158,0.1,0.1,4.088,0.0122065556157337,0.0122065556157337,0.2966,0.0088881370939021,0.0086573308242205,3.9574747,ms,G,,serenelli17,5.91625784247067,2.21661129541829,0.97385955920041,8.63950885879829,A,3.767378524114181,0.0042089567670751,0.0042501473150435,0.325720858019412,0.0359877935675395,0.0392415743856571,57.0,0.0122065556157337,0.1,0.0376146839765983,0.0602275048363515,0.03342649833490785
KIC9206432,859,1.567,0.0751664818918645,0.0672086303981862,1.569,0.0272029410174709,0.0212602916254693,6494,46,46,3.842,0.312534723193249,0.312534723193249,0.165,0.139,0.139,4.241,0.0070710678118654,0.0078102496759066,0.4052,0.0046267358904523,0.0048715374369905,3.5372992,ms,F,,serenelli17,4.54291998372849,1.54439874579159,0.708346165691407,8.13468826635213,A,3.812512284289983,0.0030654640342846,0.0030872554929484,0.5845573605256749,0.0339650325849936,0.0368484469006875,46.0,0.007440658743886,0.139,0.035406739742840546,0.07118755614502535,0.024231616321470098
KIC9225600,860,1.425,0.0729177618965366,0.0777946013551069,1.84,0.0441021541423999,0.0441021541423999,6262,56,56,4.758,0.411033863930155,0.411033863930155,0.219,0.1,0.1,4.061,0.012369316876853,0.012369316876853,0.2278,0.0090844267292988,0.0089494082485938,3.6893752,ms,F,,serenelli17,5.28815309654889,2.3968562033913,0.894282976684765,8.63879495439585,A,3.796713063280897,0.0038665582882337,0.0039012920327494,0.6774244377012474,0.035984939672446,0.0392381807575432,56.0,0.012369316876853,0.1,0.0376115602149946,0.07535618162582175,0.0441021541423999
KIC9226926,861,1.39,0.05,0.04,1.64,0.03,0.03,6892,84,84,4.548,0.365619368849666,0.365619368849666,-0.23,0.09,0.09,4.151,0.013,0.012,0.3147,0.0126,0.0126,3.2764102,ms,F,,C14bruntt,3.23741007194245,1.82926829268293,1.2188044109112,8.03912420513778,A,3.838345268775991,0.0052612031485201,0.0053257216994593,0.6578204560156972,0.0335810550191382,0.0363969013537722,84.0,0.0125,0.09,0.0349889781864552,0.045,0.03
KIC9266926,862,0.956,0.0535350352572967,0.0526972485050216,1.47,0.0367151195013716,0.0358468966578698,5971,63,63,2.318,0.198602336787427,0.198602336787427,-0.387,0.099,0.099,4.083,0.0120830459735946,0.0120830459735946,0.3007,0.0107270844594419,0.01056070627373,3.8801257,ms,G,,serenelli17,5.55608178673213,2.4680957877293,1.05509964830012,8.56783161291745,A,3.77604707118178,0.0045582346571899,0.0046065845418676,0.3651134316275772,0.0357011639036762,0.0389009804685942,63.0,0.0120830459735946,0.099,0.037301072186135195,0.05311614188115915,0.0362810080796207
KIC9273544,863,1.14,0.12,0.12,1.55,0.07,0.07,6125,55,55,3.128,0.27169073554991,0.27169073554991,-0.22,0.15,0.15,4.112,0.013,0.013,0.3047,0.0139,0.0138,3.7791787,ms,F,,C14sdss,10.5263157894737,4.51612903225806,0.897959183673469,8.68576520300222,A,3.78710609303657,0.0038823820522457,0.0039174019613126,0.4952667443878104,0.036172667374149,0.0394615158730957,55.0,0.013,0.15,0.03781709162362235,0.12,0.07
KIC9287845,864,1.589,0.0906035319399856,0.147627910640231,2.313,0.0939201788754685,0.0929731143933557,6488,62,62,8.928,0.762176079154507,0.762176079154507,0.131,0.1,0.1,3.905,0.0222036033111745,0.0231948270094864,0.1269,0.0106088840600697,0.0102340422610032,3.5412322,ms,F,,serenelli17,7.49626943298353,4.04006254364082,0.955610357583231,8.53691844931124,A,3.8121108412031,0.0041304587886834,0.0041701199876005,0.9507541815935036,0.0355774870476034,0.0387541705705266,62.0,0.022699215160330452,0.1,0.037165828809065,0.1191157212901083,0.0934466466344121
KIC9289275,865,1.349,0.0672681202353686,0.065299310869258,1.767,0.0268700576850888,0.0268700576850888,6227,48,48,4.012,0.342633039749413,0.342633039749413,0.092,0.1,0.1,4.073,0.0084852813742385,0.0092195444572928,0.2441,0.0030578562752359,0.0029765249872964,3.7123177,ms,F,,serenelli17,4.91354451833308,1.5206597444872,0.770836678978641,8.54020537760253,A,3.7942788657214,0.0033348644316757,0.0033606705068218,0.6033609243483805,0.0355906390075543,0.038769778184504,48.0,0.008852412915765651,0.1,0.03718020859602915,0.0662837155523133,0.0268700576850888
KIC9292130,866,1.347,0.0608769250208977,0.0595482997238376,2.176,0.0526972485050216,0.0502195181179589,6176,52,52,6.423,0.541940302001592,0.541940302001592,0.049,0.1,0.1,3.891,0.0117046999107196,0.0117046999107196,0.1304,0.0054667629361442,0.0052854968546012,3.7457482,ms,F,,serenelli17,4.47012712489738,2.3648154095354,0.841968911917098,8.43749497122205,A,3.79070728732768,0.003641316568403,0.0036721053014563,0.8077379220141008,0.0351794763306051,0.0382823341135594,52.0,0.0117046999107196,0.1,0.03673090522208225,0.06021261237236765,0.05145838331149025
KIC9328372,867,1.464,0.0706045324324154,0.0690289794216893,1.781,0.0705195008490559,0.0657875368135941,6572,80,80,6.039,0.521100979493793,0.521100979493793,0.16,0.1,0.1,4.101,0.0243310501211929,0.0253179778023443,0.2579,0.0236322448362402,0.0197703564965329,3.4861702,ms,F,,serenelli17,4.76890409337789,3.82669954134335,1.21728545343883,8.62892829100502,A,3.817697554763024,0.0052546857844575,0.0053190436088299,0.7809650296083169,0.0359454949044484,0.0391912811342726,80.0,0.0248245139617686,0.1,0.0375683880193605,0.06981675592705236,0.068153518831325
KIC9353712,869,1.5089,0.0285,0.0209,2.1723,0.024,0.021,6278,77,77,6.985,0.275,0.223,-0.05,0.1,0.1,3.9435,0.0055,0.0066,0.147718201832256,0.003184432923798,0.0033349904126127,3.6788872,ms,F,,silva17,1.63695407250315,1.03576854025687,1.2265052564511,3.5647816750179,A,3.797821311364024,0.005294243526003,0.0053595800170729,0.8441664104502007,0.0167702102498931,0.0140912440204504,77.0,0.00605,0.1,0.01543072713517175,0.0247,0.0225
KIC9390670,871,1.37,0.071505244562899,0.0695269731830748,1.711,0.069462219947249,0.0648845127900333,6246,50,50,4.782,0.397738991301202,0.397738991301202,0.195,0.1,0.1,4.107,0.0241867732448957,0.0251793566240283,0.2734,0.0244420081212653,0.0239866496409982,3.6998632,ms,F,,serenelli17,5.14716123160488,3.92597114954069,0.80051232788985,8.31741930784613,A,3.79560197989418,0.0034627394568285,0.0034905708070112,0.679609571779756,0.0346983042794621,0.0377131706320535,50.0,0.024683064934462,0.1,0.036205737455757794,0.0705161088729869,0.06717336636864114
KIC9394953,872,1.205,0.0590338885725818,0.0537587202228624,1.746,0.0393573373083089,0.0349857113690718,6018,65,65,3.682,0.317461913620585,0.317461913620585,0.076,0.1,0.1,4.034,0.014422205101856,0.0136014705087354,0.2262,0.0082791137810758,0.0080020393650618,3.8493172,ms,F,p,serenelli17,4.68019123632549,2.12895328400288,1.08009305417082,8.62199656764219,A,3.7794521834040617,0.0046656330588614,0.0047163008523085,0.5660837841679959,0.0359177812437628,0.0391583353127336,65.0,0.0140118378052957,0.1,0.0375380582782482,0.0563963043977221,0.03717152433869035
KIC9402223,873,1.46,0.25,0.13,2.6,0.15,0.11,6350,52,52,11.16,0.975636586344381,0.975636586344381,-0.08,0.2,0.15,3.776,0.016,0.016,0.0833,0.0041,0.0038,3.6316912,ms,F,,C14sdss,13.013698630137,5.0,0.818897637795276,8.74226331849804,A,3.802773725291976,0.0035419445161379,0.0035710689914503,1.04766419460156,0.0363983679934929,0.0397303065355649,52.0,0.016,0.175,0.0380643372645289,0.19,0.13
