ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,logL,elogL1,elogL2,eTeff,elogg,eFeH,eL,eM,eR,elogL,percent_eM,percent_eR
KIC10003270,1.416,0.20746566,0.103232747,2.362,0.114947814,0.098478424,6594.0,69.0,69.0,-0.181,0.1,0.1,,,,,3.848,0.022135944,0.023086793,,9.847,0.935283685,0.935283685,,ms,F,,,,,,serenelli17,A,1,0.9933039379194745,0.03940681613679853,0.04334258468486396,69.0,0.0226113685,0.1,0.935283685,0.1553492035,0.106713119,0.041374700410831244,10.970988947740114,4.517913590177815
KIC10016239,1.264,0.054037024,0.05964059,1.298,0.024698178,0.025553865,6482.0,51.0,51.0,-0.005,0.1,0.1,,,,,4.312,0.01077033,0.01077033,,2.567,0.21132721,0.21132721,,ms,F,,,,,,serenelli17,A,1,0.40942586867144337,0.034357523604541085,0.03731090317030378,51.0,0.01077033,0.1,0.21132721,0.056838807000000005,0.025126021499999998,0.03583421338742243,4.496741060126583,1.9357489599383664
KIC10019747,1.168,0.050990195,0.055605755,1.7,0.029206164,0.030805844,5769.0,65.0,65.0,0.204,0.1,0.1,,,,,4.044,0.010630146,0.010630146,,2.721,0.231861813,0.231861813,,ms,G,,,,,,serenelli17,A,1,0.4347285417797577,0.035514581698763814,0.03867953420865933,65.0,0.010630146,0.1,0.231861813,0.053297975,0.030006004,0.03709705795371157,4.56318279109589,1.7650590588235293
KIC10024648,1.444,0.087692645,0.137295302,2.0,0.050447993,0.060207973,6409.0,157.0,157.0,-0.006,0.1,0.1,,,,,3.994,0.014317821,0.016155494,,5.875,0.50241565,0.50241565,,ms,F,,,,,,serenelli17,A,1,0.7690078709437739,0.035636852240553685,0.03882462826898936,157.0,0.0152366575,0.1,0.50241565,0.11249397350000001,0.055327983,0.03723074025477152,7.790441378116344,2.76639915
KIC10025841,1.121,0.133195345,0.096648849,1.521,0.094556861,0.085094066,5738.0,187.0,187.0,0.197,0.1,0.1,,,,,4.127,0.036221541,0.039204592,,3.181,0.271735078,0.271735078,,ms,G,,,,,,serenelli17,A,1,0.5025636691073634,0.035599587905117525,0.03878039855673798,187.0,0.0377130665,0.1,0.271735078,0.114922097,0.08982546350000001,0.037189993230927754,10.251748171275647,5.9056846482577265
KIC10070754,1.201,0.055217751,0.056859476,1.284,0.028635642,0.028635642,6550.0,58.0,58.0,-0.21,0.099,0.099,,,,,4.299,0.014866069,0.014866069,,2.492,0.206873468,0.206873468,,ms,F,,,,,,serenelli17,A,1,0.396548037987132,0.034634485903385304,0.03763778516640465,58.0,0.014866069,0.099,0.206873468,0.0560386135,0.028635642,0.036136135534894975,4.665996128226477,2.2301901869158876
KIC10074716,1.217,0.074249579,0.092086915,1.465,0.046518813,0.045617979,6064.0,91.0,91.0,0.11,0.1,0.1,,,,,4.189,0.019313208,0.020248457,,2.686,0.224793258,0.224793258,,ms,F,,,,,,serenelli17,A,1,0.4291060083326965,0.034905352001921686,0.03795791224931283,91.0,0.019780832499999998,0.1,0.224793258,0.083168247,0.046068396,0.03643163212561726,6.833874034511092,3.144600409556314
KIC10079226,1.147,0.047010637,0.046097722,1.158,0.017088007,0.017088007,6078.0,50.0,50.0,0.106,0.099,0.099,,,,,4.37,0.007615773,0.007615773,,1.666,0.139281472,0.139281472,,ms,F,,,,,,serenelli17,A,1,0.22167499707076876,0.03486992784470444,0.03791602092083626,50.0,0.007615773,0.099,0.139281472,0.0465541795,0.017088007,0.03639297438277035,4.058777637314734,1.4756482728842832
KIC10081026,1.354,0.078102497,0.074404301,2.341,0.092282176,0.086284413,6503.0,61.0,61.0,-0.244,0.101,0.101,,,,,3.83,0.02236068,0.02236068,,10.56,0.96611297,0.96611297,,ms,F,,,,,,serenelli17,A,1,1.0236639181977936,0.038018953685335255,0.04166931794497153,61.0,0.02236068,0.101,0.96611297,0.076253399,0.0892832945,0.03984413581515339,5.631713367799113,3.813895536095685
KIC10118942,1.184,0.061717096,0.060959003,2.14,0.060835845,0.059933296,6362.0,61.0,61.0,-0.325,0.072111026,0.072111026,,,,,3.85,0.016492423,0.016492423,,6.26,0.579917862,0.579917862,,ms,F,,,,,,serenelli17,A,1,0.7965743332104297,0.038476553261975965,0.04221971724901796,61.0,0.016492423,0.072111026,0.579917862,0.0613380495,0.0603845705,0.040348135255496964,5.180578505067568,2.8217089018691586
KIC10129349,1.381,0.057801384,0.057008771,1.534,0.041146081,0.039357337,6699.0,56.0,56.0,0.045,0.1,0.1,,,,,4.206,0.017720045,0.017720045,,4.248,0.367732675,0.367732675,,ms,F,,,,,,serenelli17,A,1,0.6281845080734126,0.036056140182089136,0.03932286140366548,56.0,0.017720045,0.1,0.367732675,0.0574050775,0.040251709,0.037689500792877306,4.156776068066618,2.623970599739244
KIC10147635,1.467,0.055470713,0.046872167,2.688,0.044654227,0.041400483,6155.0,66.0,66.0,-0.035,0.1,0.1,,,,,3.746,0.006708204,0.006708204,,9.718,0.857439331,0.857439331,,ms,F,,,,,,serenelli17,A,1,0.9875768947269874,0.03672152340669621,0.04011569115270297,66.0,0.006708204,0.1,0.857439331,0.05117144,0.043027355,0.03841860727969959,3.4881690524880704,1.6007200520833336
KIC10186764,1.305,0.062968246,0.069814039,1.709,0.065192024,0.06239391,6488.0,74.0,74.0,-0.167,0.102,0.102,,,,,4.087,0.023194827,0.025179357,,3.867,0.346675422,0.346675422,,ms,F,,,,,,serenelli17,A,1,0.5873741720730654,0.03728690692959202,0.04079146429502034,74.0,0.024187092,0.102,0.346675422,0.0663911425,0.063792967,0.03903918561230618,5.087443869731802,3.7327657694558223
KIC10214328,1.23,0.085146932,0.063031738,1.765,0.053907328,0.051662365,6923.0,80.0,80.0,-0.584,0.102,0.102,,,,,4.033,0.0234094,0.020615528,,6.189,0.470228183,0.470228183,,ms,F,,,,,,serenelli17,A,1,0.791620482692814,0.03180341385161578,0.03431771445437559,80.0,0.022012464000000002,0.102,0.470228183,0.074089335,0.052784846499999996,0.033060564152995686,6.023523170731708,2.9906428611898015
KIC10215584,1.068,0.06060528,0.06382006,1.139,0.029068884,0.029068884,5995.0,57.0,57.0,-0.015,0.1,0.1,,,,,4.352,0.017088007,0.017088007,,1.78,0.157131504,0.157131504,,ms,G,,,,,,serenelli17,A,1,0.250420002308894,0.036739101901683835,0.04013667273245189,57.0,0.017088007,0.1,0.157131504,0.06221267,0.029068884,0.03843788731706786,5.825156367041198,2.552140825285338
KIC10273246,1.287,0.050990195,0.054451814,2.147,0.029,0.032015621,6342.0,59.0,59.0,-0.262,0.1,0.1,,,,,3.883,0.00781025,0.00781025,,6.403,0.567072116,0.567072116,,ms,F,,,,,,serenelli17,A,1,0.8063835018241675,0.0368537697342195,0.040273585253604804,59.0,0.00781025,0.1,0.567072116,0.0527210045,0.030507810500000003,0.03856367749391215,4.096426146076146,1.4209506520726598
KIC10319352,1.077,0.062201286,0.06060528,1.483,0.02884441,0.036674242,5659.0,63.0,63.0,0.197,0.099,0.099,,,,,4.128,0.017464249,0.016552945,,2.162,0.191534916,0.191534916,,ms,G,,,,,,serenelli17,A,1,0.3348556896172915,0.03686495607340279,0.0402869459043671,63.0,0.017008597,0.099,0.191534916,0.061403283,0.032759326000000005,0.038575950988884944,5.701326183844012,2.2089902899527987
KIC10322381,1.138,0.068796802,0.06463745,1.401,0.066098411,0.059464275,6464.0,63.0,63.0,-0.361,0.1,0.1,,,,,4.199,0.028071338,0.029068884,,2.627,0.213321387,0.213321387,,ms,F,,,,,,serenelli17,A,1,0.4194600727860702,0.0339074111707201,0.03678063050971081,63.0,0.028570111000000002,0.1,0.213321387,0.066717126,0.06278134299999999,0.03534402084021546,5.862664850615115,4.481180799428978
KIC10324098,1.326,0.172754161,0.073817342,2.11,0.081394103,0.06080296,6370.0,68.0,68.0,-0.118,0.101,0.101,,,,,3.912,0.016763055,0.015811388,,6.862,0.611014165,0.611014165,,ms,F,,,,,,serenelli17,A,1,0.8364507137201546,0.037045091736269464,0.040502198946019696,68.0,0.016287221499999997,0.101,0.611014165,0.12328575149999998,0.0710985315,0.03877364534114458,9.297567986425339,3.3695986492891
KIC10351059,1.47,0.072917762,0.072249567,1.819,0.045793013,0.04494441,6530.0,58.0,58.0,0.16,0.1,0.1,,,,,4.085,0.013928388,0.014866069,,5.568,0.459300526,0.459300526,,ms,F,,,,,,serenelli17,A,1,0.7456992266025056,0.03442361967369845,0.037388871115839106,58.0,0.014397228500000001,0.1,0.459300526,0.0725836645,0.0453687115,0.035906245394768777,4.937664251700681,2.494156761957119
KIC10385708,1.227,0.128160056,0.054561891,1.766,0.048846699,0.040706265,6036.0,55.0,55.0,0.121,0.1,0.1,,,,,4.033,0.017888544,0.015264338,,3.7,0.318249775,0.318249775,,ms,F,,,,,,serenelli17,A,1,0.568201724066995,0.03583520499349535,0.03906019647355019,55.0,0.016576441,0.1,0.318249775,0.0913609735,0.044776482,0.03744770073352277,7.445882110839445,2.5354746319365797
KIC10398597,1.47,0.077935871,0.112538882,2.015,0.078447435,0.071784399,6412.0,65.0,65.0,0.112,0.1,0.1,,,,,3.991,0.024186773,0.024186773,,6.768,0.567435483,0.567435483,,ms,F,,,,,,serenelli17,A,1,0.8304603500309671,0.034965551686135576,0.03802911932991171,65.0,0.024186773,0.1,0.567435483,0.0952373765,0.075115917,0.03649733550802364,6.478733095238095,3.727837071960298
KIC10462940,1.239,0.050606324,0.052201533,1.271,0.017492856,0.017492856,6265.0,48.0,48.0,0.112,0.099,0.099,,,,,4.322,0.007211103,0.007211103,,2.189,0.183679028,0.183679028,,ms,F,,,,,,serenelli17,A,1,0.3402457615679317,0.034993230000999076,0.03806186580277915,48.0,0.007211103,0.099,0.183679028,0.0514039285,0.017492856,0.03652754790188911,4.1488239305891845,1.3763065302911095
KIC10491771,1.299,0.055154329,0.05375872,1.511,0.043081318,0.041231056,6601.0,48.0,48.0,-0.101,0.1,0.1,,,,,4.192,0.018973666,0.018973666,,3.72,0.300924684,0.300924684,,ms,F,,,,,,serenelli17,A,1,0.5705429398818975,0.033782998520805574,0.036634272263737166,48.0,0.018973666,0.1,0.300924684,0.054456524500000006,0.042156187,0.03520863539227137,4.192188183217861,2.7899528127068165
KIC10518551,1.25,0.052325902,0.057489129,2.08,0.036619667,0.038275318,6242.0,60.0,60.0,-0.267,0.101,0.101,,,,,3.898,0.008944272,0.009848858,,7.12,0.615406327,0.615406327,,ms,F,,,,,,serenelli17,A,1,0.8524799936368563,0.03600313770675978,0.0392598212689258,60.0,0.009396564999999999,0.101,0.615406327,0.054907515500000004,0.0374474925,0.03763147948784279,4.39260124,1.8003602163461538
KIC10610027,1.329,0.062625873,0.055154329,1.48,0.057567352,0.052810984,6704.0,58.0,58.0,-0.041,0.1,0.1,,,,,4.222,0.025317978,0.026305893,,5.015,0.10287895,0.10287895,,ms,F,,,,,,serenelli17,A,1,0.7002709373564369,0.008819072219593327,0.009001876719403001,58.0,0.0258119355,0.1,0.10287895,0.058890101,0.055189168,0.008910474469498164,4.43115884123401,3.7289978378378374
KIC10655953,1.262,0.048332184,0.050159745,1.267,0.026925824,0.026,6594.0,61.0,61.0,-0.073,0.099,0.099,,,,,4.333,0.012369317,0.013341664,,2.301,0.193171469,0.193171469,,ms,F,,,,,,serenelli17,A,1,0.36191661866864344,0.035009688325002675,0.03808133995990509,61.0,0.0128554905,0.099,0.193171469,0.0492459645,0.026462911999999998,0.03654551414245388,3.90221588748019,2.0886276243093924
KIC10717090,1.22,0.095,0.120880106,1.546,0.0585235,0.059363288,5817.0,74.0,74.0,0.238,0.1,0.1,,,,,4.141,0.02236068,0.024166092,,2.651,0.221827032,0.221827032,,ms,G,,,,,,serenelli17,A,1,0.4234097277330934,0.03489975091834063,0.03795128811385173,74.0,0.023263386,0.1,0.221827032,0.10794005300000001,0.058943393999999996,0.03642551951609618,8.847545327868852,3.8126386804657177
KIC10727922,1.212,0.065855903,0.070007142,1.917,0.075643903,0.072917762,6319.0,66.0,66.0,-0.304,0.1,0.1,,,,,3.954,0.023345235,0.02433105,,4.764,0.413800752,0.413800752,,ms,F,,,,,,serenelli17,A,1,0.67797175281074,0.03617358143569105,0.039462603827316034,66.0,0.0238381425,0.1,0.413800752,0.0679315225,0.0742808325,0.03781809263150354,5.604911097359736,3.8748478090766825
KIC10730618,1.368,0.056727418,0.055226805,1.777,0.024083189,0.024083189,6422.0,54.0,54.0,-0.006,0.1,0.1,,,,,4.074,0.007211103,0.007211103,,4.894,0.397201754,0.397201754,,ms,F,,,,,,serenelli17,A,1,0.6896639650157704,0.03389035651976191,0.03676056212972156,54.0,0.007211103,0.1,0.397201754,0.055977111499999996,0.024083189,0.03532545932474174,4.091894115497075,1.3552723128868882
KIC10731424,1.437,0.08232861,0.076380626,2.55,0.09749359,0.087817994,6432.0,65.0,65.0,-0.129,0.101,0.101,,,,,3.782,0.018248288,0.019235384,,10.5,0.9424602,0.9424602,,ms,F,,,,,,serenelli17,A,1,1.021189299069938,0.03733011143726972,0.04084318386363395,65.0,0.018741836,0.101,0.9424602,0.07935461799999999,0.092655792,0.03908664765045183,5.522242032011134,3.633560470588235
KIC10732098,1.121,0.055946403,0.060373835,1.778,0.051894123,0.050990195,5796.0,67.0,67.0,-0.01,0.1,0.1,,,,,3.987,0.01456022,0.015524175,,3.341,0.28117105,0.28117105,,ms,G,,,,,,serenelli17,A,1,0.5238764756381313,0.03509247953844341,0.03817932632892196,67.0,0.0150421975,0.1,0.28117105,0.058160118999999996,0.051442159,0.036635902933682685,5.188235414808206,2.8932597862767153
KIC10794845,1.142,0.054644304,0.055470713,1.143,0.048052055,0.04414748,6398.0,55.0,55.0,-0.195,0.1,0.1,,,,,4.378,0.029427878,0.032388269,,1.717,0.140750471,0.140750471,,ms,F,,,,,,serenelli17,A,1,0.23477029516091652,0.034217084924371866,0.0371453253515352,55.0,0.0309080735,0.1,0.140750471,0.0550575085,0.0460997675,0.03568120513795353,4.821147854640981,4.033225503062117
KIC10873176,1.109,0.054083269,0.050803543,2.021,0.039357337,0.038470768,6517.0,89.0,89.0,-0.837,0.104,0.104,,,,,3.871,0.012529964,0.012529964,,6.273,0.53509904,0.53509904,,ms,F,,,,,,serenelli17,A,1,0.7974752875373343,0.03555057743176859,0.03872223977526312,89.0,0.012529964,0.104,0.53509904,0.052443406,0.038914052500000004,0.03713640860351586,4.728891433724076,1.9254850321622963
KIC10923629,1.688,0.078771822,0.213459598,2.578,0.043185646,0.099297533,6195.0,87.0,87.0,0.157,0.1,0.1,,,,,3.84,0.009899495,0.02118962,,9.692,0.806334524,0.806334524,,ms,F,,,,,,serenelli17,A,1,0.9864134054654686,0.03470700175619157,0.03772344639878755,87.0,0.0155445575,0.1,0.806334524,0.14611571,0.0712415895,0.03621522407748956,8.656143957345973,2.763444123351435
KIC10963065,1.131,0.044407207,0.044407207,1.242,0.017029386,0.017804494,6316.0,45.0,45.0,-0.146,0.072111026,0.072111026,,,,,4.303,0.006403124,0.007211103,,1.87,0.154763396,0.154763396,,ms,F,,,,,,serenelli17,A,1,0.27184160653649897,0.034532674438813304,0.037517570365246444,45.0,0.0068071135,0.072111026,0.154763396,0.044407207,0.01741694,0.036025122402029874,3.9263666666666666,1.402330112721417
KIC10971974,1.057,0.059539903,0.058668561,1.19,0.033837849,0.032893768,6030.0,58.0,58.0,-0.077,0.102,0.102,,,,,4.311,0.018681542,0.018681542,,1.647,0.136094551,0.136094551,,ms,F,,,,,,serenelli17,A,1,0.21669359916975436,0.034480773668432135,0.03745631170853991,58.0,0.018681542,0.102,0.136094551,0.059104232,0.0333658085,0.035968542688486024,5.591696499526964,2.8038494537815124
KIC10972252,1.338,0.065069194,0.063702433,2.285,0.053600373,0.052009614,6237.0,60.0,60.0,-0.136,0.101,0.101,,,,,3.845,0.012529964,0.012529964,,8.655,0.740800397,0.740800397,,ms,F,,,,,,serenelli17,A,1,0.9372670722114126,0.03566670990413401,0.03886007285856974,60.0,0.012529964,0.101,0.740800397,0.0643858135,0.0528049935,0.037263391381351874,4.8120936846038855,2.310940634573304
KIC10972873,1.177,0.048764741,0.055036352,1.861,0.034058773,0.03748333,5928.0,64.0,64.0,-0.057,0.101,0.101,,,,,3.968,0.00781025,0.008602325,,3.488,0.305307643,0.305307643,,ms,G,,,,,,serenelli17,A,1,0.5425764762605296,0.036441589811429864,0.03978181505530698,64.0,0.0082062875,0.101,0.305307643,0.0519005465,0.0357710515,0.03811170243336842,4.40956214953271,1.9221414024717893
KIC11027406,1.066,0.064621978,0.060926185,1.357,0.029966648,0.029068884,6250.0,94.0,94.0,-0.279,0.099,0.099,,,,,4.2,0.012083046,0.01118034,,2.054,0.177470422,0.177470422,,ms,F,,,,,,serenelli17,A,1,0.31260043926125936,0.035990695407415674,0.03924502507600108,94.0,0.011631693,0.099,0.177470422,0.0627740815,0.029517766,0.03761786024170838,5.888750609756097,2.1752222549742077
KIC11075448,1.326,0.059413803,0.057280014,1.564,0.047434165,0.04554119,6470.0,68.0,68.0,0.029,0.1,0.1,,,,,4.171,0.019646883,0.020615528,,4.039,0.31044264,0.31044264,,ms,F,,,,,,serenelli17,A,1,0.6062738531699883,0.03215975461658582,0.034733024520342215,68.0,0.0201312055,0.1,0.31044264,0.0583469085,0.046487677500000005,0.03344638956846402,4.400219343891402,2.9723578964194375
KIC11083308,1.305,0.082462113,0.076550637,2.084,0.082734515,0.076537572,6234.0,65.0,65.0,-0.042,0.1,0.1,,,,,3.915,0.022561028,0.022561028,,6.828,0.577672496,0.577672496,,ms,F,,,,,,serenelli17,A,1,0.834293512442696,0.035270989717801515,0.03839073838604856,65.0,0.022561028,0.1,0.577672496,0.079506375,0.0796360435,0.03683086405192504,6.092442528735632,3.8213072696737047
KIC11127479,1.162,0.057245087,0.060835845,1.372,0.023706539,0.024596748,5998.0,57.0,57.0,0.2,0.072111026,0.072111026,,,,,4.228,0.01,0.010816654,,2.257,0.193984784,0.193984784,,ms,G,,,,,,serenelli17,A,1,0.35353155907776207,0.03580905603178264,0.03902912790515978,57.0,0.010408327,0.072111026,0.193984784,0.059040466,0.0241516435,0.03741909196847121,5.080935111876076,1.7603238702623905
KIC11138101,1.305,0.062936476,0.062225397,2.332,0.081344945,0.076694198,6218.0,58.0,58.0,-0.219,0.101,0.101,,,,,3.817,0.020396078,0.021377558,,8.626,0.71597627,0.71597627,,ms,F,,,,,,serenelli17,A,1,0.9358094538099329,0.03462930597108127,0.03763166743076496,58.0,0.020886818,0.101,0.71597627,0.0625809365,0.0790195715,0.036130486700923115,4.7954740613026825,3.3884893439108064
KIC11188219,1.153,0.062128898,0.062968246,1.344,0.035468296,0.034539832,6024.0,62.0,62.0,0.089,0.1,0.1,,,,,4.242,0.017464249,0.017464249,,2.057,0.17333814,0.17333814,,ms,F,,,,,,serenelli17,A,1,0.313234291694724,0.03513641942673634,0.03823134733351513,62.0,0.017464249,0.1,0.17333814,0.062548572,0.035004064,0.03668388338012574,5.4248544666088465,2.6044690476190477
KIC11389393,1.403,0.082758685,0.142270868,1.905,0.072111026,0.075471849,6174.0,66.0,66.0,0.14,0.1,0.1,,,,,4.019,0.015297059,0.016278821,,4.74,0.376421965,0.376421965,,ms,F,,,,,,serenelli17,A,1,0.6757783416740851,0.033188013036752895,0.0359355947008142,66.0,0.01578794,0.1,0.376421965,0.1125147765,0.0737914375,0.03456180386878355,8.01958492516037,3.873566272965879
KIC11389437,1.192,0.101921538,0.048826222,1.69,0.047010637,0.035510562,6158.0,53.0,53.0,-0.023,0.099,0.099,,,,,4.059,0.0117047,0.01077033,,3.883,0.311500816,0.311500816,,ms,F,,,,,,serenelli17,A,1,0.5891673905460476,0.03351289267437818,0.03631683531111651,53.0,0.011237515,0.099,0.311500816,0.07537388,0.0412605995,0.03491486399274735,6.323312080536913,2.4414555917159766
KIC11454149,1.141,0.055803226,0.056612719,1.153,0.030083218,0.029154759,6435.0,52.0,52.0,-0.233,0.1,0.1,,,,,4.37,0.016763055,0.017720045,,1.866,0.155988512,0.155988512,,ms,F,,,,,,serenelli17,A,1,0.2709116394104812,0.03486704439188926,0.037912611381924255,52.0,0.01724155,0.1,0.155988512,0.056207972499999995,0.0296189885,0.036389827886906756,4.926202673093777,2.568862836079792
KIC11460626,1.286,0.055865911,0.058796258,2.172,0.069641941,0.06685058,6176.0,62.0,62.0,-0.144,0.099,0.099,,,,,3.872,0.019416488,0.019416488,,6.979,0.623290105,0.623290105,,ms,F,,,,,,serenelli17,A,1,0.8437931983259126,0.03715124002677095,0.04062913261562484,62.0,0.019416488,0.099,0.623290105,0.0573310845,0.0682462605,0.038890186321197895,4.45809366251944,3.1420930248618784
KIC11467550,1.247,0.070292247,0.071589105,1.968,0.069641941,0.067955868,6146.0,58.0,58.0,-0.08,0.1,0.1,,,,,3.945,0.018248288,0.018248288,,5.592,0.484249155,0.484249155,,ms,F,,,,,,serenelli17,A,1,0.7475671627376249,0.03606841094935742,0.03933745842203895,58.0,0.018248288,0.1,0.484249155,0.07094067600000001,0.06879890450000001,0.037702934685698186,5.688907457898957,3.495879293699187
KIC11506988,1.251,0.168077363,0.114284732,1.872,0.01,0.064350602,6438.0,289.0,289.0,-0.23,0.1,0.1,,,,,3.994,0.027892651,0.023086793,,6.784,0.616199473,0.616199473,,ms,F,,,,,,serenelli17,A,1,0.8314858392486574,0.037757587084429445,0.0413555195079659,289.0,0.025489722,0.1,0.616199473,0.1411810475,0.037175301,0.03955655329619767,11.285455435651478,1.9858600961538462
KIC11507653,1.17,0.108503456,0.063007936,1.641,0.049396356,0.049396356,5916.0,74.0,74.0,0.112,0.1,0.1,,,,,4.078,0.024041631,0.022135944,,3.45,0.320121102,0.320121102,,ms,G,,,,,,serenelli17,A,1,0.5378190950732742,0.03853620555311288,0.042291561024532576,74.0,0.0230887875,0.1,0.320121102,0.08575569599999999,0.049396356,0.04041388328882273,7.329546666666666,3.0101374771480804
KIC11611414,1.272,0.078517514,0.107377838,1.706,0.059481089,0.058591808,6279.0,55.0,55.0,-0.074,0.1,0.1,,,,,4.074,0.02184033,0.02184033,,4.404,0.399251916,0.399251916,,ms,F,,,,,,serenelli17,A,1,0.6438473102997142,0.03768805436540945,0.04127210802419634,55.0,0.02184033,0.1,0.399251916,0.092947676,0.059036448500000005,0.039480081194802896,7.307207232704402,3.4605186694021106
KIC11713510,1.08,0.04472136,0.042059482,1.62,0.028284271,0.027586228,5941.0,58.0,58.0,-0.143,0.1,0.1,,,,,4.052,0.006708204,0.006708204,,2.86,0.258193921,0.258193921,,ms,G,,,,,,serenelli17,A,1,0.456366033129043,0.03753708740991829,0.04109110906592656,58.0,0.006708204,0.1,0.258193921,0.043390421,0.027935249500000002,0.039314098237922424,4.017631574074073,1.7243981172839506
KIC11723674,1.4,0.061400326,0.061400326,2.466,0.065306967,0.062609903,6246.0,63.0,63.0,-0.062,0.1,0.1,,,,,3.799,0.01456022,0.015524175,,10.05,0.930950536,0.930950536,,ms,F,,,,,,serenelli17,A,1,1.0021660617565078,0.03847387350074749,0.04221649031996977,63.0,0.0150421975,0.1,0.930950536,0.061400326,0.063958435,0.04034518191035863,4.385737571428572,2.593610502838605
KIC11817562,1.448,0.081541401,0.073409809,2.477,0.10374006,0.093300589,6247.0,58.0,58.0,0.059,0.1,0.1,,,,,3.809,0.02433105,0.02433105,,9.93,0.875129544,0.875129544,,ms,F,,,,,,serenelli17,A,1,0.9969492484953811,0.036680729563962955,0.04006700705864541,58.0,0.02433105,0.1,0.875129544,0.077475605,0.0985203245,0.03837386831130418,5.350525207182321,3.9774051069842558
KIC12069127,1.59,0.062968246,0.062968246,2.295,0.031890437,0.031240999,6476.0,66.0,66.0,0.076,0.1,0.1,,,,,3.916,0.006708204,0.006708204,,9.191,0.784090216,0.784090216,,ms,F,,,,,,serenelli17,A,1,0.9633627661037362,0.03555406608801237,0.0387263791506155,66.0,0.006708204,0.1,0.784090216,0.062968246,0.031565718,0.037140222619313934,3.9602670440251577,1.3754125490196079
KIC12069569,1.363,0.076380626,0.070434367,2.314,0.094847246,0.088549421,6357.0,59.0,59.0,-0.109,0.1,0.1,,,,,3.843,0.024515301,0.025495098,,9.057,0.828832831,0.828832831,,ms,F,,,,,,serenelli17,A,1,0.9569843677427602,0.03802889454343028,0.041681261210504084,59.0,0.0250051995,0.1,0.828832831,0.0734074965,0.0916983335,0.03985507787696718,5.385729750550257,3.962762899740709
KIC12117868,1.11,0.068264193,0.063245553,1.326,0.047434165,0.044598206,6160.0,51.0,51.0,-0.108,0.099,0.099,,,,,4.239,0.021377558,0.02236068,,2.205,0.193501337,0.193501337,,ms,F,,,,,,serenelli17,A,1,0.34340859380385735,0.0365313710875147,0.039888845562704556,51.0,0.021869119,0.099,0.193501337,0.06575487299999999,0.0460161855,0.038210108325109626,5.923862432432431,3.47030056561086
KIC12265063,1.12,0.075432089,0.070837843,1.641,0.057271284,0.055461698,6189.0,60.0,60.0,-0.268,0.101,0.101,,,,,4.056,0.024041631,0.023086793,,3.367,0.30235973,0.30235973,,ms,F,,,,,,serenelli17,A,1,0.5272431163880886,0.03734717402571974,0.040863612386100534,60.0,0.023564212,0.101,0.30235973,0.073134966,0.056366491,0.03910539320591014,6.529907678571428,3.434886715417428
KIC12317678,1.452,0.074202426,0.073006849,1.851,0.034669872,0.034132096,6549.0,48.0,48.0,-0.3,0.204,0.204,,,,,4.066,0.008485281,0.008485281,,5.484,0.499756557,0.499756557,,ms,F,,,,,,serenelli17,A,1,0.7390974461174751,0.037876470272652285,0.04149819991227777,48.0,0.008485281,0.204,0.499756557,0.0736046375,0.034400983999999996,0.039687335092465026,5.06918991046832,1.8585080497028632
KIC12366681,1.516,0.096540147,0.080280757,2.62,0.056035703,0.04596738,6188.0,66.0,66.0,0.15,0.1,0.1,,,,,3.781,0.013416408,0.01,,14.21,1.147154633,1.147154633,,ms,F,,,,,,serenelli17,A,1,1.1525940779274697,0.03371667932677869,0.03655629206089417,66.0,0.011708204,0.1,1.147154633,0.088410452,0.0510015415,0.03513648569383643,5.831824010554089,1.9466237213740456
