ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,logL,elogL1,elogL2,eTeff,elogg,eFeH,eL,eM,eR,elogL,percent_eM,percent_eR
KIC3952580,1.458,0.064202804,0.061846584,2.709,0.046615448,0.047434165,6115.0,101.0,101.0,-0.074,0.1,0.1,,,,,3.736,0.01029563,0.009433981,,11.88,1.056787444,1.056787444,,ms,F,,,,,,serenelli17,A,1,1.0748164406451748,0.03701000195012405,0.040460253048235195,101.0,0.0098648055,0.1,1.056787444,0.063024694,0.0470248065,0.03873512749917962,4.322681344307271,1.7358732558139534
KIC3967859,1.008,0.060539243,0.059682493,1.284,0.034438351,0.03354102,6211.0,78.0,78.0,-0.375,0.1,0.1,,,,,4.224,0.015811388,0.015811388,,1.933,0.172593807,0.172593807,,ms,F,,,,,,serenelli17,A,1,0.286231854028553,0.037142740554585774,0.040618966313857946,78.0,0.015811388,0.1,0.172593807,0.060110868,0.0339896855,0.03888085343422186,5.963379761904762,2.647171767912772
KIC4049576,1.159,0.067416615,0.069115845,1.944,0.091923882,0.086127812,6066.0,84.0,84.0,-0.264,0.101,0.101,,,,,3.923,0.028442925,0.030413813,,4.633,0.331409817,0.331409817,,ms,F,,,,,,serenelli17,A,1,0.6658623002031552,0.03000532554763502,0.032233267870830806,84.0,0.029428369000000003,0.101,0.331409817,0.06826623,0.08902584699999999,0.031119296709232913,5.890097497842968,4.5795188786008225
KIC4247542,1.129,0.091787799,0.071063352,1.581,0.052773099,0.050119856,6440.0,66.0,66.0,-0.44,0.1,0.1,,,,,4.095,0.020248457,0.020248457,,3.696,0.272247043,0.272247043,,ms,F,,,,,,serenelli17,A,1,0.5677319625480691,0.030866738754630307,0.03322954219785024,66.0,0.020248457,0.1,0.272247043,0.0814255755,0.0514464775,0.03204814047624027,7.21218560673162,3.2540466476913346
KIC4346201,1.142,0.05745433,0.054918121,1.902,0.03312099,0.032249031,6147.0,51.0,51.0,-0.337,0.099,0.099,,,,,3.937,0.010630146,0.010630146,,5.527,0.551784266,0.551784266,,ms,F,,,,,,serenelli17,A,1,0.7424894645817751,0.04132726611171522,0.045677547328291435,51.0,0.010630146,0.099,0.551784266,0.0561862255,0.0326850105,0.04350240672000333,4.919984719789842,1.7184548107255522
KIC4450844,1.056,0.046400431,0.047201695,1.548,0.025495098,0.025495098,5968.0,59.0,59.0,-0.136,0.072111026,0.072111026,,,,,4.082,0.007211103,0.007211103,,2.81,0.241286059,0.241286059,,ms,G,,,,,,serenelli17,A,1,0.4487063199050799,0.03577660488630657,0.03899057716557386,59.0,0.007211103,0.072111026,0.241286059,0.046801063000000004,0.025495098,0.037383591025940216,4.43191884469697,1.6469701550387597
KIC4465324,1.079,0.079378838,0.059033889,1.388,0.037336309,0.032695565,5850.0,59.0,59.0,0.037,0.1,0.1,,,,,4.187,0.012083046,0.012083046,,2.207,0.1928978,0.1928978,,ms,G,,,,,,serenelli17,A,1,0.34380233316165504,0.036390414449490205,0.03972082932243837,59.0,0.012083046,0.1,0.1928978,0.06920636349999999,0.035015937,0.038055621885964286,6.4139354494902685,2.5227620317002883
KIC4465529,1.322,0.054561891,0.057982756,1.657,0.030610456,0.030610456,6345.0,49.0,49.0,0.025,0.1,0.1,,,,,4.12,0.01029563,0.01029563,,4.239,0.367701157,0.367701157,,ms,F,,,,,,serenelli17,A,1,0.627263416568221,0.0361266233216504,0.03940671880742963,49.0,0.01029563,0.1,0.367701157,0.0562723235,0.030610456,0.037766671064540014,4.256605408472012,1.8473419432709715
KIC4543171,1.315,0.068410526,0.069656299,1.663,0.043829214,0.043829214,6129.0,59.0,59.0,0.137,0.1,0.1,,,,,4.114,0.013928388,0.014866069,,3.486,0.296648102,0.296648102,,ms,F,,,,,,serenelli17,A,1,0.5423273827739744,0.035468558183559096,0.03862494288875784,59.0,0.014397228500000001,0.1,0.296648102,0.0690334125,0.043829214,0.03704675053615847,5.2496891634980996,2.635551052315093
KIC4571351,1.235,0.074330344,0.099809819,1.585,0.068949257,0.069892775,6000.0,59.0,59.0,0.143,0.101,0.101,,,,,4.125,0.026305893,0.028284271,,2.923,0.255209864,0.255209864,,ms,F,,,,,,serenelli17,A,1,0.4658288153574364,0.03635375585499029,0.03967715291726115,59.0,0.027295082,0.101,0.255209864,0.08707008150000001,0.069421016,0.03801545438612572,7.05020902834008,4.379874826498423
KIC4586099,1.253,0.118595953,0.077833155,1.813,0.051623638,0.040360872,6383.0,58.0,58.0,-0.151,0.1,0.1,,,,,4.021,0.013892444,0.012206556,,5.663,0.482656291,0.482656291,,ms,F,,,,,,serenelli17,A,1,0.7530465616265292,0.03552170612328831,0.03868798605697055,58.0,0.0130495,0.1,0.482656291,0.09821455400000001,0.045992254999999996,0.03710484609012943,7.838352274541103,2.5368039161610585
KIC4638884,1.522,0.050803543,0.046861498,1.928,0.026907248,0.025612497,6662.0,57.0,57.0,0.008,0.099,0.099,,,,,4.05,0.006708204,0.006708204,,6.055,0.488982164,0.488982164,,ms,F,,,,,,serenelli17,A,1,0.782114147479071,0.03372795949120422,0.036569553805882005,57.0,0.006708204,0.099,0.488982164,0.048832520500000004,0.026259872500000003,0.03514875664854311,3.208444185282523,1.3620265819502078
KIC4739932,1.166,0.058591808,0.063071388,1.805,0.047010637,0.047927028,5876.0,111.0,111.0,0.008,0.1,0.1,,,,,3.991,0.016155494,0.016155494,,4.034,0.323248424,0.323248424,,ms,G,,,,,,serenelli17,A,1,0.6057358938767466,0.03347642761437086,0.03627401330422997,111.0,0.016155494,0.1,0.323248424,0.060831598,0.0474688325,0.034875220459300416,5.217118181818182,2.629852216066482
KIC4755204,1.19,0.102459748,0.065863495,1.645,0.043863424,0.039357337,6073.0,70.0,70.0,-0.072,0.1,0.1,,,,,4.084,0.012083046,0.012083046,,2.924,0.263173003,0.263173003,,ms,F,,,,,,serenelli17,A,1,0.4659773682858228,0.03742826977499303,0.04096072999552308,70.0,0.012083046,0.1,0.263173003,0.0841616215,0.0416103805,0.039194499885258055,7.0724051680672275,2.52950641337386
KIC4756112,1.378,0.073,0.071505245,2.619,0.090476516,0.08579627,6182.0,60.0,60.0,-0.209,0.1,0.1,,,,,3.739,0.019416488,0.020396078,,11.38,1.040684239,1.040684239,,ms,F,,,,,,serenelli17,A,1,1.0561422620590524,0.03800325914678626,0.04165046324838273,60.0,0.019906283,0.1,1.040684239,0.0722526225,0.08813639300000001,0.039826861197584495,5.243296262699565,3.365268919434899
KIC4841753,1.314,0.056035703,0.053600373,2.149,0.07940403,0.074632433,5966.0,67.0,67.0,0.127,0.1,0.1,,,,,3.891,0.02236068,0.023345235,,6.304,0.560000153,0.560000153,,ms,G,,,,,,serenelli17,A,1,0.799616204481499,0.03696108003966514,0.04040178481533585,67.0,0.0228529575,0.1,0.560000153,0.054818038,0.0770182315,0.038681432427500495,4.171844596651446,3.5839102605863196
KIC4842436,1.089,0.060440053,0.062008064,1.57,0.056920998,0.054083269,5688.0,63.0,63.0,0.139,0.1,0.1,,,,,4.082,0.023769729,0.023769729,,2.791,0.254711365,0.254711365,,ms,G,,,,,,serenelli17,A,1,0.44575983648863104,0.03792890738096477,0.04156116083776129,63.0,0.023769729,0.1,0.254711365,0.0612240585,0.0555021335,0.03974503410936303,5.622043939393939,3.535167738853503
KIC4947253,1.173,0.055072679,0.056824291,2.006,0.048332184,0.048332184,5953.0,59.0,59.0,-0.196,0.1,0.1,,,,,3.901,0.013,0.013,,5.318,0.474089941,0.474089941,,ms,G,,,,,,serenelli17,A,1,0.7257483329955482,0.03708696407764478,0.040552262364878966,59.0,0.013,0.1,0.474089941,0.055948485,0.048332184,0.03881961322126187,4.769691815856778,2.4093810568295115
KIC5084157,1.102,0.082298238,0.073573093,1.378,0.048301139,0.045650849,5803.0,83.0,83.0,0.125,0.1,0.1,,,,,4.201,0.01118034,0.01118034,,2.351,0.197037741,0.197037741,,ms,G,,,,,,serenelli17,A,1,0.37125262912493934,0.03495322726468941,0.038014539657701185,83.0,0.01118034,0.1,0.197037741,0.0779356655,0.046975994,0.0364838834611953,7.072201950998185,3.4089981132075473
KIC5214711,1.255,0.076485293,0.070724819,1.868,0.073409809,0.06977822,6194.0,54.0,54.0,-0.025,0.1,0.1,,,,,3.993,0.023769729,0.023769729,,5.291,0.438711511,0.438711511,,ms,F,,,,,,serenelli17,A,1,0.7235377615320568,0.03459499440830516,0.03759114793269236,54.0,0.023769729,0.1,0.438711511,0.073605056,0.0715940145,0.03609307117049876,5.86494470119522,3.8326560224839397
KIC5253542,1.077,0.061400326,0.061400326,1.191,0.026400758,0.026400758,5770.0,96.0,96.0,0.203,0.1,0.1,,,,,4.318,0.013,0.013,,1.463,0.123674067,0.123674067,,ms,G,,,,,,serenelli17,A,1,0.16524432612531087,0.03524339745310556,0.03835804808392018,96.0,0.013,0.1,0.123674067,0.061400326,0.026400758,0.03680072276851287,5.701051624883937,2.2166883291351804
KIC5344612,1.298,0.07566373,0.10878419,1.746,0.060827625,0.060827625,6359.0,84.0,84.0,-0.123,0.1,0.1,,,,,4.063,0.020396078,0.020396078,,4.715,0.390669341,0.390669341,,ms,F,,,,,,serenelli17,A,1,0.6734816970733472,0.034570988046452755,0.037562802289611175,84.0,0.020396078,0.1,0.390669341,0.09222396,0.060827625,0.036066895168031965,7.105081664098613,3.483827319587629
KIC5353186,1.362,0.210582525,0.087709749,2.187,0.104709121,0.06726812,6166.0,55.0,55.0,0.073,0.1,0.1,,,,,3.893,0.012649111,0.012649111,,7.67,0.655138126,0.655138126,,ms,F,,,,,,serenelli17,A,1,0.884795363948981,0.035596083858441596,0.038776239967381,55.0,0.012649111,0.1,0.655138126,0.149146137,0.0859886205,0.0371861619129113,10.950524008810572,3.93180706447188
KIC5371516,1.454,0.070092796,0.127945301,2.049,0.035355339,0.058600341,6350.0,81.0,81.0,0.075,0.1,0.1,,,,,3.976,0.01,0.014317821,,5.834,0.497365294,0.497365294,,ms,F,,,,,,serenelli17,A,1,0.7659664247857139,0.03553094648205224,0.03869894853224809,81.0,0.0121589105,0.1,0.497365294,0.09901904850000001,0.04697784,0.037114947507150164,6.810113376891335,2.2927203513909227
KIC5431016,1.336,0.175559107,0.084314886,2.142,0.081394103,0.046227697,6601.0,62.0,62.0,-0.264,0.101,0.101,,,,,3.903,0.019235384,0.012727922,,8.646,0.791074601,0.791074601,,ms,F,,,,,,serenelli17,A,1,0.936815231197633,0.03802215700493761,0.041673166450093446,62.0,0.015981653,0.101,0.791074601,0.1299369965,0.0638109,0.039847661727515526,9.725823091317366,2.9790336134453783
KIC5512589,1.132,0.041146081,0.044777226,1.658,0.024839485,0.025612497,5789.0,56.0,56.0,0.032,0.1,0.1,,,,,4.052,0.00781025,0.00781025,,2.979,0.248201743,0.248201743,,ms,G,,,,,,serenelli17,A,1,0.4740705032150436,0.03475561221459034,0.037780886234584865,56.0,0.00781025,0.1,0.248201743,0.0429616535,0.025225991000000003,0.0362682492245876,3.795199072438163,1.5214711097708085
KIC5516982,1.263,0.045276926,0.044418465,1.472,0.019416488,0.019416488,6444.0,50.0,50.0,-0.065,0.1,0.1,,,,,4.203,0.007211103,0.007211103,,3.568,0.306744936,0.306744936,,ms,F,,,,,,serenelli17,A,1,0.5524248457040855,0.03581827364570367,0.03904007923304886,50.0,0.007211103,0.1,0.306744936,0.0448476955,0.019416488,0.037429176439376266,3.5508864212193196,1.3190548913043478
KIC5530375,1.404,0.064350602,0.061854668,2.753,0.06574192,0.064845971,6210.0,55.0,55.0,-0.226,0.1,0.1,,,,,3.706,0.012369317,0.012369317,,8.503,1.208243273,1.208243273,,ms,F,,,,,,serenelli17,A,1,0.92957217907655,0.057702654542972964,0.06656136590166128,55.0,0.012369317,0.1,1.208243273,0.063102635,0.0652939455,0.062132010222317124,4.494489672364673,2.3717379404286234
KIC5543462,1.033,0.061294372,0.058821765,1.298,0.057974132,0.053160135,6246.0,54.0,54.0,-0.372,0.102,0.102,,,,,4.224,0.029274562,0.030265492,,2.252,0.188741772,0.188741772,,ms,F,,,,,,serenelli17,A,1,0.3525683861793086,0.034953447753331535,0.03801480048571282,54.0,0.029770027,0.102,0.188741772,0.0600580685,0.0555671335,0.03648412411952218,5.813946611810262,4.280981009244992
KIC5636956,1.464,0.072422372,0.127137721,2.055,0.055461698,0.064621978,6369.0,60.0,60.0,0.094,0.1,0.1,,,,,3.975,0.012165525,0.013152946,,7.338,0.637729562,0.637729562,,ms,F,,,,,,serenelli17,A,1,0.8655777074199291,0.036192712241456704,0.03948537526226725,60.0,0.012659235500000001,0.1,0.637729562,0.0997800465,0.060041838,0.03783904375186198,6.815576946721311,2.9217439416058393
KIC5683538,1.22,0.058600341,0.061032778,2.302,0.101651365,0.093962759,6366.0,73.0,73.0,-0.557,0.102,0.102,,,,,3.798,0.02745906,0.029427878,,6.302,0.483941956,0.483941956,,ms,F,,,,,,serenelli17,A,1,0.7994783988379808,0.032131741720644036,0.03470034915568532,73.0,0.028443469,0.102,0.483941956,0.059816559500000005,0.097807062,0.03341604543816468,4.9029966803278695,4.248786359687228
KIC5773155,1.429,0.077833155,0.079208585,1.896,0.052153619,0.052153619,6317.0,55.0,55.0,0.138,0.1,0.1,,,,,4.036,0.013152946,0.013152946,,5.469,0.4588635,0.4588635,,ms,F,,,,,,serenelli17,A,1,0.7379079233746387,0.03499027127961141,0.03805836509437477,55.0,0.013152946,0.1,0.4588635,0.07852086999999999,0.052153619,0.03652431818699309,5.49481245626312,2.7507183016877637
KIC5773345,1.508,0.04482187,0.047201695,2.024,0.018384776,0.019849433,6214.0,61.0,61.0,0.255,0.1,0.1,,,,,4.003,0.006324555,0.006324555,,5.275,0.432457782,0.432457782,,ms,F,,,,,,serenelli17,A,1,0.7222224639697303,0.034220243733103395,0.03714904831848631,61.0,0.006324555,0.1,0.432457782,0.0460117825,0.0191171045,0.03568464602579485,3.0511792108753317,0.944520973320158
KIC5950854,0.956,0.049203658,0.047634021,1.233,0.021400935,0.020615528,5913.0,61.0,61.0,-0.238,0.1,0.1,,,,,4.236,0.008602325,0.008602325,,1.875,0.157345852,0.157345852,,ms,G,,,,,,serenelli17,A,1,0.27300127206373764,0.034996343376018535,0.038065549550929834,61.0,0.008602325,0.1,0.157345852,0.0484188395,0.021008231500000002,0.036530946463474184,5.064732165271966,1.703830616382806
KIC5961597,1.465,0.068593003,0.077620873,1.923,0.04494441,0.04494441,6492.0,53.0,53.0,0.051,0.1,0.1,,,,,4.035,0.012649111,0.013601471,,6.678,0.526709025,0.526709025,,ms,F,,,,,,serenelli17,A,1,0.824646414718352,0.032970031030038816,0.03568014374272532,53.0,0.013125291,0.1,0.526709025,0.07310693800000001,0.04494441,0.03432508738638207,4.990234675767918,2.3372028081123246
KIC6047087,1.096,0.061587336,0.06074537,1.315,0.027730849,0.026832816,6189.0,61.0,61.0,-0.188,0.1,0.1,,,,,4.239,0.011661904,0.011661904,,2.129,0.17638538,0.17638538,,ms,F,,,,,,serenelli17,A,1,0.32817566143832255,0.03456787324074018,0.037559124716150305,61.0,0.011661904,0.1,0.17638538,0.061166353,0.0272818325,0.03606349897844524,5.580871624087591,2.0746640684410647
KIC6049366,1.212,0.06726812,0.065795137,1.822,0.086648716,0.08005623,6220.0,62.0,62.0,-0.143,0.099,0.099,,,,,3.998,0.029427878,0.030413813,,4.637,0.392941598,0.392941598,,ms,F,,,,,,serenelli17,A,1,0.6662370958958044,0.03532584665245331,0.03845574434891941,62.0,0.0299208455,0.099,0.392941598,0.0665316285,0.08335247300000001,0.03689079550068636,5.489408292079207,4.574778979143798
KIC6129877,1.115,0.067675697,0.070178344,1.328,0.038483763,0.038483763,6064.0,72.0,72.0,-0.048,0.1,0.1,,,,,4.238,0.015811388,0.016763055,,2.353,0.200690222,0.200690222,,ms,F,,,,,,serenelli17,A,1,0.3716219271760213,0.035546286410877814,0.03871714847448038,72.0,0.016287221499999997,0.1,0.200690222,0.0689270205,0.038483763,0.037131717442679096,6.181795560538117,2.8978737198795175
KIC6232600,1.132,0.059076222,0.059076222,1.312,0.024698178,0.024698178,6435.0,70.0,70.0,-0.294,0.1,0.1,,,,,4.255,0.01029563,0.01029563,,2.61,0.199951275,0.199951275,,ms,F,,,,,,serenelli17,A,1,0.41664050733828095,0.03205828189701343,0.03461468435481563,70.0,0.01029563,0.1,0.199951275,0.059076222,0.024698178,0.03333648312591453,5.218747526501767,1.8824830792682925
KIC6287060,1.157,0.079881162,0.07823682,1.488,0.047010637,0.045276926,6020.0,53.0,53.0,-0.016,0.1,0.1,,,,,4.155,0.017464249,0.018384776,,3.112,0.27140541,0.27140541,,ms,F,,,,,,serenelli17,A,1,0.4930395883176513,0.036314451083401644,0.039630332732513984,53.0,0.0179245125,0.1,0.27140541,0.079058991,0.0461437815,0.037972391907957814,6.833102074330164,3.1010605846774197
KIC6370489,1.211,0.058137767,0.061522354,2.002,0.03482815,0.03748333,6302.0,80.0,80.0,-0.452,0.1,0.1,,,,,3.918,0.008602325,0.008602325,,5.209,0.448219507,0.448219507,,ms,F,,,,,,serenelli17,A,1,0.7167543574326971,0.03584867278894632,0.03907619966676201,80.0,0.008602325,0.1,0.448219507,0.059830060500000004,0.036155740000000006,0.03746243622785417,4.94055,1.8059810189810195
KIC6520835,1.328,0.058796258,0.057489129,2.144,0.03482815,0.034058773,6146.0,50.0,50.0,0.032,0.1,0.1,,,,,3.898,0.010630146,0.010630146,,7.205,0.572534042,0.572534042,,ms,F,,,,,,serenelli17,A,1,0.8576339851500081,0.03320793552695889,0.03595895556321671,50.0,0.010630146,0.1,0.572534042,0.058142693499999995,0.0344434615,0.0345834455450878,4.378214871987951,1.606504734141791
KIC6529109,1.19,0.052430907,0.056603887,1.828,0.031064449,0.032756679,5806.0,90.0,90.0,0.072,0.099,0.099,,,,,3.989,0.01,0.01,,3.483,0.301768722,0.301768722,,ms,G,,,,,,serenelli17,A,1,0.5419534744582363,0.036085871510476375,0.03935823065487676,90.0,0.01,0.099,0.301768722,0.054517396999999995,0.031910564,0.037722051082676566,4.581293865546218,1.7456544857768055
KIC6530901,1.3,0.050249378,0.053037722,1.559,0.023430749,0.024207437,6374.0,53.0,53.0,0.018,0.1,0.1,,,,,4.165,0.01,0.01,,3.626,0.303046764,0.303046764,,ms,F,,,,,,serenelli17,A,1,0.5594277997594899,0.034859398109656325,0.03790357027435631,53.0,0.01,0.1,0.303046764,0.051643549999999996,0.023819093,0.03638148419200632,3.9725807692307686,1.5278443232841565
KIC6592305,1.362,0.056586217,0.05375872,2.248,0.041048752,0.039408121,6132.0,55.0,55.0,0.06,0.1,0.1,,,,,3.868,0.01029563,0.01029563,,6.92,0.596243014,0.596243014,,ms,F,,,,,,serenelli17,A,1,0.8401060944567578,0.03589471874036532,0.039130922264751566,55.0,0.01029563,0.1,0.596243014,0.0551724685,0.0402284365,0.03751282050255844,4.050842033773862,1.7895211966192166
KIC6593620,0.985,0.0560803,0.054378304,1.581,0.043462628,0.041629317,5791.0,60.0,60.0,-0.26,0.1,0.1,,,,,4.033,0.015231546,0.015231546,,2.585,0.222583045,0.222583045,,ms,G,,,,,,serenelli17,A,1,0.4124605474299613,0.03587206361283052,0.039103996542480035,60.0,0.015231546,0.1,0.222583045,0.055229302,0.0425459725,0.03748803007765528,5.60703573604061,2.691079854522454
KIC6605673,1.135,0.089537702,0.060539243,1.65,0.039,0.032649655,6222.0,60.0,60.0,-0.258,0.1,0.1,,,,,4.058,0.014317821,0.011661904,,3.612,0.307113151,0.307113151,,ms,F,,,,,,serenelli17,A,1,0.5577477416414682,0.03544006078675632,0.038591146714254454,60.0,0.012989862500000001,0.1,0.307113151,0.0750384725,0.0358248275,0.03701560375050539,6.611319162995595,2.171201666666667
KIC6612225,1.186,0.065,0.068117545,1.783,0.049040799,0.049819675,6374.0,54.0,54.0,-0.337,0.1,0.1,,,,,4.009,0.01118034,0.01118034,,5.549,0.478999686,0.478999686,,ms,F,,,,,,serenelli17,A,1,0.7442147248141658,0.03595849620592162,0.039206738583697054,54.0,0.01118034,0.1,0.478999686,0.0665587725,0.049430237,0.03758261739480934,5.612038153456999,2.7723071789119467
KIC6671492,1.413,0.065115282,0.066603303,2.445,0.049648766,0.047010637,6103.0,103.0,103.0,0.067,0.1,0.1,,,,,3.81,0.012529964,0.012529964,,8.403,0.73916899,0.73916899,,ms,F,,,,,,serenelli17,A,1,0.9244343635432307,0.036614881275557565,0.03998844370364607,103.0,0.012529964,0.1,0.73916899,0.0658592925,0.0483297015,0.03830166248960182,4.660954883227176,1.9766749079754604
KIC6689943,1.178,0.064031242,0.074625733,1.479,0.038275318,0.039115214,6011.0,54.0,54.0,-0.002,0.1,0.1,,,,,4.168,0.012083046,0.013,,3.222,0.274607079,0.274607079,,ms,F,,,,,,serenelli17,A,1,0.5081255360831992,0.03552129639489232,0.038687499979706386,54.0,0.012541522999999999,0.1,0.274607079,0.06932848750000001,0.038695266000000006,0.03710439818729935,5.885270585738541,2.6163127789046654
KIC6766513,1.271,0.052345009,0.053740115,2.054,0.033970576,0.033970576,6594.0,77.0,77.0,-0.397,0.102,0.102,,,,,3.916,0.008062258,0.008062258,,6.876,0.643260767,0.643260767,,ms,F,,,,,,serenelli17,A,1,0.8373358680150148,0.03883927834876966,0.042656910870844555,77.0,0.008062258,0.102,0.643260767,0.053042562,0.033970576,0.040748094609807106,4.173293627065303,1.6538741966893868
KIC6837853,1.146,0.075742986,0.077987178,1.376,0.051,0.049244289,5886.0,57.0,57.0,0.154,0.1,0.1,,,,,4.218,0.020615528,0.021587033,,2.122,0.177657336,0.177657336,,ms,G,,,,,,serenelli17,A,1,0.32674537956532185,0.034917748551768324,0.03797257372296681,57.0,0.0211012805,0.1,0.177657336,0.076865082,0.05012214449999999,0.036445161137367565,6.707249738219896,3.6425977107558136
KIC6853020,1.515,0.098081599,0.134525091,2.092,0.070830784,0.070830784,6437.0,56.0,56.0,0.125,0.1,0.1,,,,,3.973,0.018681542,0.019646883,,7.406,0.598470002,0.598470002,,ms,F,,,,,,serenelli17,A,1,0.8695837077134237,0.03374887366033086,0.03659414393907656,56.0,0.0191642125,0.1,0.598470002,0.116303345,0.070830784,0.03517150879970371,7.676788448844885,3.385792734225621
KIC7038145,1.471,0.077103826,0.06670832,2.459,0.075894664,0.062769419,6074.0,58.0,58.0,0.257,0.1,0.1,,,,,3.823,0.016763055,0.015811388,,8.695,0.807294839,0.807294839,,ms,F,,,,,,serenelli17,A,1,0.9392695863387313,0.03855891532477507,0.04231891784166797,58.0,0.016287221499999997,0.1,0.807294839,0.071906073,0.0693320415,0.04043891658322152,4.888244255608429,2.8195218178121184
KIC7133688,1.418,0.081320354,0.096607453,1.932,0.063953108,0.062177166,6400.0,63.0,63.0,0.028,0.1,0.1,,,,,4.015,0.019646883,0.021587033,,6.589,0.596604813,0.596604813,,ms,F,,,,,,serenelli17,A,1,0.8188195075475364,0.03764382106659436,0.041219061021339654,63.0,0.020616957999999998,0.1,0.596604813,0.0889639035,0.063065137,0.03943144104396701,6.273900105782793,3.264241045548654
KIC7174470,1.412,0.221551348,0.122674366,2.266,0.09625487,0.080156098,6119.0,84.0,84.0,0.192,0.1,0.1,,,,,3.882,0.022825424,0.021095023,,6.988,0.592399744,0.592399744,,ms,F,,,,,,serenelli17,A,1,0.8443528963108934,0.03533921196440781,0.038471585082650805,84.0,0.0219602235,0.1,0.592399744,0.172112857,0.088205484,0.03690539852352931,12.189295821529747,3.8925632833186232
KIC7282890,1.596,0.094413982,0.215615398,2.393,0.075073298,0.107703296,6341.0,47.0,47.0,-0.014,0.099,0.099,,,,,3.877,0.013038405,0.015652476,,8.587,0.730976121,0.730976121,,ms,F,,,,,,serenelli17,A,1,0.9338414628987213,0.03548013025670671,0.03863866804572258,47.0,0.014345440499999999,0.099,0.730976121,0.15501469,0.09138829700000001,0.037059399151214645,9.712699874686717,3.818984412870874
KIC7296438,1.159,0.040360872,0.055072679,1.393,0.02,0.023345235,5749.0,56.0,56.0,0.268,0.072111026,0.072111026,,,,,4.213,0.005830952,0.007615773,,2.202,0.188867864,0.188867864,,ms,G,,,,,,serenelli17,A,1,0.34281731463573295,0.035738260007266986,0.03894503301468971,56.0,0.0067233625,0.072111026,0.188867864,0.0477167755,0.021672617499999998,0.03734164651097835,4.117064322691976,1.5558232232591527
KIC7376493,0.997,0.059169249,0.054918121,1.494,0.036891733,0.036055513,5803.0,73.0,73.0,-0.123,0.101,0.101,,,,,4.087,0.01077033,0.01077033,,2.293,0.20247532,0.20247532,,ms,G,,,,,,serenelli17,A,1,0.36040405472993886,0.03674922436468281,0.04014875568514875,73.0,0.01077033,0.101,0.20247532,0.057043685,0.036473623,0.03844899002491578,5.7215330992978926,2.4413402275769744
KIC7383120,1.105,0.081301906,0.075451971,1.393,0.054129474,0.052325902,6048.0,58.0,58.0,-0.112,0.1,0.1,,,,,4.194,0.018248288,0.018248288,,2.549,0.220573735,0.220573735,,ms,F,,,,,,serenelli17,A,1,0.4063698354692675,0.036043096489457804,0.03930734592143398,58.0,0.018248288,0.1,0.220573735,0.07837693849999999,0.053227687999999995,0.03767522120544589,7.092935610859728,3.8210831299353907
KIC7429287,0.937,0.053,0.051312766,1.498,0.036891733,0.036055513,5802.0,60.0,60.0,-0.381,0.1,0.1,,,,,4.058,0.01118034,0.01118034,,2.599,0.234262777,0.234262777,,ms,G,,,,,,serenelli17,A,1,0.4148062795010126,0.03748057645558256,0.0410233919078023,60.0,0.01118034,0.1,0.234262777,0.052156383,0.036473623,0.03925198418169243,5.566316221985058,2.43482129506008
KIC7529180,1.352,0.06726812,0.067941151,1.455,0.032557641,0.032557641,6682.0,58.0,58.0,-0.024,0.1,0.1,,,,,4.243,0.009848858,0.009848858,,3.766,0.297722752,0.297722752,,ms,F,,,,,,serenelli17,A,1,0.575880315680646,0.033043754809826575,0.035766508749651704,58.0,0.009848858,0.1,0.297722752,0.06760463550000001,0.032557641,0.03440513177973914,5.000342862426035,2.2376385567010306
KIC7591963,1.2,0.052009614,0.056859476,1.833,0.04788528,0.04788528,5966.0,61.0,61.0,0.011,0.1,0.1,,,,,3.99,0.015231546,0.015231546,,4.338,0.384319149,0.384319149,,ms,G,,,,,,serenelli17,A,1,0.6372895476781745,0.03686578702680254,0.04028793840200706,61.0,0.015231546,0.1,0.384319149,0.054434545,0.04788528,0.0385768627144048,4.536212083333333,2.6123993453355157
KIC7611858,1.128,0.103469802,0.06780118,1.54,0.062625873,0.058872744,5926.0,58.0,58.0,0.021,0.099,0.099,,,,,4.119,0.026925824,0.028861739,,2.849,0.251522846,0.251522846,,ms,G,,,,,,serenelli17,A,1,0.4546924492394769,0.03674248652579515,0.040140712812135604,58.0,0.0278937815,0.099,0.251522846,0.08563549100000001,0.0607493085,0.038441599668965376,7.591798847517732,3.9447602922077922
KIC7668623,1.389,0.077103826,0.070837843,2.291,0.055217751,0.04669047,6277.0,48.0,48.0,-0.004,0.1,0.1,,,,,3.859,0.012529964,0.010816654,,8.698,0.736795261,0.736795261,,ms,F,,,,,,serenelli17,A,1,0.9394194033293172,0.035313076902137364,0.038440610477322945,48.0,0.011673309,0.1,0.736795261,0.0739708345,0.0509541105,0.036876843689730154,5.325474046076314,2.2240991051942385
