ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,logL,elogL1,elogL2,logR,elogR1,elogR2,eTeff,elogg,eFeH,eL,eM,eR,elogL,elogR,percent_eM,percent_eR
KIC7369781,1.208,0.0508,0.0508,9.6694,0.1812,0.1812,4479.768,47.4028,47.4028,0.2974,0.058,0.058,,,,,2.5508,0.0045,0.0045,0.0,33.57,1.87,1.6,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.5259513412480126,0.023542371967000486,0.021208704976324544,0.9853995263297906,0.008063157848340774,0.008215695800651623,47.4028,0.0045,0.058,1.735,0.0508,0.1812,0.022375538471662515,0.008139426824496199,4.2052980132450335,1.8739528822884566
KIC7374869,1.4706,0.0557,0.0557,5.8279,0.0996,0.0996,4869.734,46.4617,46.4617,-0.0299,0.058,0.058,,,,,3.0763,0.0039,0.0039,0.0,15.97,1.26,1.11,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.203304916138483,0.0329803613095454,0.03128610671392651,0.7655120911726286,0.007359471477597079,0.007486336598246823,46.4617,0.0039,0.058,1.185,0.0557,0.0996,0.032133234011735956,0.007422904037921951,3.787569699442405,1.7090204018600181
KIC7375225,1.4419,0.0554,0.0554,5.9918,0.1037,0.1037,4769.991,53.757,53.757,0.0892,0.058,0.058,,,,,3.0436,0.0043,0.0043,0.0,16.74478,1.35147,0.93861,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.2238794459688287,0.033709141439612456,0.025052797375815894,0.7775573086390078,0.007452026965050096,0.007582131446895901,53.757,0.0043,0.058,1.14504,0.0554,0.1037,0.029380969407714175,0.0075170792059729985,3.8421527151674875,1.730698621449314
KIC7376259,1.1969,0.046,0.046,6.1899,0.1071,0.1071,4758.1846,50.3302,50.3302,-0.0139,0.058,0.058,,,,,2.9345,0.0042,0.0042,0.0,17.41,0.31,0.45,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.2407987711173312,0.007664946433700859,0.011372923196636187,0.7916836328975012,0.0074500604045616425,0.007580095626474659,50.3302,0.0042,0.058,0.38,0.046,0.1071,0.009518934815168523,0.007515078015518151,3.843261759545492,1.7302379683032039
KIC7376659,1.0882,0.0419,0.0419,5.7164,0.099,0.099,4732.363,44.465,44.465,-0.063,0.058,0.058,,,,,2.9622,0.0039,0.0039,0.0,14.83,0.34,0.3,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.171141151028382,0.009844429758348427,0.008875536730360567,0.7571226105518832,0.007456981568167653,0.007587260628451498,44.465,0.0039,0.058,0.32,0.0419,0.099,0.009359983244354497,0.007522121098309575,3.8503951479507443,1.7318592120915262
KIC7377466,1.249,0.0491,0.0491,21.871,0.385,0.385,4134.848,37.1017,37.1017,0.2367,0.058,0.058,,,,,1.8368,0.0038,0.0038,0.0,184.8,24.4,15.7,0.0,rgb,,,,,,,Pinsonneault25,A,3,2.2667019668840878,0.053859713311148916,0.0385583592863461,1.3398686405846514,0.007578472063319852,0.007713069189104971,37.1017,0.0038,0.058,20.049999999999997,0.0491,0.385,0.04620903629874751,0.0076457706262124114,3.931144915932746,1.7603218874308446
KIC7382908,1.1934,0.0458,0.0458,7.0485,0.1219,0.1219,4815.9546,51.3309,51.3309,-0.3059,0.058,0.058,,,,,2.8204,0.0042,0.0042,0.0,24.07785,2.10916,1.3047,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.3816177045615723,0.03646820949439933,0.024194597837500886,0.8480967040786331,0.007446679336343687,0.007576595524893315,51.3309,0.0042,0.058,1.70693,0.0458,0.1219,0.030331403665950107,0.007511637430618501,3.83777442600972,1.7294459814144854
KIC7383850,1.9952,0.0834,0.0834,14.0952,0.2634,0.2634,4688.4805,43.3052,43.3052,-0.0296,0.058,0.058,,,,,2.4397,0.0042,0.0042,0.0,86.48995,3.70874,4.49294,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.9369656460415,0.018234584073582916,0.02316762980627196,1.149071242554563,0.008040854599972613,0.008192541895720051,43.3052,0.0042,0.058,4.10084,0.0834,0.2634,0.02070110693992744,0.008116698247846332,4.180032076984763,1.8687212668142348
KIC7385745,1.1994,0.0464,0.0464,8.425,0.1463,0.1463,4543.453,40.46,40.46,0.2034,0.058,0.058,,,,,2.6676,0.0038,0.0038,0.0,31.4,0.83,0.82,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.4969296480732148,0.011330657439119651,0.011492166996913467,0.9255699095433763,0.007476786359923437,0.0076077644435479375,40.46,0.0038,0.058,0.825,0.0464,0.1463,0.011411412218016559,0.0075422754017356874,3.8686009671502415,1.7364985163204747
KIC7417685,1.215,0.051,0.051,12.8096,0.2399,0.2399,4505.4346,46.6836,46.6836,-0.0331,0.058,0.058,,,,,2.3045,0.0044,0.0044,0.0,53.84,3.54,2.82,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.7311050512159205,0.02765549269405909,0.023364596942149207,1.107535568425011,0.008058303295191749,0.00821065588617742,46.6836,0.0044,0.058,3.1799999999999997,0.051,0.2399,0.02551004481810415,0.008134479590684585,4.19753086419753,1.8728141393954536
KIC7420646,1.5897,0.0664,0.0664,11.6675,0.2178,0.2178,4767.1074,48.9462,48.9462,-0.2316,0.058,0.058,,,,,2.5063,0.0044,0.0044,0.0,62.68,4.2,5.13,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.7971289877965526,0.028167276634407434,0.03708365983074202,1.0669778095571936,0.008032338787210547,0.008183701925080111,48.9462,0.0044,0.058,4.665,0.0664,0.2178,0.03262546823257473,0.008108020356145329,4.176888721142354,1.8667238054424684
KIC7427790,1.3052,0.0546,0.0546,8.112,0.1517,0.1517,4647.1934,48.2113,48.2113,0.1693,0.058,0.058,,,,,2.7372,0.0044,0.0044,0.0,27.65117,1.52315,1.52509,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.4417135122697795,0.023287229956133748,0.024639259912553335,0.9091279419892607,0.00804660046355532,0.008198506677540185,48.2113,0.0044,0.058,1.52412,0.0546,0.1517,0.02396324493434354,0.008122553570547753,4.183266932270916,1.8700690335305719
KIC7428217,1.0435,0.0403,0.0403,8.2177,0.1426,0.1426,4574.743,41.9781,41.9781,-0.1537,0.058,0.058,,,,,2.6288,0.0038,0.0038,0.0,26.64784,1.94633,1.33086,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.425662012083086,0.030615482761783275,0.022250113563960117,0.914750282615469,0.007471579274135665,0.007602373385792283,41.9781,0.0038,0.058,1.638595,0.0403,0.1426,0.026432798162871696,0.007536976329963974,3.862002874940105,1.7352787276245176
KIC7428624,1.1709,0.0456,0.0456,14.5834,0.2543,0.2543,4301.3423,41.6009,41.6009,0.1412,0.058,0.058,,,,,2.1721,0.0039,0.0039,0.0,65.58859,2.85826,3.37573,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.816828294695273,0.018525171520585637,0.02294812785400513,1.1638587879803346,0.007507797954409812,0.007639874436334626,41.6009,0.0039,0.058,3.116995,0.0456,0.2543,0.020736649687295383,0.007573836195372219,3.8944401742249553,1.7437634570813394
KIC7429055,1.0862,0.042,0.042,7.9108,0.1374,0.1374,4546.762,40.9685,40.9685,0.0648,0.058,0.058,,,,,2.6793,0.0038,0.0038,0.0,23.08,0.4,0.41,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.3632358044836939,0.007462288091882874,0.007784284357176485,0.8982204048652204,0.007478355318940144,0.007609388861374744,40.9685,0.0038,0.058,0.405,0.042,0.1374,0.0076232862245296795,0.007543872090157444,3.8666912170870926,1.736866056530313
KIC7429237,1.2871,0.0564,0.0564,25.2886,0.507,0.507,4846.703,61.0009,61.0009,-1.4928,0.058,0.058,,,,,1.7189,0.0048,0.0048,0.0,317.92883,17.02832,20.14836,1.0,rgb,,,,,,,Pinsonneault25,A,3,2.502329911816009,0.022659340866129085,0.028433700768437653,1.4029247870706043,0.008620846850629693,0.008795444322782453,61.0009,0.0048,0.058,18.588340000000002,0.0564,0.507,0.02554652081728337,0.008708145586706073,4.381943904902494,2.0048559429940767
KIC7429607,1.2065,0.0506,0.0506,10.3524,0.1938,0.1938,4550.3525,44.2088,44.2088,0.0262,0.058,0.058,,,,,2.4902,0.0043,0.0043,0.0,43.32,2.23,1.79,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6366884479532828,0.021799933355734158,0.018326516843404583,1.0150410440855053,0.00805495902531761,0.008207183988896416,44.2088,0.0043,0.058,2.01,0.0506,0.1938,0.02006322509956937,0.008131071507107013,4.19394944053046,1.8720296742784281
KIC7430037,1.2928,0.0501,0.0501,13.6845,0.238,0.238,4457.223,40.0313,40.0313,0.0294,0.058,0.058,,,,,2.2732,0.0038,0.0038,0.0,65.8,2.01,1.85,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.8182258936139555,0.013067850763054167,0.012385344799282771,1.1362289339194758,0.007488292642320982,0.007619677721903084,40.0313,0.0038,0.058,1.93,0.0501,0.238,0.01272659778116847,0.007553985182112033,3.875309405940594,1.7391939785889143
KIC7430415,1.1178,0.047,0.047,14.0393,0.2631,0.2631,4464.944,40.7557,40.7557,-0.198,0.058,0.058,,,,,2.1851,0.0041,0.0041,0.0,70.5748,2.9819,3.6506,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.8486496560854189,0.017972581012183797,0.02306646767451892,1.1473454543952049,0.00806346553839199,0.008216015243096342,40.7557,0.0041,0.058,3.31625,0.047,0.2631,0.02051952434335136,0.008139740390744166,4.204687779567007,1.8740250582293987
KIC7430868,1.0482,0.0405,0.0405,8.1987,0.1423,0.1423,4589.417,42.0252,42.0252,-0.1824,0.058,0.058,,,,,2.6328,0.0038,0.0038,0.0,26.86673,1.43502,1.34048,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.4292148108553326,0.022598479504490898,0.022227792523015433,0.9137449953611897,0.0074731258337606965,0.0076039745733057496,42.0252,0.0038,0.058,1.38775,0.0405,0.1423,0.022413136013753165,0.007538550203533223,3.8637664567830563,1.735641016258675
KIC7431665,1.3072,0.0497,0.0497,9.1007,0.1559,0.1559,4709.4033,43.7669,43.7669,-0.0708,0.058,0.058,,,,,2.638,0.0038,0.0038,0.0,33.77,0.93,0.87,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.5285310606354117,0.011798414155462122,0.011335162685437217,0.9590747983041032,0.007376698919176028,0.007504163838657596,43.7669,0.0038,0.058,0.9,0.0497,0.1559,0.01156678842044967,0.007440431378916812,3.8020195838433293,1.7130550397222193
KIC7431712,1.3871,0.0577,0.0577,7.5261,0.1402,0.1402,4967.218,52.0992,52.0992,-0.3361,0.058,0.058,,,,,2.8288,0.0044,0.0044,0.0,31.06616,1.50507,1.72073,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.4922875746622635,0.020546584643363452,0.024747097028073872,0.8765699845338938,0.008015825661676135,0.008166561227354041,52.0992,0.0044,0.058,1.6129,0.0577,0.1402,0.022646840835718662,0.008091193444515088,4.159757768005191,1.8628506131993994
KIC7432909,1.0768,0.0449,0.0449,4.6166,0.0862,0.0862,4791.569,47.7689,47.7689,-0.0129,0.058,0.058,,,,,3.1433,0.0043,0.0043,0.0,10.12162,1.11959,0.54619,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.0052500283885943,0.04556303267006778,0.024091742621659584,0.664322247235063,0.008034262290664507,0.008185698616590242,47.7689,0.0043,0.058,0.83289,0.0449,0.0862,0.03482738764586368,0.008109980453627375,4.169762258543834,1.8671749772559891
KIC7433813,1.2566,0.0485,0.0485,13.3662,0.2318,0.2318,4638.172,45.1726,45.1726,-0.274,0.058,0.058,,,,,2.2813,0.004,0.004,0.0,74.49001,3.66931,3.83907,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.87209803257661,0.020882739711225895,0.022980088131633103,1.1260079552349689,0.00746708160312326,0.007597716913094965,45.1726,0.004,0.058,3.75419,0.0485,0.2318,0.0219314139214295,0.007532399258109113,3.8596212000636645,1.7342251350421212
KIC7433988,1.175,0.0493,0.0493,10.4181,0.195,0.195,4559.6836,43.8126,43.8126,-0.0075,0.058,0.058,,,,,2.473,0.0042,0.0042,0.0,37.02,1.93,1.52,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.5684364144168854,0.022071047591697868,0.018208061361791428,1.0177885217701048,0.008053734539458457,0.008205912786598546,43.8126,0.0042,0.058,1.725,0.0493,0.195,0.020139554476744648,0.008129823663028501,4.195744680851063,1.871742448239122
KIC7434109,1.3984,0.0581,0.0581,5.1215,0.0954,0.0954,4956.0225,60.9782,60.9782,-0.151,0.058,0.058,,,,,3.1666,0.0048,0.0048,0.0,13.48,0.43,0.5,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.129689892199301,0.013637237792745394,0.016415199734950647,0.709397177053068,0.008015334987607425,0.008166051925808882,60.9782,0.0048,0.058,0.46499999999999997,0.0581,0.0954,0.01502621876384802,0.008090693456708153,4.15474828375286,1.8627355267011616
KIC7434436,1.6037,0.0619,0.0619,10.3391,0.1794,0.1794,4596.5483,42.9013,42.9013,0.1406,0.058,0.058,,,,,2.6159,0.0039,0.0039,0.0,43.39,2.83,2.83,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.637389650129212,0.02744029101387846,0.029291703803932423,1.014482735852192,0.00747107543222425,0.007601851749582611,42.9013,0.0039,0.058,2.83,0.0619,0.1794,0.02836599740890544,0.0075364635909034305,3.859824156637775,1.735160700641255
KIC7445517,1.6927,0.0652,0.0652,9.4727,0.1641,0.1641,4708.0693,47.2254,47.2254,0.1154,0.058,0.058,,,,,2.7154,0.004,0.004,0.0,39.7204,1.96565,2.07985,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.5990136133610588,0.02097713174182525,0.023357652691388786,0.9764737834354905,0.007459062391014681,0.007589414805861838,47.2254,0.004,0.058,2.02275,0.0652,0.1641,0.022167392216607018,0.00752423859843826,3.8518343474921717,1.7323466382340833
KIC7445518,1.4935,0.0576,0.0576,7.6286,0.1322,0.1322,4664.8223,41.9391,41.9391,0.2666,0.058,0.058,,,,,2.8491,0.0038,0.0038,0.0,24.82703,1.62546,1.2262,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.3949247690205597,0.02754178985960576,0.021997492402933805,0.8824448435823469,0.007461647995133158,0.007592091588700334,41.9391,0.0038,0.058,1.42583,0.0576,0.1322,0.02476964113126978,0.007526869791916746,3.8567124204887846,1.7329523110400338
KIC7445698,1.6461,0.0633,0.0633,11.8219,0.2047,0.2047,4751.037,44.5938,44.5938,-0.1225,0.058,0.058,,,,,2.51,0.0039,0.0039,0.0,53.71,1.61,1.52,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.7300551523754997,0.012827019061773193,0.012467855520039262,1.0726872813847286,0.007455585361490824,0.0075858152135364065,44.5938,0.0039,0.058,1.565,0.0633,0.2047,0.012647437290906227,0.007520700287513615,3.84545288864589,1.7315321564215567
KIC7446011,1.9231,0.0738,0.0738,7.4064,0.1281,0.1281,4808.672,52.4055,52.4055,0.2111,0.058,0.058,,,,,2.9846,0.0042,0.0042,0.0,26.42468,1.52834,1.45098,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.42200973675238,0.02441899849270457,0.02452684636170077,0.8696071634387355,0.0074472737764951225,0.007577210888794372,52.4055,0.0042,0.058,1.48966,0.0738,0.1281,0.02447292242720267,0.007512242332644747,3.8375539493526083,1.7295852235904081
KIC7446296,1.2679,0.0486,0.0486,7.892,0.1364,0.1364,4863.613,52.2446,52.2446,-0.3867,0.058,0.058,,,,,2.7485,0.0042,0.0042,0.0,31.86,0.7,0.72,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.5032457714651126,0.009438624752051039,0.009927163233011127,0.8971870765801536,0.007441925683862705,0.007571674609855972,52.2446,0.0042,0.058,0.71,0.0486,0.1364,0.009682893992531083,0.007506800146859338,3.8331098667087304,1.7283324885960465
KIC7446517,1.3845,0.0576,0.0576,5.8467,0.1089,0.1089,4938.9927,56.656,56.656,-0.0901,0.058,0.058,,,,,3.0473,0.0047,0.0047,0.0,18.32609,2.13786,1.06797,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.2630698150679873,0.047919650947033876,0.026076330646810808,0.766910810326573,0.008014710918375134,0.0081654041667093,56.656,0.0047,0.058,1.6029149999999999,0.0576,0.1089,0.03699799079692234,0.008090057542542217,4.160346695557963,1.862589152855457
KIC7446560,1.1364,0.0436,0.0436,17.6898,0.3046,0.3046,4373.931,40.4862,40.4862,-0.4179,0.058,0.058,,,,,1.9848,0.0038,0.0038,0.0,103.18778,4.01746,5.15827,1.0,rgb,,,,,,,Pinsonneault25,A,3,2.0136282690663716,0.01658774434511967,0.022271437241723202,1.2477229228256423,0.007414447416780989,0.007543231637439973,40.4862,0.0038,0.058,4.587865,0.0436,0.3046,0.019429590793421436,0.007478839527110481,3.8366772263287574,1.7218962339879476
KIC7446648,1.1894,0.0457,0.0457,5.262,0.091,0.091,4810.0566,53.8694,53.8694,0.0665,0.058,0.058,,,,,3.0728,0.0043,0.0043,0.0,13.73,0.32,0.31,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.137670537236755,0.010005787004343736,0.00991802140378173,0.7211508437496841,0.007446399633747491,0.007576305977614384,53.8694,0.0043,0.058,0.315,0.0457,0.091,0.009961904204062733,0.0075113528056809375,3.842273415167311,1.7293804637020145
KIC7447703,1.6009,0.0669,0.0669,12.0191,0.2245,0.2245,4722.934,44.448,44.448,-0.193,0.058,0.058,,,,,2.4832,0.0042,0.0042,0.0,76.55,3.93,2.88,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.8839451950342798,0.021742772677572297,0.016654525179395696,1.079871948559608,0.008037184140401443,0.008188731675293104,44.448,0.0042,0.058,3.4050000000000002,0.0669,0.2245,0.019198648928483997,0.008112957907847274,4.178899369104879,1.8678603223203067
KIC7448746,1.0395,0.0426,0.0426,24.4258,0.4537,0.4537,4355.898,39.8562,39.8562,-0.2984,0.058,0.058,,,,,1.6552,0.0038,0.0038,0.0,215.6,12.9,12.3,0.0,rgb,,,,,,,Pinsonneault25,A,3,2.3336487565147013,0.025237447891167886,0.02551137787666269,1.3878487967468316,0.007992851401253054,0.00814271605220207,39.8562,0.0038,0.058,12.600000000000001,0.0426,0.4537,0.025374412883915287,0.008067783726727562,4.098124098124098,1.8574621916170606
KIC7449151,1.1107,0.0465,0.0465,5.955,0.1113,0.1113,4657.5103,42.8084,42.8084,0.094,0.058,0.058,,,,,2.9356,0.0042,0.0042,0.0,15.03397,0.88801,0.77919,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.177073679284597,0.02492339477061667,0.023113160236333696,0.7748817658187963,0.0080421180857706,0.00819385350671542,42.8084,0.0042,0.058,0.8336,0.0465,0.1113,0.024018277503475183,0.00811798579624301,4.186549023138562,1.8690176322418135
KIC7450059,1.4235,0.0595,0.0595,10.0638,0.1881,0.1881,4686.343,43.1255,43.1255,-0.0253,0.058,0.058,,,,,2.5876,0.0042,0.0042,0.0,44.01037,1.7518,2.28235,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.6435550197395603,0.016951590378472492,0.023127241868855508,1.002761997361979,0.008042363936805463,0.008194108722930249,43.1255,0.0042,0.058,2.017075,0.0595,0.1881,0.020039416123664,0.008118236329867856,4.1798384264137685,1.8690752995886244
KIC7450230,1.0241,0.0393,0.0393,4.014,0.0694,0.0694,4795.307,45.294,45.294,-0.1177,0.058,0.058,,,,,3.243,0.0039,0.0039,0.0,8.1,0.05,0.06,0.0,rgb,,,,,,,Pinsonneault25,A,3,0.9084850188786497,0.0026725898613269017,0.0032289701301985163,0.6035773681514668,0.007444556293694449,0.00757439776707769,45.294,0.0039,0.058,0.055,0.0393,0.0694,0.002950779995762709,0.007509477030386069,3.8375158675910557,1.7289486796213254
KIC7457184,2.0049,0.0762,0.0762,10.1069,0.1731,0.1731,4718.33,42.9033,42.9033,0.2628,0.058,0.058,,,,,2.7326,0.0038,0.0038,0.0,45.6125,2.15213,2.25336,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.6590838763727047,0.02002254153905536,0.022003216702116246,1.0046179687122558,0.0073751459470010605,0.007502556738450128,42.9033,0.0038,0.058,2.202745,0.0762,0.1731,0.021012879120585803,0.007438851342725594,3.8006883136316025,1.7126913296856603
KIC7457606,1.1549,0.0484,0.0484,7.8936,0.1477,0.1477,4597.21,49.1027,49.1027,0.0687,0.058,0.058,,,,,2.7078,0.0045,0.0045,0.0,28.01,0.87,0.53,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.4473131088235682,0.013284080074033255,0.008296380436055406,0.8972751151942607,0.008051149622257614,0.0082032292739318,49.1027,0.0045,0.058,0.7,0.0484,0.1477,0.01079023025504433,0.008127189448094707,4.19083903368257,1.871136110266545
KIC7461393,1.1351,0.0474,0.0474,11.7343,0.2191,0.2191,4741.353,45.2959,45.2959,-0.4371,0.058,0.058,,,,,2.352,0.0042,0.0042,0.0,62.69288,3.38819,3.31004,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.7972182210174308,0.022858845548729523,0.02355725701246758,1.0694571872277712,0.008034265438634502,0.008185701884353414,45.2959,0.0042,0.058,3.349115,0.0474,0.2191,0.02320805128059855,0.008109983661493958,4.175843538014272,1.867175715637064
KIC7461851,1.2255,0.0474,0.0474,12.6105,0.2189,0.2189,4568.9355,46.6217,46.6217,-0.1092,0.058,0.058,,,,,2.3222,0.0041,0.0041,0.0,62.43375,2.71761,3.30377,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.7954194210340635,0.018504064775563656,0.023611688929784602,1.100732306472844,0.00747403947477987,0.007604920491588674,46.6217,0.0041,0.058,3.0106900000000003,0.0474,0.2189,0.02105787685267413,0.007539479983184272,3.86780905752754,1.735855041433726
KIC7462845,1.4602,0.0564,0.0564,10.2077,0.1771,0.1771,4605.05,41.4864,41.4864,0.1375,0.058,0.058,,,,,2.5863,0.0038,0.0038,0.0,44.51,0.96,0.97,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6484575942825226,0.00926735992258565,0.009569169577447134,1.008927897832895,0.00747023907743527,0.007600985859781639,41.4864,0.0038,0.058,0.965,0.0564,0.1771,0.009418264750016392,0.007535612468608455,3.862484591151897,1.734964781488484
KIC7465477,1.383,0.053,0.053,6.4941,0.1122,0.1122,4918.179,47.5754,47.5754,-0.1976,0.058,0.058,,,,,2.9556,0.0039,0.0039,0.0,22.83,0.38,0.38,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.3585059114902351,0.007169228965682617,0.007289566150893156,0.8125189718652541,0.00743931977083323,0.007568977051391923,47.5754,0.0039,0.058,0.38,0.053,0.1122,0.007229397558287887,0.007504148411112577,3.8322487346348515,1.727722086201321
KIC7499531,1.9273,0.0741,0.0741,9.7297,0.1684,0.1684,4769.4346,56.1074,56.1074,-0.0092,0.058,0.058,,,,,2.7486,0.0044,0.0044,0.0,39.29,1.67,1.44,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.594282028811806,0.018077919155968347,0.016216144975714553,0.988099449687348,0.00745238746497745,0.007582504645238908,56.1074,0.0044,0.058,1.555,0.0741,0.1684,0.01714703206584145,0.007517446055108179,3.8447569138172573,1.7307830662815915
KIC7499808,1.0577,0.0443,0.0443,11.0889,0.2074,0.2074,4610.471,49.5407,49.5407,-0.532,0.058,0.058,,,,,2.3711,0.0045,0.0045,0.0,58.97,2.56,2.95,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.7706311277778066,0.018455787310222016,0.022288023290257364,1.0448884670126397,0.008047750566768874,0.008199700619172301,49.5407,0.0045,0.058,2.755,0.0443,0.2074,0.02037190530023969,0.008123725592970588,4.188333175758721,1.8703388072757439
KIC7501516,1.2438,0.048,0.048,7.0443,0.1222,0.1222,4630.7104,51.6155,51.6155,0.2479,0.058,0.058,,,,,2.8388,0.0043,0.0043,0.0,20.55705,1.05554,1.14556,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.3129607921985764,0.02174602259338476,0.024901919667391192,0.8478378432592081,0.007469261947620431,0.007599974227928574,51.6155,0.0043,0.058,1.10055,0.048,0.1222,0.023323971130387977,0.007534618087774503,3.859141341051616,1.7347358857516006
KIC7501656,1.0946,0.0455,0.0455,4.5283,0.0844,0.0844,4918.4453,47.2215,47.2215,-0.1386,0.058,0.058,,,,,3.1672,0.0042,0.0042,0.0,10.81126,0.57254,0.57174,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.0338763118218173,0.02241094527730425,0.023596713212989506,0.6559351911547451,0.008020018801166318,0.008170913598972596,47.2215,0.0042,0.058,0.5721400000000001,0.0455,0.0844,0.02300382924514688,0.008095466200069457,4.156769596199525,1.863834109930879
