ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,logL,elogL1,elogL2,logR,elogR1,elogR2,eTeff,elogg,eFeH,eL,eM,eR,elogL,elogR,percent_eM,percent_eR
KIC10053414,1.3073,0.0549,0.0549,10.5651,0.198,0.198,4487.8657,45.6026,45.6026,0.3071,0.058,0.058,,,,,2.5077,0.0044,0.0044,0.0,41.22,1.48,0.8,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.615107987443194,0.015319887581829894,0.00851167826390875,1.0238736120596674,0.008063763266243473,0.008216324343269132,45.6026,0.0044,0.058,1.1400000000000001,0.0549,0.198,0.011915782922869322,0.008140043804756303,4.199495142660445,1.8740948973507114
KIC10053594,1.2402,0.0479,0.0479,6.7773,0.1176,0.1176,4574.027,55.4844,55.4844,0.3559,0.058,0.058,,,,,2.8712,0.0045,0.0045,0.0,18.11353,1.80182,1.06449,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.2580030947165213,0.04118484855370519,0.026303165020877595,0.831056710291183,0.007471261487817182,0.007602044375999206,55.4844,0.0045,0.058,1.433155,0.0479,0.1176,0.03374400678729139,0.007536652931908194,3.862280277374617,1.7352042848922136
KIC10055061,1.223,0.0472,0.0472,16.5836,0.2865,0.2865,4201.287,36.4399,36.4399,0.2292,0.058,0.058,,,,,2.0763,0.0037,0.0037,0.0,77.19368,2.94259,3.73896,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.8875817452388286,0.01624737878102378,0.021562037636805975,1.2196788139357924,0.007438843005405982,0.0075684835225173774,36.4399,0.0037,0.058,3.340775,0.0472,0.2865,0.018904708208914878,0.00750366326396168,3.859362224039247,1.7276104102848595
KIC10055660,1.5577,0.061,0.061,24.2911,0.4266,0.4266,4248.1865,38.0801,38.0801,-0.0117,0.058,0.058,,,,,1.8415,0.0038,0.0038,0.0,173.14238,6.83245,8.59386,1.0,rgb,,,,,,,Pinsonneault25,A,3,2.2384033829962346,0.016808389015664282,0.02210940252642457,1.38544718187443,0.007560875004319678,0.0076948422509743875,38.0801,0.0038,0.058,7.7131549999999995,0.061,0.4266,0.019458895771044427,0.007627858627647033,3.916030044296077,1.7561987723898875
KIC10055674,1.4725,0.0568,0.0568,10.7302,0.1861,0.1861,4617.9233,41.6475,41.6475,0.1221,0.058,0.058,,,,,2.5463,0.0038,0.0038,0.0,48.74,0.82,0.87,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6878855248487055,0.007245772855320354,0.007822097366756875,1.030607816848234,0.0074676455246958096,0.0075983007399678115,41.6475,0.0038,0.058,0.845,0.0568,0.1861,0.007533935111038614,0.0075329731323318105,3.8573853989813247,1.7343572347206948
KIC10057222,1.2532,0.0483,0.0483,9.2051,0.1596,0.1596,4624.929,50.7138,50.7138,0.0324,0.058,0.058,,,,,2.6097,0.0042,0.0042,0.0,34.92786,1.92043,1.9268,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.543171977602658,0.02324536097516594,0.024644087883635812,0.9640285108424551,0.007465358382794052,0.007595932876106826,50.7138,0.0042,0.058,1.923615,0.0483,0.1596,0.023944724429400877,0.007530645629450439,3.8541334184487708,1.7338214685337476
KIC10066275,1.2029,0.0501,0.0501,5.4447,0.1016,0.1016,4850.611,60.3178,60.3178,-0.2187,0.058,0.058,,,,,3.0481,0.0049,0.0049,0.0,17.87,1.33,1.16,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.2521245525056444,0.031176676197905318,0.02914810261225309,0.7359739553619657,0.00802940155330878,0.008180652966111812,60.3178,0.0049,0.058,1.245,0.0501,0.1016,0.030162389405079204,0.008105027259710296,4.16493474104248,1.8660348595882235
KIC10067407,1.2003,0.0462,0.0462,10.957,0.1898,0.1898,4694.5527,44.6341,44.6341,-0.3682,0.058,0.058,,,,,2.4377,0.0039,0.0039,0.0,49.43,1.59,1.89,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6939906104607767,0.0137498438129946,0.01693143306861522,1.039691661649026,0.007458547277291228,0.007588881531047198,44.6341,0.0039,0.058,1.74,0.0462,0.1898,0.01534063844080491,0.007523714404169213,3.8490377405648593,1.7322259742630282
KIC10068556,1.326,0.0508,0.0508,4.9317,0.0852,0.0852,4885.1123,47.9932,47.9932,0.0069,0.058,0.058,,,,,3.1763,0.004,0.004,0.0,10.71,0.28,0.25,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.0297894708318556,0.011208221591634926,0.010257786300600147,0.692996650180938,0.0074387943028592085,0.007568433107612793,47.9932,0.004,0.058,0.265,0.0508,0.0852,0.010733003946117536,0.007503613705236001,3.831070889894419,1.7275990023724068
KIC10068801,1.5107,0.0588,0.0588,21.4805,0.3759,0.3759,4314.858,38.4886,38.4886,-0.0168,0.058,0.058,,,,,1.9382,0.0037,0.0037,0.0,144.0952,5.5732,7.12219,1.0,rgb,,,,,,,Pinsonneault25,A,3,2.1586495141364503,0.016480601809190087,0.02201451459200987,1.3320443861855102,0.007534244031664139,0.007667260893330585,38.4886,0.0037,0.058,6.347695,0.0588,0.3759,0.01924755820059998,0.007600752462497362,3.892235387568677,1.7499592653802287
KIC10068810,1.0199,0.0393,0.0393,8.4731,0.1469,0.1469,4636.5166,43.431,43.431,-0.3005,0.058,0.058,,,,,2.5922,0.0039,0.0039,0.0,34.64,0.71,0.71,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.539577883345309,0.00881153478760921,0.008994023700191311,0.9280423320048897,0.007464933819823161,0.007595493331482461,43.431,0.0039,0.058,0.71,0.0393,0.1469,0.00890277924390026,0.007530213575652811,3.8533189528385137,1.733722014374904
KIC10068892,1.2653,0.0483,0.0483,16.9061,0.2904,0.2904,4528.7305,42.2428,42.2428,-0.3362,0.058,0.058,,,,,2.0737,0.0038,0.0038,0.0,108.31472,4.60022,5.43056,1.0,rgb,,,,,,,Pinsonneault25,A,3,2.034687481374732,0.01806392671761259,0.022338965252992615,1.228043433509841,0.007396630527828352,0.007524791191317437,42.2428,0.0038,0.058,5.01539,0.0483,0.2904,0.020201445985302602,0.007460710859572894,3.817276535209041,1.7177231886715447
KIC10069045,1.2054,0.0465,0.0465,9.3622,0.1623,0.1623,4657.4824,43.2684,43.2684,-0.1071,0.058,0.058,,,,,2.5781,0.0039,0.0039,0.0,35.03,0.91,1.02,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.5444401373176924,0.011137935455262538,0.01283350538497019,0.9713779145065069,0.007464271632168007,0.0075948077788018376,43.2684,0.0039,0.058,0.9650000000000001,0.0465,0.1623,0.011985720420116364,0.007529539705484922,3.857640617222499,1.7335668966695863
KIC10069570,1.34,0.0516,0.0516,10.5248,0.1823,0.1823,4705.9165,43.9802,43.9802,-0.1395,0.058,0.058,,,,,2.5218,0.0039,0.0039,0.0,48.94398,2.95621,2.46582,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.6896992821746952,0.02546966557357999,0.022450355513249365,1.0222138518025607,0.0074580070271828,0.007588322235010825,43.9802,0.0039,0.058,2.7110149999999997,0.0516,0.1823,0.023960010543414678,0.0075231646310968125,3.8507462686567164,1.7320994223168136
KIC10082360,1.2876,0.0497,0.0497,14.0955,0.2446,0.2446,4585.623,42.8947,42.8947,-0.3347,0.058,0.058,,,,,2.2448,0.0039,0.0039,0.0,70.03,2.72,2.66,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.8452841263479915,0.016548871309953306,0.01681757899531311,1.14908048591103,0.007471693963063908,0.007602492125387439,42.8947,0.0039,0.058,2.6900000000000004,0.0497,0.2446,0.016683225152633208,0.007537093044225673,3.859894377135756,1.7353055939838957
KIC10082936,1.0893,0.0417,0.0417,17.0164,0.2928,0.2928,4420.537,45.0029,45.0029,-0.4692,0.058,0.058,,,,,2.0006,0.004,0.004,0.0,99.61625,4.93826,5.24511,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.9983301889225569,0.02101258209884138,0.023490987580502054,1.2308676858598215,0.007409310171879513,0.0075379144407998755,45.0029,0.004,0.058,5.091685,0.0417,0.2928,0.022251784839671718,0.007473612306339694,3.828146516111264,1.7206929785383511
KIC10087268,1.2052,0.0505,0.0505,15.5405,0.2907,0.2907,4619.756,56.0406,56.0406,-0.1529,0.058,0.058,,,,,2.1274,0.0048,0.0048,0.0,103.7,11.6,6.67,0.0,rgb,,,,,,,Pinsonneault25,A,3,2.015778756389041,0.04605055090565813,0.02887272500831961,1.191464987679031,0.008048847816688909,0.008200839698911722,56.0406,0.0048,0.058,9.135,0.0505,0.2907,0.03746163795698887,0.008124843757800315,4.190175904414206,1.8705961841639587
KIC10090568,1.1876,0.046,0.046,7.6082,0.1322,0.1322,4506.6387,39.7653,39.7653,0.3905,0.058,0.058,,,,,2.7519,0.0038,0.0038,0.0,21.51144,2.96989,1.05383,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.3326694835218893,0.056165524558278834,0.021814588478126007,0.8812819205637847,0.007481483698446922,0.0076126278569903505,39.7653,0.0038,0.058,2.01186,0.046,0.1322,0.03899005651820242,0.0075470557777186364,3.8733580330077464,1.7375989064430484
KIC10093888,1.3811,0.0544,0.0544,27.8859,0.4914,0.4914,4085.152,37.6148,37.6148,-0.025,0.058,0.058,,,,,1.6641,0.0038,0.0038,0.0,226.7,24.8,15.0,0.0,rgb,,,,,,,Pinsonneault25,A,3,2.3554515201265174,0.0450864692654287,0.0297306621071054,1.4453846656368388,0.007586405862223478,0.0077212874666798825,37.6148,0.0038,0.058,19.9,0.0544,0.4914,0.03740856568626705,0.00765384666445168,3.9388892911447395,1.7621808871149935
KIC10095409,1.5987,0.0615,0.0615,11.6668,0.2021,0.2021,4719.239,44.1763,44.1763,-0.1068,0.058,0.058,,,,,2.5088,0.0039,0.0039,0.0,60.82556,2.6976,3.06718,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.7840861160211103,0.018845978190554336,0.022471112327381304,1.0669517529677588,0.0074587177924818615,0.007589058057858811,44.1763,0.0039,0.058,2.88239,0.0615,0.2021,0.02065854525896782,0.007523887925170336,3.8468755864139617,1.7322659169609491
KIC10096476,1.4487,0.0555,0.0555,6.0847,0.1051,0.1051,4900.136,54.6125,54.6125,-0.0962,0.058,0.058,,,,,3.0323,0.0043,0.0043,0.0,19.23116,1.53182,1.06986,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.2840054811394137,0.033284204485801494,0.024858548704383088,0.7842391706422734,0.007437446019262328,0.0075670374235917715,54.6125,0.0043,0.058,1.30084,0.0555,0.1051,0.02907137659509229,0.00750224172142705,3.831020915303375,1.7272831856952684
KIC10120040,1.3282,0.0555,0.0555,10.497,0.1961,0.1961,4695.7744,43.9304,43.9304,-0.18,0.058,0.058,,,,,2.5202,0.0042,0.0042,0.0,48.94,1.75,1.62,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6896639650157703,0.015258326207631345,0.014619229059877448,1.0210651972025688,0.008038431085962028,0.008190026093699565,43.9304,0.0042,0.058,1.685,0.0555,0.1961,0.014938777633754396,0.008114228589830796,4.1785875621141395,1.8681528055634944
KIC10122158,1.3232,0.0506,0.0506,4.8269,0.0834,0.0834,4946.6636,57.8446,57.8446,-0.1227,0.058,0.058,,,,,3.1941,0.0044,0.0044,0.0,12.15,0.17,0.2,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.084576277934331,0.006034429894075544,0.007208372650174599,0.6836683015329956,0.00743972508374835,0.0075693966162946325,57.8446,0.0044,0.058,0.185,0.0506,0.0834,0.0066214012721250715,0.007504560850021491,3.824062877871826,1.7278170254200418
KIC10123207,0.9532,0.0361,0.0361,4.4866,0.0767,0.0767,4862.592,57.3671,57.3671,-0.4606,0.058,0.058,,,,,3.1151,0.0044,0.0044,0.0,11.93,0.2,0.22,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.0766404436703418,0.007220357196231042,0.008083548597978663,0.651917352007694,0.007361669046749841,0.007488610598947232,57.3671,0.0044,0.058,0.21000000000000002,0.0361,0.0767,0.007651952897104852,0.007425139822848537,3.787242971044901,1.7095350599563144
KIC10123890,0.9848,0.041,0.041,5.4603,0.1018,0.1018,4856.8276,53.6093,53.6093,-0.3881,0.058,0.058,,,,,2.9587,0.0046,0.0046,0.0,15.25,0.43,0.43,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.1832698436828046,0.012076214665615037,0.012421640039495196,0.7372165043833732,0.00802228831768792,0.00817326933483653,53.6093,0.0046,0.058,0.43,0.041,0.1018,0.012248927352555117,0.008097778826262225,4.163281884646629,1.8643664267531086
KIC10124436,1.4218,0.0547,0.0547,10.0933,0.1749,0.1749,4701.886,43.8427,43.8427,-0.097,0.058,0.058,,,,,2.5845,0.0039,0.0039,0.0,44.85899,2.91997,2.25775,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.6518494912183121,0.027387201052457177,0.022427250863949588,1.004033181844175,0.007461137256367545,0.007591562836676724,43.8427,0.0039,0.058,2.5888600000000004,0.0547,0.1749,0.024907225958203383,0.0075263500465221345,3.8472358981572654,1.73283267117791
KIC10130225,1.0155,0.0394,0.0394,15.1171,0.2639,0.2639,4612.612,42.9053,42.9053,-0.2663,0.058,0.058,,,,,2.0752,0.0038,0.0038,0.0,108.3,2.0,1.9,0.0,rgb,,,,,,,Pinsonneault25,A,3,2.0346284566253203,0.007947055814870208,0.007686828666290779,1.1794684859539486,0.007516086206113215,0.00764845703963668,42.9053,0.0038,0.058,1.95,0.0394,0.2639,0.007816942240580493,0.007582271622874948,3.8798621368783848,1.745705194779422
KIC10130674,1.082,0.0454,0.0454,12.8186,0.2401,0.2401,4517.2954,47.3791,47.3791,-0.4562,0.058,0.058,,,,,2.252,0.0044,0.0044,0.0,73.4,6.22,5.42,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.8656960599160706,0.035326113332008635,0.03331489966902956,1.1078405957385022,0.008059349123386683,0.008211741637509817,47.3791,0.0044,0.058,5.82,0.0454,0.2401,0.0343205065005191,0.00813554538044825,4.195933456561922,1.8730594604715025
KIC10130679,1.0644,0.0411,0.0411,7.7585,0.1346,0.1346,4607.393,45.4389,45.4389,-0.059,0.058,0.058,,,,,2.6874,0.004,0.004,0.0,24.43832,1.63179,1.26842,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.38807134724124,0.028071516389391205,0.023147187838053807,0.8897777644679209,0.007469840576527109,0.00760057328741659,45.4389,0.004,0.058,1.4501050000000002,0.0411,0.1346,0.025609352113722506,0.0075352069319718495,3.861330326944757,1.7348714313333762
KIC10131438,1.2611,0.0526,0.0526,10.964,0.2046,0.2046,4797.6226,46.4206,46.4206,-0.4212,0.058,0.058,,,,,2.4589,0.0043,0.0043,0.0,60.88,7.6,6.48,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.7844746437625165,0.05108910790658028,0.04887574406433659,1.0399690268674608,0.008029710224811026,0.008180973376733736,46.4206,0.0043,0.058,7.04,0.0526,0.2046,0.049982425985458434,0.008105341800772381,4.17096185869479,1.8661072601240423
KIC10131857,1.1993,0.0504,0.0504,15.0219,0.2817,0.2817,4435.858,40.544,40.544,-0.2009,0.058,0.058,,,,,2.156,0.0041,0.0041,0.0,78.71454,3.22966,4.0756,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.8960549618192508,0.01746325786717029,0.02308949875791999,1.1767248665782362,0.00806873915617401,0.008221490361369543,40.544,0.0041,0.058,3.65263,0.0504,0.2817,0.02027637831254514,0.008145114758771776,4.202451430000834,1.8752621173087294
KIC10132247,1.0751,0.0414,0.0414,7.6003,0.1316,0.1316,4723.388,44.591,44.591,-0.2258,0.058,0.058,,,,,2.7096,0.0039,0.0039,0.0,25.75,0.59,0.57,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.4107772333772097,0.009838537248555212,0.009721507605365831,0.8808307351456806,0.007455493329169616,0.007585719937938329,44.591,0.0039,0.058,0.58,0.0414,0.1316,0.009780022426960522,0.007520606633553972,3.850804576318482,1.731510598265858
KIC10132358,1.001,0.0418,0.0418,6.5868,0.123,0.123,4733.6797,48.7693,48.7693,-0.4829,0.058,0.058,,,,,2.8029,0.0044,0.0044,0.0,21.41,1.33,1.24,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.3306166672944384,0.026173793057277628,0.02591076908167289,0.8186744768292398,0.008035098452885636,0.008186566599860612,48.7693,0.0044,0.058,1.2850000000000001,0.0418,0.123,0.02604228106947526,0.008110832526373124,4.175824175824176,1.8673711058480598
KIC10132667,1.1546,0.0486,0.0486,11.5734,0.217,0.217,4444.0205,39.4765,39.4765,0.0668,0.058,0.058,,,,,2.3722,0.0041,0.0041,0.0,44.24,0.67,0.62,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6458151182966418,0.006527936766072884,0.0061294570539602855,1.063460963473911,0.008067575704804986,0.008220282443854643,39.4765,0.0041,0.058,0.645,0.0486,0.217,0.006328696910016585,0.008143929074329814,4.209249956694959,1.8749891993709713
KIC10133033,1.2593,0.0483,0.0483,4.6902,0.0811,0.0811,4826.458,49.4365,49.4365,0.1253,0.058,0.058,,,,,3.1975,0.0041,0.0041,0.0,11.57,0.29,0.29,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.0633333589517495,0.010751330076494314,0.011024259304426076,0.6711913623407616,0.007445361752954627,0.0075752315698841555,49.4365,0.0041,0.058,0.29,0.0483,0.0811,0.010887794690460195,0.007510296661419391,3.835464146748193,1.729137350219607
KIC10136291,1.0153,0.0392,0.0392,10.1267,0.1757,0.1757,4580.0684,42.407,42.407,-0.2592,0.058,0.058,,,,,2.4335,0.0039,0.0039,0.0,44.34,3.37,3.08,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6467956887784694,0.03181372778045666,0.031266465141336575,1.005467944345509,0.007470463402539984,0.007601218106364271,42.407,0.0039,0.058,3.225,0.0392,0.1757,0.031540096460896616,0.007535840754452128,3.860927804589776,1.735017330423534
KIC10136905,1.0031,0.0418,0.0418,4.25,0.0792,0.0792,4901.6963,53.7152,53.7152,-0.3796,0.058,0.058,,,,,3.1844,0.0045,0.0045,0.0,10.81,0.3,0.31,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.0338256939533104,0.011888364987557187,0.012636394883372315,0.6283889300503115,0.00801871972449908,0.008169565181438854,53.7152,0.0045,0.058,0.305,0.0418,0.0792,0.012262379935464751,0.008094142452968967,4.167082045658458,1.863529411764706
KIC10139791,1.5136,0.0593,0.0593,27.927,0.4902,0.4902,4280.752,38.6585,38.6585,-0.205,0.058,0.058,,,,,1.7034,0.0038,0.0038,0.0,252.3,4.8,4.7,0.0,rgb,,,,,,,Pinsonneault25,A,3,2.4019172505175748,0.008184826125285927,0.00816661016949416,1.4460242850234906,0.00755699882637173,0.007690827528970656,38.6585,0.0038,0.058,4.75,0.0593,0.4902,0.008175718147390043,0.007623913177671193,3.917811839323467,1.7552905790095608
KIC10140238,1.1248,0.0435,0.0435,7.5743,0.1315,0.1315,4542.771,41.3549,41.3549,0.1616,0.058,0.058,,,,,2.7322,0.0038,0.0038,0.0,22.01218,1.24236,1.0951,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.3426630555059698,0.023844697611075327,0.022161998083126244,0.8793425024964963,0.007475230441119196,0.00760615353866867,41.3549,0.0038,0.058,1.16873,0.0435,0.1315,0.023003347847100786,0.007540691989893933,3.8673541963015645,1.736134032187793
KIC10145279,1.364,0.0525,0.0525,12.218,0.2116,0.2116,4716.1016,44.7571,44.7571,-0.3216,0.058,0.058,,,,,2.3978,0.0039,0.0039,0.0,66.39,1.88,1.86,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.8221026686469204,0.01212723420475692,0.012341003539795281,1.0870001207959907,0.007457031933509439,0.007587312769057997,44.7571,0.0039,0.058,1.87,0.0525,0.2116,0.0122341188722761,0.007522172351283718,3.848973607038123,1.7318710099852677
KIC10146025,1.0544,0.0458,0.0458,21.0673,0.4203,0.4203,4390.791,51.2737,51.2737,-0.5849,0.058,0.058,,,,,1.7938,0.0044,0.0044,0.0,148.62215,7.55045,9.00008,1.0,rgb,,,,,,,Pinsonneault25,A,3,2.1720835396123435,0.021521300987688452,0.02712946715874809,1.3236088796879182,0.008579031151908945,0.008751921908346949,51.2737,0.0044,0.058,8.275265000000001,0.0458,0.4203,0.02432538407321827,0.008665476530127947,4.343702579666161,1.9950349593920438
KIC10146348,2.058,0.0858,0.0858,10.0747,0.188,0.188,4811.206,44.8971,44.8971,0.0663,0.058,0.058,,,,,2.7468,0.0042,0.0042,0.0,44.11,0.46,0.47,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6445370577784073,0.004505576307769044,0.004652315862103018,1.0032321227749945,0.0080295109870967,0.008180766561734831,44.8971,0.0042,0.058,0.46499999999999997,0.0858,0.188,0.004578946084936031,0.008105138774415765,4.169096209912537,1.866060527856909
KIC10146803,1.2485,0.0519,0.0519,4.9507,0.0922,0.0922,5016.8066,63.7773,63.7773,-0.1964,0.058,0.058,,,,,3.1468,0.0049,0.0049,0.0,13.98741,0.91314,0.86796,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.1457373051393291,0.02746499398144353,0.027821676423759323,0.6946666099727556,0.008013746273074718,0.008164402906897461,63.7773,0.0049,0.058,0.89055,0.0519,0.0922,0.027643335202601427,0.00808907458998609,4.156988386063277,1.8623628981760154
KIC10147167,1.1407,0.044,0.044,5.6153,0.0973,0.0973,4657.9575,46.1314,46.1314,0.2603,0.058,0.058,,,,,2.9982,0.004,0.004,0.0,12.66,0.47,0.27,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.1024337056813363,0.015831020408143104,0.009362399305272717,0.7493729636008873,0.007460851939700808,0.007591267457720652,46.1314,0.004,0.058,0.37,0.044,0.0973,0.01259670985670791,0.00752605969871073,3.857280617164898,1.7327658361975318
KIC10148658,1.1196,0.0433,0.0433,14.9305,0.2594,0.2594,4501.4805,43.9343,43.9343,-0.1916,0.058,0.058,,,,,2.1305,0.004,0.004,0.0,82.4641,4.19803,4.25838,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.916264923517855,0.021564435492505973,0.02302640481110374,1.1740743518378816,0.00748056293398025,0.007611674530358048,43.9343,0.004,0.058,4.228205,0.0433,0.2594,0.022295420151804857,0.007546118732169149,3.8674526616648808,1.7373832088677539
KIC10150018,1.0355,0.0437,0.0437,12.6028,0.2368,0.2368,4289.7393,37.1779,37.1779,0.2617,0.058,0.058,,,,,2.2479,0.0041,0.0041,0.0,48.45654,1.94058,2.45014,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.6853524004627713,0.017053318446137222,0.022534149404096038,1.100467044280698,0.008084449818281048,0.00823780211784153,37.1779,0.0041,0.058,2.19536,0.0437,0.2368,0.01979373392511663,0.008161125968061289,4.220183486238532,1.8789475354683085
KIC10152909,1.1058,0.0426,0.0426,6.9631,0.1207,0.1207,4638.909,51.6349,51.6349,-0.0237,0.058,0.058,,,,,2.7979,0.0043,0.0043,0.0,20.22849,1.17104,1.12597,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.305963465116662,0.024440769884490843,0.02487280206248066,0.8428026323056009,0.007463658760921366,0.007594173284534933,51.6349,0.0043,0.058,1.148505,0.0426,0.1207,0.02465678597348575,0.007528916022728149,3.8524145415084106,1.7334233315620917
KIC10153120,1.1333,0.0437,0.0437,7.1825,0.1245,0.1245,4687.441,50.8431,50.8431,-0.1214,0.058,0.058,,,,,2.7816,0.0042,0.0042,0.0,24.46,0.76,0.82,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.3884564527002667,0.013288629536796215,0.01480898049104895,0.856275634663985,0.007463472681232153,0.007593980640034692,50.8431,0.0042,0.058,0.79,0.0437,0.1245,0.014048805013922583,0.0075287266606334224,3.855995764581311,1.733379742429516
KIC10153785,1.0381,0.04,0.04,10.3692,0.1797,0.1797,4670.2974,51.3671,51.3671,-0.334,0.058,0.058,,,,,2.4223,0.0043,0.0043,0.0,51.53,2.09,2.76,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.7120601424610749,0.017266667185785955,0.02390738686950855,1.0157452511828908,0.007461924200880876,0.007592377536482564,51.3671,0.0043,0.058,2.425,0.04,0.1797,0.020587027027647253,0.00752715086868172,3.853193333975532,1.7330170119199166
KIC10154040,1.6918,0.0702,0.0702,5.2252,0.0972,0.0972,5075.9204,63.5561,63.5561,-0.1595,0.058,0.058,,,,,3.2319,0.0049,0.0049,0.0,13.22,0.47,0.36,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.1212314551496214,0.015171992984368554,0.011990486561418212,0.7181029181771685,0.008004592260824284,0.008154901666407532,63.5561,0.0049,0.058,0.415,0.0702,0.0972,0.013581239772893383,0.008079746963615908,4.14942664617567,1.8602158769042332
KIC10154071,1.1158,0.0431,0.0431,13.9145,0.2416,0.2416,4548.1865,43.9145,43.9145,-0.3716,0.058,0.058,,,,,2.1922,0.0039,0.0039,0.0,79.83,3.82,3.01,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.9021661292710512,0.020299816027361972,0.01669182644189382,1.1434676051262342,0.007476016746476466,0.007606967630541028,43.9145,0.0039,0.058,3.415,0.0431,0.2416,0.018495821234627896,0.007541492188508747,3.8626994084961463,1.736318229185382
KIC10155116,1.442,0.0568,0.0568,22.6439,0.3987,0.3987,4120.2656,41.7539,41.7539,0.2309,0.058,0.058,,,,,1.8702,0.004,0.004,0.0,157.4,13.1,18.6,0.0,rgb,,,,,,,Pinsonneault25,A,3,2.1970047280230456,0.03471965530547072,0.05461526190420951,1.354951228285331,0.007580252626699924,0.007714913570747939,41.7539,0.004,0.058,15.850000000000001,0.0568,0.3987,0.044667458604840116,0.007647583098723931,3.9389736477115123,1.7607390952971882
KIC10155387,0.9863,0.038,0.038,8.236,0.1426,0.1426,4723.102,51.9536,51.9536,-0.5584,0.058,0.058,,,,,2.6024,0.0043,0.0043,0.0,30.41142,1.75546,1.67994,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.4830366991236237,0.0243722397859647,0.02467870141993611,0.9157163379459938,0.007455119458872561,0.007585332892640406,51.9536,0.0043,0.058,1.7177,0.038,0.1426,0.024525470602950405,0.007520226175756484,3.8527831288654566,1.731423020883924
KIC10155787,1.1287,0.0473,0.0473,7.9617,0.1489,0.1489,4623.493,47.6985,47.6985,0.0595,0.058,0.058,,,,,2.6904,0.0044,0.0044,0.0,26.09679,1.44685,1.43508,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.4165870908240215,0.02343424260788418,0.024563904297615347,0.9010058091688028,0.008047174148460345,0.008199102228754529,47.6985,0.0044,0.058,1.4409649999999998,0.0473,0.1489,0.023999073452749764,0.008123138188607437,4.190661823336582,1.8702035997337252
KIC10156534,1.6371,0.0684,0.0684,7.6668,0.1432,0.1432,4712.924,43.0127,43.0127,0.1833,0.058,0.058,,,,,2.8846,0.0041,0.0041,0.0,22.17,0.16,0.17,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.3457656931144881,0.0031230299569497966,0.003343012292281955,0.8846141341797648,0.008036899697535627,0.008188436404377053,43.0127,0.0041,0.058,0.165,0.0684,0.1432,0.0032330211246158758,0.00811266805095634,4.178119846069269,1.8677936035895029
