ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	eFe/H1	eFe/H2	Ref	M/H	eM/H1	eM/H2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2	logTeff	elogTeff1	elogTeff2
KIC5084157	1.102	0.082298238	0.073573093	1.378	0.048301139	0.045650849	5803.0	83.0	83.0	0.125	0.1	0.1	NA	NA	NA	NA	4.201	0.01118034	0.01118034	NA	2.351	0.197037741	0.197037741	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.37125262912493934	0.03495322726468941	0.038014539657701185	3.7636525705645303	0.006167687199061689	0.006256541771505919
KIC5214711	1.255	0.076485293	0.070724819	1.868	0.073409809	0.06977822	6194.0	54.0	54.0	-0.025	0.1	0.1	NA	NA	NA	NA	3.993	0.023769729	0.023769729	NA	5.291	0.438711511	0.438711511	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7235377615320568	0.03459499440830516	0.03759114793269236	3.791971201020768	0.0037698198484759082	0.0038028298796000115
KIC5253542	1.077	0.061400326	0.061400326	1.191	0.026400758	0.026400758	5770.0	96.0	96.0	0.203	0.1	0.1	NA	NA	NA	NA	4.318	0.013	0.013	NA	1.463	0.123674067	0.123674067	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.16524432612531087	0.03524339745310556	0.03835804808392018	3.7611758131557314	0.007166245488801959	0.007286481695897962
KIC5344612	1.298	0.07566373	0.10878419	1.746	0.060827625	0.060827625	6359.0	84.0	84.0	-0.123	0.1	0.1	NA	NA	NA	NA	4.063	0.020396078	0.020396078	NA	4.715	0.390669341	0.390669341	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.6734816970733472	0.034570988046452755	0.037562802289611175	3.8033888249836134	0.005699306362732859	0.005775094830537508
KIC5353186	1.362	0.210582525	0.087709749	2.187	0.104709121	0.06726812	6166.0	55.0	55.0	0.073	0.1	0.1	NA	NA	NA	NA	3.893	0.012649111	0.012649111	NA	7.67	0.655138126	0.655138126	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.884795363948981	0.035596083858441596	0.038776239967381	3.7900035203904894	0.0038566809521802803	0.003891236670662934
KIC5371516	1.454	0.070092796	0.127945301	2.049	0.035355339	0.058600341	6350.0	81.0	81.0	0.075	0.1	0.1	NA	NA	NA	NA	3.976	0.01	0.014317821	NA	5.834	0.497365294	0.497365294	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7659664247857139	0.03553094648205224	0.03869894853224809	3.8027737252919755	0.005504784290792486	0.00557545545301652
KIC5431016	1.336	0.175559107	0.084314886	2.142	0.081394103	0.046227697	6601.0	62.0	62.0	-0.264	0.101	0.101	NA	NA	NA	NA	3.903	0.019235384	0.012727922	NA	8.646	0.791074601	0.791074601	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.936815231197633	0.03802215700493761	0.041673166450093446	3.819609732751585	0.004060080516551601	0.00409839538882073
KIC5512589	1.132	0.041146081	0.044777226	1.658	0.024839485	0.025612497	5789.0	56.0	56.0	0.032	0.1	0.1	NA	NA	NA	NA	4.052	0.00781025	0.00781025	NA	2.979	0.248201743	0.248201743	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.4740705032150436	0.03475561221459034	0.037780886234584865	3.7626035495668035	0.004180965931055436	0.0042216077921284345
KIC5516982	1.263	0.045276926	0.044418465	1.472	0.019416488	0.019416488	6444.0	50.0	50.0	-0.065	0.1	0.1	NA	NA	NA	NA	4.203	0.007211103	0.007211103	NA	3.568	0.306744936	0.306744936	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5524248457040855	0.03581827364570367	0.03904007923304886	3.8091555317471806	0.0033567525428019884	0.0033828998115112974
KIC5530375	1.404	0.064350602	0.061854668	2.753	0.06574192	0.064845971	6210.0	55.0	55.0	-0.226	0.1	0.1	NA	NA	NA	NA	3.706	0.012369317	0.012369317	NA	8.503	1.208243273	1.208243273	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.92957217907655	0.057702654542972964	0.06656136590166128	3.79309160017658	0.0038294751535890015	0.0038635429092450657
KIC5543462	1.033	0.061294372	0.058821765	1.298	0.057974132	0.053160135	6246.0	54.0	54.0	-0.372	0.102	0.102	NA	NA	NA	NA	4.224	0.029274562	0.030265492	NA	2.252	0.188741772	0.188741772	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.3525683861793086	0.034953447753331535	0.03801480048571282	3.7956019798941796	0.003738569559402105	0.0037710322193436063
KIC5636956	1.464	0.072422372	0.127137721	2.055	0.055461698	0.064621978	6369.0	60.0	60.0	0.094	0.1	0.1	NA	NA	NA	NA	3.975	0.012165525	0.013152946	NA	7.338	0.637729562	0.637729562	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8655777074199291	0.036192712241456704	0.03948537526226725	3.8040712488856614	0.004072176875829836	0.004110721479678059
KIC5683538	1.22	0.058600341	0.061032778	2.302	0.101651365	0.093962759	6366.0	73.0	73.0	-0.557	0.102	0.102	NA	NA	NA	NA	3.798	0.02745906	0.029427878	NA	6.302	0.483941956	0.483941956	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7994783988379808	0.032131741720644036	0.03470034915568532	3.8038666342849843	0.004951790807139922	0.0050089025374986385
KIC5773155	1.429	0.077833155	0.079208585	1.896	0.052153619	0.052153619	6317.0	55.0	55.0	0.138	0.1	0.1	NA	NA	NA	NA	4.036	0.013152946	0.013152946	NA	5.469	0.4588635	0.4588635	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7379079233746387	0.03499027127961141	0.03805836509437477	3.800510876894368	0.003764890234726259	0.0037978136134713125
KIC5773345	1.508	0.04482187	0.047201695	2.024	0.018384776	0.019849433	6214.0	61.0	61.0	0.255	0.1	0.1	NA	NA	NA	NA	4.003	0.006324555	0.006324555	NA	5.275	0.432457782	0.432457782	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7222224639697303	0.034220243733103395	0.03714904831848631	3.7933712489189557	0.004242481234120188	0.004284333830927078
KIC5950854	0.956	0.049203658	0.047634021	1.233	0.021400935	0.020615528	5913.0	61.0	61.0	-0.238	0.1	0.1	NA	NA	NA	NA	4.236	0.008602325	0.008602325	NA	1.875	0.157345852	0.157345852	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.27300127206373764	0.034996343376018535	0.038065549550929834	3.771807878999106	0.004457339269003491	0.004503561545832646
KIC5961597	1.465	0.068593003	0.077620873	1.923	0.04494441	0.04494441	6492.0	53.0	53.0	0.051	0.1	0.1	NA	NA	NA	NA	4.035	0.012649111	0.013601471	NA	6.678	0.526709025	0.526709025	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.824646414718352	0.032970031030038816	0.03568014374272532	3.8123785111541943	0.003531139732580346	0.0035600860620701447
KIC6047087	1.096	0.061587336	0.06074537	1.315	0.027730849	0.026832816	6189.0	61.0	61.0	-0.188	0.1	0.1	NA	NA	NA	NA	4.239	0.011661904	0.011661904	NA	2.129	0.17638538	0.17638538	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.32817566143832255	0.03456787324074018	0.037559124716150305	3.791620482692814	0.004259534651261276	0.004301726068266731
KIC6049366	1.212	0.06726812	0.065795137	1.822	0.086648716	0.08005623	6220.0	62.0	62.0	-0.143	0.099	0.099	NA	NA	NA	NA	3.998	0.029427878	0.030413813	NA	4.637	0.392941598	0.392941598	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.6662370958958044	0.03532584665245331	0.03845574434891941	3.7937903846908188	0.004307547371667386	0.004350700123639584
KIC6129877	1.115	0.067675697	0.070178344	1.328	0.038483763	0.038483763	6064.0	72.0	72.0	-0.048	0.1	0.1	NA	NA	NA	NA	4.238	0.015811388	0.016763055	NA	2.353	0.200690222	0.200690222	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.3716219271760213	0.035546286410877814	0.03871714847448038	3.782759192623997	0.0051261583169273095	0.005187387932587217
KIC6232600	1.132	0.059076222	0.059076222	1.312	0.024698178	0.024698178	6435.0	70.0	70.0	-0.294	0.1	0.1	NA	NA	NA	NA	4.255	0.01029563	0.01029563	NA	2.61	0.199951275	0.199951275	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.41664050733828095	0.03205828189701343	0.03461468435481563	3.8085485512404054	0.004698749657199741	0.004750143250731309
KIC6287060	1.157	0.079881162	0.07823682	1.488	0.047010637	0.045276926	6020.0	53.0	53.0	-0.016	0.1	0.1	NA	NA	NA	NA	4.155	0.017464249	0.018384776	NA	3.112	0.27140541	0.27140541	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.4930395883176513	0.036314451083401644	0.039630332732513984	3.7795964912578244	0.0038067898647389242	0.003840453413726408
KIC6370489	1.211	0.058137767	0.061522354	2.002	0.03482815	0.03748333	6302.0	80.0	80.0	-0.452	0.1	0.1	NA	NA	NA	NA	3.918	0.008602325	0.008602325	NA	5.209	0.448219507	0.448219507	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7167543574326971	0.03584867278894632	0.03907619966676201	3.799478398837981	0.0054784010195105814	0.005548392065296337
KIC6520835	1.328	0.058796258	0.057489129	2.144	0.03482815	0.034058773	6146.0	50.0	50.0	0.032	0.1	0.1	NA	NA	NA	NA	3.898	0.010630146	0.010630146	NA	7.205	0.572534042	0.572534042	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8576339851500081	0.03320793552695889	0.03595895556321671	3.7885925559203595	0.0035188531668088885	0.00354759758881551
KIC6529109	1.19	0.052430907	0.056603887	1.828	0.031064449	0.032756679	5806.0	90.0	90.0	0.072	0.099	0.099	NA	NA	NA	NA	3.989	0.01	0.01	NA	3.483	0.301768722	0.301768722	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.5419534744582363	0.036085871510476375	0.03935823065487676	3.763877031495655	0.006680443355340238	0.006784811376722377
KIC6530901	1.3	0.050249378	0.053037722	1.559	0.023430749	0.024207437	6374.0	53.0	53.0	0.018	0.1	0.1	NA	NA	NA	NA	4.165	0.01	0.01	NA	3.626	0.303046764	0.303046764	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5594277997594899	0.034859398109656325	0.03790357027435631	3.804412059137714	0.0035962407726861656	0.0036262688099513163
KIC6592305	1.362	0.056586217	0.05375872	2.248	0.041048752	0.039408121	6132.0	55.0	55.0	0.06	0.1	0.1	NA	NA	NA	NA	3.868	0.01029563	0.01029563	NA	6.92	0.596243014	0.596243014	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8401060944567578	0.03589471874036532	0.039130922264751566	3.7876021461823375	0.0038779698376631977	0.003912909835021239
KIC6593620	0.985	0.0560803	0.054378304	1.581	0.043462628	0.041629317	5791.0	60.0	60.0	-0.26	0.1	0.1	NA	NA	NA	NA	4.033	0.015231546	0.015231546	NA	2.585	0.222583045	0.222583045	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.4124605474299613	0.03587206361283052	0.039103996542480035	3.762753564933374	0.004476533177344422	0.00452315647562429
KIC6605673	1.135	0.089537702	0.060539243	1.65	0.039	0.032649655	6222.0	60.0	60.0	-0.258	0.1	0.1	NA	NA	NA	NA	4.058	0.014317821	0.011661904	NA	3.612	0.307113151	0.307113151	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5577477416414682	0.03544006078675632	0.038591146714254454	3.7939300067726847	0.004167925289801477	0.004208312791762925
KIC6612225	1.186	0.065	0.068117545	1.783	0.049040799	0.049819675	6374.0	54.0	54.0	-0.337	0.1	0.1	NA	NA	NA	NA	4.009	0.01118034	0.01118034	NA	5.549	0.478999686	0.478999686	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7442147248141658	0.03595849620592162	0.039206738583697054	3.804412059137714	0.003663808953592973	0.003694980855328822
KIC6671492	1.413	0.065115282	0.066603303	2.445	0.049648766	0.047010637	6103.0	103.0	103.0	0.067	0.1	0.1	NA	NA	NA	NA	3.81	0.012529964	0.012529964	NA	8.403	0.73916899	0.73916899	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9244343635432307	0.036614881275557565	0.03998844370364607	3.785543369956593	0.007268401291554039	0.007392119572949607
KIC6689943	1.178	0.064031242	0.074625733	1.479	0.038275318	0.039115214	6011.0	54.0	54.0	-0.002	0.1	0.1	NA	NA	NA	NA	4.168	0.012083046	0.013	NA	3.222	0.274607079	0.274607079	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5081255360831992	0.03552129639489232	0.038687499979706386	3.778946727968617	0.003884077233974992	0.003919127869772332
KIC6766513	1.271	0.052345009	0.053740115	2.054	0.033970576	0.033970576	6594.0	77.0	77.0	-0.397	0.102	0.102	NA	NA	NA	NA	3.916	0.008062258	0.008062258	NA	6.876	0.643260767	0.643260767	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8373358680150148	0.03883927834876966	0.042656910870844555	3.8191489428071344	0.005041997845448787	0.005101221811534717
KIC6837853	1.146	0.075742986	0.077987178	1.376	0.051	0.049244289	5886.0	57.0	57.0	0.154	0.1	0.1	NA	NA	NA	NA	4.218	0.020615528	0.021587033	NA	2.122	0.177657336	0.177657336	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.32674537956532185	0.034917748551768324	0.03797257372296681	3.769820257763592	0.004185472494617315	0.004226202444146843
KIC6853020	1.515	0.098081599	0.134525091	2.092	0.070830784	0.070830784	6437.0	56.0	56.0	0.125	0.1	0.1	NA	NA	NA	NA	3.973	0.018681542	0.019646883	NA	7.406	0.598470002	0.598470002	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8695837077134237	0.03374887366033086	0.03659414393907656	3.808683509128969	0.0037618937437868816	0.0037947645065776747
KIC7038145	1.471	0.077103826	0.06670832	2.459	0.075894664	0.062769419	6074.0	58.0	58.0	0.257	0.1	0.1	NA	NA	NA	NA	3.823	0.016763055	0.015811388	NA	8.695	0.807294839	0.807294839	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9392695863387313	0.03855891532477507	0.04231891784166797	3.7834747875822465	0.004127358600090947	0.00416695999866068
KIC7133688	1.418	0.081320354	0.096607453	1.932	0.063953108	0.062177166	6400.0	63.0	63.0	0.028	0.1	0.1	NA	NA	NA	NA	4.015	0.019646883	0.021587033	NA	6.589	0.596604813	0.596604813	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8188195075475364	0.03764382106659436	0.041219061021339654	3.806179973983887	0.004254181938785795	0.0042962668586472574
KIC7174470	1.412	0.221551348	0.122674366	2.266	0.09625487	0.080156098	6119.0	84.0	84.0	0.192	0.1	0.1	NA	NA	NA	NA	3.882	0.022825424	0.021095023	NA	6.988	0.592399744	0.592399744	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8443528963108934	0.03533921196440781	0.038471585082650805	3.7866804531966487	0.00592132796831768	0.006003178763280825
KIC7282890	1.596	0.094413982	0.215615398	2.393	0.075073298	0.107703296	6341.0	47.0	47.0	-0.014	0.099	0.099	NA	NA	NA	NA	3.877	0.013038405	0.015652476	NA	8.587	0.730976121	0.730976121	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9338414628987213	0.03548013025670671	0.03863866804572258	3.8021577531869615	0.003207154279484037	0.0032310146097600523
KIC7296438	1.159	0.040360872	0.055072679	1.393	0.02	0.023345235	5749.0	56.0	56.0	0.268	0.072111026	0.072111026	NA	NA	NA	NA	4.213	0.005830952	0.007615773	NA	2.202	0.188867864	0.188867864	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.34281731463573295	0.035738260007266986	0.03894503301468971	3.759592308645975	0.004209915428617705	0.004251124834427689
KIC7376493	0.997	0.059169249	0.054918121	1.494	0.036891733	0.036055513	5803.0	73.0	73.0	-0.123	0.101	0.101	NA	NA	NA	NA	4.087	0.01077033	0.01077033	NA	2.293	0.20247532	0.20247532	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.36040405472993886	0.03674922436468281	0.04014875568514875	3.7636525705645303	0.005429216553688665	0.0054979485971404785
KIC7383120	1.105	0.081301906	0.075451971	1.393	0.054129474	0.052325902	6048.0	58.0	58.0	-0.112	0.1	0.1	NA	NA	NA	NA	4.194	0.018248288	0.018248288	NA	2.549	0.220573735	0.220573735	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.4063698354692675	0.036043096489457804	0.03930734592143398	3.78161178249315	0.004145017469492807	0.00418496010383862
KIC7429287	0.937	0.053	0.051312766	1.498	0.036891733	0.036055513	5802.0	60.0	60.0	-0.381	0.1	0.1	NA	NA	NA	NA	4.058	0.01118034	0.01118034	NA	2.599	0.234262777	0.234262777	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.4148062795010126	0.03748057645558256	0.0410233919078023	3.7635777244666455	0.004468089635771388	0.004514536306158501
KIC7529180	1.352	0.06726812	0.067941151	1.455	0.032557641	0.032557641	6682.0	58.0	58.0	-0.024	0.1	0.1	NA	NA	NA	NA	4.243	0.009848858	0.009848858	NA	3.766	0.297722752	0.297722752	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.575880315680646	0.033043754809826575	0.035766508749651704	3.8249064713021124	0.0037534252332074303	0.003786147525288719
KIC7591963	1.2	0.052009614	0.056859476	1.833	0.04788528	0.04788528	5966.0	61.0	61.0	0.011	0.1	0.1	NA	NA	NA	NA	3.99	0.015231546	0.015231546	NA	4.338	0.384319149	0.384319149	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.6372895476781745	0.03686578702680254	0.04028793840200706	3.7756832490260437	0.004417942441867773	0.0044633470765100824
KIC7611858	1.128	0.103469802	0.06780118	1.54	0.062625873	0.058872744	5926.0	58.0	58.0	0.021	0.099	0.099	NA	NA	NA	NA	4.119	0.026925824	0.028861739	NA	2.849	0.251522846	0.251522846	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.4546924492394769	0.03674248652579515	0.040140712812135604	3.772761647144032	0.004229937712372678	0.0042715419727872295
KIC7668623	1.389	0.077103826	0.070837843	2.291	0.055217751	0.04669047	6277.0	48.0	48.0	-0.004	0.1	0.1	NA	NA	NA	NA	3.859	0.012529964	0.010816654	NA	8.698	0.736795261	0.736795261	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9394194033293172	0.035313076902137364	0.038440610477322945	3.7977521286507105	0.003308401197144928	0.0033337977765697246
KIC7680114	1.096	0.050990195	0.043908997	1.409	0.022803509	0.021260292	5800.0	56.0	56.0	0.058	0.1	0.1	NA	NA	NA	NA	4.179	0.008062258	0.007211103	NA	2.222	0.200872573	0.200872573	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.3467440546048488	0.03758651912894284	0.04115035905176234	3.7634279935629373	0.004173074487398232	0.00421356232869341
KIC7700968	0.866	0.087664132	0.076557168	1.148	0.055785303	0.050960769	5982.0	75.0	75.0	-0.517	0.204	0.204	NA	NA	NA	NA	4.255	0.029614186	0.030594117	NA	1.73	0.201858942	0.201858942	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.2380461031287954	0.04792930935052289	0.05388265865120059	3.7768464086952993	0.005411164968002424	0.005479437837518475
KIC7739672	1.228	0.120154068	0.07324616	1.733	0.055461698	0.050119856	6069.0	55.0	55.0	0.085	0.099	0.099	NA	NA	NA	NA	4.054	0.022847319	0.022847319	NA	4.124	0.348405035	0.348405035	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.6153186566114789	0.03522247111572685	0.038333258353139166	3.7831171374904673	0.00391804453575606	0.003953713725968644
KIC7771282	1.321	0.05481788	0.052497619	1.656	0.024041631	0.024041631	6407.0	74.0	74.0	-0.033	0.1	0.1	NA	NA	NA	NA	4.12	0.007211103	0.007211103	NA	4.198	0.356885411	0.356885411	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.6230424342463817	0.035435021487143725	0.03858517091664593	3.8066547239918607	0.004987297461290563	0.00504523596454165
KIC7800289	1.486	0.076576759	0.075927597	2.858	0.051224994	0.051855569	6422.0	53.0	53.0	-0.362	0.101	0.101	NA	NA	NA	NA	3.697	0.009219544	0.008485281	NA	12.69	1.035554847	1.035554847	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	1.1034616220947047	0.034068287466030744	0.036970019718702174	3.8076703012304836	0.003569471522805845	0.0035990523448221623
KIC7833440	1.09	0.057982756	0.057140179	1.654	0.034885527	0.034885527	6327.0	59.0	59.0	-0.467	0.103	0.103	NA	NA	NA	NA	4.038	0.012083046	0.012083046	NA	3.976	0.34656281	0.34656281	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5994463757252757	0.03629493688308416	0.03960709069678425	3.801197834459149	0.004031079744276855	0.004068846662596659
KIC7870112	1.151	0.102552426	0.085146932	1.605	0.076006579	0.073498299	5656.0	79.0	79.0	0.351	0.099	0.099	NA	NA	NA	NA	4.088	0.029427878	0.029427878	NA	2.854	0.249733138	0.249733138	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.45545396877862815	0.03643040434993822	0.039768483983933844	3.752509400788843	0.006024021448443495	0.006108756297281914
KIC7880676	1.436	0.125207827	0.137277092	2.054	0.07738863	0.074886581	6269.0	56.0	56.0	0.048	0.099	0.099	NA	NA	NA	NA	3.96	0.018788294	0.019697716	NA	6.669	0.584602538	0.584602538	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.824060717418653	0.036493037260760364	0.03984314091421992	3.797198269838959	0.0038622600088964454	0.0038969162258442047
KIC7910848	1.274	0.070007142	0.103831594	1.637	0.056462377	0.054626001	6074.0	56.0	56.0	0.11	0.1	0.1	NA	NA	NA	NA	4.111	0.023086793	0.024041631	NA	3.745	0.314117072	0.314117072	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5734518220354853	0.03497975527105057	0.03804592315478428	3.7834747875822465	0.00398568693616852	0.0040226041781847854
KIC8012842	1.107	0.069404611	0.067007462	1.305	0.049040799	0.046238512	5849.0	58.0	58.0	0.152	0.1	0.1	NA	NA	NA	NA	4.251	0.023769729	0.023769729	NA	1.931	0.163391808	0.163391808	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.28578227377939475	0.03527565673202537	0.038396268141825396	3.7670816213633223	0.004285349494458579	0.004328056429948379
KIC8016496	1.5	0.105550936	0.133809566	2.081	0.109128365	0.100344407	6446.0	73.0	73.0	0.088	0.1	0.1	NA	NA	NA	NA	3.972	0.028160256	0.029154759	NA	6.152	0.590682773	0.590682773	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7890163267933746	0.03981640085354099	0.04383865811348564	3.8092903011763157	0.004890679863871039	0.00494638269644998
KIC8019508	1.477	0.057801384	0.063513778	2.61	0.040311289	0.041182521	6211.0	55.0	55.0	0.052	0.1	0.1	NA	NA	NA	NA	3.772	0.009433981	0.009433981	NA	9.85	0.868727966	0.868727966	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9934362304976118	0.03670701846682001	0.04009837955148898	3.793161529245551	0.0038288613001355998	0.0038629180861100565
KIC8027956	1.178	0.053413481	0.055803226	1.728	0.049396356	0.047539457	5967.0	70.0	70.0	0.042	0.1	0.1	NA	NA	NA	NA	4.033	0.016763055	0.016763055	NA	3.431	0.298165152	0.298165152	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.5354207180561734	0.03619089915175033	0.03948321704385099	3.775756037844098	0.005065138009375136	0.005124910066291566
KIC8106950	1.054	0.065192024	0.062681736	1.676	0.090443352	0.082873397	6098.0	63.0	63.0	-0.385	0.101	0.101	NA	NA	NA	NA	4.011	0.031064449	0.033060551	NA	3.457	0.313045757	0.313045757	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5386993795424068	0.03764724172227596	0.04122316283572858	3.785187420029362	0.004463788764047738	0.004510145595994164
KIC8114155	1.063	0.05964059	0.058821765	1.538	0.054083269	0.051264022	5761.0	60.0	60.0	0.019	0.1	0.1	NA	NA	NA	NA	4.089	0.021587033	0.022561028	NA	2.673	0.237112105	0.237112105	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.42699895875653726	0.036910760691609035	0.040341661537575235	3.760497875226527	0.004499724058353749	0.004546834222394658
KIC8150065	1.22	0.044418465	0.055946403	1.408	0.017492856	0.021931712	6265.0	58.0	58.0	-0.033	0.1	0.1	NA	NA	NA	NA	4.227	0.007211103	0.008062258	NA	2.811	0.236825363	0.236825363	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.4488608456074407	0.03512923318273381	0.03822283865963233	3.796921075330169	0.004002106483049328	0.004039329944772074
KIC8174981	1.227	0.055803226	0.055	1.984	0.041677332	0.042544095	6065.0	53.0	53.0	-0.099	0.1	0.1	NA	NA	NA	NA	3.932	0.012529964	0.012529964	NA	5.635	0.472254112	0.472254112	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7508939203821253	0.03495207021197566	0.03801317092182965	3.782830805202592	0.003778667446067807	0.003811833287721278
KIC8176564	1.174	0.045221676	0.068154237	1.526	0.024083189	0.031622777	6109.0	51.0	51.0	-0.126	0.072111026	0.072111026	NA	NA	NA	NA	4.14	0.00781025	0.01029563	NA	2.746	0.232140295	0.232140295	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.4387005329007363	0.035244619853627424	0.03835949624311952	3.7859701251320095	0.0036105870324161238	0.003640856135172399
KIC8179536	1.289	0.044204072	0.042638011	1.366	0.016401219	0.015620499	6418.0	50.0	50.0	0.031	0.1	0.1	NA	NA	NA	NA	4.276	0.006708204	0.005830952	NA	2.624	0.222979865	0.222979865	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.4189638307036227	0.03542056494690976	0.03856802862963277	3.8073997127594854	0.0033702984748780196	0.0033966580298727678
KIC8216936	1.378	0.085632938	0.111503363	1.896	0.089693924	0.084599054	6437.0	50.0	50.0	-0.106	0.1	0.1	NA	NA	NA	NA	4.017	0.021095023	0.024083189	NA	9.234	0.780591873	0.780591873	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9653898702151223	0.03524338487072154	0.038358033177808726	3.808683509128969	0.0033603888012576633	0.0033865929709842035
KIC8241455	1.383	0.060876925	0.061619802	2.429	0.049091751	0.048259714	6262.0	66.0	66.0	-0.094	0.099	0.099	NA	NA	NA	NA	3.806	0.012083046	0.012083046	NA	9.402	0.792686091	0.792686091	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9732202468522337	0.03515361091809188	0.03825170369216324	3.7967130632808965	0.004553407208723659	0.004601654193728155
KIC8249189	1.271	0.070092796	0.088814413	1.64	0.080529498	0.076922038	6432.0	65.0	65.0	-0.187	0.1	0.1	NA	NA	NA	NA	4.111	0.027073973	0.029068884	NA	6.48	0.770738566	0.770738566	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8115750058705934	0.04880724053510099	0.0549950755379357	3.808346035740395	0.004366831024973816	0.004411185876552981
