ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	FeH	eFeH1	eFeH2	Ref	MH	eMH1	eMH2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2
TIC126323537_A	1.145	0.047	0.047	1.666	0.027	0.027	6787.0	133.0	133.0	-0.53	0.05	0.05	NA	NA	NA	NA	4.05	0.01	0.01	0.0	5.28	0.14	0.13	0.0	MS	NA	8.34	0.01	0.199760192	True	True	MWang25	EB	3	0.7226339225338123	0.011365364004574552	0.01082669349262122
TIC126323537_B	1.141	0.016	0.016	1.481	0.049	0.049	6605.0	189.0	189.0	-0.53	0.05	0.05	NA	NA	NA	NA	4.15	0.02	0.02	0.0	3.74	0.14	0.14	0.0	MS	NA	8.34	0.01	0.177577938	True	True	MWang25	EB	3	0.5728716022004802	0.0159601233937271	0.0165691014331929
TIC189069314_A	1.126	0.069	0.069	1.439	0.047	0.047	6286.0	108.0	108.0	-0.32	0.03	0.03	NA	NA	NA	NA	4.17	0.01	0.01	0.0	2.9	0.09	0.09	0.0	MS	NA	14.49	0.01	0.099309869	True	True	MWang25	EB	3	0.4623979978989561	0.013273190425473536	0.013691677993876161
TIC189069314_B	0.96	0.054	0.054	1.023	0.035	0.035	5739.0	117.0	117.0	-0.32	0.03	0.03	NA	NA	NA	NA	4.4	0.03	0.03	0.0	1.01	0.04	0.04	0.0	MS	NA	14.49	0.01	0.070600414	True	True	MWang25	EB	3	0.004321373782642578	0.016867925287295513	0.01754963951639774
TIC327361036_A	1.443	0.022	0.022	2.146	0.094	0.094	7553.0	126.0	126.0	0.08	0.04	0.04	NA	NA	NA	NA	3.93	0.04	0.04	0.0	12.45	0.59	0.56	0.0	MS	NA	19.1	0.27	0.112356021	True	True	MWang25	EB	3	1.095169351431755	0.020108239964146346	0.019987496813063554
TIC327361036_B	1.272	0.021	0.021	1.19	0.063	0.063	7585.0	191.0	191.0	0.08	0.04	0.04	NA	NA	NA	NA	4.39	0.05	0.05	0.0	4.23	0.25	0.24	0.0	MS	NA	19.1	0.27	0.062303665	True	True	MWang25	EB	3	0.6263403673750424	0.024937646623101606	0.02536747168829412
TIC369605666_A	0.995	0.014	0.014	1.041	0.036	0.036	6116.0	108.0	108.0	-0.05	0.01	0.01	NA	NA	NA	NA	4.4	0.03	0.03	0.0	1.36	0.05	0.05	0.0	MS	NA	10.17	0.01	0.102359882	True	True	MWang25	EB	3	0.13353890837021754	0.015680204285162397	0.01626761271445326
TIC369605666_B	0.827	0.024	0.024	0.789	0.044	0.044	5486.0	116.0	116.0	-0.05	0.01	0.01	NA	NA	NA	NA	4.56	0.05	0.05	0.0	0.51	0.04	0.03	0.0	MS	NA	10.17	0.01	0.077581121	True	True	MWang25	EB	3	-0.2924298239020636	0.03279251339630751	0.02632893872234915
TIC39022841_A	0.856	0.048	0.048	0.929	0.059	0.059	5914.0	101.0	101.0	-0.19	0.03	0.03	NA	NA	NA	NA	4.44	0.02	0.02	0.0	0.95	0.06	0.06	0.0	MS	NA	21.59	0.19	0.04302918	True	True	MWang25	EB	3	-0.022276394711152253	0.026597768493794832	0.02833359864393501
TIC431925451_A	1.426	0.079	0.079	1.488	0.09	0.09	6989.0	131.0	131.0	-0.2	0.02	0.02	NA	NA	NA	NA	4.25	0.05	0.05	0.0	4.74	0.3	0.29	0.0	MS	NA	14.19	0.01	0.104862579	True	True	MWang25	EB	3	0.6757783416740851	0.026652194771440207	0.02741833069315347
TIC446092483_A	1.342	0.019	0.019	2.194	0.069	0.069	6336.0	120.0	120.0	-0.25	0.01	0.01	NA	NA	NA	NA	3.88	0.03	0.03	0.0	6.07	0.21	0.21	0.0	MS	NA	26.92	0.05	0.081500743	True	True	MWang25	EB	3	0.7831886910752576	0.014770952661938619	0.01529107505716687
TIC446092483_B	1.486	0.028	0.028	1.459	0.077	0.077	6096.0	111.0	111.0	-0.25	0.01	0.01	NA	NA	NA	NA	4.28	0.04	0.04	0.0	2.41	0.14	0.13	0.0	MS	NA	26.92	0.05	0.054197623	True	True	MWang25	EB	3	0.3820170425748684	0.02452313785908683	0.024082195574414544
TIC46299496_A	1.123	0.028	0.028	1.13	0.018	0.018	6056.0	113.0	113.0	-0.56	0.03	0.03	NA	NA	NA	NA	4.38	0.01	0.01	0.0	1.54	0.04	0.04	0.0	MS	NA	11.99	0.01	0.094245204	True	True	MWang25	EB	3	0.18752072083646307	0.011136366117959567	0.01142946178078183
TIC46299496_B	1.053	0.026	0.026	1.02	0.04	0.04	5926.0	120.0	120.0	-0.56	0.03	0.03	NA	NA	NA	NA	4.44	0.02	0.02	0.0	1.15	0.05	0.05	0.0	MS	NA	11.99	0.01	0.085070892	True	True	MWang25	EB	3	0.06069784035361165	0.018483405694013168	0.019305155195386663
TIC54759992_A	1.236	0.042	0.042	1.255	0.028	0.028	6733.0	126.0	126.0	-0.53	0.03	0.03	NA	NA	NA	NA	4.33	0.01	0.01	0.0	2.9	0.09	0.09	0.0	MS	NA	9.62	0.05	0.13045738	True	True	MWang25	EB	3	0.4623979978989561	0.013273190425473536	0.013691677993876161
TIC54759992_B	1.03	0.011	0.011	0.98	0.035	0.035	5619.0	139.0	139.0	-0.53	0.03	0.03	NA	NA	NA	NA	4.48	0.03	0.03	0.0	0.86	0.04	0.04	0.0	MS	NA	9.62	0.05	0.101871102	True	True	MWang25	EB	3	-0.06550154875643228	0.01974405819575717	0.02068459885985105
KIC6147573_A	0.98	0.01	0.01	1.007	0.005	0.005	5699.0	100.0	100.0	-0.003	0.031	0.031	LAMOST_DR11	NA	NA	NA	4.422	0.003	0.003	0.0	0.95	0.12	0.1	0.0	MS	G3	46.0	0.2	0.021891304	True	True	Ozdarcan24	EB	3	-0.022276394711152253	0.05166017239636183	0.04830467957455503
KIC8543278_A	0.827	0.007	0.007	0.746	0.004	0.004	5270.0	90.0	90.0	-0.166	0.028	0.028	LAMOST_DR11	NA	NA	NA	4.611	0.004	0.004	0.0	0.39	0.05	0.04	0.0	MS	K0	18.64	0.05	0.040021459	True	True	Ozdarcan24	EB	3	-0.4089353929735008	0.052388069459688213	0.04699656267622354
KIC9762519_A	0.92	0.02	0.02	0.916	0.008	0.008	5750.0	90.0	90.0	-0.447	0.028	0.028	LAMOST_DR11	NA	NA	NA	4.48	0.005	0.005	0.0	0.83	0.1	0.09	0.0	MS	G7	18.9	0.1	0.048465608	True	True	Ozdarcan24	EB	3	-0.08092190762392612	0.04940485617786121	0.0498463726450977
KIC10003270	1.416	0.20746566	0.103232747	2.362	0.114947814	0.098478424	6594.0	69.0	69.0	-0.181	0.1	0.1	NA	NA	NA	NA	3.848	0.022135944	0.023086793	NA	9.847	0.935283685	0.935283685	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9933039379194745	0.03940681613679853	0.04334258468486396
KIC10016239	1.264	0.054037024	0.05964059	1.298	0.024698178	0.025553865	6482.0	51.0	51.0	-0.005	0.1	0.1	NA	NA	NA	NA	4.312	0.01077033	0.01077033	NA	2.567	0.21132721	0.21132721	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.40942586867144337	0.034357523604541085	0.03731090317030378
KIC10019747	1.168	0.050990195	0.055605755	1.7	0.029206164	0.030805844	5769.0	65.0	65.0	0.204	0.1	0.1	NA	NA	NA	NA	4.044	0.010630146	0.010630146	NA	2.721	0.231861813	0.231861813	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.4347285417797577	0.035514581698763814	0.03867953420865933
KIC10024648	1.444	0.087692645	0.137295302	2.0	0.050447993	0.060207973	6409.0	157.0	157.0	-0.006	0.1	0.1	NA	NA	NA	NA	3.994	0.014317821	0.016155494	NA	5.875	0.50241565	0.50241565	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7690078709437739	0.035636852240553685	0.03882462826898936
KIC10025841	1.121	0.133195345	0.096648849	1.521	0.094556861	0.085094066	5738.0	187.0	187.0	0.197	0.1	0.1	NA	NA	NA	NA	4.127	0.036221541	0.039204592	NA	3.181	0.271735078	0.271735078	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.5025636691073634	0.035599587905117525	0.03878039855673798
KIC10070754	1.201	0.055217751	0.056859476	1.284	0.028635642	0.028635642	6550.0	58.0	58.0	-0.21	0.099	0.099	NA	NA	NA	NA	4.299	0.014866069	0.014866069	NA	2.492	0.206873468	0.206873468	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.396548037987132	0.034634485903385304	0.03763778516640465
KIC10074716	1.217	0.074249579	0.092086915	1.465	0.046518813	0.045617979	6064.0	91.0	91.0	0.11	0.1	0.1	NA	NA	NA	NA	4.189	0.019313208	0.020248457	NA	2.686	0.224793258	0.224793258	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.4291060083326965	0.034905352001921686	0.03795791224931283
KIC10079226	1.147	0.047010637	0.046097722	1.158	0.017088007	0.017088007	6078.0	50.0	50.0	0.106	0.099	0.099	NA	NA	NA	NA	4.37	0.007615773	0.007615773	NA	1.666	0.139281472	0.139281472	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.22167499707076876	0.03486992784470444	0.03791602092083626
KIC10081026	1.354	0.078102497	0.074404301	2.341	0.092282176	0.086284413	6503.0	61.0	61.0	-0.244	0.101	0.101	NA	NA	NA	NA	3.83	0.02236068	0.02236068	NA	10.56	0.96611297	0.96611297	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	1.0236639181977936	0.038018953685335255	0.04166931794497153
KIC10118942	1.184	0.061717096	0.060959003	2.14	0.060835845	0.059933296	6362.0	61.0	61.0	-0.325	0.072111026	0.072111026	NA	NA	NA	NA	3.85	0.016492423	0.016492423	NA	6.26	0.579917862	0.579917862	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7965743332104297	0.038476553261975965	0.04221971724901796
KIC10129349	1.381	0.057801384	0.057008771	1.534	0.041146081	0.039357337	6699.0	56.0	56.0	0.045	0.1	0.1	NA	NA	NA	NA	4.206	0.017720045	0.017720045	NA	4.248	0.367732675	0.367732675	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.6281845080734126	0.036056140182089136	0.03932286140366548
KIC10147635	1.467	0.055470713	0.046872167	2.688	0.044654227	0.041400483	6155.0	66.0	66.0	-0.035	0.1	0.1	NA	NA	NA	NA	3.746	0.006708204	0.006708204	NA	9.718	0.857439331	0.857439331	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9875768947269874	0.03672152340669621	0.04011569115270297
KIC10186764	1.305	0.062968246	0.069814039	1.709	0.065192024	0.06239391	6488.0	74.0	74.0	-0.167	0.102	0.102	NA	NA	NA	NA	4.087	0.023194827	0.025179357	NA	3.867	0.346675422	0.346675422	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5873741720730654	0.03728690692959202	0.04079146429502034
KIC10214328	1.23	0.085146932	0.063031738	1.765	0.053907328	0.051662365	6923.0	80.0	80.0	-0.584	0.102	0.102	NA	NA	NA	NA	4.033	0.0234094	0.020615528	NA	6.189	0.470228183	0.470228183	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.791620482692814	0.03180341385161578	0.03431771445437559
KIC10215584	1.068	0.06060528	0.06382006	1.139	0.029068884	0.029068884	5995.0	57.0	57.0	-0.015	0.1	0.1	NA	NA	NA	NA	4.352	0.017088007	0.017088007	NA	1.78	0.157131504	0.157131504	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.250420002308894	0.036739101901683835	0.04013667273245189
KIC10273246	1.287	0.050990195	0.054451814	2.147	0.029	0.032015621	6342.0	59.0	59.0	-0.262	0.1	0.1	NA	NA	NA	NA	3.883	0.00781025	0.00781025	NA	6.403	0.567072116	0.567072116	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8063835018241675	0.0368537697342195	0.040273585253604804
KIC10319352	1.077	0.062201286	0.06060528	1.483	0.02884441	0.036674242	5659.0	63.0	63.0	0.197	0.099	0.099	NA	NA	NA	NA	4.128	0.017464249	0.016552945	NA	2.162	0.191534916	0.191534916	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.3348556896172915	0.03686495607340279	0.0402869459043671
KIC10322381	1.138	0.068796802	0.06463745	1.401	0.066098411	0.059464275	6464.0	63.0	63.0	-0.361	0.1	0.1	NA	NA	NA	NA	4.199	0.028071338	0.029068884	NA	2.627	0.213321387	0.213321387	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.4194600727860702	0.0339074111707201	0.03678063050971081
KIC10324098	1.326	0.172754161	0.073817342	2.11	0.081394103	0.06080296	6370.0	68.0	68.0	-0.118	0.101	0.101	NA	NA	NA	NA	3.912	0.016763055	0.015811388	NA	6.862	0.611014165	0.611014165	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8364507137201546	0.037045091736269464	0.040502198946019696
KIC10351059	1.47	0.072917762	0.072249567	1.819	0.045793013	0.04494441	6530.0	58.0	58.0	0.16	0.1	0.1	NA	NA	NA	NA	4.085	0.013928388	0.014866069	NA	5.568	0.459300526	0.459300526	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7456992266025056	0.03442361967369845	0.037388871115839106
KIC10385708	1.227	0.128160056	0.054561891	1.766	0.048846699	0.040706265	6036.0	55.0	55.0	0.121	0.1	0.1	NA	NA	NA	NA	4.033	0.017888544	0.015264338	NA	3.7	0.318249775	0.318249775	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.568201724066995	0.03583520499349535	0.03906019647355019
KIC10398597	1.47	0.077935871	0.112538882	2.015	0.078447435	0.071784399	6412.0	65.0	65.0	0.112	0.1	0.1	NA	NA	NA	NA	3.991	0.024186773	0.024186773	NA	6.768	0.567435483	0.567435483	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8304603500309671	0.034965551686135576	0.03802911932991171
KIC10462940	1.239	0.050606324	0.052201533	1.271	0.017492856	0.017492856	6265.0	48.0	48.0	0.112	0.099	0.099	NA	NA	NA	NA	4.322	0.007211103	0.007211103	NA	2.189	0.183679028	0.183679028	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.3402457615679317	0.034993230000999076	0.03806186580277915
KIC10491771	1.299	0.055154329	0.05375872	1.511	0.043081318	0.041231056	6601.0	48.0	48.0	-0.101	0.1	0.1	NA	NA	NA	NA	4.192	0.018973666	0.018973666	NA	3.72	0.300924684	0.300924684	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5705429398818975	0.033782998520805574	0.036634272263737166
KIC10518551	1.25	0.052325902	0.057489129	2.08	0.036619667	0.038275318	6242.0	60.0	60.0	-0.267	0.101	0.101	NA	NA	NA	NA	3.898	0.008944272	0.009848858	NA	7.12	0.615406327	0.615406327	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8524799936368563	0.03600313770675978	0.0392598212689258
KIC10610027	1.329	0.062625873	0.055154329	1.48	0.057567352	0.052810984	6704.0	58.0	58.0	-0.041	0.1	0.1	NA	NA	NA	NA	4.222	0.025317978	0.026305893	NA	5.015	0.10287895	0.10287895	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7002709373564369	0.008819072219593327	0.009001876719403001
KIC10655953	1.262	0.048332184	0.050159745	1.267	0.026925824	0.026	6594.0	61.0	61.0	-0.073	0.099	0.099	NA	NA	NA	NA	4.333	0.012369317	0.013341664	NA	2.301	0.193171469	0.193171469	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.36191661866864344	0.035009688325002675	0.03808133995990509
KIC10717090	1.22	0.095	0.120880106	1.546	0.0585235	0.059363288	5817.0	74.0	74.0	0.238	0.1	0.1	NA	NA	NA	NA	4.141	0.02236068	0.024166092	NA	2.651	0.221827032	0.221827032	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.4234097277330934	0.03489975091834063	0.03795128811385173
KIC10727922	1.212	0.065855903	0.070007142	1.917	0.075643903	0.072917762	6319.0	66.0	66.0	-0.304	0.1	0.1	NA	NA	NA	NA	3.954	0.023345235	0.02433105	NA	4.764	0.413800752	0.413800752	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.67797175281074	0.03617358143569105	0.039462603827316034
KIC10730618	1.368	0.056727418	0.055226805	1.777	0.024083189	0.024083189	6422.0	54.0	54.0	-0.006	0.1	0.1	NA	NA	NA	NA	4.074	0.007211103	0.007211103	NA	4.894	0.397201754	0.397201754	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.6896639650157704	0.03389035651976191	0.03676056212972156
KIC10731424	1.437	0.08232861	0.076380626	2.55	0.09749359	0.087817994	6432.0	65.0	65.0	-0.129	0.101	0.101	NA	NA	NA	NA	3.782	0.018248288	0.019235384	NA	10.5	0.9424602	0.9424602	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	1.021189299069938	0.03733011143726972	0.04084318386363395
KIC10732098	1.121	0.055946403	0.060373835	1.778	0.051894123	0.050990195	5796.0	67.0	67.0	-0.01	0.1	0.1	NA	NA	NA	NA	3.987	0.01456022	0.015524175	NA	3.341	0.28117105	0.28117105	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.5238764756381313	0.03509247953844341	0.03817932632892196
KIC10794845	1.142	0.054644304	0.055470713	1.143	0.048052055	0.04414748	6398.0	55.0	55.0	-0.195	0.1	0.1	NA	NA	NA	NA	4.378	0.029427878	0.032388269	NA	1.717	0.140750471	0.140750471	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.23477029516091652	0.034217084924371866	0.0371453253515352
KIC10873176	1.109	0.054083269	0.050803543	2.021	0.039357337	0.038470768	6517.0	89.0	89.0	-0.837	0.104	0.104	NA	NA	NA	NA	3.871	0.012529964	0.012529964	NA	6.273	0.53509904	0.53509904	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7974752875373343	0.03555057743176859	0.03872223977526312
KIC10923629	1.688	0.078771822	0.213459598	2.578	0.043185646	0.099297533	6195.0	87.0	87.0	0.157	0.1	0.1	NA	NA	NA	NA	3.84	0.009899495	0.02118962	NA	9.692	0.806334524	0.806334524	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9864134054654686	0.03470700175619157	0.03772344639878755
KIC10963065	1.131	0.044407207	0.044407207	1.242	0.017029386	0.017804494	6316.0	45.0	45.0	-0.146	0.072111026	0.072111026	NA	NA	NA	NA	4.303	0.006403124	0.007211103	NA	1.87	0.154763396	0.154763396	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.27184160653649897	0.034532674438813304	0.037517570365246444
KIC10971974	1.057	0.059539903	0.058668561	1.19	0.033837849	0.032893768	6030.0	58.0	58.0	-0.077	0.102	0.102	NA	NA	NA	NA	4.311	0.018681542	0.018681542	NA	1.647	0.136094551	0.136094551	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.21669359916975436	0.034480773668432135	0.03745631170853991
KIC10972252	1.338	0.065069194	0.063702433	2.285	0.053600373	0.052009614	6237.0	60.0	60.0	-0.136	0.101	0.101	NA	NA	NA	NA	3.845	0.012529964	0.012529964	NA	8.655	0.740800397	0.740800397	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9372670722114126	0.03566670990413401	0.03886007285856974
KIC10972873	1.177	0.048764741	0.055036352	1.861	0.034058773	0.03748333	5928.0	64.0	64.0	-0.057	0.101	0.101	NA	NA	NA	NA	3.968	0.00781025	0.008602325	NA	3.488	0.305307643	0.305307643	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.5425764762605296	0.036441589811429864	0.03978181505530698
KIC11027406	1.066	0.064621978	0.060926185	1.357	0.029966648	0.029068884	6250.0	94.0	94.0	-0.279	0.099	0.099	NA	NA	NA	NA	4.2	0.012083046	0.01118034	NA	2.054	0.177470422	0.177470422	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.31260043926125936	0.035990695407415674	0.03924502507600108
KIC11075448	1.326	0.059413803	0.057280014	1.564	0.047434165	0.04554119	6470.0	68.0	68.0	0.029	0.1	0.1	NA	NA	NA	NA	4.171	0.019646883	0.020615528	NA	4.039	0.31044264	0.31044264	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.6062738531699883	0.03215975461658582	0.034733024520342215
KIC11083308	1.305	0.082462113	0.076550637	2.084	0.082734515	0.076537572	6234.0	65.0	65.0	-0.042	0.1	0.1	NA	NA	NA	NA	3.915	0.022561028	0.022561028	NA	6.828	0.577672496	0.577672496	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.834293512442696	0.035270989717801515	0.03839073838604856
KIC11127479	1.162	0.057245087	0.060835845	1.372	0.023706539	0.024596748	5998.0	57.0	57.0	0.2	0.072111026	0.072111026	NA	NA	NA	NA	4.228	0.01	0.010816654	NA	2.257	0.193984784	0.193984784	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.35353155907776207	0.03580905603178264	0.03902912790515978
KIC11138101	1.305	0.062936476	0.062225397	2.332	0.081344945	0.076694198	6218.0	58.0	58.0	-0.219	0.101	0.101	NA	NA	NA	NA	3.817	0.020396078	0.021377558	NA	8.626	0.71597627	0.71597627	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9358094538099329	0.03462930597108127	0.03763166743076496
KIC11188219	1.153	0.062128898	0.062968246	1.344	0.035468296	0.034539832	6024.0	62.0	62.0	0.089	0.1	0.1	NA	NA	NA	NA	4.242	0.017464249	0.017464249	NA	2.057	0.17333814	0.17333814	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.313234291694724	0.03513641942673634	0.03823134733351513
KIC11389393	1.403	0.082758685	0.142270868	1.905	0.072111026	0.075471849	6174.0	66.0	66.0	0.14	0.1	0.1	NA	NA	NA	NA	4.019	0.015297059	0.016278821	NA	4.74	0.376421965	0.376421965	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.6757783416740851	0.033188013036752895	0.0359355947008142
KIC11389437	1.192	0.101921538	0.048826222	1.69	0.047010637	0.035510562	6158.0	53.0	53.0	-0.023	0.099	0.099	NA	NA	NA	NA	4.059	0.0117047	0.01077033	NA	3.883	0.311500816	0.311500816	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5891673905460476	0.03351289267437818	0.03631683531111651
KIC11454149	1.141	0.055803226	0.056612719	1.153	0.030083218	0.029154759	6435.0	52.0	52.0	-0.233	0.1	0.1	NA	NA	NA	NA	4.37	0.016763055	0.017720045	NA	1.866	0.155988512	0.155988512	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.2709116394104812	0.03486704439188926	0.037912611381924255
KIC11460626	1.286	0.055865911	0.058796258	2.172	0.069641941	0.06685058	6176.0	62.0	62.0	-0.144	0.099	0.099	NA	NA	NA	NA	3.872	0.019416488	0.019416488	NA	6.979	0.623290105	0.623290105	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8437931983259126	0.03715124002677095	0.04062913261562484
KIC11467550	1.247	0.070292247	0.071589105	1.968	0.069641941	0.067955868	6146.0	58.0	58.0	-0.08	0.1	0.1	NA	NA	NA	NA	3.945	0.018248288	0.018248288	NA	5.592	0.484249155	0.484249155	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7475671627376249	0.03606841094935742	0.03933745842203895
KIC11506988	1.251	0.168077363	0.114284732	1.872	0.01	0.064350602	6438.0	289.0	289.0	-0.23	0.1	0.1	NA	NA	NA	NA	3.994	0.027892651	0.023086793	NA	6.784	0.616199473	0.616199473	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8314858392486574	0.037757587084429445	0.0413555195079659
KIC11507653	1.17	0.108503456	0.063007936	1.641	0.049396356	0.049396356	5916.0	74.0	74.0	0.112	0.1	0.1	NA	NA	NA	NA	4.078	0.024041631	0.022135944	NA	3.45	0.320121102	0.320121102	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.5378190950732742	0.03853620555311288	0.042291561024532576
KIC11611414	1.272	0.078517514	0.107377838	1.706	0.059481089	0.058591808	6279.0	55.0	55.0	-0.074	0.1	0.1	NA	NA	NA	NA	4.074	0.02184033	0.02184033	NA	4.404	0.399251916	0.399251916	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.6438473102997142	0.03768805436540945	0.04127210802419634
KIC11713510	1.08	0.04472136	0.042059482	1.62	0.028284271	0.027586228	5941.0	58.0	58.0	-0.143	0.1	0.1	NA	NA	NA	NA	4.052	0.006708204	0.006708204	NA	2.86	0.258193921	0.258193921	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.456366033129043	0.03753708740991829	0.04109110906592656
KIC11723674	1.4	0.061400326	0.061400326	2.466	0.065306967	0.062609903	6246.0	63.0	63.0	-0.062	0.1	0.1	NA	NA	NA	NA	3.799	0.01456022	0.015524175	NA	10.05	0.930950536	0.930950536	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	1.0021660617565078	0.03847387350074749	0.04221649031996977
KIC11817562	1.448	0.081541401	0.073409809	2.477	0.10374006	0.093300589	6247.0	58.0	58.0	0.059	0.1	0.1	NA	NA	NA	NA	3.809	0.02433105	0.02433105	NA	9.93	0.875129544	0.875129544	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9969492484953811	0.036680729563962955	0.04006700705864541
KIC12069127	1.59	0.062968246	0.062968246	2.295	0.031890437	0.031240999	6476.0	66.0	66.0	0.076	0.1	0.1	NA	NA	NA	NA	3.916	0.006708204	0.006708204	NA	9.191	0.784090216	0.784090216	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9633627661037362	0.03555406608801237	0.0387263791506155
KIC12069569	1.363	0.076380626	0.070434367	2.314	0.094847246	0.088549421	6357.0	59.0	59.0	-0.109	0.1	0.1	NA	NA	NA	NA	3.843	0.024515301	0.025495098	NA	9.057	0.828832831	0.828832831	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9569843677427602	0.03802889454343028	0.041681261210504084
KIC12117868	1.11	0.068264193	0.063245553	1.326	0.047434165	0.044598206	6160.0	51.0	51.0	-0.108	0.099	0.099	NA	NA	NA	NA	4.239	0.021377558	0.02236068	NA	2.205	0.193501337	0.193501337	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.34340859380385735	0.0365313710875147	0.039888845562704556
KIC12265063	1.12	0.075432089	0.070837843	1.641	0.057271284	0.055461698	6189.0	60.0	60.0	-0.268	0.101	0.101	NA	NA	NA	NA	4.056	0.024041631	0.023086793	NA	3.367	0.30235973	0.30235973	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5272431163880886	0.03734717402571974	0.040863612386100534
KIC12366681	1.516	0.096540147	0.080280757	2.62	0.056035703	0.04596738	6188.0	66.0	66.0	0.15	0.1	0.1	NA	NA	NA	NA	3.781	0.013416408	0.01	NA	14.21	1.147154633	1.147154633	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	1.1525940779274697	0.03371667932677869	0.03655629206089417
KIC2010607	1.402	0.08184131	0.069354164	2.41	0.105948101	0.09656604	6361.0	71.0	71.0	-0.07	0.1	0.1	NA	NA	NA	NA	3.819	0.027166155	0.027166155	NA	10.71	0.986519043	0.986519043	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	1.0297894708318556	0.038267161397280924	0.04196770284146012
