ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	FeH	eFeH1	eFeH2	Ref	MH	eMH1	eMH2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2
KIC9226926	1.39	0.05	0.04	1.64	0.03	0.03	6892.0	84.0	84.0	-0.23	0.09	0.09	NA	NA	NA	NA	4.151	0.013	0.012	NA	4.548	0.365619369	0.365619369	NA	MS	F	NA	NA	NA	NA	NA	C14bruntt	A	1	0.6578204560156972	0.03358105503242559	0.036396901369382784
KIC10130724	0.85	0.15	0.09	1.08	0.06	0.04	5648.0	70.0	70.0	0.32	0.15	0.15	NA	NA	NA	NA	4.306	0.022	0.016	NA	4.802	1.391686439	1.391686439	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.6814221557210085	0.11052705930378837	0.14862784372222948
KIC10202294	1.18	0.21	0.11	1.88	0.08	0.07	5803.0	66.0	66.0	0.36	0.1	0.1	NA	NA	NA	NA	3.961	0.026	0.015	NA	4.243	0.366465826	0.366465826	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.6276730317666159	0.03597756775270222	0.039229414874940916
KIC10290021	1.37	0.13	0.11	2.05	0.06	0.07	6215.0	56.0	56.0	0.06	0.15	0.1	NA	NA	NA	NA	3.955	0.014	0.015	NA	6.234	0.534000492	0.534000492	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.7947667979408211	0.03569358366119768	0.0388919797548023
KIC10858780	0.92	0.14	0.11	1.43	0.1	0.08	5672.0	60.0	60.0	-0.16	0.15	0.1	NA	NA	NA	NA	4.086	0.023	0.023	NA	2.386	0.210801879	0.210801879	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.3776704393343231	0.03676837739576805	0.04017161991104151
KIC11098033	1.38	0.21	0.14	2.26	0.12	0.09	6358.0	66.0	66.0	-0.14	0.2	0.15	NA	NA	NA	NA	3.877	0.024	0.027	NA	6.502	0.578005387	0.578005387	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.8130469651601079	0.03698662297365607	0.04043231023758087
KIC11133100	1.4	0.25	0.17	2.37	0.14	0.13	6222.0	51.0	51.0	0.0	0.15	0.15	NA	NA	NA	NA	3.849	0.025	0.027	NA	15.06	1.32370116	1.32370116	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	1.1778249718646818	0.036587045937731766	0.03995524131700545
KIC11189107	1.52	0.18	0.15	2.26	0.13	0.1	6795.0	94.0	94.0	-0.1	0.15	0.1	NA	NA	NA	NA	3.909	0.027	0.026	NA	10.05	0.864098657	0.864098657	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	1.0021660617565078	0.03582181347374647	0.0390442849921282
KIC11229052	1.27	0.12	0.15	1.48	0.05	0.07	6495.0	51.0	51.0	-0.02	0.15	0.15	NA	NA	NA	NA	4.198	0.015	0.017	NA	3.473	0.296828764	0.296828764	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.5407047833107623	0.03561684049215219	0.038800874931897655
KIC11453915	1.25	0.06	0.09	1.22	0.03	0.03	6608.0	58.0	58.0	-0.12	0.15	0.15	NA	NA	NA	NA	4.359	0.011	0.013	NA	2.146	0.178748413	0.178748413	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.33162971762993226	0.034746242280822404	0.037769813298373145
KIC11456910	1.3	0.11	0.17	1.71	0.07	0.08	6386.0	61.0	61.0	-0.26	0.15	0.15	NA	NA	NA	NA	4.082	0.019	0.02	NA	3.678	0.320896125	0.320896125	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.5656117249020587	0.03632839817989508	0.03964694557201731
KIC11502597	1.08	0.19	0.11	1.61	0.11	0.07	5798.0	59.0	59.0	-0.1	0.15	0.1	NA	NA	NA	NA	4.061	0.012	0.012	NA	2.332	0.208250395	0.208250395	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.36772854608697647	0.037147981480623204	0.040625234985076975
KIC11708273	1.07	0.18	0.12	1.56	0.09	0.07	5959.0	96.0	96.0	0.24	0.15	0.1	NA	NA	NA	NA	4.081	0.023	0.022	NA	3.277	0.28619582	0.28619582	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.5154764413823758	0.03636324883520303	0.03968846242977958
KIC11757831	1.42	0.14	0.1	1.82	0.07	0.06	6754.0	70.0	70.0	-0.02	0.15	0.2	NA	NA	NA	NA	4.07	0.014	0.014	NA	7.031	0.617434134	0.617434134	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.8470170979353542	0.03655543309126341	0.03991753872298598
KIC11862119	1.17	0.15	0.13	1.52	0.09	0.08	6271.0	56.0	56.0	-0.38	0.15	0.15	NA	NA	NA	NA	4.141	0.018	0.018	NA	2.733	0.242536025	0.242536025	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.4366396316926607	0.036925580970327054	0.04035936772498816
KIC11919192	1.6	0.15	0.19	2.29	0.1	0.11	6788.0	81.0	81.0	-0.28	0.2	0.15	NA	NA	NA	NA	3.919	0.019	0.02	NA	9.2	0.763354241	0.763354241	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.9637878273455552	0.0346177443231499	0.037618013172729614
KIC11962180	1.35	0.14	0.15	1.97	0.1	0.1	6329.0	80.0	80.0	0.06	0.15	0.1	NA	NA	NA	NA	3.979	0.016	0.018	NA	6.241	0.547604773	0.547604773	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.7952541825808829	0.03652634256108578	0.039882849648064544
KIC11971746	1.11	0.1	0.17	1.35	0.05	0.08	5952.0	75.0	75.0	0.18	0.15	0.15	NA	NA	NA	NA	4.215	0.018	0.021	NA	2.284	0.187851532	0.187851532	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.3586960995738104	0.034326282389281704	0.03727405954952534
KIC12011630	0.85	0.12	0.08	0.99	0.05	0.03	5817.0	85.0	85.0	-0.08	0.15	0.15	NA	NA	NA	NA	4.383	0.018	0.015	NA	1.085	0.096706057	0.096706057	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.0354297381845483	0.03707972338719009	0.04054360449092957
KIC12055375	1.04	0.16	0.12	1.54	0.1	0.08	5991.0	75.0	75.0	-0.34	0.2	0.1	NA	NA	NA	NA	4.081	0.025	0.026	NA	2.481	0.210149961	0.210149961	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.3946267642722091	0.035311134688200796	0.03843830877777976
KIC12156916	1.28	0.14	0.16	1.58	0.06	0.07	6546.0	56.0	56.0	-0.42	0.2	0.15	NA	NA	NA	NA	4.146	0.015	0.018	NA	3.54	0.309113868	0.309113868	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.5490032620257879	0.0363574969546403	0.03968160983157065
KIC12253255	1.48	0.16	0.14	2.27	0.11	0.09	6457.0	64.0	64.0	0.1	0.2	0.1	NA	NA	NA	NA	3.89	0.018	0.018	NA	9.183	0.787558936	0.787558936	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.9629845843169971	0.035734920636232737	0.03894106709134093
KIC12304142	1.36	0.09	0.11	1.83	0.04	0.05	6186.0	56.0	56.0	0.06	0.15	0.1	NA	NA	NA	NA	4.045	0.012	0.013	NA	4.448	0.382339102	0.382339102	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.6481647785740011	0.03581284181683064	0.03903362568586821
KIC12507240	1.37	0.11	0.1	1.94	0.06	0.06	6157.0	97.0	97.0	0.02	0.2	0.15	NA	NA	NA	NA	4.001	0.015	0.015	NA	4.666	0.394698516	0.394698516	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.6689447344577338	0.0352657311384329	0.03838450786429415
KIC12735580	1.17	0.2	0.12	1.81	0.1	0.08	6170.0	64.0	64.0	0.06	0.15	0.15	NA	NA	NA	NA	3.994	0.03	0.029	NA	4.369	0.387567902	0.387567902	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.6403820447095684	0.03691165615317038	0.04034273133205557
KIC1725815	1.43	0.15	0.11	2.02	0.08	0.08	6550.0	82.0	82.0	-0.08	0.15	0.1	NA	NA	NA	NA	3.982	0.014	0.014	NA	6.845	0.587496081	0.587496081	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.8353734524700088	0.035761236412614306	0.038972322196213605
KIC2865774	1.28	0.11	0.21	1.79	0.08	0.11	6074.0	63.0	63.0	-0.06	0.15	0.15	NA	NA	NA	NA	4.03	0.022	0.025	NA	3.998	0.356470017	0.356470017	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.6018427897820982	0.037092514751305594	0.040558899658266756
KIC3123191	1.3	0.11	0.17	1.42	0.05	0.06	6568.0	93.0	93.0	-0.1	0.15	0.1	NA	NA	NA	NA	4.243	0.02	0.022	NA	3.494	0.323861481	0.323861481	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.5433229006469121	0.038497266698151456	0.042244661544927564
KIC3236382	1.44	0.16	0.11	1.64	0.06	0.05	6831.0	58.0	58.0	-0.06	0.15	0.15	NA	NA	NA	NA	4.165	0.014	0.013	NA	4.73	0.3857002	0.3857002	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.6748611407378116	0.034043944462714526	0.03694135247355623
KIC3344897	1.55	0.16	0.18	2.34	0.08	0.1	6630.0	83.0	83.0	-0.04	0.15	0.1	NA	NA	NA	NA	3.89	0.017	0.016	NA	8.694	0.765139525	0.765139525	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.9392196358548183	0.03663199562719954	0.04000886026233463
KIC3534307	0.96	0.13	0.11	1.44	0.07	0.06	5781.0	59.0	59.0	-0.24	0.15	0.1	NA	NA	NA	NA	4.104	0.019	0.017	NA	2.003	0.175425643	0.175425643	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.30168094929357625	0.03646179129863891	0.03980589352532188
KIC3547794	1.4	0.11	0.13	1.75	0.06	0.06	6825.0	81.0	81.0	-0.14	0.15	0.15	NA	NA	NA	NA	4.093	0.019	0.019	NA	5.785	0.49127116	0.49127116	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.7623033632877684	0.03539833528993408	0.03854167156379684
KIC3967430	1.36	0.09	0.12	1.47	0.04	0.05	6622.0	53.0	53.0	0.0	0.15	0.15	NA	NA	NA	NA	4.236	0.014	0.014	NA	3.565	0.281704946	0.281704946	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.5520595341878843	0.033029341685264724	0.03574962173992946
KIC4646780	1.43	0.15	0.1	1.92	0.08	0.07	6856.0	138.0	138.0	-0.12	0.15	0.15	NA	NA	NA	NA	4.029	0.019	0.019	NA	6.537	0.540582863	0.540582863	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.815378484965918	0.03450647773854709	0.03748664831535997
KIC4931390	1.37	0.1	0.1	1.41	0.04	0.04	6557.0	51.0	51.0	-0.06	0.15	0.15	NA	NA	NA	NA	4.274	0.012	0.012	NA	3.532	0.310919875	0.310919875	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.548020694905531	0.036640634599637956	0.040019166791037564
KIC5095850	1.43	0.25	0.11	2.27	0.17	0.09	6836.0	85.0	85.0	0.1	0.15	0.15	NA	NA	NA	NA	3.885	0.018	0.021	NA	11.33	1.012071891	1.012071891	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	1.0542299098633972	0.03715816193249322	0.04063741229755258
KIC5309966	1.34	0.08	0.13	1.64	0.05	0.06	6356.0	61.0	61.0	0.1	0.15	0.15	NA	NA	NA	NA	4.131	0.014	0.015	NA	4.22	0.35276565	0.35276565	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.6253124509616739	0.034866493799770026	0.037911960339865436
KIC5686856	1.14	0.14	0.11	1.78	0.09	0.08	6125.0	55.0	55.0	0.0	0.2	0.15	NA	NA	NA	NA	3.996	0.012	0.012	NA	2.777	0.070530711	0.070530711	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.4435758797502576	0.01089253695027792	0.011172776345902746
KIC6064910	1.4	0.15	0.13	2.37	0.1	0.09	6508.0	75.0	75.0	-0.26	0.2	0.15	NA	NA	NA	NA	3.836	0.015	0.015	NA	8.907	0.767730778	0.767730778	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.9497314523157071	0.03590743628420312	0.03914603847073295
KIC6363365	1.12	0.13	0.11	1.41	0.06	0.05	6282.0	76.0	76.0	-0.58	0.15	0.1	NA	NA	NA	NA	4.188	0.016	0.016	NA	4.057	0.854109438	0.854109438	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.6082050077043262	0.08297460425052183	0.10266290798258593
KIC6421967	1.24	0.1	0.11	1.27	0.04	0.05	6464.0	73.0	73.0	-0.12	0.15	0.15	NA	NA	NA	NA	4.321	0.015	0.017	NA	2.237	0.189568099	0.189568099	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.3496659840966297	0.03532649972896845	0.03845651835856212
KIC6448798	1.4	0.22	0.12	2.4	0.14	0.1	6349.0	67.0	67.0	-0.16	0.15	0.15	NA	NA	NA	NA	3.829	0.017	0.017	NA	9.553	0.859532225	0.859532225	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.9801397777457546	0.03741658073804732	0.04094672912994024
KIC6450651	1.1	0.18	0.12	1.72	0.11	0.09	5995.0	69.0	69.0	-0.12	0.15	0.15	NA	NA	NA	NA	4.01	0.02	0.021	NA	3.177	0.273070118	0.273070118	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.5020172148271475	0.035810706782658186	0.039031089103541416
KIC6593461	0.94	0.2	0.11	1.29	0.08	0.06	5817.0	101.0	101.0	0.24	0.15	0.15	NA	NA	NA	NA	4.193	0.026	0.023	NA	2.059	0.17859073	0.17859073	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.31365634661803143	0.03612430753280682	0.039403963121214525
KIC7019341	0.98	0.2	0.12	1.39	0.1	0.08	5723.0	77.0	77.0	0.38	0.1	0.1	NA	NA	NA	NA	4.145	0.02	0.02	NA	2.351	0.220003795	0.220003795	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.37125262912493934	0.03885008857056321	0.04266995282651703
KIC7465072	1.15	0.22	0.11	1.66	0.1	0.08	6192.0	55.0	55.0	0.06	0.15	0.15	NA	NA	NA	NA	4.061	0.034	0.033	NA	4.49	0.388140708	0.388140708	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.6522463410033232	0.036007982204118605	0.03926558252243062
KIC7530690	1.35	0.07	0.09	1.34	0.04	0.04	6836.0	62.0	62.0	-0.04	0.15	0.15	NA	NA	NA	NA	4.311	0.013	0.014	NA	3.41	0.283974195	0.283974195	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.5327543789924978	0.034739478270834234	0.03776182024123964
KIC7622208	1.39	0.11	0.19	1.92	0.07	0.1	6606.0	99.0	99.0	0.0	0.15	0.15	NA	NA	NA	NA	4.008	0.013	0.014	NA	6.48	0.616787233	0.616787233	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.8115750058705934	0.03948677907941789	0.04343935151908629
KIC7938112	1.37	0.13	0.17	1.84	0.07	0.09	6520.0	70.0	70.0	-0.22	0.15	0.15	NA	NA	NA	NA	4.043	0.018	0.02	NA	7.203	0.779587287	0.779587287	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.8575134147766897	0.04463026132989878	0.04974758785519173
KIC8174170	1.25	0.13	0.2	2.18	0.12	0.16	5983.0	64.0	64.0	-0.04	0.15	0.15	NA	NA	NA	NA	3.859	0.016	0.016	NA	2.899	0.668392809	0.668392809	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.46224821535499744	0.09010271719295032	0.11382511741589096
KIC8377423	1.21	0.19	0.14	1.99	0.12	0.11	6059.0	57.0	57.0	0.24	0.15	0.15	NA	NA	NA	NA	3.928	0.032	0.031	NA	6.765	0.601312885	0.601312885	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.8302678009336417	0.03698236068586058	0.04042721626004275
KIC8391021	1.26	0.1	0.11	1.54	0.05	0.05	6250.0	51.0	51.0	-0.22	0.2	0.15	NA	NA	NA	NA	4.163	0.01	0.011	NA	2.947	0.251913091	0.251913091	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.46938013584992516	0.03562230535583105	0.038807361321397504
KIC8420801	1.35	0.1	0.19	1.74	0.06	0.08	6506.0	73.0	73.0	0.07	0.15	0.15	NA	NA	NA	NA	4.08	0.017	0.02	NA	4.674	0.408550153	0.408550153	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.6696887080562082	0.03639296475582299	0.039723868152315656
KIC8435400	1.5	0.13	0.21	2.34	0.12	0.13	6322.0	59.0	59.0	0.14	0.15	0.1	NA	NA	NA	NA	3.863	0.016	0.016	NA	9.416	0.822782257	0.822782257	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.9738664498353783	0.03638185734019672	0.03971063334311309
KIC8491374	1.38	0.14	0.19	1.95	0.09	0.1	6520.0	65.0	65.0	0.0	0.15	0.1	NA	NA	NA	NA	3.988	0.023	0.023	NA	5.685	0.476353911	0.476353911	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.7547304690237535	0.03494568656075414	0.03800561952271986
KIC8516041	1.09	0.13	0.12	1.3	0.06	0.06	6214.0	65.0	65.0	0.18	0.15	0.15	NA	NA	NA	NA	4.246	0.018	0.019	NA	2.381	0.22232026	0.22232026	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.37675939540487985	0.03876820282159943	0.04257117987365672
KIC9273544	1.14	0.12	0.12	1.55	0.07	0.07	6125.0	55.0	55.0	-0.22	0.15	0.15	NA	NA	NA	NA	4.112	0.013	0.013	NA	3.128	0.271690736	0.271690736	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.49526674438781043	0.03617266743164599	0.039461515941530856
KIC9402223	1.46	0.25	0.13	2.6	0.15	0.11	6350.0	52.0	52.0	-0.08	0.2	0.15	NA	NA	NA	NA	3.776	0.016	0.016	NA	11.16	0.975636586	0.975636586	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	1.04766419460156	0.0363983679811688	0.03973030652087939
KIC9762786	1.38	0.14	0.19	1.96	0.1	0.12	6482.0	52.0	52.0	0.06	0.15	0.15	NA	NA	NA	NA	3.99	0.014	0.014	NA	6.917	0.598725134	0.598725134	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.839917775678681	0.036053112970417134	0.03931926044217693
KIC9768011	1.35	0.16	0.16	2.02	0.13	0.13	6630.0	68.0	68.0	-0.26	0.2	0.15	NA	NA	NA	NA	3.955	0.023	0.024	NA	6.611	0.560297443	0.560297443	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.8202671571609645	0.035330578891805686	0.03846135293595998
TIC278683641_A	1.273	0.007	0.007	1.612	0.003	0.003	5940.0	110.0	110.0	0.2907	0.0039	0.0039	APOGEE2_DR17	0.246	0.013	0.013	4.128	0.001	0.001	0.0	2.92	0.14	0.14	0.0	MS	F/G	13.5	0.021	0.119116234	True	True	CakirliDec25	EB	3	0.4653828514484183	0.02033857503316172	0.02133805553034207
TIC278683641_B	0.589	0.002	0.002	0.585	0.001	0.001	3653.0	97.0	97.0	0.2907	0.0039	0.0039	APOGEE2_DR17	0.246	0.013	0.013	4.674	0.001	0.001	0.0	0.06	0.01	0.01	0.0	MS	M	13.5	0.021	0.043227666	True	True	CakirliDec25	EB	3	-1.2218487496163564	0.06694678963061307	0.07918124604762489
47_Tuc-V69 A	0.876	0.005	0.005	1.316	0.005	0.005	5945.0	150.0	150.0	-0.71	0.1	0.1	NA	NA	NA	NA	4.143	0.003	0.003	NA	1.941	0.217	0.217	NA	MS	G	48.3	0.01	0.027246377	True	True	eker14	EB	1	0.28802553538836284	0.046025904958528985	0.05148827389966887
47_Tuc-V69 B	0.859	0.006	0.006	1.163	0.006	0.006	5959.0	150.0	150.0	-0.71	0.1	0.1	NA	NA	NA	NA	4.242	0.003	0.003	NA	1.531	0.171	0.171	NA	MS	G	48.3	0.01	0.024078675	True	True	eker14	EB	1	0.18497519069826102	0.045984365050308035	0.05143628232804354
AD_Boo A	1.414	0.009	0.009	1.614	0.014	0.014	6575.0	120.0	120.0	0.1	0.15	0.15	NA	NA	NA	NA	4.173	0.008	0.008	NA	4.375	0.356	0.356	NA	MS	F	9.41	0.02	0.17151966	True	True	eker14	EB	1	0.640978057358332	0.033974890690233295	0.03686005116629709
AD_Boo B	1.209	0.006	0.006	1.218	0.01	0.01	6145.0	120.0	120.0	0.1	0.15	0.15	NA	NA	NA	NA	4.351	0.007	0.007	NA	1.901	0.164	0.164	NA	MS	F	9.41	0.02	0.129436769	True	True	eker14	EB	1	0.27898211686544316	0.035937939126976626	0.0391822984183445
BG_Ind A	1.428	0.008	0.008	2.29	0.017	0.017	6353.0	270.0	270.0	-0.2	0.1	0.1	NA	NA	NA	NA	3.865057243	0.006891794	0.006891794	NA	7.907	1.621	1.621	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.8980117387975016	0.08099000967721948	0.09963736211594043
BG_Ind B	1.293	0.008	0.008	1.68	0.038	0.039	6653.0	233.0	233.0	-0.2	0.1	0.1	NA	NA	NA	NA	4.090979961	0.019829556	0.020341925	NA	5.117	0.881	0.881	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.7090154169721172	0.06899104445139115	0.08205946553666987
BW_Aqr A	1.479	0.02	0.02	2.057	0.04	0.04	6350.0	100.0	100.0	-0.07	0.11	0.11	NA	NA	NA	NA	3.981	0.019	0.019	NA	6.18	0.488	0.488	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.7909884750888159	0.03300711606715179	0.03572358367656914
BW_Aqr B	1.377	0.02	0.02	1.788	0.04	0.04	6450.0	100.0	100.0	-0.07	0.11	0.11	NA	NA	NA	NA	4.075	0.022	0.022	NA	4.966	0.417	0.417	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.6960067152185455	0.035017664597142395	0.03809077838859032
CD_Tau A	1.441	0.016	0.016	1.798	0.017	0.017	6200.0	50.0	50.0	0.08	0.15	0.15	NA	NA	NA	NA	4.087	0.01	0.01	NA	4.285	0.171	0.171	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.631950826259217	0.016994355906455594	0.01768653890051175
CD_Tau B	1.366	0.016	0.016	1.584	0.02	0.02	6200.0	50.0	50.0	0.08	0.15	0.15	NA	NA	NA	NA	4.174	0.012	0.012	NA	3.327	0.141	0.141	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.5220528008688224	0.018026287935350216	0.018807029403709707
CO_And A	1.289	0.007	0.007	1.727	0.021	0.021	6140.0	130.0	130.0	0.01	0.15	0.15	NA	NA	NA	NA	4.074	0.011	0.011	NA	3.802	0.367	0.367	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.5800121125294243	0.04001978259687311	0.04408537113385502
CO_And B	1.264	0.007	0.007	1.694	0.017	0.017	6170.0	130.0	130.0	0.01	0.15	0.15	NA	NA	NA	NA	4.082	0.009	0.009	NA	3.733	0.351	0.351	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.5720579899263045	0.03902774348856808	0.04288438666458161
EF_Aqr A	1.244	0.008	0.008	1.338	0.012	0.012	6150.0	65.0	65.0	0.0	0.1	0.1	NA	NA	NA	NA	4.28	0.007	0.007	NA	2.301	0.108	0.108	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.36191661866864344	0.01992018132969997	0.020877986991120534
EF_Aqr B	0.946	0.006	0.006	0.956	0.012	0.012	5185.0	110.0	110.0	0.0	0.1	0.1	NA	NA	NA	NA	4.453	0.011	0.011	NA	0.593	0.057	0.057	NA	MS	K	NA	NA	NA	True	True	eker14	EB	1	-0.22694530663573742	0.039858663278593	0.04388990367149265
EK_Cep A	2.024	0.02	0.02	1.579	0.015	0.015	9000.0	200.0	200.0	0.07	0.05	0.05	NA	NA	NA	NA	4.35	0.015	0.015	NA	14.689	1.454	1.454	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	1.1669922308301102	0.04099201593604618	0.04526828519274306
EK_Cep B	1.122	0.01	0.01	1.315	0.015	0.015	5700.0	190.0	190.0	0.07	0.05	0.05	NA	NA	NA	NA	4.251	0.015	0.015	NA	1.641	0.256	0.256	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.21510858105309322	0.06295874983556937	0.07365880765262586
EW_Ori A	1.173	0.011	0.011	1.169	0.005	0.005	6070.0	95.0	95.0	0.05	0.09	0.09	NA	NA	NA	NA	4.372	0.005	0.005	NA	1.667	0.111	0.111	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.22193559982800534	0.027996156806189554	0.02992600717433519
EW_Ori B	1.123	0.009	0.009	1.098	0.005	0.005	5900.0	95.0	95.0	0.05	0.09	0.09	NA	NA	NA	NA	4.408	0.005	0.005	NA	1.312	0.091	0.091	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.11793383503964149	0.02912383598871844	0.03121817109475898
GX_Gem A	1.488	0.011	0.011	2.334	0.012	0.012	6194.0	100.0	100.0	-0.12	0.1	0.1	NA	NA	NA	NA	3.887	0.004	0.004	NA	7.194	0.497	0.497	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.8569704334824924	0.029012377872480677	0.03109013454631282
GX_Gem B	1.467	0.01	0.01	2.244	0.012	0.012	6166.0	100.0	100.0	-0.12	0.1	0.1	NA	NA	NA	NA	3.904	0.005	0.005	NA	6.531	0.467	0.467	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.8149796837607568	0.029994254386130792	0.03222049113675962
HS_Aur A	0.898	0.019	0.019	1.005	0.023	0.023	5350.0	70.0	70.0	-0.01	0.01	0.01	NA	NA	NA	NA	4.39	0.02	0.02	NA	0.743	0.055	0.055	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	-0.1290111862394247	0.03101407759015415	0.03340037552506403
HS_Aur B	0.877	0.017	0.017	0.874	0.03	0.03	5200.0	72.0	72.0	-0.01	0.01	0.01	NA	NA	NA	NA	4.5	0.03	0.03	NA	0.501	0.048	0.048	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	-0.30016227413275426	0.039734618582846215	0.043739523854413875
HW_CMa A	1.779	0.012	0.012	1.668	0.021	0.021	7700.0	150.0	150.0	0.28	0.1	0.1	NA	NA	NA	NA	4.247	0.011	0.011	NA	8.79	0.782	0.782	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	0.9439888750737718	0.03701381486762789	0.040464810602509615
HW_CMa B	1.719	0.011	0.011	1.649	0.018	0.018	7560.0	150.0	150.0	0.33	0.1	0.1	NA	NA	NA	NA	4.242	0.01	0.01	NA	7.98	0.71	0.71	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	0.9020028913507294	0.0370168850979371	0.040468480491691605
KIC_6131659 A	0.922	0.007	0.007	0.88	0.003	0.003	5660.0	140.0	140.0	-0.21	0.1	0.1	NA	NA	NA	NA	4.505765577	0.004431697	0.004431697	NA	0.713	0.078	0.078	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	-0.14691047014813446	0.04508695364581097	0.05031580455988985
