ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	eFe/H1	eFe/H2	Ref	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a	eOrbit_a	R/a	detached	well_detached	source	mode	database
KIC6129877	1.115	0.067675697	0.070178344	1.328	0.038483763	0.038483763	6064.0	72.0	72.0	-0.048	0.1	0.1	NA	4.238	0.015811388	0.016763055	NA	2.353	0.200690222	0.200690222	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6196457	1.209	0.019	0.03	1.716	0.012	0.012	5871.0	94.0	94.0	0.19	0.072111026	0.072111026	NA	4.049	0.004	0.005	NA	3.316	0.185	0.164	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	1
KIC6225718	1.1593	0.0304	0.0304	1.2336	0.012	0.015	6313.0	76.0	76.0	-0.07	0.1	0.1	NA	4.3186	0.0066	0.0055	NA	2.137	0.094	0.09	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1
KIC6232600	1.132	0.059076222	0.059076222	1.312	0.024698178	0.024698178	6435.0	70.0	70.0	-0.294	0.1	0.1	NA	4.255	0.01029563	0.01029563	NA	2.61	0.199951275	0.199951275	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6278762	0.739	0.009	0.011	0.748	0.006	0.003	5046.0	74.0	74.0	-0.482	0.072111026	0.072111026	NA	4.56	0.003	0.002	NA	0.341	0.02	0.016	NA	MS	K	NA	NA	NA	NA	NA	silva15	A	1
KIC6287060	1.157	0.079881162	0.07823682	1.488	0.047010637	0.045276926	6020.0	53.0	53.0	-0.016	0.1	0.1	NA	4.155	0.017464249	0.018384776	NA	3.112	0.27140541	0.27140541	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6363365	1.12	0.13	0.11	1.41	0.06	0.05	6282.0	76.0	76.0	-0.58	0.15	0.1	NA	4.188	0.016	0.016	NA	4.057	0.854109438	0.854109438	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC6370489	1.211	0.058137767	0.061522354	2.002	0.03482815	0.03748333	6302.0	80.0	80.0	-0.452	0.1	0.1	NA	3.918	0.008602325	0.008602325	NA	5.209	0.448219507	0.448219507	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6421967	1.24	0.1	0.11	1.27	0.04	0.05	6464.0	73.0	73.0	-0.12	0.15	0.15	NA	4.321	0.015	0.017	NA	2.237	0.189568099	0.189568099	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC6442183	1.08	0.05	0.05	1.71	0.03	0.03	5760.0	84.0	84.0	-0.11	0.09	0.09	NA	4.006	0.009	0.008	NA	2.577	0.22061138	0.22061138	NA	MS	G	NA	NA	NA	NA	NA	C14bruntt	A	1
KIC6448798	1.4	0.22	0.12	2.4	0.14	0.1	6349.0	67.0	67.0	-0.16	0.15	0.15	NA	3.829	0.017	0.017	NA	9.553	0.859532225	0.859532225	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC6450651	1.1	0.18	0.12	1.72	0.11	0.09	5995.0	69.0	69.0	-0.12	0.15	0.15	NA	4.01	0.02	0.021	NA	3.177	0.273070118	0.273070118	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1
KIC6520835	1.328	0.058796258	0.057489129	2.144	0.03482815	0.034058773	6146.0	50.0	50.0	0.032	0.1	0.1	NA	3.898	0.010630146	0.010630146	NA	7.205	0.572534042	0.572534042	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6521045	1.108	0.021	0.019	1.513	0.009	0.012	5825.0	75.0	75.0	0.102	0.072111026	0.072111026	NA	4.125	0.004	0.004	NA	2.478	0.112	0.112	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	1
KIC6529109	1.19	0.052430907	0.056603887	1.828	0.031064449	0.032756679	5806.0	90.0	90.0	0.072	0.099	0.099	NA	3.989	0.01	0.01	NA	3.483	0.301768722	0.301768722	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6530901	1.3	0.050249378	0.053037722	1.559	0.023430749	0.024207437	6374.0	53.0	53.0	0.018	0.1	0.1	NA	4.165	0.01	0.01	NA	3.626	0.303046764	0.303046764	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6592305	1.362	0.056586217	0.05375872	2.248	0.041048752	0.039408121	6132.0	55.0	55.0	0.06	0.1	0.1	NA	3.868	0.01029563	0.01029563	NA	6.92	0.596243014	0.596243014	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6593461	0.94	0.2	0.11	1.29	0.08	0.06	5817.0	101.0	101.0	0.24	0.15	0.15	NA	4.193	0.026	0.023	NA	2.059	0.17859073	0.17859073	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1
KIC6593620	0.985	0.0560803	0.054378304	1.581	0.043462628	0.041629317	5791.0	60.0	60.0	-0.26	0.1	0.1	NA	4.033	0.015231546	0.015231546	NA	2.585	0.222583045	0.222583045	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6605673	1.135	0.089537702	0.060539243	1.65	0.039	0.032649655	6222.0	60.0	60.0	-0.258	0.1	0.1	NA	4.058	0.014317821	0.011661904	NA	3.612	0.307113151	0.307113151	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6612225	1.186	0.065	0.068117545	1.783	0.049040799	0.049819675	6374.0	54.0	54.0	-0.337	0.1	0.1	NA	4.009	0.01118034	0.01118034	NA	5.549	0.478999686	0.478999686	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6671492	1.413	0.065115282	0.066603303	2.445	0.049648766	0.047010637	6103.0	103.0	103.0	0.067	0.1	0.1	NA	3.81	0.012529964	0.012529964	NA	8.403	0.73916899	0.73916899	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6689943	1.178	0.064031242	0.074625733	1.479	0.038275318	0.039115214	6011.0	54.0	54.0	-0.002	0.1	0.1	NA	4.168	0.012083046	0.013	NA	3.222	0.274607079	0.274607079	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6766513	1.271	0.052345009	0.053740115	2.054	0.033970576	0.033970576	6594.0	77.0	77.0	-0.397	0.102	0.102	NA	3.916	0.008062258	0.008062258	NA	6.876	0.643260767	0.643260767	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6837853	1.146	0.075742986	0.077987178	1.376	0.051	0.049244289	5886.0	57.0	57.0	0.154	0.1	0.1	NA	4.218	0.020615528	0.021587033	NA	2.122	0.177657336	0.177657336	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6853020	1.515	0.098081599	0.134525091	2.092	0.070830784	0.070830784	6437.0	56.0	56.0	0.125	0.1	0.1	NA	3.973	0.018681542	0.019646883	NA	7.406	0.598470002	0.598470002	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7019341	0.98	0.2	0.12	1.39	0.1	0.08	5723.0	77.0	77.0	0.38	0.1	0.1	NA	4.145	0.02	0.02	NA	2.351	0.220003795	0.220003795	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1
KIC7038145	1.471	0.077103826	0.06670832	2.459	0.075894664	0.062769419	6074.0	58.0	58.0	0.257	0.1	0.1	NA	3.823	0.016763055	0.015811388	NA	8.695	0.807294839	0.807294839	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7133688	1.418	0.081320354	0.096607453	1.932	0.063953108	0.062177166	6400.0	63.0	63.0	0.028	0.1	0.1	NA	4.015	0.019646883	0.021587033	NA	6.589	0.596604813	0.596604813	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7174470	1.412	0.221551348	0.122674366	2.266	0.09625487	0.080156098	6119.0	84.0	84.0	0.192	0.1	0.1	NA	3.882	0.022825424	0.021095023	NA	6.988	0.592399744	0.592399744	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7282890	1.596	0.094413982	0.215615398	2.393	0.075073298	0.107703296	6341.0	47.0	47.0	-0.014	0.099	0.099	NA	3.877	0.013038405	0.015652476	NA	8.587	0.730976121	0.730976121	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7296438	1.159	0.040360872	0.055072679	1.393	0.02	0.023345235	5749.0	56.0	56.0	0.268	0.072111026	0.072111026	NA	4.213	0.005830952	0.007615773	NA	2.202	0.188867864	0.188867864	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7376493	0.997	0.059169249	0.054918121	1.494	0.036891733	0.036055513	5803.0	73.0	73.0	-0.123	0.101	0.101	NA	4.087	0.01077033	0.01077033	NA	2.293	0.20247532	0.20247532	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7383120	1.105	0.081301906	0.075451971	1.393	0.054129474	0.052325902	6048.0	58.0	58.0	-0.112	0.1	0.1	NA	4.194	0.018248288	0.018248288	NA	2.549	0.220573735	0.220573735	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7429287	0.937	0.053	0.051312766	1.498	0.036891733	0.036055513	5802.0	60.0	60.0	-0.381	0.1	0.1	NA	4.058	0.01118034	0.01118034	NA	2.599	0.234262777	0.234262777	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7465072	1.15	0.22	0.11	1.66	0.1	0.08	6192.0	55.0	55.0	0.06	0.15	0.15	NA	4.061	0.034	0.033	NA	4.49	0.388140708	0.388140708	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC7510397	1.3683	0.0209	0.0209	1.8574	0.018	0.018	6171.0	77.0	77.0	-0.21	0.1	0.1	NA	4.0359	0.0044	0.0066	NA	4.924	0.178	0.14	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1
KIC7529180	1.352	0.06726812	0.067941151	1.455	0.032557641	0.032557641	6682.0	58.0	58.0	-0.024	0.1	0.1	NA	4.243	0.009848858	0.009848858	NA	3.766	0.297722752	0.297722752	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7530690	1.35	0.07	0.09	1.34	0.04	0.04	6836.0	62.0	62.0	-0.04	0.15	0.15	NA	4.311	0.013	0.014	NA	3.41	0.283974195	0.283974195	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC7591963	1.2	0.052009614	0.056859476	1.833	0.04788528	0.04788528	5966.0	61.0	61.0	0.011	0.1	0.1	NA	3.99	0.015231546	0.015231546	NA	4.338	0.384319149	0.384319149	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7611858	1.128	0.103469802	0.06780118	1.54	0.062625873	0.058872744	5926.0	58.0	58.0	0.021	0.099	0.099	NA	4.119	0.026925824	0.028861739	NA	2.849	0.251522846	0.251522846	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7622208	1.39	0.11	0.19	1.92	0.07	0.1	6606.0	99.0	99.0	0.0	0.15	0.15	NA	4.008	0.013	0.014	NA	6.48	0.616787233	0.616787233	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC7668623	1.389	0.077103826	0.070837843	2.291	0.055217751	0.04669047	6277.0	48.0	48.0	-0.004	0.1	0.1	NA	3.859	0.012529964	0.010816654	NA	8.698	0.736795261	0.736795261	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7670943	1.239	0.04	0.051	1.417	0.015	0.021	6463.0	110.0	110.0	-0.071	0.072111026	0.072111026	NA	4.228	0.008	0.008	NA	3.039	0.167	0.173	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	1
KIC7680114	1.096	0.050990195	0.043908997	1.409	0.022803509	0.021260292	5800.0	56.0	56.0	0.058	0.1	0.1	NA	4.179	0.008062258	0.007211103	NA	2.222	0.200872573	0.200872573	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7700968	0.866	0.087664132	0.076557168	1.148	0.055785303	0.050960769	5982.0	75.0	75.0	-0.517	0.204	0.204	NA	4.255	0.029614186	0.030594117	NA	1.73	0.201858942	0.201858942	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7739672	1.228	0.120154068	0.07324616	1.733	0.055461698	0.050119856	6069.0	55.0	55.0	0.085	0.099	0.099	NA	4.054	0.022847319	0.022847319	NA	4.124	0.348405035	0.348405035	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7771282	1.321	0.05481788	0.052497619	1.656	0.024041631	0.024041631	6407.0	74.0	74.0	-0.033	0.1	0.1	NA	4.12	0.007211103	0.007211103	NA	4.198	0.356885411	0.356885411	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7800289	1.486	0.076576759	0.075927597	2.858	0.051224994	0.051855569	6422.0	53.0	53.0	-0.362	0.101	0.101	NA	3.697	0.009219544	0.008485281	NA	12.69	1.035554847	1.035554847	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7833440	1.09	0.057982756	0.057140179	1.654	0.034885527	0.034885527	6327.0	59.0	59.0	-0.467	0.103	0.103	NA	4.038	0.012083046	0.012083046	NA	3.976	0.34656281	0.34656281	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7870112	1.151	0.102552426	0.085146932	1.605	0.076006579	0.073498299	5656.0	79.0	79.0	0.351	0.099	0.099	NA	4.088	0.029427878	0.029427878	NA	2.854	0.249733138	0.249733138	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7880676	1.436	0.125207827	0.137277092	2.054	0.07738863	0.074886581	6269.0	56.0	56.0	0.048	0.099	0.099	NA	3.96	0.018788294	0.019697716	NA	6.669	0.584602538	0.584602538	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7910848	1.274	0.070007142	0.103831594	1.637	0.056462377	0.054626001	6074.0	56.0	56.0	0.11	0.1	0.1	NA	4.111	0.023086793	0.024041631	NA	3.745	0.314117072	0.314117072	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC7938112	1.37	0.13	0.17	1.84	0.07	0.09	6520.0	70.0	70.0	-0.22	0.15	0.15	NA	4.043	0.018	0.02	NA	7.203	0.779587287	0.779587287	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC7940546	1.3987	0.0304	0.0114	1.9414	0.027	0.009	6235.0	77.0	77.0	-0.2	0.1	0.1	NA	4.0073	0.0011	0.0033	NA	6.189	0.023	0.257	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1
KIC7970740	0.728	0.0304	0.0095	0.7628	0.006	0.006	5309.0	77.0	77.0	-0.54	0.1	0.1	NA	4.5386	0.0055	0.0044	NA	0.429	0.025	0.022	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1
KIC8006161	0.9788	0.0304	0.0304	0.9247	0.012	0.009	5488.0	77.0	77.0	0.34	0.1	0.1	NA	4.4935	0.0066	0.0066	NA	0.688	0.047	0.049	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1
KIC8012842	1.107	0.069404611	0.067007462	1.305	0.049040799	0.046238512	5849.0	58.0	58.0	0.152	0.1	0.1	NA	4.251	0.023769729	0.023769729	NA	1.931	0.163391808	0.163391808	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8016496	1.5	0.105550936	0.133809566	2.081	0.109128365	0.100344407	6446.0	73.0	73.0	0.088	0.1	0.1	NA	3.972	0.028160256	0.029154759	NA	6.152	0.590682773	0.590682773	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8019508	1.477	0.057801384	0.063513778	2.61	0.040311289	0.041182521	6211.0	55.0	55.0	0.052	0.1	0.1	NA	3.772	0.009433981	0.009433981	NA	9.85	0.868727966	0.868727966	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8027956	1.178	0.053413481	0.055803226	1.728	0.049396356	0.047539457	5967.0	70.0	70.0	0.042	0.1	0.1	NA	4.033	0.016763055	0.016763055	NA	3.431	0.298165152	0.298165152	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8077137	1.117	0.04	0.049	1.632	0.018	0.009	6072.0	75.0	75.0	-0.032	0.072111026	0.072111026	NA	4.056	0.013	0.01	NA	3.183	0.293	0.202	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	1
KIC8106950	1.054	0.065192024	0.062681736	1.676	0.090443352	0.082873397	6098.0	63.0	63.0	-0.385	0.101	0.101	NA	4.011	0.031064449	0.033060551	NA	3.457	0.313045757	0.313045757	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8114155	1.063	0.05964059	0.058821765	1.538	0.054083269	0.051264022	5761.0	60.0	60.0	0.019	0.1	0.1	NA	4.089	0.021587033	0.022561028	NA	2.673	0.237112105	0.237112105	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8150065	1.22	0.044418465	0.055946403	1.408	0.017492856	0.021931712	6265.0	58.0	58.0	-0.033	0.1	0.1	NA	4.227	0.007211103	0.008062258	NA	2.811	0.236825363	0.236825363	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8174170	1.25	0.13	0.2	2.18	0.12	0.16	5983.0	64.0	64.0	-0.04	0.15	0.15	NA	3.859	0.016	0.016	NA	2.899	0.668392809	0.668392809	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1
KIC8174981	1.227	0.055803226	0.055	1.984	0.041677332	0.042544095	6065.0	53.0	53.0	-0.099	0.1	0.1	NA	3.932	0.012529964	0.012529964	NA	5.635	0.472254112	0.472254112	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8176564	1.174	0.045221676	0.068154237	1.526	0.024083189	0.031622777	6109.0	51.0	51.0	-0.126	0.072111026	0.072111026	NA	4.14	0.00781025	0.01029563	NA	2.746	0.232140295	0.232140295	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8179536	1.289	0.044204072	0.042638011	1.366	0.016401219	0.015620499	6418.0	50.0	50.0	0.031	0.1	0.1	NA	4.276	0.006708204	0.005830952	NA	2.624	0.222979865	0.222979865	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8216936	1.378	0.085632938	0.111503363	1.896	0.089693924	0.084599054	6437.0	50.0	50.0	-0.106	0.1	0.1	NA	4.017	0.021095023	0.024083189	NA	9.234	0.780591873	0.780591873	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8241455	1.383	0.060876925	0.061619802	2.429	0.049091751	0.048259714	6262.0	66.0	66.0	-0.094	0.099	0.099	NA	3.806	0.012083046	0.012083046	NA	9.402	0.792686091	0.792686091	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8249189	1.271	0.070092796	0.088814413	1.64	0.080529498	0.076922038	6432.0	65.0	65.0	-0.187	0.1	0.1	NA	4.111	0.027073973	0.029068884	NA	6.48	0.770738566	0.770738566	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8289241	1.214	0.057384667	0.06685058	1.364	0.043081318	0.042154478	6306.0	52.0	52.0	-0.004	0.1	0.1	NA	4.251	0.019235384	0.019235384	NA	2.682	0.220423645	0.220423645	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8292840	1.148	0.051	0.049	1.345	0.015	0.018	6239.0	94.0	94.0	-0.164	0.072111026	0.072111026	NA	4.24	0.008	0.008	NA	2.636	0.148	0.142	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	1
KIC8298626	1.206	0.056302753	0.063134776	1.378	0.027730849	0.029546573	6211.0	84.0	84.0	0.038	0.099	0.099	NA	4.24	0.0117047	0.012649111	NA	3.33	0.295233576	0.295233576	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8321567	1.073	0.058412327	0.057628118	1.586	0.034058773	0.034058773	5744.0	58.0	58.0	0.032	0.101	0.101	NA	4.067	0.011401754	0.011401754	NA	2.503	0.230610554	0.230610554	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8349582	1.068	0.021	0.019	1.417	0.012	0.009	5699.0	74.0	74.0	0.268	0.072111026	0.072111026	NA	4.163	0.003	0.004	NA	1.891	0.09	0.094	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	1
KIC8360349	1.727	0.11472576	0.11472576	2.656	0.066407831	0.068942005	6258.0	49.0	49.0	0.153	0.099	0.099	NA	3.826	0.01118034	0.012206556	NA	9.716	0.765419364	0.765419364	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8367710	1.455	0.064443774	0.122772147	2.041	0.033970576	0.055946403	6352.0	66.0	66.0	0.014	0.1	0.1	NA	3.98	0.008062258	0.0117047	NA	6.585	0.565773538	0.565773538	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8377423	1.21	0.19	0.14	1.99	0.12	0.11	6059.0	57.0	57.0	0.24	0.15	0.15	NA	3.928	0.032	0.031	NA	6.765	0.601312885	0.601312885	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC8379927	1.1194	0.0399	0.0399	1.1197	0.015	0.015	6067.0	120.0	120.0	-0.1	0.15	0.15	NA	4.3879	0.0066	0.0077	NA	1.624	0.104	0.101	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1
KIC8391021	1.26	0.1	0.11	1.54	0.05	0.05	6250.0	51.0	51.0	-0.22	0.2	0.15	NA	4.163	0.01	0.011	NA	2.947	0.251913091	0.251913091	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC8408931	1.493	0.074652528	0.073878278	2.866	0.053254108	0.053254108	6252.0	120.0	120.0	-0.124	0.101	0.101	NA	3.697	0.012529964	0.011661904	NA	11.63	1.025257412	1.025257412	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8414062	1.3	0.072124892	0.080280757	1.726	0.105304321	0.102459748	6578.0	61.0	61.0	-0.251	0.1	0.1	NA	4.076	0.042107007	0.04110961	NA	3.12	0.281430927	0.281430927	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8416311	1.565	0.091438504	0.150479234	2.275	0.076059187	0.087726849	6446.0	60.0	60.0	0.131	0.1	0.1	NA	3.915	0.015297059	0.015297059	NA	8.627	0.726635066	0.726635066	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8420801	1.35	0.1	0.19	1.74	0.06	0.08	6506.0	73.0	73.0	0.07	0.15	0.15	NA	4.08	0.017	0.02	NA	4.674	0.408550153	0.408550153	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC8424992	0.929	0.047423623	0.047423623	1.052	0.019235384	0.019235384	5807.0	57.0	57.0	-0.127	0.101	0.101	NA	4.362	0.007615773	0.007615773	NA	1.148	0.099757735	0.099757735	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8435400	1.5	0.13	0.21	2.34	0.12	0.13	6322.0	59.0	59.0	0.14	0.15	0.1	NA	3.863	0.016	0.016	NA	9.416	0.822782257	0.822782257	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC8478994	0.81	0.019	0.011	0.772	0.003	0.006	5417.0	75.0	75.0	-0.248	0.072111026	0.072111026	NA	4.57	0.003	0.002	NA	0.467	0.023	0.025	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	1
KIC8491374	1.38	0.14	0.19	1.95	0.09	0.1	6520.0	65.0	65.0	0.0	0.15	0.1	NA	3.988	0.023	0.023	NA	5.685	0.476353911	0.476353911	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC8493800	1.252	0.057280014	0.063126856	1.482	0.029154759	0.03088689	6241.0	73.0	73.0	0.039	0.1	0.1	NA	4.193	0.012529964	0.013416408	NA	2.704	0.227754039	0.227754039	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8494142	1.418	0.03	0.019	1.887	0.012	0.012	6144.0	106.0	106.0	0.058	0.072111026	0.072111026	NA	4.038	0.005	0.005	NA	4.818	0.259	0.243	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	1
KIC8499940	1.163	0.102156742	0.061717096	1.648	0.040706265	0.036359318	6023.0	58.0	58.0	-0.006	0.1	0.1	NA	4.07	0.014317821	0.012529964	NA	3.065	0.26643273	0.26643273	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8516041	1.09	0.13	0.12	1.3	0.06	0.06	6214.0	65.0	65.0	0.18	0.15	0.15	NA	4.246	0.018	0.019	NA	2.381	0.22232026	0.22232026	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC8554498	1.197	0.021	0.029	1.794	0.015	0.015	5945.0	60.0	60.0	0.17	0.05	0.05	NA	4.007	0.003	0.003	NA	3.684	0.13	0.182	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	1
KIC8579578	1.538	0.090338253	0.159154013	2.218	0.050219518	0.072670489	6308.0	45.0	45.0	0.054	0.1	0.1	NA	3.932	0.012041595	0.015	NA	7.653	0.642982127	0.642982127	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8656342	1.159	0.112307613	0.073878278	1.621	0.045793013	0.043266615	6074.0	71.0	71.0	-0.05	0.099	0.099	NA	4.085	0.017492856	0.015811388	NA	3.33	0.29975692	0.29975692	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8677016	1.081	0.064007812	0.06226556	1.324	0.032202484	0.031304952	6248.0	75.0	75.0	-0.27	0.101	0.101	NA	4.227	0.013928388	0.013928388	NA	3.585	0.402598294	0.402598294	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8696343	1.119	0.06105735	0.06105735	1.183	0.034176015	0.03324154	6178.0	65.0	65.0	-0.056	0.099	0.099	NA	4.341	0.018681542	0.019646883	NA	1.909	0.162372778	0.162372778	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8738809	1.332	0.043829214	0.041182521	2.163	0.027018512	0.026248809	6058.0	59.0	59.0	0.074	0.1	0.1	NA	3.892	0.00781025	0.007071068	NA	6.269	0.527974582	0.527974582	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8760414	0.8115	0.031	0.0186	1.0196	0.0097	0.0121	5873.0	77.0	77.0	-0.92	0.1	0.1	NA	4.3293	0.0047	0.0063	NA	1.208	0.052	0.052	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1
KIC8776961	1.065	0.053141321	0.051264022	1.676	0.034	0.034	5777.0	72.0	72.0	-0.126	0.1	0.1	NA	4.017	0.008944272	0.009848858	NA	2.977	0.266738426	0.266738426	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8802782	1.44	0.15559563	0.077233412	2.359	0.116107709	0.10031949	6089.0	68.0	68.0	0.254	0.1	0.1	NA	3.851	0.023086793	0.024083189	NA	8.073	0.665018024	0.665018024	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC8866102	1.228	0.042	0.04	1.357	0.012	0.015	6325.0	75.0	75.0	-0.005	0.072111026	0.072111026	NA	4.262	0.007	0.008	NA	2.753	0.13	0.13	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	1
KIC8915084	1.131	0.10511898	0.074202426	1.501	0.043382024	0.037215588	5817.0	60.0	60.0	0.09	0.1	0.1	NA	4.141	0.015264338	0.014422205	NA	2.713	0.229036118	0.229036118	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
