Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	FeH	eFeH1	eFeH2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode	logTeff	elogTeff1	elogTeff2	logL	elogL1	elogL2
588	KIC4914923	1.0586	0.0589	0.0494	1.3566	0.024	0.024	5805	77	77	1.885	0.153	0.142	0.08	0.1	0.1	4.1965	0.0099	0.0077	0.424092038917691	0.0064448547688374	0.0065137419217385	3.9889387	MS	G	NA	silva17	5.11524655204988	1.76912870411322	1.32644272179156	7.82493368700265	A	3.7638022240745928	0.00572279609645765	0.005799214774793615	0.27531135454181166	0.03389282512859587	0.03401396743181845
589	KIC4915148	1.074	0.071386273190299	0.067468511173732	2.503	0.0631506136153878	0.0611882341631134	5026	75	75	3.742	0.372300324244281	0.372300324244281	0.095	0.102	0.102	3.671	0.0082462112512353	0.0082462112512353	0.0685	0.001157913796446	0.0011607253594197	4.4995732	PMS	K	NA	serenelli17	6.46437543594185	2.48379639989016	1.49224035017907	9.94923367836134	A	3.701222484256557	0.006432839274630009	0.006529557925072815	0.5731037831639911	0.04119220677167201	0.04551258703275496
590	KIC4918355	1.09	0.09	0.08	3.01	0.09	0.09	5003	70	70	5.212	0.516652167465903	0.516652167465903	-0.06	0.15	0.1	3.519	0.008	0.008	0.0401	0.0009	0.0009	4.5146497	PMS	K	NA	C14sdss	7.79816513761468	2.99003322259136	1.39916050369778	9.91274304424218	A	3.699230502883409	0.006034359433995107	0.006119387421267941	0.717004407040547	0.041048046499660984	0.04533663660355036
591	KIC4931390	1.37	0.1	0.1	1.41	0.04	0.04	6557	51	51	3.532	0.310919874595679	0.310919874595679	-0.06	0.15	0.15	4.274	0.012	0.012	0.487	0.0134	0.0131	3.4960027	MS	F	NA	C14sdss	7.2992700729927	2.83687943262411	0.777794723196584	8.80294095684256	A	3.816705183666515	0.003364850645810602	0.00339112472068015	0.548020694905531	0.03664063455394506	0.04001916673652339
592	KIC4947253	1.173	0.0550726792520575	0.0568242905807015	2.006	0.0483321838943783	0.0483321838943783	5953	59	59	5.318	0.47408994136162	0.47408994136162	-0.196	0.1	0.1	3.901	0.013	0.013	0.145	0.0064690804601581	0.0062385524763361	3.8919247	MS	G	NA	serenelli17	4.769691808728	2.40938105156422	0.991096925919704	8.91481649796201	A	3.774735882551753	0.004283089363117387	0.0043257510378467146	0.7257483329955482	0.03708696410475931	0.04055226239730103
593	KIC5021689	1.22	0.08	0.07	1.79	0.04	0.04	6168	84	84	4.306	0.358627328127141	0.358627328127141	-0.08	0.09	0.09	4.016	0.011	0.01	0.2114	0.0045	0.0046	3.7509922	MS	F	NA	C14bruntt	6.14754098360656	2.23463687150838	1.36186770428016	8.32854919013332	A	3.7901443650429005	0.005874604304248798	0.005955159661939824	0.6340740254874684	0.03474292681732272	0.0377658953682144
594	KIC5033245	1.418	0.104355162785557	0.0967987603226405	3.315	0.0964624279188535	0.0917605579756357	5086	63	63	7.723	0.767709114328581	0.767709114328581	0.119	0.1	0.1	3.548	0.0085440037453175	0.0094868329805051	0.03888	0.0009181678768068	0.0009219132280209	4.4602432	PMS	K	NA	serenelli17	7.09287458068396	2.8389590632653	1.23869445536768	9.94055566915163	A	3.7063763558396903	0.005346535987544421	0.005413177680141157	0.8877860348383715	0.04115792767643245	0.045470736973250325
595	KIC5084157	1.102	0.0822982381342395	0.0735730929076656	1.378	0.0483011387029333	0.0456508488420533	5803	83	83	2.351	0.197037740566424	0.197037740566424	0.125	0.1	0.1	4.201	0.0111803398874989	0.0111803398874989	0.4201	0.0188341925497219	0.0173373155073097	3.9902497	MS	G	NA	serenelli17	7.07220195289951	3.40899809669763	1.43029467516802	8.38101831418223	A	3.7636525705645303	0.006167687199061689	0.006256541771505919	0.37125262912493934	0.03495322719078958	0.038014539570281114
597	KIC5094751	1.068	0.04	0.04	1.339	0.015	0.018	5952	75	75	2.04	0.124	0.112	-0.017	0.0721110255092798	0.0721110255092798	4.213	0.008	0.007	0.445991051771891	0.0056814146722533	0.0049712378382217	3.8925802	MS	G	p	silva15	3.74531835205993	1.23226288274832	1.26008064516129	5.7843137254902	A	3.7746629225378223	0.005438268930089141	0.005507231823423719	0.3096301674258988	0.025627089008633086	0.02452313785908683
598	KIC5095159	1.426	0.101414989030222	0.123174672721303	2.776	0.0694046107978425	0.0837257427557379	5192	67	67	5.227	0.53300753063853	0.53300753063853	0.097	0.099	0.099	3.704	0.0113137084989848	0.0136014705087354	0.06662	0.001093860265299	0.0010841398664379	4.3907602	PMS	K	NA	serenelli17	7.87481282438725	2.75811155535988	1.2904468412943	10.1971978312326	A	3.715334683792313	0.005568487021144541	0.005640814064521216	0.7182525000977505	0.042170551122791555	0.04671011157939964
599	KIC5095850	1.43	0.25	0.11	2.27	0.17	0.09	6836	85	85	11.33	1.01207189132385	1.01207189132385	0.1	0.15	0.15	3.885	0.018	0.021	0.1224	0.0095	0.0104	3.3131182	MS	F	NA	C14sdss	12.5874125874126	5.72687224669604	1.24341720304272	8.93267335678601	A	3.834802054048699	0.005366795192056628	0.0054339460598789024	1.0542299098633972	0.03715816194388899	0.040637412311183896
601	KIC5110725	1.31	0.07	0.11	3.73	0.09	0.13	4869	79	79	6.665	0.662623356758107	0.662623356758107	0.35	0.1	0.1	3.411	0.008	0.009	0.0253	0.0007	0.0007	4.6024867	PMS	K	NA	C14sdss	6.87022900763359	2.94906166219839	1.62250975559663	9.94183581032418	A	3.6874397745458944	0.006989916411188624	0.007104261131331224	0.823800153749878	0.04116298454563916	0.04547691025360723
602	KIC5184732	1.1479	0.0399	0.0589	1.3206	0.015	0.021	5846	77	77	1.806	0.128	0.128	0.36	0.1	0.1	4.2548	0.0077	0.0099	0.497920602229955	0.0086243874724806	0.0086236772956466	3.9620632	MS	G	NA	silva17	4.3035107587769	1.36301681054066	1.31713992473486	7.0874861572536	A	3.7668588110214176	0.0056829216195257715	0.005758272063275172	0.256717745977487	0.029738723769495934	0.03192578948480551
603	KIC5214711	1.255	0.0764852927038918	0.0707248188403477	1.868	0.0734098086089318	0.069778220097678	6194	54	54	5.291	0.438711511084827	0.438711511084827	-0.025	0.1	0.1	3.993	0.0237697286480094	0.0237697286480094	0.1918	0.0166594021801504	0.0147351308443461	3.7339492	MS	F	NA	serenelli17	5.86494468303743	3.83265601463088	0.871811430416532	8.29165585115909	A	3.791971201020768	0.0037698198484759082	0.0038028298796000115	0.7235377615320568	0.03459499441473479	0.03759114794028462
604	KIC5253542	1.077	0.061400325732035	0.061400325732035	1.191	0.0264007575648882	0.0264007575648882	5770	96	96	1.463	0.123674067491704	0.123674067491704	0.203	0.1	0.1	4.318	0.013	0.013	0.6374	0.0220204083522536	0.0207702210869312	4.0118812	MS	G	NA	serenelli17	5.70105160000325	2.21668829260186	1.66377816291161	8.45345642458675	A	3.7611758131557314	0.007166245488801959	0.007286481695897962	0.16524432612531087	0.03524339758769171	0.038358048243361836
605	KIC5265656	1.491	0.146030818665102	0.172817823154905	2.834	0.109018347079746	0.119540788018149	5099	90	90	5.508	0.529093171781204	0.529093171781204	0.309	0.099	0.099	3.703	0.0184390889145858	0.02	0.06506	0.0031100207796733	0.0030508669669456	4.4517217	PMS	K	NA	serenelli17	10.6924427169687	4.03244769050626	1.7650519709747	9.60590362710973	A	3.7074850119674734	0.007598658727453689	0.00773398027795924	0.740993931584886	0.03983394688216979	0.04385993231666718
606	KIC5309966	1.34	0.08	0.13	1.64	0.05	0.06	6356	61	61	4.22	0.352765649687295	0.352765649687295	0.1	0.15	0.15	4.131	0.014	0.015	0.3023	0.0137	0.0133	3.6277582	MS	F	NA	C14sdss	7.83582089552239	3.35365853658537	0.959723096286973	8.35937558500699	A	3.803183888535342	0.004148150755848512	0.004188154091460561	0.6253124509616739	0.034866493770071005	0.037911960304748304
607	KIC5344612	1.298	0.0756637297521078	0.108784190027779	1.746	0.0608276253029822	0.0608276253029822	6359	84	84	4.715	0.390669340921946	0.390669340921946	-0.123	0.1	0.1	4.063	0.0203960780543711	0.0203960780543711	0.2412	0.0178691461463608	0.016041670237229	3.6257917	MS	F	NA	serenelli17	7.10508165561969	3.48382733694056	1.32096241547413	8.28567000894902	A	3.8033888249836134	0.005699306362732859	0.005775094830537508	0.6734816970733472	0.0345709880398134	0.03756280228177211
608	KIC5353186	1.362	0.210582525390879	0.0877097486029917	2.187	0.104709120901667	0.0672681202353686	6166	55	55	7.67	0.655138125827586	0.655138125827586	0.073	0.1	0.1	3.893	0.0126491106406735	0.0126491106406735	0.13	0.005482622182861	0.005401681404896	3.7523032	MS	F	NA	serenelli17	10.9505240085855	3.93180706760485	0.891988323061953	8.54156617767388	A	3.7900035203904894	0.0038566809521802803	0.003891236670662934	0.884795363948981	0.035596083849447235	0.03877623995670676
609	KIC5371516	1.454	0.0700927956355002	0.127945300812496	2.049	0.0353553390593274	0.0586003412959344	6350	81	81	5.834	0.497365294201537	0.497365294201537	0.075	0.1	0.1	3.976	0.01	0.0143178210632764	0.169	0.0024311857189445	0.0024153417977586	3.6316912	MS	F	NA	serenelli17	6.81011335790907	2.29272036006007	1.2755905511811	8.52528786769861	A	3.8027737252919755	0.005504784290792486	0.00557545545301652	0.7659664247857139	0.035530946495876514	0.03869894854864919
610	KIC5390438	1.09	0.100687635785135	0.0872811548961172	3.511	0.139014387744578	0.125574678976297	4814	64	64	7.315	0.770550623443635	0.770550623443635	0.186	0.1	0.1	3.384	0.0082462112512353	0.0082462112512353	0.02515	0.0008589444743404	0.0008781153511925	4.6385392	PMS	K	NA	serenelli17	8.62242159088313	3.76800151980739	1.32945575405069	10.5338431092773	A	3.682506085939011	0.00573571003870077	0.005812476314144721	0.8642143304613297	0.04349527010521659	0.048341217814849013
611	KIC5429911	1.614	0.100647901120689	0.130740200397582	3.365	0.114162165361384	0.124619420637395	5303	74	74	8.383	0.78142971641742	0.78142971641742	-0.005	0.102	0.102	3.59	0.0143178210632764	0.0152970585407784	0.04225	0.002291371519418	0.0022835620070407	4.3179997	PMS	G	NA	serenelli17	7.16815680044211	3.5480176225673	1.39543654535169	9.32159986183252	A	3.7245216271185626	0.006018409358556465	0.006102985288907181	0.9233994661587165	0.038705978729382196	0.04249615084475933
612	KIC5431016	1.336	0.175559106855782	0.0843148859929254	2.142	0.0813941029804985	0.0462276973253049	6601	62	62	8.646	0.79107460085969	0.79107460085969	-0.264	0.101	0.101	3.903	0.0192353840616713	0.0127279220613579	0.1363	0.0024150544507319	0.0028010221348643	3.4671607	MS	F	NA	serenelli17	9.72582308565523	2.97903362058365	0.93925162854113	9.14960213809496	A	3.819609732751585	0.004060080516551601	0.00409839538882073	0.936815231197633	0.03802215699848055	0.04167316644233576
614	KIC5450445	1.39	0.07	0.06	1.99	0.04	0.04	6112	84	84	5.484	0.465478938984048	0.465478938984048	0.05	0.09	0.09	3.985	0.009	0.009	0.1775	0.0041	0.004	3.7877002	MS	F	NA	C14bruntt	4.67625899280576	2.01005025125628	1.37434554973822	8.48794564157637	A	3.7861833455676335	0.0059280635195348985	0.006010101925039368	0.7390974461174751	0.03538148535339514	0.03852169504247471
615	KIC5468089	1.56	0.15	0.17	2.0	0.07	0.07	6728	429	429	5.431	0.462468950326639	0.462468950326639	0.0	0.15	0.15	4.03	0.018	0.025	0.1951	0.0089	0.0103	3.3839122	MS	F	NA	C14sdss	10.2564102564103	3.5	6.37633769322235	8.51535537335001	A	3.827885982789856	0.026845034424086478	0.02861437443998316	0.7348798027926275	0.035491197005405706	0.03865179460618029
617	KIC5512589	1.132	0.041146081222882	0.0447772263544762	1.658	0.0248394846967484	0.0256124969497314	5789	56	56	2.979	0.248201743034408	0.248201743034408	0.032	0.1	0.1	4.052	0.0078102496759066	0.0078102496759066	0.2484	0.0046999315952468	0.0047219365730598	3.9994267	MS	G	NA	serenelli17	3.79519909793985	1.52147109910977	0.967351874244256	8.33171342847963	A	3.7626035495668035	0.004180965931055436	0.0042216077921284345	0.4740705032150436	0.034755612219220744	0.03778088624005699
620	KIC5516982	1.263	0.0452769256906871	0.0444184646290256	1.472	0.0194164878389476	0.0194164878389476	6444	50	50	3.568	0.306744935856814	0.306744935856814	-0.065	0.1	0.1	4.203	0.0072111025509279	0.0072111025509279	0.3954	0.0044696551321103	0.0050578258174832	3.5700742	MS	F	NA	serenelli17	3.55088639428791	1.31905488036329	0.775915580384854	8.59711143096453	A	3.8091555317471806	0.0033567525428019884	0.0033828998115112974	0.5524248457040855	0.03581827362965495	0.039040079213981116
621	KIC5523099	1.202	0.0657647321898295	0.0702139587261678	2.294	0.0700927956355002	0.068154236845555	5488	62	62	4.673	0.439094816717763	0.439094816717763	-0.112	0.1	0.1	3.795	0.0133416640641263	0.0133416640641263	0.09921	0.0051480941026752	0.0051412140482574	4.1967322	PMS	G	NA	serenelli17	5.65635153560721	3.01323087360626	1.12973760932945	9.39642235646829	A	3.7394141026986953	0.004878880423980991	0.004934313273118107	0.6695957810243133	0.03900311928945688	0.042854653093966855
622	KIC5530375	1.404	0.0643506021727847	0.0618546683767685	2.753	0.0657419196555744	0.0648459713474939	6210	55	55	8.503	1.20824327316213	1.20824327316213	-0.226	0.1	0.1	3.706	0.012369316876853	0.012369316876853	0.0673	0.0029615745069135	0.0029292066434446	3.7234612	MS	F	NA	serenelli17	4.49448969193565	2.37173794048435	0.885668276972625	14.2096115860535	A	3.79309160017658	0.0038294751535890015	0.0038635429092450657	0.92957217907655	0.0577026545502235	0.06656136591131379
623	KIC5543462	1.033	0.0612943716828878	0.058821764679411	1.298	0.057974132162543	0.053160135440008	6246	54	54	2.252	0.188741772329695	0.188741772329695	-0.372	0.102	0.102	4.224	0.0292745623366089	0.0302654919008431	0.4679	0.0594125392909611	0.0453650429846595	3.6998632	MS	F	NA	serenelli17	5.81394658094379	4.28098103245574	0.864553314121038	8.38107337165607	A	3.7956019798941796	0.003738569559402105	0.0037710322193436063	0.3525683861793086	0.034953447811996	0.03801480055511014
625	KIC5596656	1.14	0.13	0.12	3.67	0.17	0.17	5094	84	84	9.826	0.958140948811992	0.958140948811992	-0.46	0.09	0.09	3.362	0.01	0.01	0.0229	0.0009	0.0009	4.4549992	PMS	K	NA	C14bruntt	10.9649122807018	4.63215258855586	1.6489988221437	9.75107824966407	A	3.707058940627596	0.007103105471256921	0.007221214760350314	0.992376759798803	0.040408795662030594	0.04455797812786222
626	KIC5603483	1.24	0.11	0.11	3.59	0.12	0.13	4876	79	79	6.645	0.68354427576958	0.68354427576958	0.28	0.1	0.15	3.42	0.01	0.012	0.0268	0.0007	0.0007	4.5978982	PMS	K	NA	C14sdss	8.87096774193548	3.48189415041783	1.62018047579984	10.2865955721532	A	3.6880636969463443	0.006979961874949758	0.007093978480447127	0.8224949852787508	0.042522730728418834	0.04714266248410037
627	KIC5607242	1.291	0.0334215499341368	0.0581377674149945	2.449	0.0360555127546399	0.0495176736125598	5689	67	67	5.901	0.527470378917436	0.527470378917436	-0.185	0.102	0.102	3.77	0.0058309518948453	0.0058309518948453	0.08807	0.001803291712397	0.0018050800009971	4.0649767	PMS	G	NA	serenelli17	3.54606186479982	1.74710466245814	1.17771137282475	8.93866088658593	A	3.7550359337677714	0.005084851496796272	0.005145092496349424	0.7709256146389991	0.0371820324651031	0.040665967411420256
628	KIC5629080	1.242	0.099040395798886	0.0931718841711382	3.075	0.0926498785752038	0.0907083237635885	5203	94	94	6.849	0.650111776016596	0.650111776016596	-0.301	0.102	0.102	3.555	0.0092195444572928	0.0101980390271856	0.04268	0.000900596230283	0.0008974187428397	4.3835497	PMS	G	NA	serenelli17	7.73801449154687	2.98143418437061	1.80665000960984	9.4920685649963	A	3.7162538258960365	0.007776147039561199	0.007917923213772937	0.8356271662098977	0.03938266069930951	0.04331336082216919
629	KIC5636956	1.464	0.0724223722339996	0.127137720602503	2.055	0.0554616984954482	0.064621977685614	6369	60	60	7.338	0.637729562098162	0.637729562098162	0.094	0.1	0.1	3.975	0.0121655250605964	0.0131529464379659	0.1681	0.0069506593212442	0.0068850477122529	3.6192367	MS	F	NA	serenelli17	6.81557694113737	2.92174394601125	0.942063118228921	8.69078171297577	A	3.8040712488856614	0.004072176875829836	0.004110721479678059	0.8655777074199291	0.03619271224680176	0.03948537526862983
631	KIC5683538	1.22	0.0586003412959345	0.0610327780786685	2.302	0.101651364968701	0.093962758580195	6366	73	73	6.302	0.483941955862439	0.483941955862439	-0.557	0.102	0.102	3.798	0.027459060435492	0.0294278779391243	0.09954	0.0106766101361809	0.0101197432773762	3.6212032	MS	F	NA	serenelli17	4.90299669568045	4.24878634988913	1.14671693371034	7.67918051193968	A	3.8038666342849843	0.004951790807139922	0.0050089025374986385	0.7994783988379808	0.03213174171184019	0.034700349145416975
632	KIC5686856	1.14	0.14	0.11	1.78	0.09	0.08	6125	55	55	2.777	0.0705307105203809	0.0705307105203809	0.0	0.2	0.15	3.996	0.012	0.012	0.2032	0.0105	0.0101	3.7791787	MS	F	NA	C14sdss	10.9649122807018	4.7752808988764	0.897959183673469	2.53981672741739	A	3.78710609303657	0.003882382052245781	0.003917401961312628	0.4435758797502576	0.010892536877128267	0.011172776268940532
634	KIC5689820	1.15	0.11	0.11	2.34	0.09	0.1	5114	80	80	3.406	0.331252082841002	0.331252082841002	0.21	0.15	0.15	3.762	0.011	0.012	0.0904	0.003	0.003	4.4418892	PMS	K	NA	C14sdss	9.56521739130435	4.05982905982906	1.56433320297223	9.72554559133888	A	3.708760723690317	0.006741221602966974	0.0068475124779729946	0.5322446436265822	0.04030774897673983	0.044435127636930416
635	KIC5723165	1.316	0.093637599285757	0.0889550448260244	2.727	0.0797119815335185	0.0768960337078578	5290	91	91	5.587	0.537641971757728	0.537641971757728	-0.12	0.1	0.1	3.685	0.0072801098892805	0.0072801098892805	0.06474	0.0015473383889763	0.0015235130750997	4.3265212	PMS	G	NA	serenelli17	6.9374104905692	2.87143408950085	1.72022684310019	9.62308880898028	A	3.7234556720351857	0.007407320011308283	0.007535854601606218	0.7471786713601644	0.03990203486258914	0.043942505620649275
636	KIC5773155	1.429	0.0778331548891602	0.0792085853932514	1.896	0.0521536192416212	0.0521536192416212	6317	55	55	5.469	0.458863499927987	0.458863499927987	0.138	0.1	0.1	4.036	0.0131529464379659	0.0131529464379659	0.2091	0.0098167469662816	0.0095756559044276	3.6533227	MS	F	NA	serenelli17	5.49481246614456	2.7507183144315	0.870666455596011	8.39026330093228	A	3.800510876894368	0.003764890234726259	0.0037978136134713125	0.7379079233746387	0.034990271274335516	0.03805836508813243
637	KIC5773345	1.508	0.0448218696620299	0.0472016948848238	2.024	0.0183847763108502	0.0198494332412792	6214	61	61	5.275	0.432457782163645	0.432457782163645	0.255	0.1	0.1	4.003	0.0063245553203367	0.0063245553203367	0.1816	0.0016526938615484	0.0014767518545781	3.7208392	MS	F	NA	serenelli17	3.05117919585059	0.944520986959719	0.981654328934664	8.19825179457146	A	3.7933712489189557	0.004242481234120188	0.004284333830927078	0.7222224639697303	0.034220243745555545	0.03714904833316246
638	KIC5774694	1.06	0.05	0.06	1.0	0.03	0.03	5875	84	84	0.953	0.0616863833418763	0.0616863833418763	0.07	0.09	0.09	4.463	0.017	0.019	1.0618	0.0611	0.0614	3.9430537	MS	G	NA	C14bruntt	5.18867924528302	3.0	1.42978723404255	6.4728628900185	A	3.7690078709437738	0.006165514481013101	0.00625430601039989	-0.02090709936167361	0.027238931728769972	0.02906235931828351
640	KIC5822889	1.671	0.148499158246773	0.128996123972777	4.26	0.143265487818944	0.124354332453679	5220	68	68	15.12	1.55894911264093	1.55894911264093	-0.11	0.101	0.101	3.401	0.010295630140987	0.010295630140987	0.02157	0.0004693528416873	0.0004915303449432	4.3724062	PMS	G	NA	serenelli17	8.30326996467832	3.14107770273031	1.30268199233716	10.310510004239	A	3.717670503002262	0.005620943475321827	0.005694648650506284	1.1795517911651876	0.042616892489120595	0.04725844552079628
641	KIC5866724	1.199	0.029	0.03	1.399	0.012	0.012	6169	50	50	2.577	0.103	0.095	0.131	0.0721110255092798	0.0721110255092798	4.224	0.005	0.007	0.437468929763511	0.0049712378382217	0.0056814146722533	3.7503367	MS	F	p	silva15	2.4603836530442	0.857755539671194	0.810504133571081	3.84167636786962	A	3.7902147702439795	0.0035057865695438117	0.0035343170473307595	0.41111441855090475	0.017020375477884098	0.01631264138819377
642	KIC5892169	1.557	0.0888875694346516	0.104292856898256	3.188	0.0813203541556479	0.0948314293892062	5295	79	79	7.103	0.671893670373448	0.671893670373448	-0.003	0.1	0.1	3.622	0.0082462112512353	0.0082462112512353	0.04799	0.0014902319584547	0.0013780610617821	4.3232437	PMS	G	NA	serenelli17	6.20361035108886	2.76273186237224	1.49197355996223	9.45929424712725	A	3.7238659644435037	0.00643169765364604	0.006528381719639764	0.851441814672055	0.03925264364600445	0.04315612455930373
643	KIC5939450	1.53	0.1	0.09	2.88	0.07	0.06	6282	84	84	11.37	0.90844011539364	0.90844011539364	-0.18	0.09	0.09	3.701	0.017	0.013	0.0639	0.0018	0.0017	3.6762652	MS	F	NA	C14bruntt	6.20915032679739	2.25694444444444	1.33715377268386	7.98979872817625	A	3.798097932062486	0.0057687022224981455	0.005846360159222019	1.0557604646877348	0.033382731734061144	0.03616401927995394
644	KIC5950854	0.956	0.0492036584005702	0.0476340214552582	1.233	0.0214009345590327	0.0206155281280883	5913	61	61	1.875	0.157345852339323	0.157345852339323	-0.238	0.1	0.1	4.236	0.0086023252670426	0.0086023252670426	0.5096	0.0063772862567082	0.0064109471999073	3.9181447	MS	G	NA	serenelli17	5.06473221003287	1.70383060369509	1.03162523253847	8.39177879143054	A	3.771807878999106	0.004457339269003491	0.004503561545832646	0.27300127206373764	0.034996343448528866	0.038065549636724816
645	KIC5955122	1.211	0.0434165866921848	0.0505667875190821	2.085	0.0370135110466435	0.0410487515035476	5930	55	55	4.782	0.394463274426921	0.394463274426921	-0.246	0.101	0.101	3.882	0.0063245553203367	0.0063245553203367	0.1337	0.0028427398755426	0.0027982896562007	3.9070012	PMS	G	NA	serenelli17	3.88040355950731	1.87199670384151	0.927487352445194	8.24891832762278	A	3.7730546933642626	0.004009461378166712	0.004046822420488816	0.679609571779756	0.034423565379290366	0.037388807058700624
646	KIC5961597	1.465	0.0685930025585701	0.0776208734813001	1.923	0.0449444101084885	0.0449444101084885	6492	53	53	6.678	0.526709025362363	0.526709025362363	0.051	0.1	0.1	4.035	0.0126491106406735	0.0136014705087354	0.2054	0.0084384918676265	0.0082416046981155	3.5386102	MS	F	NA	serenelli17	4.99023467712867	2.33720281375395	0.816389402341343	7.88722709437501	A	3.8123785111541943	0.003531139732580346	0.0035600860620701447	0.824646414718352	0.03297003105188179	0.03568014376830897
647	KIC6034893	1.811	0.165517370689605	0.20137527157027	4.169	0.202871880752361	0.225488358901297	5381	79	79	12.9	1.2298643645133	1.2298643645133	-0.144	0.101	0.101	3.454	0.0131529464379659	0.014142135623731	0.02493	0.0015840143970305	0.0015268551372019	4.2668707	PMS	G	NA	serenelli17	10.1295594218629	5.13744590613645	1.46812860063185	9.53383228304883	A	3.730862992046494	0.006329650658243313	0.006423268649419445	1.110589710299249	0.03954828268687871	0.043513806661667376
648	KIC6035199	1.156	0.176663521984591	0.158028478446133	3.367	0.225204351645345	0.210667985227941	5271	69	69	6.838	0.705242879803216	0.705242879803216	-0.46	0.1	0.1	3.446	0.014560219778561	0.014560219778561	0.03023	0.0019154487750916	0.0018643894469772	4.3389757	PMS	G	NA	serenelli17	14.4762975964846	6.47271067527897	1.30904951622083	10.3135840860371	A	3.7218930162149575	0.005648240813598715	0.0057226683551037105	0.8349290964605759	0.04262899503637341	0.047273331095926574
649	KIC6047087	1.096	0.0615873363606513	0.0607453701939498	1.315	0.0277308492477241	0.0268328157299975	6189	61	61	2.129	0.176385379791107	0.176385379791107	-0.188	0.1	0.1	4.239	0.0116619037896906	0.0116619037896906	0.4817	0.0135540879811222	0.0139027048087773	3.7372267	MS	F	NA	serenelli17	5.58087164938873	2.07466406759398	0.985619647762159	8.2848933673606	A	3.791620482692814	0.004259534651261276	0.004301726068266731	0.32817566143832255	0.03456787320138832	0.03755912466968897
650	KIC6049366	1.212	0.0672681202353686	0.0657951365983839	1.822	0.0866487160897379	0.0800562302385017	6220	62	62	4.637	0.392941597752257	0.392941597752257	-0.143	0.099	0.099	3.998	0.0294278779391243	0.0304138126514911	0.1992	0.02324625957009	0.0202833474554867	3.7169062	MS	F	NA	serenelli17	5.48940828522081	4.57477898815147	0.996784565916399	8.47404782730767	A	3.7937903846908188	0.004307547371667386	0.004350700123639584	0.6662370958958044	0.03532584663106264	0.0384557443235678
651	KIC6064910	1.4	0.15	0.13	2.37	0.1	0.09	6508	75	75	8.907	0.76773077848419	0.76773077848419	-0.26	0.2	0.15	3.836	0.015	0.015	0.1057	0.004	0.004	3.5281222	MS	F	NA	C14sdss	10.0	4.0084388185654	1.15242778119238	8.61940921167835	A	3.8134475442648212	0.0049763108272573575	0.005033992864452941	0.9497314523157071	0.03590743630593818	0.03914603849656828
652	KIC6106120	1.36	0.14	0.16	2.74	0.11	0.13	5329	58	58	6.953	0.631647514765045	0.631647514765045	-0.04	0.15	0.2	3.692	0.015	0.017	0.0657	0.0024	0.0023	4.3009567	PMS	G	NA	C14sdss	11.0294117647059	4.37956204379562	1.08838431225371	9.08453206910751	A	3.726645720240912	0.004701255305043173	0.004752704025954291	0.8421722293856158	0.03776317301471077	0.04136222166750403
653	KIC6106415	1.0681	0.0513	0.0399	1.2186	0.018	0.018	6037	77	77	1.765	0.121	0.112	-0.04	0.1	0.1	4.2955	0.0088	0.0088	0.592842837866629	0.010651232156807	0.0115872452240608	3.8368627	MS	F	NA	silva17	4.26926317760509	1.47710487444609	1.27546794765612	6.60056657223796	A	3.780821175853473	0.005504258536596751	0.005574916113236572	0.24674470972384135	0.028796978677468194	0.02847185615239392
654	KIC6116048	1.059	0.0382753184180093	0.0399624824053762	1.239	0.0164012194668567	0.0164012194668567	6072	49	49	1.657	0.121907720037962	0.121907720037962	-0.253	0.099	0.099	4.276	0.0064031242374328	0.0064031242374328	0.5572	0.0051146195205508	0.005461329600015	3.8139202	MS	F	NA	serenelli17	3.69394715880007	1.32374652678424	0.806982872200264	7.3571345828583	A	3.783331762887424	0.0034906166117636417	0.003518899716843382	0.21932250841933676	0.030830911436502628	0.033188020805674096
655	KIC6119013	1.57	0.19	0.23	3.51	0.21	0.26	5447	73	73	8.699	0.822037204862387	0.822037204862387	-0.32	0.1	0.15	3.543	0.011	0.011	0.0365	0.0029	0.0025	4.2236077	PMS	G	NA	C14sdss	13.3757961783439	6.6951566951567	1.34018725904167	9.449789686888	A	3.736157375273132	0.005781702456066906	0.0058597131759823284	0.9394693308435301	0.03921493138671184	0.043110536650663334
656	KIC6129877	1.115	0.0676756972627545	0.070178344238091	1.328	0.0384837628097877	0.0384837628097877	6064	72	72	2.353	0.200690221794277	0.200690221794277	-0.048	0.1	0.1	4.238	0.0158113883008419	0.0167630546142402	0.4746	0.025305566897424	0.022265309699171	3.8191642	MS	F	NA	serenelli17	6.18179558299756	2.8978737055563	1.18733509234828	8.52912119822683	A	3.782759192623997	0.0051261583169273095	0.005187387932587217	0.3716219271760213	0.03554628637589141	0.03871714843296942
