Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	FeH	eFeH1	eFeH2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode	logTeff	elogTeff1	elogTeff2	logL	elogL1	elogL2
850	KIC9139151	1.184	0.0466154480832267	0.0466154480832267	1.161	0.0147648230602334	0.0147648230602334	6134	48	48	1.742	0.147621486789559	0.147621486789559	0.045	0.1	0.1	4.381	0.0067082039324993	0.0067082039324993	0.7565	0.0053781745973889	0.0056608290912197	3.7732792	MS	F	NA	serenelli17	3.93711554756982	1.27173325238875	0.78252363873492	8.47425297299418	A	3.7877437716464666	0.0033852290808193963	0.0034118236243183553	0.2410481506716444	0.035326667966277675	0.03845671774954562
851	KIC9139163	1.33	0.0484148737476408	0.0445982062419555	1.538	0.0184390889145858	0.0176918060129541	6405	44	44	3.512	0.31227663476093	0.31227663476093	0.076	0.099	0.099	4.187	0.0058309518948453	0.0058309518948453	0.3656	0.0023042293722631	0.0024789469538495	3.5956387	MS	F	NA	serenelli17	3.49673233043595	1.17460646708517	0.68696330991413	8.8917037232611	A	3.806519134080705	0.002973242856636915	0.002993738504172505	0.545554507234065	0.03699479284614349	0.04044207458399274
852	KIC9143749	1.151	0.0574282160614449	0.0624339651151519	1.708	0.046518813398452	0.0456179789118282	6075	76	76	3.896	0.337951413225325	0.337951413225325	-0.122	0.101	0.101	4.033	0.0148660687473185	0.0148660687473185	0.2307	0.0114946015154941	0.0113678566141555	3.8119537	MS	F	NA	serenelli17	5.2068714672718	2.69721288964521	1.25102880658436	8.67431758791903	A	3.7835462822703496	0.005399444753398264	0.005467420332894601	0.5906189482065779	0.036126921752392405	0.03940707392914311
853	KIC9150095	1.452	0.169068033643264	0.167296144605905	4.277	0.21242645786248	0.216011573764	5028	68	68	9.209	0.899811285624093	0.899811285624093	0.095	0.1	0.1	3.336	0.0136014705087354	0.0136014705087354	0.01852	0.0009589070497185	0.0009352139487839	4.4982622	PMS	K	NA	serenelli17	11.5827885072028	5.00862791239747	1.35242641209228	9.77099886658804	A	3.7013952690139202	0.005834150313373865	0.005913592523722588	0.9642124729698192	0.04048761610818885	0.04465385039747927
854	KIC9158609	0.94	0.42	0.21	3.06	0.4	0.3	4964	85	85	5.921	0.592736337143044	0.592736337143044	0.28	0.1	0.2	3.465	0.057	0.058	0.0347	0.0059	0.0057	4.5402142	PMS	K	NA	C14sdss	33.5106382978723	11.437908496732	1.71232876712329	10.0107471228347	A	3.695831772826692	0.007373597868794324	0.0075009547144260225	0.7723950610820003	0.04143511414142875	0.04580935383666962
855	KIC9163769	1.315	0.0616198020120156	0.0586941223633168	1.537	0.0380131556174964	0.0371214223865412	6438	100	100	3.949	0.322075476813396	0.322075476813396	0.049	0.1	0.1	4.183	0.0167630546142402	0.0167630546142402	0.3616	0.0205551034052373	0.0188347597807883	3.5740072	MS	F	NA	serenelli17	4.574673930621	2.44419577111378	1.55327741534638	8.15587431788797	A	3.808750972349595	0.006693943894755083	0.006798737495313123	0.5964871337365442	0.034050112444186986	0.03694861579179676
856	KIC9201604	1.495	0.141739197119216	0.142677959054649	3.433	0.120208152801713	0.122122888927506	5230	73	73	8.115	0.776570776243781	0.776570776243781	-0.045	0.1	0.1	3.54	0.0117046999107196	0.0136014705087354	0.03689	0.0007225515153841	0.0007311509094461	4.3658512	PMS	G	NA	serenelli17	9.51227947069782	3.52943550435798	1.39579349904398	9.56957210405152	A	3.718501688867274	0.006019938251288437	0.006104557460559157	0.9092885241622507	0.039689965626281465	0.04368541417252225
857	KIC9202077	1.444	0.0914166286842826	0.167764716195033	1.981	0.0552268050859363	0.0704911341943084	6119	70	70	5.599	0.476347427377792	0.476347427377792	0.148	0.1	0.1	3.999	0.015	0.0174928556845359	0.1842	0.0057482450365307	0.0057577079641121	3.7831117	MS	F	NA	serenelli17	8.97442329914528	3.17309286421617	1.1439777741461	8.50772329662068	A	3.7866804531966487	0.0049400294961654545	0.004996868689298051	0.7481104674949838	0.035460651232756324	0.038615565241440386
858	KIC9204313	1.018	0.0618546683767685	0.0586003412959345	1.508	0.0338378486313773	0.0330151480384384	5853	57	57	2.117	0.18289840254076	0.18289840254076	-0.158	0.1	0.1	4.088	0.0122065556157337	0.0122065556157337	0.2966	0.0088881370939021	0.0086573308242205	3.9574747	MS	G	NA	serenelli17	5.91625784247067	2.21661129541829	0.97385955920041	8.63950885879829	A	3.7673785241141804	0.004208956767075112	0.004250147315043584	0.325720858019412	0.035987793567539506	0.03924157438565712
859	KIC9206432	1.567	0.0751664818918645	0.0672086303981862	1.569	0.0272029410174709	0.0212602916254693	6494	46	46	3.842	0.312534723193249	0.312534723193249	0.165	0.139	0.139	4.241	0.0070710678118654	0.0078102496759066	0.4052	0.0046267358904523	0.0048715374369905	3.5372992	MS	F	NA	serenelli17	4.54291998372849	1.54439874579159	0.708346165691407	8.13468826635213	A	3.8125122842899826	0.0030654640342846484	0.0030872554929484153	0.5845573605256749	0.033965032584993615	0.03684844690068756
860	KIC9225600	1.425	0.0729177618965366	0.0777946013551069	1.84	0.0441021541423999	0.0441021541423999	6262	56	56	4.758	0.411033863930155	0.411033863930155	0.219	0.1	0.1	4.061	0.012369316876853	0.012369316876853	0.2278	0.0090844267292988	0.0089494082485938	3.6893752	MS	F	NA	serenelli17	5.28815309654889	2.3968562033913	0.894282976684765	8.63879495439585	A	3.7967130632808965	0.00386655828823379	0.0039012920327494705	0.6774244377012474	0.03598493967244609	0.03923818075754326
861	KIC9226926	1.39	0.05	0.04	1.64	0.03	0.03	6892	84	84	4.548	0.365619368849666	0.365619368849666	-0.23	0.09	0.09	4.151	0.013	0.012	0.3147	0.0126	0.0126	3.2764102	MS	F	NA	C14bruntt	3.23741007194245	1.82926829268293	1.2188044109112	8.03912420513778	A	3.8383452687759907	0.005261203148520188	0.005325721699459329	0.6578204560156972	0.03358105501913822	0.03639690135377227
862	KIC9266926	0.956	0.0535350352572967	0.0526972485050216	1.47	0.0367151195013716	0.0358468966578698	5971	63	63	2.318	0.198602336787427	0.198602336787427	-0.387	0.099	0.099	4.083	0.0120830459735946	0.0120830459735946	0.3007	0.0107270844594419	0.01056070627373	3.8801257	MS	G	NA	serenelli17	5.55608178673213	2.4680957877293	1.05509964830012	8.56783161291745	A	3.7760470711817797	0.0045582346571899635	0.0046065845418676865	0.3651134316275772	0.03570116390367628	0.03890098046859425
863	KIC9273544	1.14	0.12	0.12	1.55	0.07	0.07	6125	55	55	3.128	0.27169073554991	0.27169073554991	-0.22	0.15	0.15	4.112	0.013	0.013	0.3047	0.0139	0.0138	3.7791787	MS	F	NA	C14sdss	10.5263157894737	4.51612903225806	0.897959183673469	8.68576520300222	A	3.78710609303657	0.003882382052245781	0.003917401961312628	0.49526674438781043	0.03617266737414909	0.039461515873095765
864	KIC9287845	1.589	0.0906035319399856	0.147627910640231	2.313	0.0939201788754685	0.0929731143933557	6488	62	62	8.928	0.762176079154507	0.762176079154507	0.131	0.1	0.1	3.905	0.0222036033111745	0.0231948270094864	0.1269	0.0106088840600697	0.0102340422610032	3.5412322	MS	F	NA	serenelli17	7.49626943298353	4.04006254364082	0.955610357583231	8.53691844931124	A	3.8121108412030997	0.004130458788683455	0.004170119987600529	0.9507541815935036	0.03557748704760344	0.03875417057052666
865	KIC9289275	1.349	0.0672681202353686	0.065299310869258	1.767	0.0268700576850888	0.0268700576850888	6227	48	48	4.012	0.342633039749413	0.342633039749413	0.092	0.1	0.1	4.073	0.0084852813742385	0.0092195444572928	0.2441	0.0030578562752359	0.0029765249872964	3.7123177	MS	F	NA	serenelli17	4.91354451833308	1.5206597444872	0.770836678978641	8.54020537760253	A	3.7942788657214	0.0033348644316757436	0.0033606705068218723	0.6033609243483805	0.035590639007554326	0.038769778184504
866	KIC9292130	1.347	0.0608769250208977	0.0595482997238376	2.176	0.0526972485050216	0.0502195181179589	6176	52	52	6.423	0.541940302001592	0.541940302001592	0.049	0.1	0.1	3.891	0.0117046999107196	0.0117046999107196	0.1304	0.0054667629361442	0.0052854968546012	3.7457482	MS	F	NA	serenelli17	4.47012712489738	2.3648154095354	0.841968911917098	8.43749497122205	A	3.7907072873276797	0.0036413165684030524	0.003672105301456341	0.8077379220141008	0.03517947633060514	0.03828233411355941
867	KIC9328372	1.464	0.0706045324324154	0.0690289794216893	1.781	0.0705195008490559	0.0657875368135941	6572	80	80	6.039	0.521100979493793	0.521100979493793	0.16	0.1	0.1	4.101	0.0243310501211929	0.0253179778023443	0.2579	0.0236322448362402	0.0197703564965329	3.4861702	MS	F	NA	serenelli17	4.76890409337789	3.82669954134335	1.21728545343883	8.62892829100502	A	3.8176975547630243	0.005254685784457536	0.005319043608829954	0.7809650296083169	0.03594549490444843	0.039191281134272615
868	KIC9335972	1.23	0.13	0.2	2.18	0.11	0.16	5784	63	63	6.017	0.532923646081868	0.532923646081868	-0.04	0.15	0.15	3.847	0.01	0.01	0.1186	0.0078	0.0069	4.0027042	PMS	G	NA	C14sdss	13.4146341463415	6.19266055045872	1.08921161825726	8.85696603094346	A	3.7622282842864743	0.004704809550809763	0.004756336520806315	0.7793800114916558	0.036856225862174186	0.040276518719462695
869	KIC9353712	1.5089	0.0285	0.0209	2.1723	0.024	0.021	6278	77	77	6.985	0.275	0.223	-0.05	0.1	0.1	3.9435	0.0055	0.0066	0.147718201832256	0.003184432923798	0.0033349904126127	3.6788872	MS	F	NA	silva17	1.63695407250315	1.03576854025687	1.2265052564511	3.5647816750179	A	3.797821311364024	0.005294243526003051	0.005359580017072929	0.8441664104502007	0.016770210249893114	0.014091244020450477
870	KIC9353859	1.599	0.181024860171193	0.204707107839469	3.678	0.202272093972451	0.234303222342331	5284	85	85	8.54	0.799519345248097	0.799519345248097	-0.112	0.103	0.103	3.509	0.0111803398874989	0.0111803398874989	0.03208	0.0022406830744217	0.0019610032228428	4.3304542	PMS	G	NA	serenelli17	12.0616625394203	5.93495536045109	1.60862982588948	9.36205322304563	A	3.7229628089424898	0.006930595020747887	0.007042991508910301	0.931457870689005	0.03886665531861844	0.042689941113973395
871	KIC9390670	1.37	0.071505244562899	0.0695269731830748	1.711	0.069462219947249	0.0648845127900333	6246	50	50	4.782	0.397738991301202	0.397738991301202	0.195	0.1	0.1	4.107	0.0241867732448957	0.0251793566240283	0.2734	0.0244420081212653	0.0239866496409982	3.6998632	MS	F	NA	serenelli17	5.14716123160488	3.92597114954069	0.80051232788985	8.31741930784613	A	3.7956019798941796	0.003462739456828512	0.0034905708070112063	0.679609571779756	0.03469830427946219	0.037713170632053594
872	KIC9394953	1.205	0.0590338885725818	0.0537587202228624	1.746	0.0393573373083089	0.0349857113690718	6018	65	65	3.682	0.317461913620585	0.317461913620585	0.076	0.1	0.1	4.034	0.014422205101856	0.0136014705087354	0.2262	0.0082791137810758	0.0080020393650618	3.8493172	MS	F	p	serenelli17	4.68019123632549	2.12895328400288	1.08009305417082	8.62199656764219	A	3.7794521834040617	0.004665633058861474	0.004716300852308564	0.5660837841679959	0.03591778124376288	0.039158335312733605
873	KIC9402223	1.46	0.25	0.13	2.6	0.15	0.11	6350	52	52	11.16	0.975636586344381	0.975636586344381	-0.08	0.2	0.15	3.776	0.016	0.016	0.0833	0.0041	0.0038	3.6316912	MS	F	NA	C14sdss	13.013698630137	5.0	0.818897637795276	8.74226331849804	A	3.8027737252919755	0.0035419445161379848	0.0035710689914503213	1.04766419460156	0.03639836799349294	0.039730306535564974
874	KIC9410862	1.007	0.0434626276242015	0.0434626276242015	1.163	0.0178885438199983	0.0178885438199983	6230	53	53	1.834	0.158522908328121	0.158522908328121	-0.399	0.1	0.1	4.309	0.0076157731058639	0.0067082039324993	0.6391	0.005098955285154	0.0053129701674298	3.7103512	MS	F	NA	serenelli17	4.31605040955327	1.53813790369719	0.850722311396469	8.64356097754203	A	3.7944880466591697	0.0036790130567694312	0.003710445321476019	0.2633993313340023	0.03600399191020792	0.03926083710870237
875	KIC9414381	1.224	0.0496588360717405	0.0560802995712398	2.117	0.042154477816716	0.0449444101084885	5495	100	100	4.423	0.390407840856051	0.390407840856051	0.152	0.1	0.1	3.873	0.0098488578017961	0.0098488578017961	0.1289	0.0043005661255234	0.0042530224546785	4.1921437	PMS	G	NA	serenelli17	4.31940913574266	2.0571300879831	1.81983621474067	8.82676556310311	A	3.7399676967595092	0.007832394104859475	0.007976247740579812	0.6457169393696038	0.03673572171129369	0.04013263801404243
876	KIC9414417	1.399	0.0737360156233031	0.0752396172239067	1.917	0.0366878726556883	0.0389101529166874	6278	52	52	5.158	0.42856413772693	0.42856413772693	-0.049	0.0721110255092798	0.0721110255092798	4.018	0.0094339811320566	0.01	0.1986	0.0015554761618231	0.0016956426510323	3.6788872	MS	F	p	serenelli17	5.32436143127984	1.97177948806405	0.828289264096846	8.30872698191023	A	3.797821311364024	0.003582398653331431	0.0036121950175274087	0.7124813378019187	0.03466345133806481	0.037671997595491113
877	KIC9446628	1.213	0.0718401002226472	0.0757429864739964	1.893	0.0919238815542512	0.0864060183089118	6298	59	59	5.317	0.439688712631072	0.439688712631072	-0.268	0.101	0.101	3.965	0.0292745623366089	0.0302654919008431	0.1776	0.0198469729681884	0.0190804831175733	3.6657772	MS	F	NA	serenelli17	6.08339186713288	4.71024563822406	0.936805335026993	8.26948867088719	A	3.7992026563005252	0.004049555129931992	0.004087670670161803	0.7256666603141786	0.0345060857222147	0.037486185618172185
879	KIC9451741	1.124	0.0785175139698144	0.0792085853932514	1.291	0.054644304369257	0.0522015325445528	5835	68	68	1.99	0.166780592657199	0.166780592657199	0.206	0.1	0.1	4.266	0.0191049731745428	0.0200997512422418	0.526	0.0487155334569991	0.0379326257989083	3.9692737	MS	G	NA	serenelli17	7.01628555885524	4.13810367598024	1.16538131962296	8.38093430438188	A	3.766040860381389	0.0050319228398056914	0.005090908970491803	0.29885307640970665	0.03495289055428774	0.03801414134520459
880	KIC9455860	1.385	0.0722495674727538	0.0651152823843988	1.678	0.0510783711564885	0.0483321838943783	6716	59	59	5.166	0.422130072484233	0.422130072484233	-0.051	0.1	0.1	4.129	0.0189736659610103	0.0199248588451713	0.2934	0.0202268675033976	0.0197223469445196	3.3917782	MS	F	NA	serenelli17	4.95901985043872	2.96217386921534	0.878499106611078	8.17131383051168	A	3.827110687466011	0.0037986120804323065	0.0038321305143402817	0.7131544018372984	0.034112104607118776	0.03702162926705144
881	KIC9457728	1.194	0.0634113554499508	0.0659469483751902	1.822	0.0353836120259083	0.0361247837363769	6390	49	49	5.208	0.437591644046782	0.437591644046782	-0.161	0.0721110255092798	0.0721110255092798	3.993	0.0106301458127346	0.0106301458127346	0.1972	0.0047999070824339	0.0047515058665648	3.6054712	MS	F	p	serenelli17	5.41701439803773	1.96235992761485	0.766823161189358	8.40229731272623	A	3.8055008581584002	0.003317566933723981	0.0033431049714387484	0.7166709755601356	0.03503848607384563	0.038115418501927234
882	KIC9458636	1.204	0.116811814470969	0.0608276253029822	1.735	0.0630634601017103	0.056938563381947	6220	56	56	4.007	0.342379248040584	0.342379248040584	-0.059	0.1	0.1	4.043	0.0162788205960997	0.0182482875908947	0.2319	0.0131927404279778	0.0139172878104895	3.7169062	MS	F	NA	serenelli17	7.37705314675876	3.45827157013422	0.90032154340836	8.54452827653067	A	3.7937903846908188	0.0038925502240805265	0.003927754644437176	0.6028193424326997	0.035607935582204986	0.038790305843984574
883	KIC9468847	1.17	0.0579827560572969	0.0579827560572969	1.796	0.0528015151297763	0.0518941229813165	6064	52	52	4.292	0.37421982497498	0.37421982497498	-0.109	0.1	0.1	3.998	0.0170880074906351	0.0170880074906351	0.2019	0.011854530610699	0.0120564420954111	3.8191642	MS	F	NA	serenelli17	4.95579111600828	2.91468925699033	0.857519788918206	8.71900803762768	A	3.782759192623997	0.00370828411628521	0.003740220709126607	0.6326597132939135	0.03630548119914456	0.03961964902976567
885	KIC9512063	1.158	0.0499299509312797	0.0507740090991444	2.053	0.0360693775937429	0.0374833296279826	5977	58	58	4.637	0.403547097521101	0.403547097521101	-0.332	0.102	0.102	3.876	0.0067082039324993	0.0067082039324993	0.1338	0.0030023532437073	0.0029858590053785	3.8761927	MS	G	NA	serenelli17	4.34818480269534	1.79134698542926	0.970386481512464	8.70276250854219	A	3.7764832558336816	0.004194018599686267	0.004234915861828004	0.6662370958958044	0.03624058113294748	0.03954236332404759
886	KIC9542776	1.385	0.0848645980371085	0.0806597793203031	2.475	0.153388395910512	0.136894119669181	6343	87	87	11.52	1.02457871859058	1.02457871859058	-0.157	0.101	0.101	3.791	0.0355105618091294	0.0374833296279826	0.09076	0.0133405578594	0.0123110919093312	3.6362797	MS	F	NA	serenelli17	5.97560929088129	5.8642932440342	1.37159072993852	8.89391248776547	A	3.802294711397464	0.00591626152675806	0.005997971345672148	1.0614524790871933	0.037003602006755454	0.04045260343705226
887	KIC9574283	1.178	0.0648459713474939	0.0666408283261845	2.896	0.0617170964968379	0.0644049687524185	5431	64	64	5.171	0.465798228390914	0.465798228390914	-0.499	0.101	0.101	3.584	0.0063245553203367	0.0072801098892805	0.04842	0.0008563414330744	0.0008526935322846	4.2340957	PMS	G	NA	serenelli17	5.58093377222744	2.17752184477307	1.17842018044559	9.00789457340773	A	3.7348798027926273	0.005087893966881918	0.005148207505591973	0.7135745377720698	0.03745795156918297	0.04099628590304771
888	KIC9579208	1.204	0.0635137780328017	0.051662365412358	1.781	0.034132096331752	0.0276586333718787	6422	56	56	4.92	0.408637298681031	0.408637298681031	-0.17	0.0721110255092798	0.0721110255092798	4.017	0.0111803398874989	0.0086023252670426	0.2132	0.0031277239328303	0.0029962660095525	3.5844952	MS	F	p	serenelli17	4.78306243543022	1.73472009274651	0.87200249143569	8.30563615205347	A	3.8076703012304836	0.0037706424436745323	0.0038036669454992733	0.6919651027673603	0.034651057604500934	0.03765735816816895
889	KIC9592705	1.509	0.029	0.021	2.124	0.015	0.012	6174	92	92	6.088	0.227	0.247	0.216	0.0721110255092798	0.0721110255092798	3.961	0.004	0.003	0.156949080321	0.002130530502095	0.002130530502095	3.7470592	MS	F	p	silva15	1.65672630881378	0.635593220338983	1.4901198574668	3.89290407358738	A	3.7905666251460763	0.006423765399610204	0.0065202093379630455	0.7844746437625164	0.01589871112883312	0.01798743752282228
890	KIC9641837	1.304	0.0587281874401041	0.0567274184147313	2.193	0.0464004310324807	0.0448218696620299	6270	51	51	6.06	0.546385001091756	0.546385001091756	-0.161	0.1	0.1	3.871	0.0111803398874989	0.0111803398874989	0.1237	0.0042101330145257	0.0041948430244766	3.6841312	MS	F	NA	serenelli17	4.42697875210259	2.07985181702031	0.813397129186603	9.01625414342831	A	3.7972675408307164	0.0035182494970462663	0.003546984017193111	0.7824726241662862	0.03749125535827391	0.041036186968029464
891	KIC9664694	1.252	0.0524309069156733	0.0574543296888929	2.293	0.057706152185014	0.0594810894318522	6080	55	55	8.512	0.725162235923812	0.725162235923812	-0.272	0.1	0.1	3.813	0.0121655250605964	0.0121655250605964	0.1035	0.0047600887596766	0.0046371737081977	3.8086762	MS	F	NA	serenelli17	4.38838804331335	2.55532580935164	0.904605263157895	8.51929318519516	A	3.783903579272735	0.00391098779028809	0.003946528025829288	0.930031614950973	0.03550695642415913	0.038670488527645874
