ID	component	M	eM	R	eR	Teff	eTeff	L	eL	logg	elogg	FeH	eFeH	logL	elogL1	elogL2	elogL	logTeff	elogTeff1	elogTeff2	elogTeff
Cl* Melotte   22     AK   II-465	B	0.96	0.02	0.94	0.01	5559.0	154.0	0.76	0.086	4.473	0.033	0.0	0.05	-0.11918640771920865	0.04655677075823217	0.052153695745471504	0.049355233251851836	3.74499667403856	0.011867550021988915	0.012200975749230736	0.012034262885609825
Cl* Melotte   25      S     142	A	0.8798	0.0019	0.825	0.066	5628.0	120.0	0.61	0.11	4.55	0.07	-0.17	0.1	-0.21467016498923297	0.07200266142050141	0.08635983067474823	0.07918124604762482	3.750354088762708	0.009162670699479847	0.009360157177821904	0.009261413938650875
Cl* Melotte   25      S     142	B	0.72697	0.00094	0.363	0.042	4847.0	130.0	0.065	0.017	5.18	0.1	-0.17	0.1	-1.1870866433571443	0.10090049574086102	0.13167211926726852	0.11628630750406477	3.6854730197227594	0.01149462102126364	0.011807143477057469	0.011650882249160555
Cl* Melotte   25   REID     139	A	1.0245	0.0024	0.923	0.015	5649.0	52.0	0.782	0.038	4.518	0.014	0.05	0.05	-0.10679324694015198	0.0206070993238687	0.021633817513969325	0.021120458418919012	3.751971574736327	0.0039794662678049875	0.0040162678295971865	0.003997867048701087
Cl* Melotte   25   REID     139	B	0.7427	0.0015	0.739	0.026	4295.0	99.0	0.168	0.02	4.571	0.032	0.05	0.05	-0.7746907182741372	0.04884856753781697	0.05504756633090535	0.05194806693436116	3.632963168167261	0.009896884417230467	0.010127688645741095	0.010012286531485781
Cl* NGC  752  STOCK      25	B	1.1749	0.0049	1.186	0.0049	6324.0	204.0	2.03	0.26	4.36	0.003	-0.03	0.02	0.3074960379132129	0.0523394444266751	0.05952277155140631	0.055931107989040704	3.8009918612601714	0.013788284485633184	0.014240439114610037	0.01401436180012161
Cl* NGC 104 WSB V69	B	0.8588	0.0059	1.1617	0.0062	5984.0	41.0	1.56	0.05	4.242	0.003	-0.71	0.1	0.1931245983544616	0.01370127767738813	0.014147651061292177	0.013924464369340153	3.776991584856405	0.0029654663905009926	0.0029858545981955587	0.0029756604943482756
Cl* NGC 2682    FBC    2136	A	0.448	0.001	0.4548	0.0036	3192.0	110.0	0.0193	0.0027	4.774	0.0057	0.3	0.11	-1.7144426909922261	0.0568653718144323	0.06544922096771888	0.06115729639107559	3.5040628826786917	0.014714186248083294	0.015230248296291382	0.014972217272187338
Cl* NGC 2682    FBC    2136	B	0.2721	0.0042	0.2913	0.0024	3097.0	107.0	0.0071	0.001	4.9442	0.0039	0.3	0.11	-2.1487416512809245	0.057226670159574056	0.06592851370830832	0.06157759193394119	3.490941205356787	0.014751302055413085	0.01527001703235742	0.015010659543885252
Cl* NGC 2682   SAND    1247	A	1.111	0.015	1.071	0.0089	6095.0	98.0	1.427	0.095	4.424	0.002	0.03	0.04	0.15442397311464698	0.027990679319907036	0.0299197482803647	0.028955213800135868	3.7849737099544005	0.006927370055170634	0.007039661116621243	0.006983515585895939
Cl* NGC 2682   SAND    1247	B	0.748	0.005	0.713	0.032	4710.0	108.0	0.225	0.029	4.607	0.038	0.03	0.04	-0.6478174818886375	0.05265119850857558	0.05992644675488645	0.05628882263173102	3.673020907128896	0.009845888533428493	0.010074292796271589	0.009960090664850041
Cl* NGC 3532   FERN     363	B	1.84	0.01	1.6971	0.0051	8954.0	247.0	16.6	1.5	4.243	0.002	0.02	0.06	1.2201080880400552	0.037570486829129335	0.04113114074688573	0.03935081378800753	3.952017090047426	0.011817940654721859	0.012148545587916448	0.011983243121319154
Cl* NGC 6121  MKTWD   11657	A	0.7842	0.0045	0.9348	0.0047	6166.0	99.0	1.13	0.073	4.388	0.077	-1.2	0.1	0.05307844348341968	0.027187183856425004	0.02900345617599344	0.02809532001620922	3.7900035203904894	0.006917554939679604	0.007029525446441198	0.006973540193060401
Cl* NGC 6121  MKTWD   11657	B	0.7442	0.0043	0.8299	0.0054	5943.0	109.0	0.774	0.058	4.469	0.085	-1.2	0.1	-0.11125903931710739	0.031382365607831364	0.03382793837503707	0.03260515199143422	3.7740057302582093	0.007893189092939679	0.008039305472495428	0.007966247282717553
Cl* NGC 6362    SAW V40	B	0.7947	0.0048	0.997	0.013	6095.0	154.0	1.24	0.13	4.341	0.012	-1.07	0.05	0.09342168516223506	0.04329888199417173	0.04809870637557768	0.0456987941848747	3.7849737099544005	0.01083681471300757	0.011114157577713613	0.010975486145360591
Cl* NGC 6362    SAW V41	A	0.8215	0.0059	1.074	0.0047	6124.0	127.0	1.46	0.11	4.2907	0.0049	-1.07	0.05	0.1643528557844371	0.031546796624796675	0.03401908728943101	0.03278294195711384	3.7870351820262234	0.008914316876579953	0.009101133188444077	0.009007725032512015
Cl* NGC 6362    SAW V41	B	0.7279	0.0047	0.7306	0.0045	5741.0	119.0	0.522	0.044	4.5728	0.006	-1.07	0.05	-0.28232949699773785	0.03514592818600931	0.03824260639014326	0.03669426728807629	3.7589875468676195	0.008910069150471323	0.009096705596197463	0.009003387373334393
Cl* NGC 6791     KR V18	A	0.9955	0.0033	1.1011	0.0068	5600.0	95.0	1.072	0.07	4.3525	0.0056	0.28	0.05	0.03019478535675124	0.02747131855307805	0.02932706382552433	0.02839919118930119	3.7481880270062002	0.007305701408919063	0.007430703698429575	0.007368202553674319
Cl* NGC 6791     KR V18	B	0.9293	0.0032	0.9708	0.0054	5430.0	125.0	0.739	0.069	4.432	0.0051	0.28	0.05	-0.13135556160517428	0.03876692237976047	0.042569635693999325	0.0406682790368799	3.734799829588847	0.009884233688039146	0.010114441351487535	0.00999933751976334
Cl* NGC 6791    SBG    9665	B	0.8276	0.0023	0.7813	0.0052	4819.0	146.0	0.297	0.036	4.5703	0.0059	0.28	0.05	-0.5272435506827877	0.04968778418910752	0.05611594197893133	0.052901863084019424	3.6829569263012085	0.012962326530191248	0.013361145276895137	0.013161735903543192
Cl* NGC 6809    SAW V54	A	0.726	0.015	1.006	0.009	6252.0	72.0	1.38	0.067	4.294	0.01	-1.86	0.15	0.13987908640123647	0.020589444717800942	0.021614360311757147	0.021101902514779045	3.7960189693471493	0.004972891913022082	0.005030494258333462	0.005001693085677772
Cl* NGC 6809    SAW V54	B	0.555	0.0081	0.528	0.005	5023.0	93.0	0.16	0.012	4.737	0.01	-1.86	0.15	-0.7958800173440752	0.031408464251624135	0.03385826726096741	0.032633365756295774	3.700963178159549	0.007967357647067352	0.008116258882318927	0.00804180826469314
Cl* NGC 6811    SAN     195	B	1.4191	0.0091	1.5438	0.0028	7145.0	99.0	5.6	0.31	4.213	0.002	-0.03	0.13	0.7481880270062004	0.023399453875054932	0.02473235497101456	0.024065904423034745	3.854002233126989	0.005976208515031445	0.006059594281765612	0.0060179013983985286
EBLM J0057-19	A	1.067	0.07	1.262	0.032	5580.0	150.0	1.39	0.17	4.263	0.014	0.23	0.09	0.14301480025409505	0.050109798100366504	0.056654969579346834	0.05338238383985667	3.7466341989375787	0.011520423029811155	0.0118343693487315	0.011677396189271327
EBLM J0113+31	B	0.197	0.003	0.215	0.002	3373.0	39.0	0.0054	0.0003	5.068	0.006	-0.3	0.1	-2.2676062401770314	0.02348109584952285	0.02482358372503235	0.0241523397872776	3.5280163411892014	0.0049926813062839415	0.0050507456972148645	0.005021713501749403
EBLM J0228+05	A	1.482	0.094	1.57	0.035	6912.0	134.0	5.07	0.45	4.216	0.01	0.08	0.08	0.705007959333336	0.03693111839586294	0.04036598377721057	0.03864855108653675	3.839603729470837	0.008338909374386638	0.008502164969477644	0.008420537171932141
EBLM J0608-59	A	1.098	0.018	1.321	0.017	6031.0	56.0	2.09	0.09	4.24	0.01	0.01	0.05	0.32014628611105395	0.018310207493550834	0.019116290447072803	0.01871324897031182	3.7803893284709527	0.004013973282055883	0.0040514188507772	0.004032696066416541
EBLM J0608-59	B	0.308	0.003	0.309	0.004	3206.0	133.0	0.0091	0.0015	4.95	0.01	0.01	0.05	-2.0409586076789066	0.06626447294367677	0.07822780004030205	0.07224613649198941	3.505963518018126	0.017652901036244728	0.018400957761747883	0.018026929398996305
EBLM J0627-67	A	1.217	0.082	1.361	0.031	6498.0	117.0	2.97	0.25	4.255	0.01	-0.16	0.13	0.4727564493172124	0.03509942237861852	0.03818754528301366	0.03664348383081609	3.812779707008964	0.007750141514555775	0.00789096238657283	0.007820551950564303
EBLM J0719+25	A	1.142	0.059	1.349	0.028	6026.0	67.0	2.16	0.13	4.236	0.011	0.04	0.05	0.3344537511509309	0.02538173118895709	0.02695771323771795	0.02616972221333752	3.7800291273373383	0.004802050787130696	0.004855741912551448	0.004828896349841072
EBLM J0955-39	A	1.097	0.061	1.061	0.021	6340.0	80.0	1.64	0.11	4.427	0.009	-0.24	0.08	0.21484384804769785	0.028194200638596595	0.030152417230099093	0.029173308934347844	3.802089257881733	0.005445770187120225	0.005514924671303323	0.005480347429211774
EBLM J1013+01	A	0.9	0.05	0.973	0.018	5200.0	80.0	0.624	0.045	4.416	0.007	0.09	0.08	-0.20481541031757602	0.03024152808539915	0.032506025954987805	0.03137377702019348	3.716003343634799	0.006630578899013084	0.006733382658968168	0.006681980778990626
EBLM J1934-42	A	1.061	0.055	0.998	0.02	5648.0	68.0	0.914	0.058	4.465	0.011	0.29	0.05	-0.039053804266168564	0.02672006919244318	0.028472431056678217	0.027596250124560698	3.7518946880437474	0.005197532075185141	0.00526048910616872	0.00522901059067693
EBLM J2046+06	A	1.199	0.062	1.303	0.025	6302.0	70.0	2.41	0.14	4.287	0.009	0.0	0.05	0.3820170425748684	0.02452313785908683	0.025991185381745663	0.025257161620416246	3.799478398837981	0.004797368291113102	0.004850954173472921	0.004824161232293012
Gaia DR3 5413575142952201088	B	0.6841	0.003	0.6871	0.004	5559.0	77.0	0.406	0.023	4.599	0.003	-1.47	0.04	-0.39147396642280585	0.023931258607530148	0.025327259608571406	0.024629259108050777	3.74499667403856	0.005974310398758842	0.006057642835080479	0.0060159766169196605
HD   4628	NA	0.762	0.012	0.6937	0.0032	5092.0	33.0	0.2915	0.0071	4.64	0.01	-0.26	0.01	-0.5353614409049672	0.010451244293973705	0.010708967037304173	0.01058010566563894	3.706888394981618	0.002805474746173875	0.0028237155730503893	0.002814595159612132
HD   4747	NA	0.797	0.021	0.79	0.014	5350.0	50.0	0.4606	0.0046	4.55	0.03	-0.23	0.02	-0.33667606637178765	0.004315772428198472	0.004359090963777346	0.004337431695987909	3.7283537820212285	0.004039977801740147	0.004077912420439311	0.004058945111089729
HD  10069	NA	1.362	0.033	1.276	0.011	6599.0	48.0	2.78	0.094	4.361	0.004	0.22	0.03	0.4440447959180762	0.01444196788013058	0.014938787585379698	0.014690377732755139	3.8194781283621224	0.0031475504120184183	0.003170528930182659	0.0031590396711005386
HD  16031	NA	0.8	0.02	1.09	0.04	6266.0	31.0	1.65	0.13	4.27	0.04	-1.63	0.05	0.21748394421390627	0.032936058094987675	0.03564035626913373	0.0342882071820607	3.7969903905456865	0.0021433027563761975	0.0021539327311250744	0.002148617743750636
HD  16160	NA	0.771	0.004	0.8003	0.0057	4661.0	17.0	0.254	0.016	4.516	0.044	-0.13	0.02	-0.595166283380062	0.026530047539049306	0.028256759563426104	0.027393403551237705	3.6684791029325856	0.001581114540548434	0.0015868918660495446	0.0015840032032989892
HD  22879	NA	0.77	0.01	1.071	0.031	5961.0	87.0	1.304	0.013	4.27	0.04	-0.88	0.05	0.11527759139590141	0.00430818356588239	0.004351349129481055	0.0043297663476817225	3.7753191218294777	0.0062926606636724	0.006385179642696137	0.006338920153184269
HD  25457	NA	1.209	0.023	1.17	0.032	6294.0	91.0	1.935	0.036	4.39	0.04	0.1	0.03	0.2866809693549302	0.00800565492451305	0.00815600461791266	0.008080829771212855	3.7989267385772014	0.006234163022232675	0.006324957412235044	0.006279560217233859
HD  32129	B	1.0688	0.002	0.9874	0.005	5754.0	93.0	0.963	0.063	4.478	0.006	0.19	0.07	-0.0163737128754655	0.02752107365126298	0.02938377768520967	0.028452425668236324	3.759969857554307	0.0069632362829770145	0.007076702669713164	0.007019969476345089
HD  34328	NA	0.74	0.02	0.82	0.03	5997.0	36.0	0.784	0.06	4.48	0.04	-1.56	0.05	-0.10568393731556154	0.03202638394121664	0.03457749648729157	0.0333019402142541	3.7779340488377793	0.002599276478624901	0.0026149270083015708	0.002607101743463236
HD  36395	NA	0.615	0.062	0.5782	0.0025	3801.0	12.0	0.06285	0.00063	4.703	0.044	0.02	0.04	-1.2016947179780235	0.004331636060834088	0.004375275249291821	0.004353455655062954	3.5798978696031036	0.0013689356705670619	0.0013732643281105794	0.0013710999993388207
HD  38858	NA	0.855	0.015	0.935	0.015	5704.0	47.0	0.8339	0.0084	4.43	0.02	-0.22	0.01	-0.07888602616331936	0.004352826854857189	0.004396896237868195	0.004374861546362692	3.756179516843809	0.0035638507539159647	0.0035933381033999012	0.003578594428657933
HD  41255	A	1.0719	0.0023	1.01	0.21	6017.0	129.0	1.2	0.63	4.46	0.18	-0.15	0.06	0.07918124604762482	0.18326984368280463	0.3233063903751335	0.25328811702896903	3.779380011491656	0.009212544428703673	0.009412210162213164	0.009312377295458418
HD  41255	B	1.0808	0.0024	0.89	0.22	6064.0	98.0	0.97	0.61	4.57	0.21	-0.15	0.06	-0.01322826573375516	0.2118853526881778	0.43046923349895755	0.3211772930935677	3.782759192623997	0.006962501356924555	0.0070759435979534935	0.007019222477439024
HD  46375B	NA	0.528	0.013	0.566	0.01	3545.0	67.0	0.045	0.0045	4.65	0.02	0.24	0.01	-1.3467874862246563	0.04139268515822492	0.04575749056067524	0.04357508785945008	3.5496162395190853	0.008131502122382894	0.008286661852391575	0.008209081987387234
HD  50281B	NA	0.441	0.012	0.445	0.008	3533.0	67.0	0.02781	0.00028	4.79	0.02	0.07	0.02	-1.5557990111358404	0.004350750337418496	0.004394777470829281	0.004372763904123889	3.5481436374348454	0.008158863332441868	0.008315079056947283	0.008236971194694576
HD  61606B	NA	0.627	0.015	0.616	0.009	4154.0	67.0	0.1022	0.001	4.66	0.02	0.08	0.01	-0.990549104201306	0.004228801492498602	0.004270383294913693	0.0042495923937061475	3.6184664921990803	0.006948859955327791	0.007061854487486752	0.007005357221407271
HD  69830	NA	0.843	0.009	0.911	0.019	5316.0	58.0	0.5974	0.0081	4.45	0.03	-0.03	0.01	-0.2237347817318905	0.0058489292109615565	0.005928777172960281	0.005888853191960919	3.725584972270694	0.004712689826455563	0.004764390500350046	0.004738540163402805
HD  74000	NA	0.81	0.02	0.99	0.04	6408.0	40.0	1.49	0.13	4.35	0.05	-1.82	0.05	0.17318626841227402	0.03632874613035694	0.039647360042056545	0.037988053086206744	3.8067225030761813	0.002702525720852833	0.002719448346568676	0.0027109870337107544
HD  79210	NA	0.622	0.062	0.593	0.01	3906.0	35.0	0.07376	0.00074	4.69	0.02	-0.35	0.03	-1.132179091954427	0.0043353647027200015	0.00437907943186433	0.004357222067292166	3.5917322389518356	0.0038741959137675863	0.0039090676328803475	0.003891631773323967
HD  79211	NA	0.6	0.06	0.583	0.011	3866.0	37.0	0.06837	0.00068	4.685	0.046	-0.33	0.03	-1.165134420099962	0.004298103014612087	0.004341065802779376	0.004319584408695731	3.5872618496925344	0.004136701588714153	0.004176483344846549	0.004156592466780351
HD  88230	NA	0.678	0.011	0.664	0.021	4131.0	72.0	0.1157	0.0035	4.63	0.04	0.02	0.008	-0.9366666410482505	0.012942896452468156	0.013340502031606971	0.013141699242037563	3.6160551949765862	0.007504195028850802	0.007636143659300654	0.007570169344075728
HD  94028	NA	0.79	0.02	0.95	0.04	6097.0	40.0	1.124	0.099	4.38	0.04	-1.33	0.05	0.05076631123304232	0.036660145803243165	0.04004244584126916	0.03835129582225616	3.78511619502192	0.0028399282620119592	0.002858621358618141	0.00284927481031505
HD  95735	NA	0.403	0.04	0.392	0.0036	3464.0	18.0	0.01994	0.0002	4.857	0.044	-0.76	0.06	-1.700274846024363	0.004334312241962346	0.004378005642019067	0.0043561589419907065	3.539577883345309	0.002250883436003548	0.0022626102332989895	0.0022567468346512687
HD 101364	NA	1.02	0.02	0.987	0.023	5794.0	7.0	0.989	0.046	4.46	0.02	0.02	0.01	-0.004803708402820599	0.019744058195757124	0.02068459885985105	0.02021432852780409	3.762978490867743	0.000524374599854216	0.0005250085041956787	0.0005246915520249473
HD 102200	NA	0.87	0.01	1.069	0.016	6204.0	48.0	1.525	0.016	4.36	0.04	-1.08	0.05	0.1832698436828046	0.004532795035614684	0.004580603907214792	0.004556699471414738	3.7926717891415676	0.003347180205581779	0.0033731779821266628	0.003360179093854221
HD 106038	NA	0.761	0.003	1.049	0.015	6168.0	45.0	1.434	0.019	4.28	0.02	-1.33	0.04	0.1565491513317813	0.005716462966240177	0.005792711471472256	0.005754587218856216	3.7901443650429005	0.003156988570214292	0.003180105607167416	0.003168547088690854
HD 108177	NA	0.82	0.02	1.0	0.04	6274.0	34.0	1.4	0.12	4.36	0.05	-1.56	0.05	0.146128035678238	0.03571555226653453	0.03891806603036971	0.03731680914845212	3.7975445143617264	0.0023471702951387563	0.002359924679302239	0.0023535474872204976
HD 113337	NA	1.449	0.019	1.501	0.035	6782.0	81.0	4.292	0.044	4.24	0.03	0.17	0.03	0.6326597132939135	0.004429560236416941	0.004475205220500822	0.004452382728458881	3.8313577854420675	0.005156213448604063	0.005218167506152671	0.005187190477378367
HD 116064	NA	0.74	0.01	0.97	0.03	6022.0	37.0	1.115	0.074	4.33	0.04	-2.0	0.05	0.04727486738417948	0.027906987234512126	0.029824137873643353	0.02886556255407774	3.7797407511767407	0.0026602013197889463	0.0026765964343113957	0.002668398877050171
HD 119850	NA	0.52	0.052	0.4878	0.0082	3618.0	32.0	0.03672	0.00037	4.778	0.046	-0.69	0.05	-1.4350973274707952	0.0043541607994053155	0.004398257334148115	0.004376209066776715	3.558468562523795	0.0038243019326795746	0.0038582772976312185	0.0038412896151553966
HD 126681	NA	0.7	0.02	0.69	0.02	5605.0	31.0	0.423	0.026	4.61	0.03	-1.22	0.05	-0.37365963262495766	0.025905973628280843	0.027549860611927324	0.026727917120104083	3.748575616930992	0.002395367506327073	0.0024086525537065917	0.0024020100300168323
HD 149421	NA	1.17	0.04	1.37	0.03	6268.0	77.0	2.61	0.17	4.228	0.014	-0.03	0.1	0.41664050733828095	0.027404288579795266	0.029250680999551526	0.028327484789673396	3.7971289877965524	0.005302638634171242	0.005368183783647673	0.005335411208909457
HD 149946	B	1.141	0.0021	1.2241	0.0039	6592.0	380.0	2.55	0.59	4.32	0.003	-0.19	0.16	0.4065401804339551	0.09038946763925976	0.1142841090774791	0.10233678835836943	3.8190171986890595	0.02434017974889624	0.025785751632538823	0.02506296569071753
HD 154363B	NA	0.464	0.011	0.467	0.008	3615.0	67.0	0.0336	0.0033	4.77	0.02	-0.23	0.02	-1.473660722610156	0.04068708876921612	0.04489664888753908	0.0427918688283776	3.5581083016305497	0.007975482537446066	0.008124690470860951	0.008050086504153509
HD 158633	NA	0.732	0.006	0.788	0.014	5187.0	51.0	0.4047	0.0074	4.51	0.02	-0.46	0.01	-0.3928667956084333	0.00786941013302156	0.008014639336203888	0.007942024734612724	3.714916247993585	0.004249246095628489	0.004291232932787992	0.0042702395142082405
HD 163840	A	1.132	0.014	1.2	0.14	5970.0	100.0	1.66	0.4	4.33	0.1	-0.19	0.1	0.22010808804005508	0.09375913232909835	0.11973754292249225	0.1067483376257953	3.775974331129369	0.007214359945888482	0.00733622988175453	0.007275294913821506
HD 163840	B	0.7421	0.0073	0.561	0.065	4385.0	167.0	0.105	0.029	4.81	0.1	-0.19	0.1	-0.978810700930062	0.10591549929486965	0.14037570678914668	0.12314560304200817	3.6419695977020594	0.016232655684955244	0.016863022298591712	0.016547838991773478
HD 164595B	NA	0.448	0.011	0.46	0.008	3516.0	67.0	0.0291	0.0029	4.76	0.02	-0.08	0.01	-1.5361070110140926	0.041256989333998684	0.04559169766616189	0.04342434350008029	3.5460488664017342	0.008197941764376271	0.00835567203434362	0.008276806899359945
HD 164922	NA	0.904	0.016	0.973	0.024	5391.0	67.0	0.7206	0.0072	4.43	0.03	0.18	0.02	-0.1423057422134503	0.004317793463666897	0.004361152784214478	0.0043394731239406875	3.7316693318286362	0.005364199505241363	0.005431285025998545	0.005397742265619954
HD 166913	NA	0.78	0.02	1.13	0.04	6172.0	35.0	1.67	0.12	4.23	0.04	-1.51	0.05	0.22271647114758325	0.03013655983230995	0.03238477297729181	0.03126066640480088	3.7904259173911106	0.0024558279942863415	0.0024697941071787355	0.0024628110507325385
HD 173701	NA	1.0	0.03	0.964	0.017	5314.0	50.0	0.6687	0.0067	4.497	0.002	0.35	0.08	-0.17476867680009986	0.004329733099492583	0.004373333760200271	0.004351533429846427	3.725421550074259	0.004067219105302389	0.004105669468359885	0.004086444286831137
HD 173739	NA	0.318	0.032	0.3549	0.003	3406.0	17.0	0.01527	0.00015	4.84	0.044	-0.44	0.13	-1.8161609629435789	0.004245336658517118	0.0042872458912333045	0.004266291274875211	3.532244643626582	0.002162255511295008	0.0021730747892041435	0.002167665150249576
HD 173740	NA	0.235	0.024	0.3223	0.0057	3103.0	28.0	0.00868	8.7e-05	4.792	0.046	-0.39	0.2	-2.061480274823508	0.004331281377845553	0.004374913384014967	0.00435309738093026	3.491781775584166	0.0039012920327494705	0.003936655472730255	0.003918973752739863
HD 175289A	NA	1.214	0.033	1.352	0.01	6325.0	75.0	2.72	0.18	4.261	0.007	0.01	0.1	0.43456890403419873	0.027829093864757404	0.029735187414260678	0.02878214063950904	3.8010605298478555	0.005119444136031603	0.005180512503780044	0.0051499783199058236
HD 175726	NA	1.069	0.019	0.988	0.02	6069.0	63.0	1.193	0.012	4.48	0.03	-0.04	0.03	0.0766404436703419	0.004346603240545324	0.00439054605682708	0.004368574648686202	3.7831171374904673	0.004485008691870185	0.004531809627505101	0.004508409159687643
HD 176071	A	1.48	0.085	1.569	0.027	6400.0	84.0	3.72	0.23	4.213	0.004	0.15	0.09	0.5705429398818975	0.026054155744562713	0.027717512922717624	0.02688583433364017	3.806179973983887	0.005663032192590123	0.0057378526476306035	0.005700442420110363
HD 176153	NA	1.26	0.016	1.272	0.006	6177.0	77.0	2.12	0.11	4.325	0.003	-0.07	0.1	0.32633586092875144	0.02196900211940922	0.023139803508262502	0.02255440281383586	3.7907776013376937	0.005380275569220938	0.005447766326926562	0.00541402094807375
HD 176693	NA	1.023	0.024	1.204	0.007	6140.0	77.0	1.961	0.058	4.288	0.003	-0.19	0.1	0.2924775936677841	0.01265872527585521	0.01303880538076363	0.01284876532830942	3.788168371141168	0.005412496226988139	0.005480802906201454	0.005446649566594797
HD 177153	NA	1.039	0.021	1.285	0.027	6035.0	19.0	1.947	0.02	4.296	0.002	-0.05	0.03	0.2893659515200317	0.004438408399305038	0.004484236864578717	0.0044613226319418775	3.780677274433368	0.0013651421871863079	0.001369446849782019	0.0013672945184841634
HD 177723	NA	1.301	0.048	1.46	0.015	6538.0	77.0	3.51	0.18	4.219	0.009	0.16	0.1	0.5453071164658241	0.021719249693236242	0.022862882959504227	0.022291066326370235	3.81544491624435	0.005084932279169951	0.005145175204181118	0.005115053741675535
HD 181207	NA	1.048	0.028	1.233	0.011	6033.0	77.0	1.814	0.098	4.276	0.003	-0.23	0.1	0.2586372827240765	0.022850605216004793	0.024119999211389853	0.023485302213697323	3.780533325316404	0.005507884926149842	0.005578636236265755	0.005543260581207798
HD 182756	NA	1.247	0.071	1.354	0.028	5855.0	24.0	1.93	0.13	4.266	0.006	0.41	0.04	0.28555730900777376	0.02830991136137967	0.03028480390446775	0.02929735763292371	3.767526899408382	0.0017765607806996542	0.0017838579873377114	0.0017802093840186828
HD 184401	NA	0.969	0.036	0.997	0.017	5270.0	180.0	0.691	0.097	4.424	0.006	-0.12	0.18	-0.16052195262580163	0.0570481701153569	0.06569160239300484	0.06136988625418087	3.7218106152125467	0.014585887064095804	0.015092832875787998	0.014839359969941901
HD 186306	NA	0.768	0.019	0.776	0.007	5365.0	15.0	0.431	0.026	4.545	0.003	-0.47	0.03	-0.3655227298392684	0.025438929909118668	0.027022246946063033	0.02623058842759085	3.72956972630197	0.0012125493644195018	0.0012159442807413434	0.0012142468225804226
HD 187160	A	1.073	0.033	1.102	0.012	6067.0	120.0	1.48	0.12	4.382	0.005	-0.1	0.15	0.17026171539495738	0.03385826726096741	0.0367228070247399	0.035290537142853656	3.782973994944048	0.0085061210759525	0.008676056444770541	0.00859108876036152
HD 187637	NA	1.169	0.039	1.304	0.034	6236.0	82.0	2.315	0.023	4.26	0.03	-0.09	0.02	0.36455099535397195	0.004293511471849365	0.004336382058619637	0.004314946765234501	3.794906106516804	0.005673515052326383	0.005748614605364466	0.005711064828845425
HD 190166	NA	1.024	0.03	1.155	0.009	6143.0	77.0	1.712	0.09	4.324	0.003	-0.29	0.1	0.2335037603411344	0.022251026301909782	0.023452910465997207	0.022851968383953494	3.788380515319563	0.005409869371255649	0.005478109344918547	0.005443989358087098
HD 190360	NA	0.951	0.008	1.2	0.033	5462.0	76.0	1.156	0.012	4.26	0.03	0.22	0.01	0.06295783408451022	0.004485008691870435	0.004531809627504865	0.00450840915968765	3.7373516958037145	0.006001255605841305	0.006085346728222696	0.006043301167032
HD 193901	NA	0.77	0.02	0.81	0.03	5853.0	34.0	0.694	0.054	4.5	0.04	-1.1	0.05	-0.15864052954514513	0.03254212740960649	0.03517949647096777	0.03386081194028713	3.7673785241141804	0.0025155116979886927	0.002530166920769794	0.0025228393093792434
HD 195987	A	0.842	0.0014	0.671	0.023	5296.0	102.0	0.319	0.033	4.71	0.03	-0.38	0.1	-0.4962093169428189	0.04275198042094991	0.04742464992813811	0.04508831517454401	3.7239479764316434	0.008284903788854603	0.008446031138359622	0.008365467463607112
HD 195987	B	0.66201	0.00076	0.441	0.02	4360.0	133.0	0.0633	0.0097	4.97	0.04	-0.38	0.1	-1.198596289982645	0.061919150103100895	0.07223892032458501	0.06707903521384295	3.639486489268586	0.013049929324439713	0.01345424143956686	0.013252085382003287
HD 199305	NA	0.573	0.057	0.5464	0.0061	3691.0	22.0	0.04992	0.0005	4.721	0.044	-0.24	0.04	-1.3017254233256323	0.0043282646660594	0.0043718356083071175	0.004350050137183259	3.5671440451956573	0.0025809040305015962	0.0025963334397092197	0.002588618735105408
HD 201891	NA	0.762	0.003	0.981	0.014	6039.0	47.0	1.154	0.012	4.34	0.04	-0.97	0.05	0.06220580881971259	0.004492741603282668	0.0045397049098833825	0.004516223256583025	3.780965029608317	0.00336691841383141	0.0033932249169068562	0.003380071665369133
HD 204961	NA	0.447	0.011	0.4346	0.0053	3512.0	37.0	0.0259	0.00087	4.812	0.015	-0.11	0.09	-1.586700235918748	0.014348607105680644	0.014838914473028764	0.014593760789354704	3.545554507234065	0.0045514921135279	0.004599698307932165	0.004575595210730032
HD 208704	NA	0.95	0.04	1.13	0.02	5818.0	77.0	1.318	0.084	4.311	0.008	-0.14	0.1	0.11991541025799107	0.02683260337264881	0.028600250560768203	0.027716426966708507	3.7647737169110402	0.005710092520067711	0.005786170043420746	0.005748131281744229
HD 210776	NA	1.0	0.02	0.98	0.01	5580.0	77.0	0.839	0.049	4.451	0.004	0.31	0.1	-0.07623803917129975	0.024651004949900773	0.026134869538258873	0.025392937244079823	3.7466341989375787	0.005951979802830465	0.006034686126421995	0.00599333296462623
HD 211276	NA	0.83	0.03	0.93	0.02	5535.0	77.0	0.731	0.051	4.421	0.016	-0.25	0.1	-0.13608262304213956	0.029289376101987577	0.03140846425162416	0.03034892017680587	3.7431176252147416	0.006000037141580705	0.00608409388086395	0.006042065511222328
